tick,type,tempo,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,control_change,,0,0,5,,,,,,,,10,7,127,,
0,control_change,,0,0,5,,,,,,,,10,10,24,,
0,time_signature,,0,1,5,,1,4,24,8,,,,,,,
0,control_change,,0,0,9,,,,,,,,14,7,127,,
0,control_change,,0,0,9,,,,,,,,14,10,64,,
0,key_signature,,0,1,9,Eb,,,,,,,,,,,
0,midi_port,,0,1,14,,,,,,0,,,,,,
0,control_change,,0,0,14,,,,,,,,9,7,127,,
0,control_change,,0,0,14,,,,,,,,9,10,64,,
0,track_name,,0,1,14,,,,,,,,,,,,
0,end_of_track,,0,1,14,,,,,,,,,,,,
0,midi_port,,0,1,15,,,,,,0,,,,,,
0,control_change,,0,0,15,,,,,,,,9,7,127,,
0,control_change,,0,0,15,,,,,,,,9,10,64,,
0,track_name,,0,1,15,,,,,,,,,,,,
0,end_of_track,,0,1,15,,,,,,,,,,,,
0,midi_port,,0,1,16,,,,,,0,,,,,,
0,control_change,,0,0,16,,,,,,,,9,7,127,,
0,control_change,,0,0,16,,,,,,,,9,10,64,,
0,track_name,,0,1,16,,,,,,,,,,,,
0,end_of_track,,0,1,16,,,,,,,,,,,,
0,midi_port,,0,1,17,,,,,,0,,,,,,
0,control_change,,0,0,17,,,,,,,,9,7,127,,
0,control_change,,0,0,17,,,,,,,,9,10,64,,
0,track_name,,0,1,17,,,,,,,,,,,,
0,end_of_track,,0,1,17,,,,,,,,,,,,
0,midi_port,,0,1,18,,,,,,0,,,,,,
0,control_change,,0,0,18,,,,,,,,9,7,127,,
0,control_change,,0,0,18,,,,,,,,9,10,64,,
0,end_of_track,,0,1,13,,,,,,,,,,,,
0,track_name,,0,1,13,,,,,,,,,,,,
0,control_change,,0,0,13,,,,,,,,9,10,64,,
0,control_change,,0,0,13,,,,,,,,9,7,127,,
0,time_signature,,0,1,9,,1,4,24,8,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,
0,midi_port,,0,1,10,,,,,,0,,,,,,
0,program_change,,0,0,10,,,,,,,68,5,,,,
0,control_change,,0,0,10,,,,,,,,5,7,127,,
0,control_change,,0,0,10,,,,,,,,5,10,24,,
0,key_signature,,0,1,10,Eb,,,,,,,,,,,
0,time_signature,,0,1,10,,1,4,24,8,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,
0,midi_port,,0,1,11,,,,,,0,,,,,,
0,program_change,,0,0,11,,,,,,,68,7,,,,
0,program_change,,0,0,2,,,,,,,52,1,,,,
0,control_change,,0,0,11,,,,,,,,7,7,127,,
0,key_signature,,0,1,11,Eb,,,,,,,,,,,
0,time_signature,,0,1,11,,1,4,24,8,,,,,,,
0,track_name,,0,1,11,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,0,,,,,,
0,program_change,,0,0,12,,,,,,,70,8,,,,
0,control_change,,0,0,12,,,,,,,,8,7,127,,
0,control_change,,0,0,12,,,,,,,,8,10,104,,
0,key_signature,,0,1,12,Eb,,,,,,,,,,,
0,time_signature,,0,1,12,,1,4,24,8,,,,,,,
0,track_name,,0,1,12,,,,,,,,,,,,
0,midi_port,,0,1,13,,,,,,0,,,,,,
0,control_change,,0,0,11,,,,,,,,7,10,104,,
0,midi_port,,0,1,2,,,,,,0,,,,,,
0,end_of_track,,0,1,18,,,,,,,,,,,,
0,control_change,,0,0,1,,,,,,,,0,7,127,,
0,copyright,,0,1,0,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,
0,time_signature,,0,1,0,,1,4,24,8,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,
0,time_signature,,0,1,1,,1,4,24,8,,,,,,,
0,key_signature,,0,1,1,Eb,,,,,,,,,,,
0,control_change,,0,0,1,,,,,,,,0,10,24,,
0,copyright,,0,1,0,,,,,,,,,,,,
0,program_change,,0,0,1,,,,,,,52,0,,,,
0,midi_port,,0,1,1,,,,,,0,,,,,,
0,key_signature,,0,1,0,Eb,,,,,,,,,,,
192,time_signature,,192,1,7,,3,4,24,8,,,,,,,
192,time_signature,,192,1,2,,3,4,24,8,,,,,,,
192,time_signature,,192,1,4,,3,4,24,8,,,,,,,
192,time_signature,,192,1,5,,3,4,24,8,,,,,,,
192,time_signature,,192,1,3,,3,4,24,8,,,,,,,
192,time_signature,,192,1,1,,3,4,24,8,,,,,,,
192,time_signature,,192,1,6,,3,4,24,8,,,,,,,
192,note_on,,192,0,8,,,,,,,,13,,,60,0
192,time_signature,,192,1,10,,3,4,24,8,,,,,,,
192,time_signature,,192,1,9,,3,4,24,8,,,,,,,
192,time_signature,,192,1,12,,3,4,24,8,,,,,,,
192,note_on,,0,0,8,,,,,,,,13,,,63,92
192,time_signature,,0,1,8,,3,4,24,8,,,,,,,
192,time_signature,,192,1,0,,3,4,24,8,,,,,,,
192,time_signature,,192,1,11,,3,4,24,8,,,,,,,
480,note_on,,0,0,8,,,,,,,,13,,,62,92
480,note_on,,288,0,8,,,,,,,,13,,,63,0
576,note_on,,0,0,8,,,,,,,,13,,,60,92
576,note_on,,96,0,8,,,,,,,,13,,,62,0
768,note_on,,0,0,8,,,,,,,,13,,,63,92
768,note_on,,192,0,8,,,,,,,,13,,,60,0
1056,note_on,,0,0,8,,,,,,,,13,,,62,92
1056,note_on,,288,0,8,,,,,,,,13,,,63,0
1152,note_on,,96,0,8,,,,,,,,13,,,62,0
1152,note_on,,0,0,8,,,,,,,,13,,,60,92
1344,note_on,,192,0,8,,,,,,,,13,,,60,0
1344,note_on,,0,0,8,,,,,,,,13,,,55,92
1488,note_on,,144,0,8,,,,,,,,13,,,55,0
1488,note_on,,0,0,8,,,,,,,,13,,,53,92
1536,note_on,,48,0,8,,,,,,,,13,,,53,0
1536,note_on,,0,0,8,,,,,,,,13,,,55,92
1872,note_on,,336,0,8,,,,,,,,13,,,55,0
1920,note_on,,48,0,8,,,,,,,,13,,,56,92
2112,note_on,,192,0,8,,,,,,,,13,,,56,0
2112,note_on,,0,0,8,,,,,,,,13,,,53,92
2400,note_on,,288,0,8,,,,,,,,13,,,53,0
2400,note_on,,0,0,8,,,,,,,,13,,,51,92
2496,program_change,,2304,0,12,,,,,,,6,8,,,,
2496,note_on,,96,0,8,,,,,,,,13,,,51,0
2496,program_change,,2304,0,11,,,,,,,6,7,,,,
2496,note_on,,0,0,8,,,,,,,,13,,,51,92
2688,control_change,,192,0,12,,,,,,,,8,10,64,,
2688,control_change,,192,0,11,,,,,,,,7,10,64,,
3072,note_on,,0,0,8,,,,,,,,13,,,63,92
3072,note_on,,384,0,12,,,,,,,,8,,,63,30
3072,note_on,,384,0,11,,,,,,,,7,,,65,30
3072,note_on,,576,0,8,,,,,,,,13,,,51,0
3264,note_on,,0,0,12,,,,,,,,8,,,62,30
3264,note_on,,192,0,12,,,,,,,,8,,,63,0
3264,note_on,,0,0,8,,,,,,,,13,,,62,92
3264,note_on,,192,0,8,,,,,,,,13,,,63,0
3456,note_on,,384,0,11,,,,,,,,7,,,65,0
3456,note_on,,192,0,12,,,,,,,,8,,,62,0
3456,note_on,,0,0,12,,,,,,,,8,,,60,30
3456,note_on,,192,0,8,,,,,,,,13,,,62,0
3456,note_on,,0,0,8,,,,,,,,13,,,60,92
3648,note_on,,192,0,11,,,,,,,,7,,,67,30
3648,note_on,,0,0,8,,,,,,,,13,,,59,92
3648,note_on,,192,0,12,,,,,,,,8,,,60,0
3648,note_on,,0,0,12,,,,,,,,8,,,59,30
3648,note_on,,192,0,8,,,,,,,,13,,,60,0
3840,note_on,,0,0,8,,,,,,,,13,,,60,92
3840,note_on,,192,0,8,,,,,,,,13,,,59,0
3840,note_on,,192,0,12,,,,,,,,8,,,59,0
3840,note_on,,0,0,12,,,,,,,,8,,,60,30
4032,note_on,,384,0,11,,,,,,,,7,,,67,0
4032,note_on,,192,0,12,,,,,,,,8,,,60,0
4032,note_on,,192,0,8,,,,,,,,13,,,60,0
4224,note_on,,192,0,12,,,,,,,,8,,,58,30
4224,note_on,,0,0,12,,,,,,,,8,,,60,30
4224,note_on,,192,0,11,,,,,,,,7,,,67,30
4224,note_on,,192,0,8,,,,,,,,13,,,58,92
4320,note_on,,96,0,12,,,,,,,,8,,,60,0
4320,note_on,,0,0,12,,,,,,,,8,,,64,30
4416,note_on,,0,0,8,,,,,,,,13,,,56,92
4416,note_on,,192,0,8,,,,,,,,13,,,58,0
4416,note_on,,0,0,12,,,,,,,,8,,,56,30
4416,note_on,,0,0,12,,,,,,,,8,,,64,0
4416,note_on,,192,0,11,,,,,,,,7,,,67,0
4416,note_on,,0,0,11,,,,,,,,7,,,68,30
4416,note_on,,0,0,12,,,,,,,,8,,,65,30
4416,note_on,,96,0,12,,,,,,,,8,,,58,0
4608,note_on,,0,0,12,,,,,,,,8,,,64,30
4608,note_on,,0,0,12,,,,,,,,8,,,55,30
4608,note_on,,192,0,11,,,,,,,,7,,,68,0
4608,note_on,,192,0,12,,,,,,,,8,,,56,0
4608,note_on,,0,0,8,,,,,,,,13,,,55,92
4608,note_on,,192,0,8,,,,,,,,13,,,56,0
4608,note_on,,0,0,11,,,,,,,,7,,,70,30
4608,note_on,,0,0,12,,,,,,,,8,,,65,0
4800,note_on,,0,0,11,,,,,,,,7,,,60,30
4800,note_on,,192,0,8,,,,,,,,13,,,55,0
4800,note_on,,0,0,12,,,,,,,,8,,,53,30
4800,note_on,,192,0,11,,,,,,,,7,,,70,0
4800,note_on,,192,0,12,,,,,,,,8,,,55,0
4800,note_on,,0,0,11,,,,,,,,7,,,68,30
4800,note_on,,0,0,12,,,,,,,,8,,,64,0
4800,note_on,,0,0,8,,,,,,,,13,,,53,92
4800,note_on,,0,0,11,,,,,,,,7,,,65,30
4944,note_on,,0,0,8,,,,,,,,13,,,52,92
4944,note_on,,144,0,8,,,,,,,,13,,,53,0
4944,note_on,,144,0,11,,,,,,,,7,,,65,0
4944,note_on,,0,0,11,,,,,,,,7,,,67,30
4944,note_on,,144,0,12,,,,,,,,8,,,53,0
4944,note_on,,0,0,12,,,,,,,,8,,,52,30
4944,note_on,,0,0,11,,,,,,,,7,,,68,0
4992,note_on,,0,0,11,,,,,,,,7,,,68,30
4992,note_on,,48,0,11,,,,,,,,7,,,67,0
4992,note_on,,0,0,12,,,,,,,,8,,,53,30
4992,note_on,,48,0,8,,,,,,,,13,,,52,0
4992,note_on,,0,0,8,,,,,,,,13,,,53,92
4992,note_on,,48,0,12,,,,,,,,8,,,52,0
5184,note_on,,0,0,11,,,,,,,,7,,,68,0
5184,note_on,,192,0,11,,,,,,,,7,,,60,0
5184,note_on,,192,0,8,,,,,,,,13,,,53,0
5184,note_on,,192,0,12,,,,,,,,8,,,53,0
5376,note_on,,192,0,11,,,,,,,,7,,,68,30
5376,note_on,,192,0,8,,,,,,,,13,,,65,92
5376,note_on,,192,0,12,,,,,,,,8,,,65,30
5568,note_on,,0,0,8,,,,,,,,13,,,62,92
5568,note_on,,0,0,11,,,,,,,,7,,,65,30
5568,note_on,,0,0,11,,,,,,,,7,,,68,30
5568,note_on,,192,0,8,,,,,,,,13,,,65,0
5568,note_on,,192,0,11,,,,,,,,7,,,68,0
5568,note_on,,0,0,12,,,,,,,,8,,,62,30
5568,note_on,,192,0,12,,,,,,,,8,,,65,0
5760,note_on,,192,0,12,,,,,,,,8,,,62,0
5760,note_on,,0,0,12,,,,,,,,8,,,60,30
5760,note_on,,0,0,8,,,,,,,,13,,,60,92
5760,note_on,,192,0,8,,,,,,,,13,,,62,0
5760,note_on,,192,0,11,,,,,,,,7,,,65,0
5760,note_on,,0,0,11,,,,,,,,7,,,68,0
5760,note_on,,0,0,11,,,,,,,,7,,,65,30
5760,note_on,,0,0,11,,,,,,,,7,,,68,30
5952,note_on,,0,0,8,,,,,,,,13,,,59,92
5952,note_on,,0,0,11,,,,,,,,7,,,67,30
5952,note_on,,0,0,11,,,,,,,,7,,,65,30
5952,note_on,,0,0,12,,,,,,,,8,,,65,30
5952,note_on,,0,0,11,,,,,,,,7,,,68,0
5952,note_on,,192,0,11,,,,,,,,7,,,65,0
5952,note_on,,192,0,8,,,,,,,,13,,,60,0
5952,note_on,,192,0,12,,,,,,,,8,,,60,0
5952,note_on,,0,0,12,,,,,,,,8,,,59,30
6048,note_on,,0,0,12,,,,,,,,8,,,67,30
6048,note_on,,96,0,12,,,,,,,,8,,,65,0
6144,note_on,,192,0,8,,,,,,,,13,,,59,0
6144,note_on,,0,0,11,,,,,,,,7,,,63,30
6144,note_on,,192,0,11,,,,,,,,7,,,65,0
6144,note_on,,0,0,8,,,,,,,,13,,,60,92
6144,note_on,,0,0,11,,,,,,,,7,,,68,30
6144,note_on,,0,0,12,,,,,,,,8,,,60,30
6144,note_on,,96,0,12,,,,,,,,8,,,59,0
6144,note_on,,0,0,12,,,,,,,,8,,,67,0
6336,note_on,,192,0,12,,,,,,,,8,,,60,0
6336,note_on,,0,0,11,,,,,,,,7,,,63,0
6336,note_on,,192,0,8,,,,,,,,13,,,60,0
6336,note_on,,192,0,11,,,,,,,,7,,,67,0
6336,note_on,,0,0,11,,,,,,,,7,,,68,0
6528,note_on,,192,0,12,,,,,,,,8,,,53,30
6528,note_on,,192,0,11,,,,,,,,7,,,62,30
6528,program_change,,6336,0,1,,,,,,,68,0,,,,
6528,note_on,,0,0,11,,,,,,,,7,,,65,30
6528,note_on,,192,0,8,,,,,,,,13,,,53,92
6624,note_on,,0,0,11,,,,,,,,7,,,60,30
6624,note_on,,96,0,11,,,,,,,,7,,,62,0
6624,note_on,,0,0,11,,,,,,,,7,,,65,0
6624,note_on,,0,0,11,,,,,,,,7,,,63,30
6720,note_on,,192,0,8,,,,,,,,13,,,53,0
6720,note_on,,0,0,8,,,,,,,,13,,,55,92
6720,note_on,,0,0,11,,,,,,,,7,,,63,30
6720,note_on,,0,0,11,,,,,,,,7,,,63,0
6720,note_on,,0,0,11,,,,,,,,7,,,60,30
6720,control_change,,192,0,1,,,,,,,,0,10,104,,
6720,note_on,,96,0,11,,,,,,,,7,,,60,0
6720,note_on,,192,0,12,,,,,,,,8,,,53,0
6720,note_on,,0,0,12,,,,,,,,8,,,55,30
6912,note_on,,0,0,8,,,,,,,,13,,,43,92
6912,note_on,,192,0,11,,,,,,,,7,,,60,0
6912,note_on,,0,0,11,,,,,,,,7,,,63,0
6912,note_on,,0,0,11,,,,,,,,7,,,59,30
6912,note_on,,0,0,11,,,,,,,,7,,,62,30
6912,note_on,,192,0,8,,,,,,,,13,,,55,0
6912,note_on,,192,0,12,,,,,,,,8,,,55,0
6912,note_on,,0,0,12,,,,,,,,8,,,43,30
7056,note_on,,144,0,11,,,,,,,,7,,,59,0
7056,note_on,,0,0,11,,,,,,,,7,,,62,0
7056,note_on,,0,0,11,,,,,,,,7,,,60,30
7104,note_on,,0,0,11,,,,,,,,7,,,60,30
7104,note_on,,0,0,8,,,,,,,,13,,,48,92
7104,note_on,,0,0,12,,,,,,,,8,,,36,30
7104,note_on,,0,0,12,,,,,,,,8,,,48,30
7104,note_on,,48,0,11,,,,,,,,7,,,60,0
7104,note_on,,192,0,8,,,,,,,,13,,,43,0
7104,note_on,,192,0,12,,,,,,,,8,,,43,0
7488,note_on,,384,0,11,,,,,,,,7,,,60,0
7488,note_on,,768,0,1,,,,,,,,0,,,72,92
7488,note_on,,384,0,8,,,,,,,,13,,,48,0
7488,note_on,,0,0,12,,,,,,,,8,,,48,0
7488,note_on,,384,0,12,,,,,,,,8,,,36,0
7680,note_on,,192,0,1,,,,,,,,0,,,72,0
7680,note_on,,0,0,1,,,,,,,,0,,,75,92
7968,note_on,,0,0,1,,,,,,,,0,,,74,92
7968,note_on,,288,0,1,,,,,,,,0,,,75,0
8064,note_on,,0,0,1,,,,,,,,0,,,72,92
8064,note_on,,96,0,1,,,,,,,,0,,,74,0
8256,note_on,,192,0,1,,,,,,,,0,,,72,0
8256,note_on,,0,0,1,,,,,,,,0,,,75,92
8544,note_on,,0,0,1,,,,,,,,0,,,74,92
8544,note_on,,288,0,1,,,,,,,,0,,,75,0
8640,note_on,,96,0,1,,,,,,,,0,,,74,0
8640,note_on,,0,0,1,,,,,,,,0,,,72,92
8832,note_on,,192,0,1,,,,,,,,0,,,72,0
8832,note_on,,0,0,1,,,,,,,,0,,,67,92
8976,note_on,,144,0,1,,,,,,,,0,,,67,0
8976,note_on,,0,0,1,,,,,,,,0,,,65,92
9024,note_on,,0,0,1,,,,,,,,0,,,67,92
9024,note_on,,48,0,1,,,,,,,,0,,,65,0
9216,note_on,,1728,0,8,,,,,,,,13,,,60,92
9216,note_on,,192,0,1,,,,,,,,0,,,67,0
9216,note_on,,1728,0,12,,,,,,,,8,,,60,30
9408,note_on,,192,0,8,,,,,,,,13,,,60,0
9408,note_on,,0,0,8,,,,,,,,13,,,63,92
9408,note_on,,192,0,12,,,,,,,,8,,,60,0
9408,note_on,,0,0,12,,,,,,,,8,,,63,30
9696,note_on,,288,0,8,,,,,,,,13,,,63,0
9696,note_on,,288,0,12,,,,,,,,8,,,63,0
9696,note_on,,0,0,12,,,,,,,,8,,,62,30
9696,note_on,,0,0,8,,,,,,,,13,,,62,92
9792,note_on,,96,0,12,,,,,,,,8,,,62,0
9792,note_on,,0,0,12,,,,,,,,8,,,60,30
9792,note_on,,96,0,8,,,,,,,,13,,,62,0
9792,note_on,,0,0,8,,,,,,,,13,,,60,92
9984,note_on,,768,0,1,,,,,,,,0,,,67,92
9984,note_on,,2496,0,11,,,,,,,,7,,,67,30
9984,note_on,,0,0,12,,,,,,,,8,,,63,30
9984,note_on,,192,0,12,,,,,,,,8,,,60,0
9984,note_on,,192,0,8,,,,,,,,13,,,60,0
9984,note_on,,0,0,8,,,,,,,,13,,,63,92
10272,note_on,,0,0,8,,,,,,,,13,,,62,92
10272,note_on,,288,0,8,,,,,,,,13,,,63,0
10272,note_on,,0,0,12,,,,,,,,8,,,62,30
10272,note_on,,288,0,12,,,,,,,,8,,,63,0
10368,note_on,,384,0,11,,,,,,,,7,,,67,0
10368,note_on,,96,0,8,,,,,,,,13,,,62,0
10368,note_on,,0,0,12,,,,,,,,8,,,60,30
10368,note_on,,0,0,8,,,,,,,,13,,,60,92
10368,note_on,,0,0,1,,,,,,,,0,,,72,92
10368,note_on,,384,0,1,,,,,,,,0,,,67,0
10368,note_on,,0,0,11,,,,,,,,7,,,72,30
10368,note_on,,96,0,12,,,,,,,,8,,,62,0
10560,note_on,,0,0,1,,,,,,,,0,,,70,92
10560,note_on,,192,0,1,,,,,,,,0,,,72,0
10560,note_on,,192,0,11,,,,,,,,7,,,72,0
10560,note_on,,0,0,12,,,,,,,,8,,,55,30
10560,note_on,,192,0,8,,,,,,,,13,,,60,0
10560,note_on,,0,0,8,,,,,,,,13,,,55,92
10560,note_on,,0,0,11,,,,,,,,7,,,70,30
10560,note_on,,192,0,12,,,,,,,,8,,,60,0
10704,note_on,,0,0,12,,,,,,,,8,,,53,30
10704,note_on,,144,0,12,,,,,,,,8,,,55,0
10704,note_on,,0,0,8,,,,,,,,13,,,53,92
10704,note_on,,144,0,8,,,,,,,,13,,,55,0
10752,note_on,,0,0,12,,,,,,,,8,,,55,30
10752,note_on,,48,0,12,,,,,,,,8,,,53,0
10752,note_on,,0,0,8,,,,,,,,13,,,55,92
10752,note_on,,48,0,8,,,,,,,,13,,,53,0
10944,note_on,,192,0,12,,,,,,,,8,,,55,0
10944,note_on,,192,0,8,,,,,,,,13,,,55,0
11136,note_on,,576,0,11,,,,,,,,7,,,70,0
11136,note_on,,0,0,11,,,,,,,,7,,,63,30
11136,note_on,,192,0,8,,,,,,,,13,,,56,92
11136,note_on,,192,0,12,,,,,,,,8,,,56,30
11136,note_on,,576,0,1,,,,,,,,0,,,70,0
11136,note_on,,0,0,1,,,,,,,,0,,,63,92
11328,note_on,,0,0,12,,,,,,,,8,,,53,30
11328,note_on,,0,0,1,,,,,,,,0,,,68,92
11328,note_on,,192,0,1,,,,,,,,0,,,63,0
11328,note_on,,0,0,8,,,,,,,,13,,,53,92
11328,note_on,,192,0,8,,,,,,,,13,,,56,0
11328,note_on,,0,0,11,,,,,,,,7,,,68,30
11328,note_on,,192,0,11,,,,,,,,7,,,63,0
11328,note_on,,192,0,12,,,,,,,,8,,,56,0
11616,note_on,,288,0,11,,,,,,,,7,,,68,0
11616,note_on,,288,0,8,,,,,,,,13,,,53,0
11616,note_on,,0,0,11,,,,,,,,7,,,67,30
11616,note_on,,288,0,12,,,,,,,,8,,,53,0
11616,note_on,,0,0,1,,,,,,,,0,,,67,92
11616,note_on,,288,0,1,,,,,,,,0,,,68,0
11616,note_on,,0,0,12,,,,,,,,8,,,51,30
11616,note_on,,0,0,8,,,,,,,,13,,,51,92
11712,note_on,,96,0,1,,,,,,,,0,,,67,0
11712,note_on,,96,0,11,,,,,,,,7,,,67,0
11712,note_on,,96,0,8,,,,,,,,13,,,51,0
11712,note_on,,0,0,11,,,,,,,,7,,,67,30
11712,note_on,,0,0,1,,,,,,,,0,,,67,92
11712,note_on,,0,0,8,,,,,,,,13,,,51,92
11712,note_on,,96,0,12,,,,,,,,8,,,51,0
11712,note_on,,0,0,12,,,,,,,,8,,,51,30
12288,note_on,,0,0,11,,,,,,,,7,,,79,30
12288,note_on,,576,0,12,,,,,,,,8,,,51,0
12288,note_on,,0,0,8,,,,,,,,13,,,63,92
12288,note_on,,576,0,8,,,,,,,,13,,,51,0
12288,note_on,,576,0,11,,,,,,,,7,,,67,0
12288,note_on,,0,0,12,,,,,,,,8,,,63,30
12288,note_on,,576,0,1,,,,,,,,0,,,67,0
12288,note_on,,0,0,1,,,,,,,,0,,,79,92
12480,note_on,,0,0,12,,,,,,,,8,,,62,30
12480,note_on,,192,0,12,,,,,,,,8,,,63,0
12480,note_on,,192,0,8,,,,,,,,13,,,63,0
12480,note_on,,0,0,8,,,,,,,,13,,,62,92
12672,note_on,,0,0,12,,,,,,,,8,,,60,30
12672,note_on,,192,0,12,,,,,,,,8,,,62,0
12672,note_on,,192,0,8,,,,,,,,13,,,62,0
12672,note_on,,0,0,8,,,,,,,,13,,,60,92
12864,note_on,,0,0,8,,,,,,,,13,,,59,92
12864,note_on,,192,0,8,,,,,,,,13,,,60,0
12864,note_on,,0,0,12,,,,,,,,8,,,59,30
12864,note_on,,192,0,12,,,,,,,,8,,,60,0
13056,note_on,,0,0,8,,,,,,,,13,,,60,92
13056,note_on,,192,0,8,,,,,,,,13,,,59,0
13056,note_on,,0,0,1,,,,,,,,0,,,75,92
13056,note_on,,768,0,1,,,,,,,,0,,,79,0
13056,note_on,,768,0,11,,,,,,,,7,,,79,0
13056,note_on,,192,0,12,,,,,,,,8,,,59,0
13056,note_on,,0,0,12,,,,,,,,8,,,60,30
13056,note_on,,0,0,11,,,,,,,,7,,,75,30
13248,note_on,,192,0,12,,,,,,,,8,,,60,0
13248,note_on,,0,0,11,,,,,,,,7,,,72,30
13248,note_on,,192,0,1,,,,,,,,0,,,75,0
13248,note_on,,0,0,1,,,,,,,,0,,,72,92
13248,note_on,,192,0,11,,,,,,,,7,,,75,0
13248,note_on,,192,0,8,,,,,,,,13,,,60,0
13440,note_on,,192,0,8,,,,,,,,13,,,55,92
13440,note_on,,192,0,12,,,,,,,,8,,,55,30
13440,note_on,,192,0,11,,,,,,,,7,,,72,0
13440,note_on,,0,0,11,,,,,,,,7,,,71,30
13440,note_on,,0,0,1,,,,,,,,0,,,71,92
13440,note_on,,192,0,1,,,,,,,,0,,,72,0
13584,note_on,,0,0,1,,,,,,,,0,,,69,92
13584,note_on,,144,0,1,,,,,,,,0,,,71,0
13584,note_on,,144,0,11,,,,,,,,7,,,71,0
13584,note_on,,0,0,11,,,,,,,,7,,,69,30
13632,note_on,,0,0,1,,,,,,,,0,,,67,92
13632,note_on,,48,0,1,,,,,,,,0,,,69,0
13632,note_on,,48,0,11,,,,,,,,7,,,69,0
13632,note_on,,0,0,11,,,,,,,,7,,,67,30
13824,note_on,,192,0,1,,,,,,,,0,,,67,0
13824,note_on,,384,0,12,,,,,,,,8,,,55,0
13824,note_on,,384,0,8,,,,,,,,13,,,55,0
13824,note_on,,192,0,11,,,,,,,,7,,,67,0
14016,note_on,,192,0,1,,,,,,,,0,,,76,92
14016,note_on,,192,0,8,,,,,,,,13,,,58,92
14016,note_on,,192,0,12,,,,,,,,8,,,58,30
14016,note_on,,192,0,11,,,,,,,,7,,,76,30
14208,note_on,,192,0,1,,,,,,,,0,,,76,0
14208,note_on,,0,0,8,,,,,,,,13,,,56,92
14208,note_on,,0,0,12,,,,,,,,8,,,56,30
14208,note_on,,0,0,1,,,,,,,,0,,,77,92
14208,note_on,,192,0,12,,,,,,,,8,,,58,0
14208,note_on,,192,0,8,,,,,,,,13,,,58,0
14208,note_on,,192,0,11,,,,,,,,7,,,76,0
