tick,type,tempo,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,midi_port,,0,1,19,,,,,,0,,,,,,
0,control_change,,0,0,19,,,,,,,,9,7,127,,
0,control_change,,0,0,19,,,,,,,,9,10,64,,
0,track_name,,0,1,19,,,,,,,,,,,,
0,end_of_track,,0,1,19,,,,,,,,,,,,
0,midi_port,,0,1,20,,,,,,0,,,,,,
0,control_change,,0,0,20,,,,,,,,9,7,127,,
0,control_change,,0,0,20,,,,,,,,9,10,64,,
0,midi_port,,0,1,15,,,,,,0,,,,,,
0,track_name,,0,1,14,,,,,,,,,,,,
0,note_on,,0,0,14,,,,,,,,8,,,67,92
0,time_signature,,0,1,14,,2,2,24,8,,,,,,,
0,time_signature,,0,1,10,,2,2,24,8,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,
0,midi_port,,0,1,11,,,,,,0,,,,,,
0,program_change,,0,0,11,,,,,,,60,5,,,,
0,control_change,,0,0,11,,,,,,,,5,7,127,,
0,control_change,,0,0,11,,,,,,,,5,10,72,,
0,time_signature,,0,1,11,,2,2,24,8,,,,,,,
0,track_name,,0,1,11,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,0,,,,,,
0,program_change,,0,0,12,,,,,,,60,6,,,,
0,control_change,,0,0,12,,,,,,,,6,7,127,,
0,control_change,,0,0,12,,,,,,,,6,10,56,,
0,time_signature,,0,1,12,,2,2,24,8,,,,,,,
0,program_change,,0,0,2,,,,,,,52,11,,,,
0,track_name,,0,1,12,,,,,,,,,,,,
0,program_change,,0,0,13,,,,,,,19,7,,,,
0,control_change,,0,0,13,,,,,,,,7,7,127,,
0,control_change,,0,0,13,,,,,,,,7,10,72,,
0,key_signature,,0,1,13,G,,,,,,,,,,,
0,time_signature,,0,1,13,,2,2,24,8,,,,,,,
0,note_on,,0,0,13,,,,,,,,7,,,71,92
0,note_on,,0,0,13,,,,,,,,7,,,74,92
0,track_name,,0,1,13,,,,,,,,,,,,
0,midi_port,,0,1,14,,,,,,0,,,,,,
0,program_change,,0,0,14,,,,,,,19,8,,,,
0,control_change,,0,0,14,,,,,,,,8,7,127,,
0,control_change,,0,0,14,,,,,,,,8,10,56,,
0,key_signature,,0,1,14,G,,,,,,,,,,,
0,midi_port,,0,1,13,,,,,,0,,,,,,
0,midi_port,,0,1,2,,,,,,0,,,,,,
0,end_of_track,,0,1,20,,,,,,,,,,,,
0,copyright,,0,1,0,,,,,,,,,,,,
0,note_on,,0,0,1,,,,,,,,10,,,74,108
0,track_name,,0,1,1,,,,,,,,,,,,
0,control_change,,0,0,1,,,,,,,,10,10,24,,
0,control_change,,0,0,1,,,,,,,,10,7,127,,
0,program_change,,0,0,1,,,,,,,52,10,,,,
0,midi_port,,0,1,1,,,,,,0,,,,,,
0,copyright,,0,1,0,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,
0,time_signature,,0,1,0,,2,2,24,8,,,,,,,
0,key_signature,,0,1,0,G,,,,,,,,,,,
0,time_signature,,0,1,1,,2,2,24,8,,,,,,,
0,key_signature,,0,1,1,G,,,,,,,,,,,
384,note_on,,0,0,13,,,,,,,,7,,,74,0
384,note_on,,384,0,1,,,,,,,,10,,,74,0
384,note_on,,0,0,1,,,,,,,,10,,,71,108
384,note_on,,384,0,14,,,,,,,,8,,,67,0
384,note_on,,0,0,14,,,,,,,,8,,,55,92
384,note_on,,0,0,13,,,,,,,,7,,,71,92
384,note_on,,0,0,13,,,,,,,,7,,,67,92
384,note_on,,384,0,13,,,,,,,,7,,,71,0
384,note_on,,384,0,2,,,,,,,,11,,,71,0
384,note_on,,0,0,2,,,,,,,,11,,,67,108
576,note_on,,576,0,3,,,,,,,,12,,,67,0
576,note_on,,0,0,3,,,,,,,,12,,,62,108
672,note_on,,0,0,2,,,,,,,,11,,,69,108
672,note_on,,288,0,1,,,,,,,,10,,,71,0
672,note_on,,0,0,1,,,,,,,,10,,,72,108
672,note_on,,288,0,13,,,,,,,,7,,,67,0
672,note_on,,0,0,13,,,,,,,,7,,,71,0
672,note_on,,0,0,13,,,,,,,,7,,,69,92
672,note_on,,0,0,13,,,,,,,,7,,,72,92
672,note_on,,288,0,2,,,,,,,,11,,,67,0
768,note_on,,192,0,3,,,,,,,,12,,,62,0
768,note_on,,0,0,1,,,,,,,,10,,,74,108
768,note_on,,96,0,1,,,,,,,,10,,,72,0
768,note_on,,0,0,3,,,,,,,,12,,,67,108
768,note_on,,384,0,14,,,,,,,,8,,,55,0
768,note_on,,0,0,14,,,,,,,,8,,,67,92
768,note_on,,0,0,13,,,,,,,,7,,,74,92
768,note_on,,0,0,13,,,,,,,,7,,,72,0
768,note_on,,96,0,2,,,,,,,,11,,,69,0
768,note_on,,96,0,13,,,,,,,,7,,,69,0
768,note_on,,0,0,2,,,,,,,,11,,,71,108
768,note_on,,0,0,13,,,,,,,,7,,,71,92
1152,note_on,,384,0,13,,,,,,,,7,,,71,0
1152,note_on,,0,0,1,,,,,,,,10,,,67,108
1152,note_on,,0,0,3,,,,,,,,12,,,59,108
1152,note_on,,384,0,1,,,,,,,,10,,,74,0
1152,note_on,,384,0,2,,,,,,,,11,,,71,0
1152,note_on,,0,0,13,,,,,,,,7,,,67,92
1152,note_on,,384,0,3,,,,,,,,12,,,67,0
1152,note_on,,0,0,2,,,,,,,,11,,,67,108
1152,note_on,,384,0,14,,,,,,,,8,,,67,0
1152,note_on,,0,0,14,,,,,,,,8,,,59,92
1152,note_on,,0,0,13,,,,,,,,7,,,74,0
1536,note_on,,0,0,13,,,,,,,,7,,,66,92
1536,note_on,,384,0,14,,,,,,,,8,,,59,0
1536,note_on,,0,0,3,,,,,,,,12,,,62,108
1536,note_on,,384,0,3,,,,,,,,12,,,59,0
1536,note_on,,0,0,14,,,,,,,,8,,,62,92
1536,note_on,,384,0,1,,,,,,,,10,,,67,0
1536,note_on,,0,0,1,,,,,,,,10,,,69,108
1536,note_on,,0,0,13,,,,,,,,7,,,69,92
1536,note_on,,384,0,13,,,,,,,,7,,,67,0
1536,note_on,,384,0,2,,,,,,,,11,,,67,0
1536,note_on,,0,0,2,,,,,,,,11,,,66,108
1632,note_on,,96,0,1,,,,,,,,10,,,69,0
1632,note_on,,0,0,13,,,,,,,,7,,,71,92
1632,note_on,,96,0,2,,,,,,,,11,,,66,0
1632,note_on,,0,0,2,,,,,,,,11,,,67,108
1632,note_on,,0,0,1,,,,,,,,10,,,71,108
1632,note_on,,96,0,13,,,,,,,,7,,,66,0
1632,note_on,,0,0,13,,,,,,,,7,,,69,0
1632,note_on,,0,0,13,,,,,,,,7,,,67,92
1728,note_on,,0,0,14,,,,,,,,8,,,62,92
1728,note_on,,96,0,1,,,,,,,,10,,,71,0
1728,note_on,,192,0,14,,,,,,,,8,,,62,0
1728,note_on,,0,0,2,,,,,,,,11,,,69,108
1728,note_on,,0,0,1,,,,,,,,10,,,72,108
1728,note_on,,0,0,14,,,,,,,,8,,,55,92
1728,note_on,,96,0,2,,,,,,,,11,,,67,0
1728,note_on,,96,0,13,,,,,,,,7,,,67,0
1728,note_on,,0,0,13,,,,,,,,7,,,72,92
1728,note_on,,0,0,13,,,,,,,,7,,,69,92
1728,note_on,,0,0,13,,,,,,,,7,,,71,0
1824,note_on,,96,0,13,,,,,,,,7,,,69,0
1824,note_on,,0,0,13,,,,,,,,7,,,74,92
1824,note_on,,0,0,1,,,,,,,,10,,,74,108
1824,note_on,,96,0,1,,,,,,,,10,,,72,0
1824,note_on,,0,0,13,,,,,,,,7,,,72,0
1824,note_on,,0,0,13,,,,,,,,7,,,71,92
1824,note_on,,0,0,2,,,,,,,,11,,,71,108
1824,note_on,,96,0,2,,,,,,,,11,,,69,0
1920,note_on,,96,0,2,,,,,,,,11,,,71,0
1920,note_on,,192,0,14,,,,,,,,8,,,55,0
1920,note_on,,0,0,14,,,,,,,,8,,,54,92
1920,note_on,,0,0,13,,,,,,,,7,,,69,92
1920,note_on,,0,0,13,,,,,,,,7,,,72,92
1920,note_on,,0,0,2,,,,,,,,11,,,69,108
1920,note_on,,96,0,13,,,,,,,,7,,,71,0
1920,note_on,,96,0,1,,,,,,,,10,,,74,0
1920,note_on,,0,0,1,,,,,,,,10,,,72,108
1920,note_on,,0,0,13,,,,,,,,7,,,74,0
2112,note_on,,0,0,13,,,,,,,,7,,,71,92
2112,note_on,,192,0,14,,,,,,,,8,,,54,0
2112,note_on,,192,0,2,,,,,,,,11,,,69,0
2112,note_on,,0,0,2,,,,,,,,11,,,67,108
2112,note_on,,0,0,14,,,,,,,,8,,,55,92
2112,note_on,,0,0,13,,,,,,,,7,,,67,92
2112,note_on,,0,0,3,,,,,,,,12,,,67,108
2112,note_on,,0,0,13,,,,,,,,7,,,72,0
2112,note_on,,576,0,3,,,,,,,,12,,,62,0
2112,note_on,,192,0,13,,,,,,,,7,,,69,0
2112,note_on,,192,0,1,,,,,,,,10,,,72,0
2112,note_on,,0,0,1,,,,,,,,10,,,71,108
2304,note_on,,0,0,2,,,,,,,,11,,,66,108
2304,note_on,,192,0,2,,,,,,,,11,,,67,0
2304,note_on,,192,0,13,,,,,,,,7,,,67,0
2304,note_on,,0,0,13,,,,,,,,7,,,71,0
2304,note_on,,0,0,13,,,,,,,,7,,,66,92
2304,note_on,,0,0,13,,,,,,,,7,,,69,92
2304,note_on,,192,0,1,,,,,,,,10,,,71,0
2304,note_on,,192,0,14,,,,,,,,8,,,62,0
2304,note_on,,0,0,14,,,,,,,,8,,,55,0
2304,note_on,,0,0,14,,,,,,,,8,,,62,92
2304,note_on,,0,0,1,,,,,,,,10,,,69,108
2304,note_on,,0,0,3,,,,,,,,12,,,62,108
2304,note_on,,192,0,3,,,,,,,,12,,,67,0
3072,note_on,,0,0,14,,,,,,,,8,,,67,92
3072,note_on,,768,0,2,,,,,,,,11,,,66,0
3072,note_on,,768,0,1,,,,,,,,10,,,69,0
3072,note_on,,0,0,1,,,,,,,,10,,,71,108
3072,note_on,,768,0,14,,,,,,,,8,,,62,0
3072,note_on,,768,0,13,,,,,,,,7,,,66,0
3072,note_on,,0,0,2,,,,,,,,11,,,67,108
3072,note_on,,0,0,13,,,,,,,,7,,,69,0
3072,note_on,,768,0,3,,,,,,,,12,,,62,0
3072,note_on,,0,0,3,,,,,,,,12,,,67,108
3072,note_on,,0,0,13,,,,,,,,7,,,71,92
3168,note_on,,96,0,13,,,,,,,,7,,,71,0
3168,note_on,,0,0,13,,,,,,,,7,,,69,92
3168,note_on,,0,0,13,,,,,,,,7,,,72,92
3168,note_on,,0,0,2,,,,,,,,11,,,69,108
3168,note_on,,0,0,1,,,,,,,,10,,,72,108
3168,note_on,,96,0,1,,,,,,,,10,,,71,0
3168,note_on,,96,0,2,,,,,,,,11,,,67,0
3264,note_on,,0,0,2,,,,,,,,11,,,71,108
3264,note_on,,0,0,13,,,,,,,,7,,,74,92
3264,note_on,,96,0,13,,,,,,,,7,,,69,0
3264,note_on,,0,0,13,,,,,,,,7,,,72,0
3264,note_on,,0,0,13,,,,,,,,7,,,71,92
3264,note_on,,96,0,2,,,,,,,,11,,,69,0
3264,note_on,,0,0,1,,,,,,,,10,,,74,108
3264,note_on,,96,0,1,,,,,,,,10,,,72,0
3360,note_on,,96,0,2,,,,,,,,11,,,71,0
3360,note_on,,0,0,13,,,,,,,,7,,,72,92
3360,note_on,,0,0,13,,,,,,,,7,,,74,0
3360,note_on,,96,0,13,,,,,,,,7,,,71,0
3360,note_on,,0,0,1,,,,,,,,10,,,76,108
3360,note_on,,0,0,13,,,,,,,,7,,,76,92
3360,note_on,,96,0,1,,,,,,,,10,,,74,0
3360,note_on,,0,0,2,,,,,,,,11,,,72,108
3456,note_on,,0,0,1,,,,,,,,10,,,74,108
3456,note_on,,96,0,1,,,,,,,,10,,,76,0
3456,note_on,,0,0,2,,,,,,,,11,,,71,108
3456,note_on,,96,0,13,,,,,,,,7,,,72,0
3456,note_on,,0,0,13,,,,,,,,7,,,74,92
3456,note_on,,0,0,13,,,,,,,,7,,,71,92
3456,note_on,,0,0,13,,,,,,,,7,,,76,0
3456,note_on,,96,0,2,,,,,,,,11,,,72,0
3648,note_on,,0,0,1,,,,,,,,10,,,74,108
3648,note_on,,192,0,2,,,,,,,,11,,,71,0
3648,note_on,,0,0,2,,,,,,,,11,,,71,108
3648,note_on,,0,0,3,,,,,,,,12,,,67,108
3648,note_on,,192,0,1,,,,,,,,10,,,74,0
3648,note_on,,576,0,3,,,,,,,,12,,,67,0
3648,note_on,,0,0,13,,,,,,,,7,,,74,0
3648,note_on,,0,0,14,,,,,,,,8,,,67,92
3648,note_on,,576,0,14,,,,,,,,8,,,67,0
3648,note_on,,0,0,13,,,,,,,,7,,,74,92
3648,note_on,,0,0,13,,,,,,,,7,,,71,92
3648,note_on,,192,0,13,,,,,,,,7,,,71,0
3840,note_on,,0,0,2,,,,,,,,11,,,74,108
3840,note_on,,0,0,13,,,,,,,,7,,,79,92
3840,note_on,,0,0,13,,,,,,,,7,,,74,92
3840,note_on,,0,0,13,,,,,,,,7,,,74,0
3840,note_on,,192,0,14,,,,,,,,8,,,67,0
3840,note_on,,0,0,14,,,,,,,,8,,,71,92
3840,note_on,,192,0,2,,,,,,,,11,,,71,0
3840,note_on,,192,0,13,,,,,,,,7,,,71,0
3840,note_on,,0,0,1,,,,,,,,10,,,79,108
3840,note_on,,192,0,1,,,,,,,,10,,,74,0
3840,note_on,,0,0,3,,,,,,,,12,,,71,108
3840,note_on,,192,0,3,,,,,,,,12,,,67,0
4224,note_on,,0,0,3,,,,,,,,12,,,67,108
4224,note_on,,384,0,3,,,,,,,,12,,,71,0
4224,note_on,,0,0,13,,,,,,,,7,,,74,92
4224,note_on,,0,0,13,,,,,,,,7,,,71,92
4224,note_on,,0,0,13,,,,,,,,7,,,79,0
4224,note_on,,384,0,13,,,,,,,,7,,,74,0
4224,note_on,,384,0,14,,,,,,,,8,,,71,0
4224,note_on,,0,0,2,,,,,,,,11,,,71,108
4224,note_on,,384,0,2,,,,,,,,11,,,74,0
4224,note_on,,0,0,14,,,,,,,,8,,,67,92
4224,note_on,,0,0,1,,,,,,,,10,,,74,108
4224,note_on,,384,0,1,,,,,,,,10,,,79,0
4608,note_on,,384,0,2,,,,,,,,11,,,71,0
4608,note_on,,0,0,14,,,,,,,,8,,,69,92
4608,note_on,,0,0,13,,,,,,,,7,,,74,0
4608,note_on,,0,0,3,,,,,,,,12,,,66,108
4608,note_on,,384,0,3,,,,,,,,12,,,67,0
4608,note_on,,0,0,14,,,,,,,,8,,,66,92
4608,note_on,,384,0,14,,,,,,,,8,,,67,0
4608,note_on,,0,0,2,,,,,,,,11,,,69,108
4608,note_on,,384,0,1,,,,,,,,10,,,74,0
4608,note_on,,0,0,13,,,,,,,,7,,,72,92
4608,note_on,,384,0,13,,,,,,,,7,,,71,0
4608,note_on,,0,0,1,,,,,,,,10,,,72,108
4800,note_on,,0,0,3,,,,,,,,12,,,67,108
4800,note_on,,192,0,3,,,,,,,,12,,,66,0
4800,note_on,,0,0,13,,,,,,,,7,,,71,92
4800,note_on,,192,0,13,,,,,,,,7,,,72,0
4800,note_on,,192,0,14,,,,,,,,8,,,66,0
4800,note_on,,0,0,14,,,,,,,,8,,,69,0
4800,note_on,,192,0,1,,,,,,,,10,,,72,0
4800,note_on,,0,0,1,,,,,,,,10,,,71,108
4800,note_on,,0,0,14,,,,,,,,8,,,67,92
4800,note_on,,192,0,2,,,,,,,,11,,,69,0
4800,note_on,,0,0,2,,,,,,,,11,,,67,108
4896,note_on,,96,0,13,,,,,,,,7,,,71,0
4896,note_on,,0,0,13,,,,,,,,7,,,69,92
4896,note_on,,0,0,1,,,,,,,,10,,,69,108
4896,note_on,,96,0,1,,,,,,,,10,,,71,0
4992,note_on,,0,0,1,,,,,,,,10,,,69,108
4992,note_on,,0,0,3,,,,,,,,12,,,62,108
4992,note_on,,192,0,3,,,,,,,,12,,,67,0
4992,note_on,,96,0,1,,,,,,,,10,,,69,0
4992,note_on,,0,0,13,,,,,,,,7,,,69,92
4992,note_on,,0,0,14,,,,,,,,8,,,67,92
4992,note_on,,0,0,14,,,,,,,,8,,,62,92
4992,note_on,,96,0,13,,,,,,,,7,,,69,0
4992,note_on,,192,0,14,,,,,,,,8,,,67,0
5184,note_on,,192,0,14,,,,,,,,8,,,67,0
5184,note_on,,384,0,2,,,,,,,,11,,,67,0
5184,note_on,,0,0,14,,,,,,,,8,,,66,92
5184,note_on,,192,0,3,,,,,,,,12,,,62,0
5184,note_on,,0,0,3,,,,,,,,12,,,62,108
5184,note_on,,0,0,2,,,,,,,,11,,,66,108
5280,note_on,,288,0,13,,,,,,,,7,,,69,0
5280,note_on,,288,0,1,,,,,,,,10,,,69,0
5280,note_on,,0,0,13,,,,,,,,7,,,67,92
5280,note_on,,0,0,1,,,,,,,,10,,,67,108
5376,note_on,,0,0,2,,,,,,,,11,,,67,108
5376,note_on,,96,0,1,,,,,,,,10,,,67,0
5376,note_on,,0,0,1,,,,,,,,10,,,67,108
5376,note_on,,192,0,2,,,,,,,,11,,,66,0
5376,note_on,,0,0,3,,,,,,,,12,,,67,108
5376,note_on,,192,0,3,,,,,,,,12,,,62,0
5376,note_on,,0,0,13,,,,,,,,7,,,67,92
5376,note_on,,96,0,13,,,,,,,,7,,,67,0
5376,note_on,,0,0,14,,,,,,,,8,,,55,92
5376,note_on,,192,0,14,,,,,,,,8,,,62,0
5376,note_on,,0,0,14,,,,,,,,8,,,66,0
6144,note_on,,6144,0,11,,,,,,,,5,,,74,108
6144,note_on,,768,0,3,,,,,,,,12,,,67,0
6144,note_on,,768,0,1,,,,,,,,10,,,67,0
6144,note_on,,768,0,13,,,,,,,,7,,,67,0
6144,note_on,,768,0,14,,,,,,,,8,,,55,0
6144,note_on,,768,0,2,,,,,,,,11,,,67,0
6144,note_on,,6144,0,12,,,,,,,,6,,,71,108
6528,note_on,,384,0,11,,,,,,,,5,,,74,0
6528,note_on,,0,0,11,,,,,,,,5,,,71,108
6528,note_on,,0,0,12,,,,,,,,6,,,67,108
6528,note_on,,384,0,12,,,,,,,,6,,,71,0
6816,note_on,,0,0,11,,,,,,,,5,,,72,108
6816,note_on,,288,0,11,,,,,,,,5,,,71,0
6816,note_on,,288,0,12,,,,,,,,6,,,67,0
6816,note_on,,0,0,12,,,,,,,,6,,,69,108
6912,note_on,,96,0,12,,,,,,,,6,,,69,0
6912,note_on,,0,0,12,,,,,,,,6,,,71,108
6912,note_on,,96,0,11,,,,,,,,5,,,72,0
6912,note_on,,0,0,11,,,,,,,,5,,,74,108
7296,note_on,,0,0,12,,,,,,,,6,,,59,108
7296,note_on,,384,0,12,,,,,,,,6,,,71,0
7296,note_on,,384,0,11,,,,,,,,5,,,74,0
7296,note_on,,0,0,11,,,,,,,,5,,,67,108
7680,note_on,,0,0,12,,,,,,,,6,,,62,108
7680,note_on,,384,0,12,,,,,,,,6,,,59,0
7680,note_on,,0,0,11,,,,,,,,5,,,69,108
7680,note_on,,384,0,11,,,,,,,,5,,,67,0
7776,note_on,,0,0,11,,,,,,,,5,,,71,108
7776,note_on,,96,0,11,,,,,,,,5,,,69,0
7872,note_on,,0,0,12,,,,,,,,6,,,69,108
7872,note_on,,96,0,11,,,,,,,,5,,,71,0
7872,note_on,,0,0,11,,,,,,,,5,,,72,108
7872,note_on,,192,0,12,,,,,,,,6,,,62,0
7968,note_on,,0,0,11,,,,,,,,5,,,74,108
7968,note_on,,96,0,11,,,,,,,,5,,,72,0
8064,note_on,,0,0,12,,,,,,,,6,,,69,108
8064,note_on,,192,0,12,,,,,,,,6,,,69,0
8064,note_on,,0,0,11,,,,,,,,5,,,72,108
8064,note_on,,96,0,11,,,,,,,,5,,,74,0
8256,note_on,,0,0,12,,,,,,,,6,,,67,108
8256,note_on,,192,0,12,,,,,,,,6,,,69,0
8256,note_on,,0,0,11,,,,,,,,5,,,71,108
8256,note_on,,192,0,11,,,,,,,,5,,,72,0
8448,note_on,,0,0,11,,,,,,,,5,,,69,108
8448,note_on,,192,0,11,,,,,,,,5,,,71,0
8448,note_on,,192,0,12,,,,,,,,6,,,67,0
8448,note_on,,0,0,12,,,,,,,,6,,,62,108
9216,note_on,,0,0,12,,,,,,,,6,,,67,108
9216,note_on,,0,0,11,,,,,,,,5,,,71,108
9216,note_on,,768,0,12,,,,,,,,6,,,62,0
9216,note_on,,768,0,11,,,,,,,,5,,,69,0
9312,note_on,,96,0,11,,,,,,,,5,,,71,0
9312,note_on,,0,0,12,,,,,,,,6,,,69,108
9312,note_on,,96,0,12,,,,,,,,6,,,67,0
9312,note_on,,0,0,11,,,,,,,,5,,,72,108
9408,note_on,,96,0,11,,,,,,,,5,,,72,0
9408,note_on,,0,0,11,,,,,,,,5,,,74,108
9408,note_on,,0,0,12,,,,,,,,6,,,71,108
9408,note_on,,96,0,12,,,,,,,,6,,,69,0
9504,note_on,,96,0,11,,,,,,,,5,,,74,0
9504,note_on,,0,0,11,,,,,,,,5,,,76,108
9504,note_on,,0,0,12,,,,,,,,6,,,72,108
9504,note_on,,96,0,12,,,,,,,,6,,,71,0
9600,note_on,,0,0,12,,,,,,,,6,,,71,108
9600,note_on,,96,0,12,,,,,,,,6,,,72,0
9600,note_on,,0,0,11,,,,,,,,5,,,74,108
9600,note_on,,96,0,11,,,,,,,,5,,,76,0
9792,note_on,,192,0,11,,,,,,,,5,,,74,0
9792,note_on,,192,0,12,,,,,,,,6,,,71,0
9792,note_on,,0,0,11,,,,,,,,5,,,74,108
9792,note_on,,0,0,12,,,,,,,,6,,,71,108
9984,note_on,,192,0,11,,,,,,,,5,,,74,0
9984,note_on,,0,0,11,,,,,,,,5,,,79,108
9984,note_on,,0,0,12,,,,,,,,6,,,71,108
9984,note_on,,192,0,12,,,,,,,,6,,,71,0
10176,note_on,,0,0,12,,,,,,,,6,,,67,108
10176,note_on,,192,0,12,,,,,,,,6,,,71,0
10272,note_on,,0,0,12,,,,,,,,6,,,69,108
10272,note_on,,96,0,12,,,,,,,,6,,,67,0
10368,note_on,,0,0,11,,,,,,,,5,,,74,108
10368,note_on,,96,0,12,,,,,,,,6,,,69,0
10368,note_on,,384,0,11,,,,,,,,5,,,79,0
10368,note_on,,0,0,12,,,,,,,,6,,,71,108
10560,note_on,,192,0,12,,,,,,,,6,,,71,0
10560,note_on,,0,0,12,,,,,,,,6,,,62,108
10752,note_on,,384,0,11,,,,,,,,5,,,74,0
10752,note_on,,0,0,11,,,,,,,,5,,,72,108
10752,note_on,,192,0,12,,,,,,,,6,,,62,0
10752,note_on,,0,0,12,,,,,,,,6,,,69,108
10944,note_on,,0,0,11,,,,,,,,5,,,71,108
10944,note_on,,192,0,12,,,,,,,,6,,,69,0
10944,note_on,,0,0,12,,,,,,,,6,,,67,108
10944,note_on,,192,0,11,,,,,,,,5,,,72,0
11040,note_on,,96,0,11,,,,,,,,5,,,71,0
11040,note_on,,0,0,11,,,,,,,,5,,,69,108
11136,note_on,,192,0,12,,,,,,,,6,,,67,0
