tick,type,tempo,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
3072,note_on,,0,0,10,,,,,,,,10,,,74,92
3072,note_on,,0,0,9,,,,,,,,8,,,46,75
3072,note_on,,48,0,6,,,,,,,,5,,,69,0
3072,note_on,,192,0,12,,,,,,,,12,,,60,0
3072,note_on,,0,0,12,,,,,,,,12,,,58,92
3072,note_on,,0,0,6,,,,,,,,5,,,70,108
3072,note_on,,192,0,9,,,,,,,,8,,,41,0
3072,note_on,,192,0,7,,,,,,,,6,,,60,0
3072,note_on,,48,0,5,,,,,,,,4,,,75,0
3072,note_on,,0,0,11,,,,,,,,11,,,74,92
3072,note_on,,48,0,11,,,,,,,,11,,,75,0
3072,note_on,,192,0,8,,,,,,,,7,,,53,0
3072,note_on,,0,0,7,,,,,,,,6,,,58,92
3072,note_on,,0,0,8,,,,,,,,7,,,58,92
3264,note_on,,192,0,6,,,,,,,,5,,,70,0
3264,note_on,,0,0,6,,,,,,,,5,,,65,108
3264,note_on,,192,0,5,,,,,,,,4,,,74,0
3264,note_on,,192,0,9,,,,,,,,8,,,46,0
3264,note_on,,0,0,10,,,,,,,,10,,,62,92
3264,note_on,,0,0,11,,,,,,,,11,,,62,92
3264,note_on,,192,0,11,,,,,,,,11,,,74,0
3264,note_on,,0,0,5,,,,,,,,4,,,62,108
3264,note_on,,0,0,9,,,,,,,,8,,,34,75
3264,note_on,,0,0,12,,,,,,,,12,,,46,92
3264,note_on,,0,0,8,,,,,,,,7,,,46,92
3264,note_on,,192,0,10,,,,,,,,10,,,74,0
3264,note_on,,192,0,12,,,,,,,,12,,,58,0
3264,note_on,,192,0,8,,,,,,,,7,,,58,0
3456,note_on,,0,0,8,,,,,,,,7,,,56,92
3456,note_on,,0,0,12,,,,,,,,12,,,56,92
3456,note_on,,192,0,9,,,,,,,,8,,,34,0
3456,note_on,,384,0,7,,,,,,,,6,,,58,0
3456,note_on,,0,0,9,,,,,,,,8,,,44,75
3456,note_on,,192,0,8,,,,,,,,7,,,46,0
3456,note_on,,192,0,12,,,,,,,,12,,,46,0
3552,note_on,,288,0,5,,,,,,,,4,,,62,0
3552,note_on,,288,0,6,,,,,,,,5,,,65,0
3552,note_on,,288,0,10,,,,,,,,10,,,62,0
3552,note_on,,288,0,11,,,,,,,,11,,,62,0
3600,note_on,,48,0,10,,,,,,,,10,,,72,92
3600,note_on,,144,0,7,,,,,,,,6,,,65,92
3600,note_on,,48,0,11,,,,,,,,11,,,72,92
3600,note_on,,48,0,6,,,,,,,,5,,,65,108
3600,note_on,,48,0,5,,,,,,,,4,,,72,108
3648,note_on,,0,0,11,,,,,,,,11,,,75,92
3648,note_on,,0,0,7,,,,,,,,6,,,67,92
3648,note_on,,48,0,5,,,,,,,,4,,,72,0
3648,note_on,,0,0,5,,,,,,,,4,,,75,108
3648,note_on,,0,0,6,,,,,,,,5,,,70,108
3648,note_on,,48,0,6,,,,,,,,5,,,65,0
3648,note_on,,0,0,10,,,,,,,,10,,,75,92
3648,note_on,,192,0,9,,,,,,,,8,,,44,0
3648,note_on,,0,0,12,,,,,,,,12,,,55,92
3648,note_on,,192,0,8,,,,,,,,7,,,56,0
3648,note_on,,0,0,8,,,,,,,,7,,,55,92
3648,note_on,,48,0,10,,,,,,,,10,,,72,0
3648,note_on,,48,0,11,,,,,,,,11,,,72,0
3648,note_on,,48,0,7,,,,,,,,6,,,65,0
3648,note_on,,0,0,9,,,,,,,,8,,,43,75
3648,note_on,,192,0,12,,,,,,,,12,,,56,0
3840,note_on,,192,0,10,,,,,,,,10,,,75,0
3840,note_on,,192,0,12,,,,,,,,12,,,55,0
3840,note_on,,0,0,12,,,,,,,,12,,,53,92
3840,note_on,,0,0,8,,,,,,,,7,,,53,92
3840,note_on,,192,0,8,,,,,,,,7,,,55,0
3840,note_on,,0,0,7,,,,,,,,6,,,62,92
3840,note_on,,0,0,5,,,,,,,,4,,,74,108
3840,note_on,,192,0,5,,,,,,,,4,,,75,0
3840,note_on,,0,0,9,,,,,,,,8,,,41,75
3840,note_on,,192,0,9,,,,,,,,8,,,43,0
3840,note_on,,192,0,11,,,,,,,,11,,,75,0
3840,note_on,,0,0,11,,,,,,,,11,,,74,92
3840,note_on,,0,0,10,,,,,,,,10,,,74,92
3840,note_on,,192,0,7,,,,,,,,6,,,67,0
4032,note_on,,0,0,5,,,,,,,,4,,,72,108
4032,note_on,,192,0,5,,,,,,,,4,,,74,0
4032,note_on,,0,0,11,,,,,,,,11,,,72,92
4032,note_on,,192,0,10,,,,,,,,10,,,74,0
4032,note_on,,0,0,10,,,,,,,,10,,,72,92
4032,note_on,,192,0,8,,,,,,,,7,,,53,0
4032,note_on,,0,0,8,,,,,,,,7,,,51,92
4032,note_on,,0,0,7,,,,,,,,6,,,67,92
4032,note_on,,192,0,7,,,,,,,,6,,,62,0
4032,note_on,,192,0,11,,,,,,,,11,,,74,0
4032,note_on,,0,0,9,,,,,,,,8,,,39,75
4032,note_on,,0,0,12,,,,,,,,12,,,51,92
4032,note_on,,192,0,12,,,,,,,,12,,,53,0
4032,note_on,,192,0,9,,,,,,,,8,,,41,0
4224,note_on,,0,0,5,,,,,,,,4,,,74,108
4224,note_on,,192,0,5,,,,,,,,4,,,72,0
4224,note_on,,192,0,10,,,,,,,,10,,,72,0
4224,note_on,,0,0,10,,,,,,,,10,,,74,92
4224,note_on,,0,0,12,,,,,,,,12,,,53,92
4224,note_on,,192,0,12,,,,,,,,12,,,51,0
4224,note_on,,192,0,8,,,,,,,,7,,,51,0
4224,note_on,,0,0,8,,,,,,,,7,,,53,92
4224,note_on,,0,0,7,,,,,,,,6,,,65,92
4224,note_on,,192,0,7,,,,,,,,6,,,67,0
4224,note_on,,192,0,9,,,,,,,,8,,,39,0
4224,note_on,,0,0,6,,,,,,,,5,,,70,108
4224,note_on,,576,0,6,,,,,,,,5,,,70,0
4224,note_on,,0,0,9,,,,,,,,8,,,41,75
4224,note_on,,192,0,11,,,,,,,,11,,,72,0
4224,note_on,,0,0,11,,,,,,,,11,,,74,92
4320,note_on,,0,0,6,,,,,,,,5,,,72,108
4320,note_on,,0,0,5,,,,,,,,4,,,75,108
4320,note_on,,96,0,5,,,,,,,,4,,,74,0
4320,note_on,,96,0,11,,,,,,,,11,,,74,0
4320,note_on,,0,0,11,,,,,,,,11,,,75,92
4320,note_on,,0,0,10,,,,,,,,10,,,75,92
4320,note_on,,96,0,10,,,,,,,,10,,,74,0
4320,note_on,,96,0,6,,,,,,,,5,,,70,0
4416,note_on,,0,0,5,,,,,,,,4,,,72,108
4416,note_on,,96,0,5,,,,,,,,4,,,75,0
4416,note_on,,96,0,11,,,,,,,,11,,,75,0
4416,note_on,,0,0,11,,,,,,,,11,,,72,92
4416,note_on,,96,0,6,,,,,,,,5,,,72,0
4416,note_on,,96,0,10,,,,,,,,10,,,75,0
4416,note_on,,0,0,10,,,,,,,,10,,,72,92
4416,note_on,,0,0,6,,,,,,,,5,,,69,108
4608,note_on,,384,0,8,,,,,,,,7,,,53,0
4608,note_on,,384,0,9,,,,,,,,8,,,41,0
4608,note_on,,0,0,9,,,,,,,,8,,,29,75
4608,note_on,,384,0,7,,,,,,,,6,,,65,0
4608,note_on,,384,0,12,,,,,,,,12,,,53,0
4608,note_on,,0,0,8,,,,,,,,7,,,41,92
4608,note_on,,0,0,12,,,,,,,,12,,,41,92
4608,note_on,,0,0,7,,,,,,,,6,,,63,92
4704,note_on,,288,0,11,,,,,,,,11,,,72,0
4704,note_on,,0,0,6,,,,,,,,5,,,70,108
4704,note_on,,0,0,11,,,,,,,,11,,,70,92
4704,note_on,,0,0,10,,,,,,,,10,,,70,92
4704,note_on,,288,0,6,,,,,,,,5,,,69,0
4704,note_on,,288,0,10,,,,,,,,10,,,72,0
4704,note_on,,0,0,5,,,,,,,,4,,,70,108
4704,note_on,,288,0,5,,,,,,,,4,,,72,0
4800,note_on,,0,0,5,,,,,,,,4,,,70,108
4800,note_on,,96,0,5,,,,,,,,4,,,70,0
4800,note_on,,0,0,10,,,,,,,,10,,,70,92
4800,note_on,,96,0,10,,,,,,,,10,,,70,0
4800,note_on,,192,0,7,,,,,,,,6,,,63,0
4800,note_on,,0,0,7,,,,,,,,6,,,62,92
4800,note_on,,192,0,8,,,,,,,,7,,,41,0
4800,note_on,,192,0,12,,,,,,,,12,,,41,0
4800,note_on,,0,0,11,,,,,,,,11,,,70,92
4800,note_on,,96,0,11,,,,,,,,11,,,70,0
4800,note_on,,96,0,6,,,,,,,,5,,,70,0
4800,note_on,,0,0,6,,,,,,,,5,,,70,108
4800,note_on,,0,0,9,,,,,,,,8,,,34,75
4800,note_on,,192,0,9,,,,,,,,8,,,29,0
4800,note_on,,0,0,12,,,,,,,,12,,,46,92
4800,note_on,,0,0,8,,,,,,,,7,,,46,92
5184,note_on,,384,0,8,,,,,,,,7,,,46,0
5184,note_on,,384,0,11,,,,,,,,11,,,70,0
5184,note_on,,384,0,6,,,,,,,,5,,,70,0
5184,note_on,,4992,0,3,,,,,,,,2,,,62,92
5184,note_on,,384,0,9,,,,,,,,8,,,34,0
5184,note_on,,4992,0,2,,,,,,,,1,,,65,92
5184,note_on,,4992,0,4,,,,,,,,3,,,58,92
5184,note_on,,384,0,7,,,,,,,,6,,,62,0
5184,note_on,,4992,0,1,,,,,,,,0,,,70,92
5184,note_on,,384,0,5,,,,,,,,4,,,70,0
5184,note_on,,384,0,10,,,,,,,,10,,,70,0
5184,note_on,,384,0,12,,,,,,,,12,,,46,0
5344,note_on,,160,0,3,,,,,,,,2,,,62,0
5344,note_on,,160,0,1,,,,,,,,0,,,70,0
5344,note_on,,160,0,4,,,,,,,,3,,,58,0
5344,note_on,,160,0,2,,,,,,,,1,,,65,0
5376,note_on,,32,0,4,,,,,,,,3,,,53,92
5376,note_on,,32,0,1,,,,,,,,0,,,70,92
5376,note_on,,32,0,2,,,,,,,,1,,,65,92
5376,note_on,,32,0,3,,,,,,,,2,,,62,92
5568,note_on,,0,0,3,,,,,,,,2,,,60,92
