tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
1440,note_on,240,0,1,,,,,,,,,0,,69,85
1440,note_on,0,0,1,,,,,,,,,0,,77,85
1440,note_on,240,0,2,,,,,,,,,1,,50,85
1440,note_on,0,0,2,,,,,,,,,1,,62,85
1440,note_on,0,0,2,,,,,,,,,1,,57,85
1440,note_on,0,0,2,,,,,,,,,1,,53,85
1560,note_on,0,0,1,,,,,,,,,0,,69,0
1560,note_on,120,0,1,,,,,,,,,0,,77,0
1560,note_on,0,0,1,,,,,,,,,0,,74,0
1560,note_on,0,0,1,,,,,,,,,0,,79,85
1676,text,116,1,1,,,,,,,,,,,,
1680,text,0,1,1,,,,,,,,,,,,
1680,note_on,0,0,1,,,,,,,,,0,,77,85
1680,note_on,0,0,1,,,,,,,,,0,,73,85
1680,note_on,0,0,1,,,,,,,,,0,,69,85
1680,note_on,4,0,1,,,,,,,,,0,,79,0
1680,note_on,0,0,2,,,,,,,,,1,,57,0
1680,note_on,0,0,2,,,,,,,,,1,,64,85
1680,note_on,240,0,2,,,,,,,,,1,,62,0
1680,note_on,0,0,2,,,,,,,,,1,,50,0
1680,note_on,0,0,2,,,,,,,,,1,,61,85
1680,note_on,0,0,2,,,,,,,,,1,,57,85
1680,note_on,0,0,2,,,,,,,,,1,,53,0
1756,note_on,76,0,1,,,,,,,,,0,,77,0
1760,note_on,4,0,1,,,,,,,,,0,,76,85
1796,note_on,36,0,1,,,,,,,,,0,,76,0
1800,note_on,4,0,1,,,,,,,,,0,,77,85
1836,note_on,36,0,1,,,,,,,,,0,,77,0
1840,note_on,4,0,1,,,,,,,,,0,,76,85
1876,note_on,36,0,1,,,,,,,,,0,,76,0
1880,note_on,4,0,1,,,,,,,,,0,,77,85
1916,note_on,36,0,1,,,,,,,,,0,,77,0
1920,note_on,4,0,1,,,,,,,,,0,,76,85
2036,note_on,116,0,1,,,,,,,,,0,,76,0
2040,note_on,4,0,1,,,,,,,,,0,,74,85
2100,note_on,60,0,1,,,,,,,,,0,,74,0
2100,note_on,0,0,1,,,,,,,,,0,,76,85
2160,note_on,0,0,2,,,,,,,,,1,,62,85
2160,note_on,0,0,2,,,,,,,,,1,,62,85
2160,note_on,0,0,2,,,,,,,,,1,,57,0
2160,note_on,0,0,2,,,,,,,,,1,,61,0
2160,note_on,480,0,2,,,,,,,,,1,,64,0
2160,note_on,0,0,1,,,,,,,,,0,,69,0
2160,note_on,0,0,1,,,,,,,,,0,,69,85
2160,note_on,0,0,1,,,,,,,,,0,,74,85
2160,note_on,0,0,1,,,,,,,,,0,,77,85
2160,note_on,0,0,1,,,,,,,,,0,,73,0
2160,note_on,60,0,1,,,,,,,,,0,,76,0
2336,note_on,0,0,1,,,,,,,,,0,,77,0
2336,note_on,176,0,2,,,,,,,,,1,,62,0
2336,note_on,176,0,1,,,,,,,,,0,,69,0
2336,note_on,0,0,1,,,,,,,,,0,,74,0
2352,note_on,16,0,2,,,,,,,,,1,,62,0
2400,note_on,64,0,1,,,,,,,,,0,,74,85
2400,note_on,0,0,1,,,,,,,,,0,,65,85
2400,note_on,0,0,1,,,,,,,,,0,,69,85
2400,note_on,0,0,2,,,,,,,,,1,,53,85
2400,note_on,0,0,2,,,,,,,,,1,,57,85
2400,note_on,0,0,2,,,,,,,,,1,,62,85
2400,note_on,48,0,2,,,,,,,,,1,,50,85
2640,note_on,0,0,2,,,,,,,,,1,,62,0
2640,note_on,0,0,2,,,,,,,,,1,,53,0
2640,note_on,0,0,2,,,,,,,,,1,,50,0
2640,note_on,240,0,2,,,,,,,,,1,,57,0
2640,note_on,0,0,1,,,,,,,,,0,,65,0
2640,note_on,0,0,1,,,,,,,,,0,,74,0
2640,note_on,240,0,1,,,,,,,,,0,,69,0
2880,note_on,0,0,1,,,,,,,,,0,,77,85
2880,note_on,0,0,1,,,,,,,,,0,,70,85
2880,note_on,0,0,1,,,,,,,,,0,,82,85
2880,note_on,240,0,2,,,,,,,,,1,,62,85
2880,note_on,0,0,2,,,,,,,,,1,,65,85
2880,note_on,240,0,1,,,,,,,,,0,,74,85
3120,note_on,240,0,2,,,,,,,,,1,,65,0
3120,note_on,240,0,1,,,,,,,,,0,,82,0
3120,note_on,0,0,1,,,,,,,,,0,,74,0
3120,note_on,0,0,1,,,,,,,,,0,,77,0
3120,note_on,0,0,1,,,,,,,,,0,,70,0
3120,note_on,0,0,1,,,,,,,,,0,,72,85
3120,note_on,0,0,2,,,,,,,,,1,,62,0
3120,note_on,0,0,1,,,,,,,,,0,,76,85
3120,note_on,0,0,2,,,,,,,,,1,,64,85
3120,note_on,0,0,2,,,,,,,,,1,,60,85
3124,note_on,4,0,1,,,,,,,,,0,,82,85
3316,note_on,192,0,1,,,,,,,,,0,,82,0
3360,note_on,44,0,1,,,,,,,,,0,,81,85
3480,note_on,0,0,1,,,,,,,,,0,,82,85
3480,note_on,120,0,1,,,,,,,,,0,,81,0
3596,text,116,1,1,,,,,,,,,,,,
3600,text,0,1,1,,,,,,,,,,,,
3600,note_on,0,0,1,,,,,,,,,0,,74,85
3600,note_on,0,0,2,,,,,,,,,1,,67,85
3600,note_on,0,0,2,,,,,,,,,1,,62,85
3600,note_on,0,0,1,,,,,,,,,0,,81,85
3600,note_on,0,0,2,,,,,,,,,1,,60,0
3600,note_on,0,0,2,,,,,,,,,1,,58,85
3600,note_on,0,0,1,,,,,,,,,0,,70,85
3600,note_on,0,0,1,,,,,,,,,0,,76,0
3600,note_on,480,0,2,,,,,,,,,1,,64,0
3600,note_on,4,0,1,,,,,,,,,0,,82,0
3600,note_on,0,0,1,,,,,,,,,0,,72,0
3676,note_on,76,0,1,,,,,,,,,0,,81,0
3680,note_on,4,0,1,,,,,,,,,0,,79,85
3716,note_on,36,0,1,,,,,,,,,0,,79,0
3720,note_on,4,0,1,,,,,,,,,0,,81,85
3756,note_on,36,0,1,,,,,,,,,0,,81,0
3760,note_on,4,0,1,,,,,,,,,0,,79,85
3796,note_on,36,0,1,,,,,,,,,0,,79,0
3800,note_on,4,0,1,,,,,,,,,0,,81,85
3836,note_on,36,0,1,,,,,,,,,0,,81,0
3840,note_on,4,0,1,,,,,,,,,0,,79,85
4076,note_on,236,0,1,,,,,,,,,0,,79,0
4080,note_on,4,0,1,,,,,,,,,0,,74,0
4080,note_on,0,0,1,,,,,,,,,0,,72,85
4080,note_on,0,0,2,,,,,,,,,1,,57,85
4080,note_on,0,0,2,,,,,,,,,1,,65,85
4080,note_on,0,0,1,,,,,,,,,0,,70,0
4080,note_on,0,0,2,,,,,,,,,1,,60,85
4080,note_on,0,0,2,,,,,,,,,1,,58,0
4080,note_on,0,0,2,,,,,,,,,1,,62,0
4080,note_on,480,0,2,,,,,,,,,1,,67,0
4080,note_on,0,0,1,,,,,,,,,0,,77,85
4080,note_on,0,0,1,,,,,,,,,0,,69,85
4320,note_on,0,0,1,,,,,,,,,0,,72,0
4320,note_on,0,0,2,,,,,,,,,1,,64,85
4320,note_on,0,0,2,,,,,,,,,1,,58,85
4320,note_on,0,0,2,,,,,,,,,1,,55,85
4320,note_on,0,0,2,,,,,,,,,1,,57,0
4320,note_on,240,0,1,,,,,,,,,0,,77,0
4320,note_on,240,0,2,,,,,,,,,1,,65,0
4320,note_on,0,0,2,,,,,,,,,1,,60,0
4320,note_on,0,0,1,,,,,,,,,0,,76,85
4320,note_on,0,0,1,,,,,,,,,0,,70,85
4320,note_on,0,0,1,,,,,,,,,0,,67,85
4320,note_on,0,0,1,,,,,,,,,0,,69,0
4560,note_on,0,0,1,,,,,,,,,0,,67,0
4560,note_on,0,0,1,,,,,,,,,0,,67,85
4560,note_on,0,0,1,,,,,,,,,0,,74,85
4560,note_on,240,0,1,,,,,,,,,0,,76,0
4560,note_on,0,0,1,,,,,,,,,0,,70,0
4560,note_on,0,0,2,,,,,,,,,1,,58,85
4560,note_on,0,0,2,,,,,,,,,1,,64,85
4560,note_on,0,0,2,,,,,,,,,1,,62,85
4560,note_on,0,0,2,,,,,,,,,1,,55,0
4560,note_on,240,0,2,,,,,,,,,1,,64,0
4560,note_on,0,0,2,,,,,,,,,1,,58,0
4740,note_on,0,0,1,,,,,,,,,0,,73,85
4740,note_on,180,0,1,,,,,,,,,0,,74,0
4800,note_on,0,0,1,,,,,,,,,0,,74,85
4800,note_on,60,0,1,,,,,,,,,0,,73,0
4920,note_on,120,0,1,,,,,,,,,0,,74,0
4920,note_on,0,0,1,,,,,,,,,0,,76,85
5036,text,116,1,1,,,,,,,,,,,,
5040,note_on,0,0,1,,,,,,,,,0,,67,0
5040,note_on,0,0,2,,,,,,,,,1,,64,85
5040,text,0,1,1,,,,,,,,,,,,
5040,note_on,0,0,1,,,,,,,,,0,,74,85
5040,note_on,0,0,1,,,,,,,,,0,,69,85
5040,note_on,0,0,2,,,,,,,,,1,,57,85
5040,note_on,0,0,2,,,,,,,,,1,,58,0
5040,note_on,0,0,2,,,,,,,,,1,,62,0
5040,note_on,480,0,2,,,,,,,,,1,,64,0
5040,note_on,4,0,1,,,,,,,,,0,,76,0
5116,note_on,76,0,1,,,,,,,,,0,,74,0
5120,note_on,4,0,1,,,,,,,,,0,,73,85
5156,note_on,36,0,1,,,,,,,,,0,,73,0
5160,note_on,4,0,1,,,,,,,,,0,,74,85
5196,note_on,36,0,1,,,,,,,,,0,,74,0
5200,note_on,4,0,1,,,,,,,,,0,,73,85
5236,note_on,36,0,1,,,,,,,,,0,,73,0
5240,note_on,4,0,1,,,,,,,,,0,,74,85
5276,note_on,36,0,1,,,,,,,,,0,,74,0
5280,note_on,4,0,1,,,,,,,,,0,,73,85
5520,note_on,240,0,1,,,,,,,,,0,,69,0
5756,note_on,236,0,1,,,,,,,,,0,,73,0
5760,note_on,720,0,2,,,,,,,,,1,,64,0
5760,note_on,4,0,1,,,,,,,,,0,,69,85
5760,note_on,0,0,1,,,,,,,,,0,,73,85
5760,note_on,0,0,1,,,,,,,,,0,,76,85
5760,note_on,0,0,2,,,,,,,,,1,,61,85
5760,note_on,0,0,2,,,,,,,,,1,,57,0
5760,note_on,0,0,2,,,,,,,,,1,,57,85
6000,note_on,0,0,2,,,,,,,,,1,,62,85
6000,note_on,0,0,2,,,,,,,,,1,,53,85
6000,note_on,0,0,2,,,,,,,,,1,,57,0
6000,note_on,240,0,2,,,,,,,,,1,,61,0
6000,note_on,0,0,1,,,,,,,,,0,,74,85
6000,note_on,240,0,1,,,,,,,,,0,,76,0
6000,note_on,0,0,1,,,,,,,,,0,,73,0
6000,note_on,0,0,1,,,,,,,,,0,,69,0
6000,note_on,0,0,1,,,,,,,,,0,,77,85
6120,note_on,0,0,1,,,,,,,,,0,,76,85
6120,note_on,0,0,1,,,,,,,,,0,,77,0
6120,note_on,120,0,1,,,,,,,,,0,,74,0
6120,note_on,0,0,1,,,,,,,,,0,,73,85
6240,note_on,0,0,1,,,,,,,,,0,,74,85
6240,note_on,0,0,1,,,,,,,,,0,,77,85
6240,note_on,0,0,1,,,,,,,,,0,,76,0
6240,note_on,120,0,1,,,,,,,,,0,,73,0
6240,note_on,240,0,2,,,,,,,,,1,,53,0
6240,note_on,0,0,2,,,,,,,,,1,,50,85
6360,note_on,0,0,1,,,,,,,,,0,,77,0
6360,note_on,0,0,1,,,,,,,,,0,,79,85
6360,note_on,0,0,1,,,,,,,,,0,,76,85
6360,note_on,120,0,1,,,,,,,,,0,,74,0
6416,note_on,176,0,2,,,,,,,,,1,,62,0
6468,set_tempo,6468,1,0,,,,,,705882,,,,,,
6480,note_on,64,0,2,,,,,,,,,1,,50,0
6480,note_on,0,0,2,,,,,,,,,1,,57,85
6480,note_on,0,0,1,,,,,,,,,0,,79,0
6480,note_on,0,0,2,,,,,,,,,1,,64,85
6480,note_on,120,0,1,,,,,,,,,0,,76,0
6480,note_on,0,0,1,,,,,,,,,0,,77,85
6480,note_on,0,0,1,,,,,,,,,0,,74,85
6496,note_on,16,0,2,,,,,,,,,1,,61,85
6496,note_on,16,0,1,,,,,,,,,0,,69,85
6540,text,44,1,1,,,,,,,,,,,,
6544,text,0,1,1,,,,,,,,,,,,
6544,note_on,4,0,1,,,,,,,,,0,,74,0
6544,note_on,0,0,1,,,,,,,,,0,,77,0
6544,note_on,0,0,1,,,,,,,,,0,,77,85
6544,note_on,0,0,1,,,,,,,,,0,,73,85
6620,note_on,76,0,1,,,,,,,,,0,,77,0
6624,note_on,4,0,1,,,,,,,,,0,,76,85
6660,note_on,36,0,1,,,,,,,,,0,,76,0
6664,note_on,4,0,1,,,,,,,,,0,,77,85
6700,note_on,36,0,1,,,,,,,,,0,,77,0
6704,note_on,4,0,1,,,,,,,,,0,,76,85
6740,note_on,36,0,1,,,,,,,,,0,,76,0
6744,note_on,4,0,1,,,,,,,,,0,,77,85
6780,note_on,36,0,1,,,,,,,,,0,,77,0
6784,note_on,4,0,1,,,,,,,,,0,,76,85
7020,note_on,236,0,1,,,,,,,,,0,,76,0
7136,note_on,116,0,1,,,,,,,,,0,,73,0
7156,note_on,20,0,1,,,,,,,,,0,,69,0
7168,note_on,672,0,2,,,,,,,,,1,,64,0
7168,note_on,0,0,2,,,,,,,,,1,,57,0
7184,note_on,16,0,2,,,,,,,,,1,,61,0
7200,set_tempo,732,1,0,,,,,,461538,,,,,,
7200,note_on,44,0,1,,,,,,,,,0,,73,85
7200,marker,0,1,0,,,,,,,,,,,,
7200,note_on,16,0,2,,,,,,,,,1,,57,85
7320,note_on,120,0,1,,,,,,,,,0,,73,0
7320,note_on,0,0,1,,,,,,,,,0,,69,85
7440,note_on,240,0,2,,,,,,,,,1,,57,0
7440,note_on,0,0,2,,,,,,,,,1,,45,85
7440,note_on,0,0,1,,,,,,,,,0,,73,85
7440,note_on,120,0,1,,,,,,,,,0,,69,0
7560,note_on,120,0,1,,,,,,,,,0,,73,0
7560,note_on,0,0,1,,,,,,,,,0,,76,85
7680,note_on,0,0,1,,,,,,,,,0,,81,85
7680,note_on,0,0,2,,,,,,,,,1,,49,85
7680,note_on,240,0,2,,,,,,,,,1,,45,0
7680,note_on,120,0,1,,,,,,,,,0,,76,0
7800,note_on,0,0,1,,,,,,,,,0,,76,85
7800,note_on,120,0,1,,,,,,,,,0,,81,0
7920,note_on,0,0,1,,,,,,,,,0,,77,85
7920,note_on,240,0,2,,,,,,,,,1,,49,0
7920,note_on,0,0,2,,,,,,,,,1,,50,85
7920,note_on,120,0,1,,,,,,,,,0,,76,0
8040,note_on,120,0,1,,,,,,,,,0,,77,0
8040,note_on,0,0,1,,,,,,,,,0,,81,85
8160,note_on,240,0,2,,,,,,,,,1,,50,0
8160,note_on,0,0,2,,,,,,,,,1,,52,85
8160,note_on,120,0,1,,,,,,,,,0,,81,0
8160,note_on,0,0,1,,,,,,,,,0,,77,85
8280,note_on,120,0,1,,,,,,,,,0,,77,0
8280,note_on,0,0,1,,,,,,,,,0,,74,85
8400,note_on,0,0,1,,,,,,,,,0,,69,85
8400,note_on,120,0,1,,,,,,,,,0,,74,0
8400,note_on,240,0,2,,,,,,,,,1,,52,0
8400,note_on,0,0,2,,,,,,,,,1,,53,85
8520,note_on,0,0,1,,,,,,,,,0,,72,85
8520,note_on,120,0,1,,,,,,,,,0,,69,0
8640,note_on,0,0,1,,,,,,,,,0,,71,85
8640,note_on,120,0,1,,,,,,,,,0,,72,0
8640,note_on,240,0,2,,,,,,,,,1,,53,0
8640,note_on,0,0,2,,,,,,,,,1,,55,85
8760,note_on,0,0,1,,,,,,,,,0,,67,85
8760,note_on,120,0,1,,,,,,,,,0,,71,0
8880,note_on,0,0,2,,,,,,,,,1,,43,85
8880,note_on,120,0,1,,,,,,,,,0,,67,0
8880,note_on,0,0,1,,,,,,,,,0,,71,85
8880,note_on,240,0,2,,,,,,,,,1,,55,0
9000,note_on,0,0,1,,,,,,,,,0,,74,85
9000,note_on,120,0,1,,,,,,,,,0,,71,0
9120,note_on,240,0,2,,,,,,,,,1,,43,0
9120,note_on,0,0,2,,,,,,,,,1,,47,85
9120,note_on,120,0,1,,,,,,,,,0,,74,0
9120,note_on,0,0,1,,,,,,,,,0,,79,85
9240,note_on,120,0,1,,,,,,,,,0,,79,0
9240,note_on,0,0,1,,,,,,,,,0,,74,85
9360,note_on,0,0,1,,,,,,,,,0,,76,85
9360,note_on,240,0,2,,,,,,,,,1,,47,0
9360,note_on,0,0,2,,,,,,,,,1,,48,85
9360,note_on,120,0,1,,,,,,,,,0,,74,0
9480,note_on,0,0,1,,,,,,,,,0,,79,85
9480,note_on,120,0,1,,,,,,,,,0,,76,0
9600,note_on,0,0,2,,,,,,,,,1,,50,85
9600,note_on,0,0,1,,,,,,,,,0,,76,85
9600,note_on,240,0,2,,,,,,,,,1,,48,0
9600,note_on,120,0,1,,,,,,,,,0,,79,0
9720,note_on,120,0,1,,,,,,,,,0,,76,0
9720,note_on,0,0,1,,,,,,,,,0,,72,85
9840,note_on,0,0,2,,,,,,,,,1,,52,85
9840,note_on,0,0,1,,,,,,,,,0,,67,85
9840,note_on,120,0,1,,,,,,,,,0,,72,0
9840,note_on,240,0,2,,,,,,,,,1,,50,0
9960,note_on,120,0,1,,,,,,,,,0,,67,0
9960,note_on,0,0,1,,,,,,,,,0,,71,85
10080,note_on,0,0,2,,,,,,,,,1,,53,85
10080,note_on,240,0,2,,,,,,,,,1,,52,0
10080,note_on,120,0,1,,,,,,,,,0,,71,0
10080,note_on,0,0,1,,,,,,,,,0,,69,85
10200,note_on,0,0,1,,,,,,,,,0,,72,85
10200,note_on,120,0,1,,,,,,,,,0,,69,0
10320,note_on,0,0,2,,,,,,,,,1,,57,85
10320,note_on,240,0,2,,,,,,,,,1,,53,0
10320,note_on,120,0,1,,,,,,,,,0,,72,0
10320,note_on,0,0,1,,,,,,,,,0,,77,85
10440,note_on,0,0,1,,,,,,,,,0,,76,85
10440,note_on,120,0,1,,,,,,,,,0,,77,0
10560,note_on,120,0,1,,,,,,,,,0,,76,0
10560,note_on,0,0,1,,,,,,,,,0,,74,85
10560,note_on,0,0,2,,,,,,,,,1,,53,85
10560,note_on,240,0,2,,,,,,,,,1,,57,0
10680,note_on,120,0,1,,,,,,,,,0,,74,0
10680,note_on,0,0,1,,,,,,,,,0,,72,85
10800,note_on,0,0,2,,,,,,,,,1,,47,85
10800,note_on,120,0,1,,,,,,,,,0,,72,0
10800,note_on,0,0,1,,,,,,,,,0,,74,85
10800,note_on,240,0,2,,,,,,,,,1,,53,0
10920,note_on,120,0,1,,,,,,,,,0,,74,0
10920,note_on,0,0,1,,,,,,,,,0,,72,85
11040,note_on,0,0,1,,,,,,,,,0,,71,85
11040,note_on,120,0,1,,,,,,,,,0,,72,0
11040,note_on,0,0,2,,,,,,,,,1,,50,85
11040,note_on,240,0,2,,,,,,,,,1,,47,0
11160,note_on,0,0,1,,,,,,,,,0,,69,85
11160,note_on,120,0,1,,,,,,,,,0,,71,0
11280,note_on,240,0,2,,,,,,,,,1,,50,0
11280,note_on,0,0,2,,,,,,,,,1,,47,85
11280,note_on,120,0,1,,,,,,,,,0,,69,0
11280,note_on,0,0,1,,,,,,,,,0,,68,85
11400,note_on,0,0,1,,,,,,,,,0,,66,85
11400,note_on,120,0,1,,,,,,,,,0,,68,0
11520,note_on,240,0,2,,,,,,,,,1,,47,0
11520,note_on,0,0,2,,,,,,,,,1,,56,85
11520,note_on,120,0,1,,,,,,,,,0,,66,0
11520,note_on,0,0,1,,,,,,,,,0,,64,85
11640,note_on,120,0,1,,,,,,,,,0,,64,0
11640,note_on,0,0,1,,,,,,,,,0,,71,85
11760,note_on,120,0,1,,,,,,,,,0,,71,0
11760,note_on,0,0,2,,,,,,,,,1,,52,85
11760,note_on,240,0,2,,,,,,,,,1,,56,0
11760,note_on,0,0,1,,,,,,,,,0,,76,85
11880,note_on,0,0,1,,,,,,,,,0,,74,85
11880,note_on,120,0,1,,,,,,,,,0,,76,0
12000,note_on,120,0,1,,,,,,,,,0,,74,0
12000,note_on,0,0,1,,,,,,,,,0,,72,85
12000,note_on,0,0,2,,,,,,,,,1,,56,85
12000,note_on,240,0,2,,,,,,,,,1,,52,0
12120,note_on,120,0,1,,,,,,,,,0,,72,0
12120,note_on,0,0,1,,,,,,,,,0,,71,85
12240,note_on,120,0,1,,,,,,,,,0,,71,0
12240,note_on,0,0,1,,,,,,,,,0,,72,85
12240,note_on,0,0,2,,,,,,,,,1,,57,85
12240,note_on,240,0,2,,,,,,,,,1,,56,0
12360,note_on,0,0,1,,,,,,,,,0,,76,85
12360,note_on,120,0,1,,,,,,,,,0,,72,0
12480,note_on,120,0,1,,,,,,,,,0,,76,0
12480,note_on,0,0,1,,,,,,,,,0,,71,85
12480,note_on,0,0,2,,,,,,,,,1,,55,85
12480,note_on,240,0,2,,,,,,,,,1,,57,0
12600,note_on,120,0,1,,,,,,,,,0,,71,0
12600,note_on,0,0,1,,,,,,,,,0,,76,85
12720,note_on,240,0,2,,,,,,,,,1,,55,0
12720,note_on,120,0,1,,,,,,,,,0,,76,0
12720,note_on,0,0,1,,,,,,,,,0,,69,85
12720,note_on,0,0,2,,,,,,,,,1,,53,85
12840,note_on,120,0,1,,,,,,,,,0,,69,0
12840,note_on,0,0,1,,,,,,,,,0,,76,85
12960,note_on,240,0,2,,,,,,,,,1,,53,0
12960,note_on,0,0,2,,,,,,,,,1,,52,85
12960,note_on,120,0,1,,,,,,,,,0,,76,0
12960,note_on,0,0,1,,,,,,,,,0,,68,85
13080,note_on,0,0,1,,,,,,,,,0,,76,85
13080,note_on,120,0,1,,,,,,,,,0,,68,0
13200,note_on,0,0,1,,,,,,,,,0,,69,85
13200,note_on,0,0,2,,,,,,,,,1,,54,85
13200,note_on,240,0,2,,,,,,,,,1,,52,0
13200,note_on,120,0,1,,,,,,,,,0,,76,0
13320,note_on,120,0,1,,,,,,,,,0,,69,0
13320,note_on,0,0,1,,,,,,,,,0,,76,85
13440,note_on,0,0,2,,,,,,,,,1,,56,85
13440,note_on,120,0,1,,,,,,,,,0,,76,0
13440,note_on,0,0,1,,,,,,,,,0,,71,85
13440,note_on,240,0,2,,,,,,,,,1,,54,0
13560,note_on,120,0,1,,,,,,,,,0,,71,0
13560,note_on,0,0,1,,,,,,,,,0,,76,85
13680,note_on,240,0,2,,,,,,,,,1,,56,0
13680,note_on,0,0,2,,,,,,,,,1,,57,85
13680,note_on,120,0,1,,,,,,,,,0,,76,0
13680,note_on,0,0,1,,,,,,,,,0,,72,85
