tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,number,port,control,value,channel,program,note,velocity,frame_rate,hours,minutes,seconds,frames,sub_frames
15600,note_on,24,0,3,,,,,,,,,,,2,,69,100,,,,,,
15600,note_on,24,0,8,,,,,,,,,,,6,,48,100,,,,,,
15600,note_on,0,0,7,,,,,,,,,,,5,,63,100,,,,,,
15654,note_on,54,0,1,,,,,,,,,,,0,,72,0,,,,,,
15660,note_on,6,0,1,,,,,,,,,,,0,,74,100,,,,,,
15714,note_on,54,0,1,,,,,,,,,,,0,,74,0,,,,,,
15720,note_on,6,0,1,,,,,,,,,,,0,,75,100,,,,,,
15816,note_on,0,0,7,,,,,,,,,,,5,,63,0,,,,,,
15816,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
15816,note_on,216,0,8,,,,,,,,,,,6,,48,0,,,,,,
15816,note_on,216,0,2,,,,,,,,,,,1,,72,0,,,,,,
15816,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
15816,note_on,216,0,6,,,,,,,,,,,4,,36,0,,,,,,
15816,note_on,216,0,5,,,,,,,,,,,4,,48,0,,,,,,
15816,note_on,0,0,9,,,,,,,,,,,7,,75,0,,,,,,
15816,note_on,216,0,3,,,,,,,,,,,2,,69,0,,,,,,
15816,note_on,0,0,9,,,,,,,,,,,7,,69,0,,,,,,
15816,note_on,216,0,4,,,,,,,,,,,3,,63,0,,,,,,
15816,note_on,216,0,10,,,,,,,,,,,8,,36,0,,,,,,
15816,note_on,0,0,10,,,,,,,,,,,8,,48,0,,,,,,
15816,note_on,216,0,9,,,,,,,,,,,7,,63,0,,,,,,
15828,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
15840,note_on,0,0,9,,,,,,,,,,,7,,70,100,,,,,,
15840,note_on,0,0,9,,,,,,,,,,,7,,74,100,,,,,,
15840,note_on,24,0,4,,,,,,,,,,,3,,65,100,,,,,,
15840,note_on,24,0,9,,,,,,,,,,,7,,65,100,,,,,,
15840,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
15840,note_on,24,0,6,,,,,,,,,,,4,,34,100,,,,,,
15840,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
15840,note_on,24,0,8,,,,,,,,,,,6,,46,100,,,,,,
15840,note_on,0,0,10,,,,,,,,,,,8,,46,100,,,,,,
15840,note_on,24,0,10,,,,,,,,,,,8,,34,100,,,,,,
15840,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
15840,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
15840,note_on,24,0,5,,,,,,,,,,,4,,46,100,,,,,,
15840,note_on,24,0,2,,,,,,,,,,,1,,74,100,,,,,,
15840,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
16056,note_on,216,0,2,,,,,,,,,,,1,,74,0,,,,,,
16056,note_on,216,0,5,,,,,,,,,,,4,,46,0,,,,,,
16056,note_on,0,0,9,,,,,,,,,,,7,,74,0,,,,,,
16056,note_on,216,0,6,,,,,,,,,,,4,,34,0,,,,,,
16056,note_on,216,0,9,,,,,,,,,,,7,,65,0,,,,,,
16056,note_on,0,0,9,,,,,,,,,,,7,,70,0,,,,,,
16056,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
16056,note_on,0,0,10,,,,,,,,,,,8,,46,0,,,,,,
16056,note_on,216,0,8,,,,,,,,,,,6,,46,0,,,,,,
16056,note_on,216,0,1,,,,,,,,,,,0,,74,0,,,,,,
16056,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
16056,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
16056,note_on,216,0,10,,,,,,,,,,,8,,34,0,,,,,,
16056,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
16056,note_on,216,0,4,,,,,,,,,,,3,,65,0,,,,,,
16080,note_on,24,0,2,,,,,,,,,,,1,,75,100,,,,,,
16080,note_on,24,0,6,,,,,,,,,,,4,,39,100,,,,,,
16080,note_on,24,0,8,,,,,,,,,,,6,,51,100,,,,,,
16080,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
16080,note_on,24,0,10,,,,,,,,,,,8,,39,100,,,,,,
16080,note_on,0,0,7,,,,,,,,,,,5,,67,100,,,,,,
16080,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
16080,note_on,24,0,5,,,,,,,,,,,4,,51,100,,,,,,
16080,note_on,0,0,9,,,,,,,,,,,7,,70,100,,,,,,
16080,note_on,24,0,9,,,,,,,,,,,7,,67,100,,,,,,
16080,note_on,24,0,4,,,,,,,,,,,3,,67,100,,,,,,
16080,note_on,24,0,3,,,,,,,,,,,2,,67,100,,,,,,
16080,note_on,24,0,1,,,,,,,,,,,0,,75,100,,,,,,
16080,note_on,0,0,9,,,,,,,,,,,7,,72,100,,,,,,
16080,note_on,0,0,10,,,,,,,,,,,8,,51,100,,,,,,
16188,note_on,108,0,2,,,,,,,,,,,1,,75,0,,,,,,
16188,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
16200,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
16200,note_on,12,0,2,,,,,,,,,,,1,,74,100,,,,,,
16296,note_on,216,0,10,,,,,,,,,,,8,,39,0,,,,,,
16296,note_on,216,0,6,,,,,,,,,,,4,,39,0,,,,,,
16296,note_on,216,0,5,,,,,,,,,,,4,,51,0,,,,,,
16296,note_on,216,0,4,,,,,,,,,,,3,,67,0,,,,,,
16296,note_on,216,0,3,,,,,,,,,,,2,,67,0,,,,,,
16296,note_on,216,0,9,,,,,,,,,,,7,,67,0,,,,,,
16296,note_on,0,0,9,,,,,,,,,,,7,,70,0,,,,,,
16296,note_on,216,0,8,,,,,,,,,,,6,,51,0,,,,,,
16296,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
16296,note_on,0,0,7,,,,,,,,,,,5,,67,0,,,,,,
16296,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
16296,note_on,0,0,10,,,,,,,,,,,8,,51,0,,,,,,
16296,note_on,0,0,9,,,,,,,,,,,7,,72,0,,,,,,
16308,note_on,108,0,1,,,,,,,,,,,0,,74,0,,,,,,
16308,note_on,108,0,2,,,,,,,,,,,1,,74,0,,,,,,
16320,note_on,24,0,8,,,,,,,,,,,6,,53,100,,,,,,
16320,note_on,12,0,2,,,,,,,,,,,1,,72,100,,,,,,
16320,note_on,24,0,3,,,,,,,,,,,2,,69,100,,,,,,
16320,note_on,12,0,1,,,,,,,,,,,0,,72,100,,,,,,
16320,note_on,24,0,7,,,,,,,,,,,5,,60,100,,,,,,
16320,note_on,0,0,10,,,,,,,,,,,8,,53,100,,,,,,
16320,note_on,24,0,10,,,,,,,,,,,8,,41,100,,,,,,
16320,note_on,24,0,4,,,,,,,,,,,3,,60,100,,,,,,
16320,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
16320,note_on,24,0,5,,,,,,,,,,,4,,53,100,,,,,,
16320,note_on,24,0,6,,,,,,,,,,,4,,41,100,,,,,,
16320,note_on,0,0,9,,,,,,,,,,,7,,69,100,,,,,,
16320,note_on,0,0,9,,,,,,,,,,,7,,72,100,,,,,,
16320,note_on,24,0,9,,,,,,,,,,,7,,65,100,,,,,,
16320,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
16428,note_on,108,0,1,,,,,,,,,,,0,,72,0,,,,,,
16428,note_on,108,0,2,,,,,,,,,,,1,,72,0,,,,,,
16440,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
16440,note_on,12,0,2,,,,,,,,,,,1,,74,100,,,,,,
16536,note_on,216,0,4,,,,,,,,,,,3,,60,0,,,,,,
16536,note_on,0,0,9,,,,,,,,,,,7,,69,0,,,,,,
16536,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
16536,note_on,0,0,9,,,,,,,,,,,7,,72,0,,,,,,
16536,note_on,216,0,9,,,,,,,,,,,7,,65,0,,,,,,
16536,note_on,216,0,7,,,,,,,,,,,5,,60,0,,,,,,
16536,note_on,216,0,6,,,,,,,,,,,4,,41,0,,,,,,
16536,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
16536,note_on,0,0,10,,,,,,,,,,,8,,53,0,,,,,,
16536,note_on,216,0,3,,,,,,,,,,,2,,69,0,,,,,,
16536,note_on,216,0,10,,,,,,,,,,,8,,41,0,,,,,,
16536,note_on,216,0,5,,,,,,,,,,,4,,53,0,,,,,,
16536,note_on,216,0,8,,,,,,,,,,,6,,53,0,,,,,,
16548,note_on,108,0,1,,,,,,,,,,,0,,74,0,,,,,,
16548,note_on,108,0,2,,,,,,,,,,,1,,74,0,,,,,,
16560,note_on,0,0,9,,,,,,,,,,,7,,65,100,,,,,,
16560,note_on,24,0,3,,,,,,,,,,,2,,65,100,,,,,,
16560,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
16560,note_on,0,0,9,,,,,,,,,,,7,,70,100,,,,,,
16560,note_on,24,0,4,,,,,,,,,,,3,,62,100,,,,,,
16560,note_on,0,0,7,,,,,,,,,,,5,,65,100,,,,,,
16560,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
16560,note_on,12,0,2,,,,,,,,,,,1,,70,100,,,,,,
16560,note_on,24,0,6,,,,,,,,,,,4,,34,100,,,,,,
16560,note_on,24,0,10,,,,,,,,,,,8,,34,100,,,,,,
16560,note_on,24,0,8,,,,,,,,,,,6,,46,100,,,,,,
16560,note_on,12,0,1,,,,,,,,,,,0,,70,100,,,,,,
16560,note_on,24,0,5,,,,,,,,,,,4,,46,100,,,,,,
16560,note_on,24,0,9,,,,,,,,,,,7,,62,100,,,,,,
16560,note_on,0,0,10,,,,,,,,,,,8,,46,100,,,,,,
17208,note_on,648,0,7,,,,,,,,,,,5,,62,0,,,,,,
17208,note_on,0,0,7,,,,,,,,,,,5,,65,0,,,,,,
17208,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
17208,note_on,648,0,1,,,,,,,,,,,0,,70,0,,,,,,
17208,note_on,0,0,9,,,,,,,,,,,7,,70,0,,,,,,
17208,note_on,0,0,10,,,,,,,,,,,8,,46,0,,,,,,
17208,note_on,0,0,9,,,,,,,,,,,7,,65,0,,,,,,
17208,note_on,648,0,3,,,,,,,,,,,2,,65,0,,,,,,
17208,note_on,648,0,4,,,,,,,,,,,3,,62,0,,,,,,
17208,note_on,648,0,2,,,,,,,,,,,1,,70,0,,,,,,
17208,note_on,648,0,6,,,,,,,,,,,4,,34,0,,,,,,
17208,note_on,648,0,8,,,,,,,,,,,6,,46,0,,,,,,
17208,note_on,648,0,5,,,,,,,,,,,4,,46,0,,,,,,
17208,note_on,648,0,9,,,,,,,,,,,7,,62,0,,,,,,
17208,note_on,648,0,10,,,,,,,,,,,8,,34,0,,,,,,
17280,note_on,72,0,8,,,,,,,,,,,6,,55,100,,,,,,
17280,note_on,72,0,1,,,,,,,,,,,0,,74,100,,,,,,
17280,note_on,72,0,3,,,,,,,,,,,2,,70,100,,,,,,
17280,note_on,72,0,2,,,,,,,,,,,1,,74,100,,,,,,
17280,note_on,72,0,5,,,,,,,,,,,4,,55,100,,,,,,
17280,note_on,72,0,4,,,,,,,,,,,3,,62,100,,,,,,
17280,note_on,72,0,6,,,,,,,,,,,4,,43,100,,,,,,
17280,note_on,72,0,7,,,,,,,,,,,5,,62,100,,,,,,
17280,note_on,0,0,7,,,,,,,,,,,5,,67,100,,,,,,
17280,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
17388,note_on,108,0,2,,,,,,,,,,,1,,74,0,,,,,,
17388,note_on,108,0,1,,,,,,,,,,,0,,74,0,,,,,,
17400,note_on,12,0,2,,,,,,,,,,,1,,75,100,,,,,,
17400,note_on,12,0,1,,,,,,,,,,,0,,75,100,,,,,,
17496,note_on,216,0,3,,,,,,,,,,,2,,70,0,,,,,,
17496,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
17496,note_on,0,0,7,,,,,,,,,,,5,,67,0,,,,,,
17496,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
17496,note_on,216,0,5,,,,,,,,,,,4,,55,0,,,,,,
17496,note_on,216,0,4,,,,,,,,,,,3,,62,0,,,,,,
17496,note_on,216,0,6,,,,,,,,,,,4,,43,0,,,,,,
17496,note_on,216,0,8,,,,,,,,,,,6,,55,0,,,,,,
17508,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
17508,note_on,108,0,2,,,,,,,,,,,1,,75,0,,,,,,
17520,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
17520,note_on,12,0,2,,,,,,,,,,,1,,74,100,,,,,,
17520,note_on,24,0,6,,,,,,,,,,,4,,42,100,,,,,,
17520,note_on,24,0,8,,,,,,,,,,,6,,54,100,,,,,,
17520,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
17520,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
17520,note_on,24,0,3,,,,,,,,,,,2,,69,100,,,,,,
17520,note_on,24,0,5,,,,,,,,,,,4,,54,100,,,,,,
17520,note_on,24,0,4,,,,,,,,,,,3,,62,100,,,,,,
17628,note_on,108,0,2,,,,,,,,,,,1,,74,0,,,,,,
17628,note_on,108,0,1,,,,,,,,,,,0,,74,0,,,,,,
17640,note_on,12,0,1,,,,,,,,,,,0,,75,100,,,,,,
17640,note_on,12,0,2,,,,,,,,,,,1,,75,100,,,,,,
17736,note_on,216,0,8,,,,,,,,,,,6,,54,0,,,,,,
17736,note_on,216,0,3,,,,,,,,,,,2,,69,0,,,,,,
17736,note_on,216,0,5,,,,,,,,,,,4,,54,0,,,,,,
17736,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
17736,note_on,216,0,4,,,,,,,,,,,3,,62,0,,,,,,
17736,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
17736,note_on,216,0,6,,,,,,,,,,,4,,42,0,,,,,,
17748,note_on,108,0,2,,,,,,,,,,,1,,75,0,,,,,,
17748,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
17760,note_on,24,0,4,,,,,,,,,,,3,,62,100,,,,,,
17760,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
17760,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
17760,note_on,0,0,7,,,,,,,,,,,5,,66,100,,,,,,
17760,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
17760,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
17760,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
17760,note_on,24,0,3,,,,,,,,,,,2,,69,100,,,,,,
17760,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
17760,note_on,12,0,2,,,,,,,,,,,1,,74,100,,,,,,
17868,note_on,108,0,1,,,,,,,,,,,0,,74,0,,,,,,
17868,note_on,108,0,2,,,,,,,,,,,1,,74,0,,,,,,
17880,note_on,12,0,1,,,,,,,,,,,0,,75,100,,,,,,
17880,note_on,12,0,2,,,,,,,,,,,1,,75,100,,,,,,
17976,note_on,0,0,7,,,,,,,,,,,5,,66,0,,,,,,
17976,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
17976,note_on,216,0,3,,,,,,,,,,,2,,69,0,,,,,,
17976,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
17976,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
17976,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
17976,note_on,216,0,4,,,,,,,,,,,3,,62,0,,,,,,
17976,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
17988,note_on,108,0,2,,,,,,,,,,,1,,75,0,,,,,,
17988,note_on,108,0,1,,,,,,,,,,,0,,75,0,,,,,,
18000,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
18000,note_on,0,0,7,,,,,,,,,,,5,,67,100,,,,,,
18000,note_on,24,0,4,,,,,,,,,,,3,,62,100,,,,,,
18000,note_on,24,0,6,,,,,,,,,,,4,,43,100,,,,,,
18000,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
18000,note_on,24,0,3,,,,,,,,,,,2,,70,100,,,,,,
18000,note_on,24,0,8,,,,,,,,,,,6,,55,100,,,,,,
18000,note_on,24,0,5,,,,,,,,,,,4,,55,100,,,,,,
18000,note_on,12,0,2,,,,,,,,,,,1,,74,100,,,,,,
18000,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
18216,note_on,216,0,1,,,,,,,,,,,0,,74,0,,,,,,
18216,note_on,216,0,8,,,,,,,,,,,6,,55,0,,,,,,
18216,note_on,216,0,6,,,,,,,,,,,4,,43,0,,,,,,
18216,note_on,216,0,2,,,,,,,,,,,1,,74,0,,,,,,
18216,note_on,216,0,5,,,,,,,,,,,4,,55,0,,,,,,
18240,note_on,24,0,1,,,,,,,,,,,0,,72,100,,,,,,
18240,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
18240,note_on,24,0,2,,,,,,,,,,,1,,72,100,,,,,,
18240,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
18240,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
18348,note_on,108,0,2,,,,,,,,,,,1,,72,0,,,,,,
18348,note_on,108,0,1,,,,,,,,,,,0,,72,0,,,,,,
18360,note_on,12,0,2,,,,,,,,,,,1,,70,100,,,,,,
18360,note_on,12,0,1,,,,,,,,,,,0,,70,100,,,,,,
18432,note_on,432,0,4,,,,,,,,,,,3,,62,0,,,,,,
18456,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
18456,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
18456,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
18468,note_on,108,0,1,,,,,,,,,,,0,,70,0,,,,,,
18468,note_on,108,0,2,,,,,,,,,,,1,,70,0,,,,,,
18480,note_on,24,0,8,,,,,,,,,,,6,,46,100,,,,,,
18480,note_on,24,0,5,,,,,,,,,,,4,,46,100,,,,,,
18480,note_on,12,0,1,,,,,,,,,,,0,,69,100,,,,,,
18480,note_on,24,0,6,,,,,,,,,,,4,,34,100,,,,,,
18480,note_on,12,0,2,,,,,,,,,,,1,,69,100,,,,,,
18588,note_on,108,0,2,,,,,,,,,,,1,,69,0,,,,,,
18588,note_on,108,0,1,,,,,,,,,,,0,,69,0,,,,,,
18600,note_on,12,0,1,,,,,,,,,,,0,,67,100,,,,,,
18600,note_on,12,0,2,,,,,,,,,,,1,,67,100,,,,,,
18648,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
18648,note_on,0,0,7,,,,,,,,,,,5,,67,0,,,,,,
18648,note_on,648,0,7,,,,,,,,,,,5,,62,0,,,,,,
18648,note_on,648,0,3,,,,,,,,,,,2,,70,0,,,,,,
18696,note_on,216,0,5,,,,,,,,,,,4,,46,0,,,,,,
18696,note_on,216,0,8,,,,,,,,,,,6,,46,0,,,,,,
18696,note_on,216,0,6,,,,,,,,,,,4,,34,0,,,,,,
18708,note_on,108,0,1,,,,,,,,,,,0,,67,0,,,,,,
18708,note_on,108,0,2,,,,,,,,,,,1,,67,0,,,,,,
18720,note_on,12,0,1,,,,,,,,,,,0,,74,100,,,,,,
18720,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
18720,note_on,24,0,8,,,,,,,,,,,6,,43,100,,,,,,
18720,note_on,12,0,2,,,,,,,,,,,1,,74,100,,,,,,
18720,note_on,0,0,7,,,,,,,,,,,5,,67,100,,,,,,
18720,note_on,72,0,7,,,,,,,,,,,5,,62,100,,,,,,
18720,note_on,288,0,4,,,,,,,,,,,3,,62,100,,,,,,
18720,note_on,24,0,6,,,,,,,,,,,4,,31,100,,,,,,
18720,note_on,24,0,5,,,,,,,,,,,4,,43,100,,,,,,
18720,note_on,72,0,3,,,,,,,,,,,2,,70,100,,,,,,
18828,note_on,108,0,3,,,,,,,,,,,2,,70,0,,,,,,
18840,note_on,12,0,3,,,,,,,,,,,2,,69,100,,,,,,
18936,note_on,216,0,1,,,,,,,,,,,0,,74,0,,,,,,
18936,note_on,216,0,4,,,,,,,,,,,3,,62,0,,,,,,
18936,note_on,216,0,6,,,,,,,,,,,4,,31,0,,,,,,
18936,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
18936,note_on,0,0,7,,,,,,,,,,,5,,67,0,,,,,,
18936,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
18936,note_on,216,0,5,,,,,,,,,,,4,,43,0,,,,,,
18936,note_on,216,0,2,,,,,,,,,,,1,,74,0,,,,,,
18936,note_on,216,0,8,,,,,,,,,,,6,,43,0,,,,,,
18948,note_on,108,0,3,,,,,,,,,,,2,,69,0,,,,,,
18960,note_on,24,0,1,,,,,,,,,,,0,,79,100,,,,,,
18960,note_on,24,0,5,,,,,,,,,,,4,,46,100,,,,,,
18960,note_on,24,0,2,,,,,,,,,,,1,,79,100,,,,,,
18960,note_on,24,0,4,,,,,,,,,,,3,,62,100,,,,,,
18960,note_on,24,0,6,,,,,,,,,,,4,,34,100,,,,,,
18960,note_on,12,0,3,,,,,,,,,,,2,,67,100,,,,,,
18960,note_on,0,0,7,,,,,,,,,,,5,,74,100,,,,,,
18960,note_on,0,0,7,,,,,,,,,,,5,,67,100,,,,,,
18960,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
18960,note_on,24,0,8,,,,,,,,,,,6,,46,100,,,,,,
19068,note_on,108,0,3,,,,,,,,,,,2,,67,0,,,,,,
19080,note_on,12,0,3,,,,,,,,,,,2,,69,100,,,,,,
19176,note_on,216,0,5,,,,,,,,,,,4,,46,0,,,,,,
19176,note_on,216,0,6,,,,,,,,,,,4,,34,0,,,,,,
19176,note_on,216,0,8,,,,,,,,,,,6,,46,0,,,,,,
19176,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
19176,note_on,216,0,4,,,,,,,,,,,3,,62,0,,,,,,
19176,note_on,0,0,7,,,,,,,,,,,5,,67,0,,,,,,
19176,note_on,0,0,7,,,,,,,,,,,5,,74,0,,,,,,
19188,note_on,108,0,3,,,,,,,,,,,2,,69,0,,,,,,
19200,note_on,24,0,8,,,,,,,,,,,6,,43,100,,,,,,
19200,note_on,0,0,7,,,,,,,,,,,5,,70,100,,,,,,
19200,note_on,12,0,3,,,,,,,,,,,2,,70,100,,,,,,
19200,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
19200,note_on,24,0,5,,,,,,,,,,,4,,43,100,,,,,,
19200,note_on,0,0,7,,,,,,,,,,,5,,67,100,,,,,,
19200,note_on,24,0,6,,,,,,,,,,,4,,31,100,,,,,,
19200,note_on,24,0,4,,,,,,,,,,,3,,62,100,,,,,,
19308,note_on,108,0,3,,,,,,,,,,,2,,70,0,,,,,,
19320,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
19392,note_on,432,0,2,,,,,,,,,,,1,,79,0,,,,,,
19392,note_on,432,0,1,,,,,,,,,,,0,,79,0,,,,,,
19416,note_on,216,0,5,,,,,,,,,,,4,,43,0,,,,,,
19416,note_on,216,0,6,,,,,,,,,,,4,,31,0,,,,,,
19416,note_on,0,0,7,,,,,,,,,,,5,,70,0,,,,,,
19416,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
19416,note_on,216,0,4,,,,,,,,,,,3,,62,0,,,,,,
19416,note_on,0,0,7,,,,,,,,,,,5,,67,0,,,,,,
19416,note_on,216,0,8,,,,,,,,,,,6,,43,0,,,,,,
19428,note_on,108,0,3,,,,,,,,,,,2,,72,0,,,,,,
19440,note_on,24,0,7,,,,,,,,,,,5,,62,100,,,,,,
19440,note_on,0,0,7,,,,,,,,,,,5,,66,100,,,,,,
19440,note_on,48,0,1,,,,,,,,,,,0,,78,100,,,,,,
19440,note_on,24,0,4,,,,,,,,,,,3,,62,100,,,,,,
19440,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
19440,note_on,12,0,3,,,,,,,,,,,2,,69,100,,,,,,
19440,note_on,24,0,5,,,,,,,,,,,4,,50,100,,,,,,
19440,note_on,48,0,2,,,,,,,,,,,1,,78,100,,,,,,
19440,note_on,24,0,6,,,,,,,,,,,4,,38,100,,,,,,
19440,note_on,24,0,8,,,,,,,,,,,6,,50,100,,,,,,
19656,note_on,216,0,7,,,,,,,,,,,5,,62,0,,,,,,
19656,note_on,0,0,7,,,,,,,,,,,5,,66,0,,,,,,
19656,note_on,216,0,5,,,,,,,,,,,4,,50,0,,,,,,
19656,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
19656,note_on,216,0,6,,,,,,,,,,,4,,38,0,,,,,,
19656,note_on,216,0,8,,,,,,,,,,,6,,50,0,,,,,,
19680,note_on,24,0,7,,,,,,,,,,,5,,66,100,,,,,,
19680,note_on,0,0,7,,,,,,,,,,,5,,69,100,,,,,,
19680,note_on,0,0,7,,,,,,,,,,,5,,74,100,,,,,,
19680,note_on,24,0,6,,,,,,,,,,,4,,50,100,,,,,,
19680,note_on,24,0,5,,,,,,,,,,,4,,62,100,,,,,,
19680,note_on,24,0,8,,,,,,,,,,,6,,62,100,,,,,,
19872,note_on,432,0,3,,,,,,,,,,,2,,69,0,,,,,,
19872,note_on,432,0,4,,,,,,,,,,,3,,62,0,,,,,,
19896,note_on,216,0,6,,,,,,,,,,,4,,50,0,,,,,,
19896,note_on,216,0,8,,,,,,,,,,,6,,62,0,,,,,,
19896,note_on,216,0,5,,,,,,,,,,,4,,62,0,,,,,,
19920,note_on,24,0,6,,,,,,,,,,,4,,48,100,,,,,,
19920,note_on,24,0,8,,,,,,,,,,,6,,60,100,,,,,,
19920,note_on,24,0,5,,,,,,,,,,,4,,60,100,,,,,,
20088,note_on,648,0,2,,,,,,,,,,,1,,78,0,,,,,,
20088,note_on,648,0,1,,,,,,,,,,,0,,78,0,,,,,,
20112,note_on,0,0,7,,,,,,,,,,,5,,74,0,,,,,,
20112,note_on,432,0,7,,,,,,,,,,,5,,66,0,,,,,,
20112,note_on,0,0,7,,,,,,,,,,,5,,69,0,,,,,,
20136,note_on,216,0,6,,,,,,,,,,,4,,48,0,,,,,,
20136,note_on,216,0,5,,,,,,,,,,,4,,60,0,,,,,,
20136,note_on,216,0,8,,,,,,,,,,,6,,60,0,,,,,,
20160,note_on,24,0,8,,,,,,,,,,,6,,59,100,,,,,,
20160,note_on,288,0,4,,,,,,,,,,,3,,62,100,,,,,,
20160,note_on,288,0,3,,,,,,,,,,,2,,74,100,,,,,,
20160,note_on,0,0,7,,,,,,,,,,,5,,74,100,,,,,,
20160,note_on,24,0,5,,,,,,,,,,,4,,59,100,,,,,,
20160,note_on,72,0,1,,,,,,,,,,,0,,77,100,,,,,,
20160,note_on,24,0,6,,,,,,,,,,,4,,47,100,,,,,,
20160,note_on,72,0,2,,,,,,,,,,,1,,77,100,,,,,,
20160,note_on,48,0,7,,,,,,,,,,,5,,67,100,,,,,,
20268,note_on,108,0,2,,,,,,,,,,,1,,77,0,,,,,,
20268,note_on,108,0,1,,,,,,,,,,,0,,77,0,,,,,,
20268,note_on,108,0,3,,,,,,,,,,,2,,74,0,,,,,,
20280,note_on,12,0,3,,,,,,,,,,,2,,72,100,,,,,,
20280,note_on,12,0,2,,,,,,,,,,,1,,76,100,,,,,,
20280,note_on,12,0,1,,,,,,,,,,,0,,76,100,,,,,,
20376,note_on,0,0,7,,,,,,,,,,,5,,74,0,,,,,,
20376,note_on,216,0,6,,,,,,,,,,,4,,47,0,,,,,,
20376,note_on,216,0,8,,,,,,,,,,,6,,59,0,,,,,,
