tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
959,note_on,,59,0,11,,,,,,,,,,,,,,,13,,,52,0
959,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,71,0
959,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,64,0
959,note_on,,59,0,12,,,,,,,,,,,,,,,15,,,55,0
959,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,52,0
959,note_on,,59,0,10,,,,,,,,,,,,,,,12,,,67,0
959,note_on,,59,0,7,,,,,,,,,,,,,,,2,,,52,0
959,note_on,,59,0,9,,,,,,,,,,,,,,,11,,,71,0
959,note_on,,59,0,5,,,,,,,,,,,,,,,0,,,79,0
959,note_on,,59,0,8,,,,,,,,,,,,,,,10,,,79,0
960,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,73,72
960,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,64,72
960,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,58,72
960,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,73,72
960,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,79,72
960,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,58,72
960,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,64,72
960,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,61,72
960,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,79,72
960,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,58,72
1139,note_on,,179,0,7,,,,,,,,,,,,,,,2,,,58,0
1139,note_on,,179,0,12,,,,,,,,,,,,,,,15,,,58,0
1139,note_on,,179,0,5,,,,,,,,,,,,,,,0,,,79,0
1139,note_on,,179,0,8,,,,,,,,,,,,,,,10,,,79,0
1139,note_on,,179,0,9,,,,,,,,,,,,,,,11,,,73,0
1139,note_on,,179,0,10,,,,,,,,,,,,,,,12,,,64,0
1139,note_on,,179,0,11,,,,,,,,,,,,,,,13,,,58,0
1140,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,58,72
1140,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,58,72
1140,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,78,72
1140,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,78,72
1140,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,66,72
1140,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,73,72
1140,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,58,72
1199,note_on,,59,0,5,,,,,,,,,,,,,,,0,,,78,0
1199,note_on,,59,0,7,,,,,,,,,,,,,,,2,,,58,0
1199,note_on,,59,0,12,,,,,,,,,,,,,,,15,,,64,0
1199,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,73,0
1199,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,58,0
1199,note_on,,59,0,10,,,,,,,,,,,,,,,12,,,66,0
1199,note_on,,59,0,11,,,,,,,,,,,,,,,13,,,58,0
1199,note_on,,59,0,8,,,,,,,,,,,,,,,10,,,78,0
1199,note_on,,59,0,9,,,,,,,,,,,,,,,11,,,73,0
1200,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,66,72
1200,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,78,72
1200,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,73,72
1200,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,73,72
1200,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,78,72
1200,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,66,72
1200,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,58,72
1200,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,58,72
1200,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,78,72
1200,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,58,72
1379,note_on,,179,0,7,,,,,,,,,,,,,,,2,,,58,0
1379,note_on,,179,0,5,,,,,,,,,,,,,,,0,,,78,0
1379,note_on,,179,0,12,,,,,,,,,,,,,,,15,,,58,0
1379,note_on,,179,0,11,,,,,,,,,,,,,,,13,,,58,0
1379,note_on,,179,0,9,,,,,,,,,,,,,,,11,,,73,0
1379,note_on,,179,0,10,,,,,,,,,,,,,,,12,,,66,0
1379,note_on,,179,0,8,,,,,,,,,,,,,,,10,,,78,0
1380,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,54,72
1380,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,70,72
1380,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,76,72
1380,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,54,72
1380,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,54,72
1380,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,73,72
1380,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,76,72
1439,note_on,,59,0,7,,,,,,,,,,,,,,,2,,,54,0
1439,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,73,0
1439,note_on,,59,0,8,,,,,,,,,,,,,,,10,,,76,0
1439,note_on,,59,0,10,,,,,,,,,,,,,,,12,,,73,0
1439,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,54,0
1439,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,78,0
1439,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,66,0
1439,note_on,,59,0,5,,,,,,,,,,,,,,,0,,,76,0
1439,note_on,,59,0,9,,,,,,,,,,,,,,,11,,,70,0
1439,note_on,,59,0,12,,,,,,,,,,,,,,,15,,,61,0
1439,note_on,,59,0,11,,,,,,,,,,,,,,,13,,,54,0
1440,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,59,72
1440,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,66,72
1440,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,75,72
1440,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,59,72
1440,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,75,72
1440,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,66,72
1440,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,75,72
1440,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,71,72
1440,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,59,72
1440,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,78,72
1619,note_on,,179,0,11,,,,,,,,,,,,,,,13,,,59,0
1619,note_on,,179,0,5,,,,,,,,,,,,,,,0,,,75,0
1619,note_on,,179,0,10,,,,,,,,,,,,,,,12,,,71,0
1619,note_on,,179,0,9,,,,,,,,,,,,,,,11,,,66,0
1619,note_on,,179,0,7,,,,,,,,,,,,,,,2,,,59,0
1619,note_on,,179,0,8,,,,,,,,,,,,,,,10,,,75,0
1620,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,47,72
1620,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,63,72
1620,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,71,72
1620,note_on,,180,0,12,,,,,,,,,,,,,,,15,,,47,72
1620,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,78,72
1620,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,47,72
1620,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,78,72
1679,note_on,,59,0,9,,,,,,,,,,,,,,,11,,,63,0
1679,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,66,0
1679,note_on,,59,0,11,,,,,,,,,,,,,,,13,,,47,0
1679,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,78,0
1679,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,75,0
1679,note_on,,59,0,12,,,,,,,,,,,,,,,15,,,59,0
1679,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,47,0
1679,note_on,,59,0,5,,,,,,,,,,,,,,,0,,,78,0
1679,note_on,,59,0,8,,,,,,,,,,,,,,,10,,,78,0
1679,note_on,,59,0,10,,,,,,,,,,,,,,,12,,,71,0
1679,note_on,,59,0,7,,,,,,,,,,,,,,,2,,,47,0
1680,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,79,72
1680,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,79,72
1680,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,47,72
1680,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,47,72
1680,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,67,72
1680,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,62,72
1680,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,74,72
1680,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,72
1680,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,47,72
1680,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,59,72
1859,note_on,,179,0,12,,,,,,,,,,,,,,,15,,,67,0
1859,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,47,0
1859,note_on,,179,0,5,,,,,,,,,,,,,,,0,,,79,0
1859,note_on,,179,0,10,,,,,,,,,,,,,,,12,,,62,0
1859,note_on,,179,0,9,,,,,,,,,,,,,,,11,,,59,0
1859,note_on,,179,0,11,,,,,,,,,,,,,,,13,,,47,0
1859,note_on,,179,0,8,,,,,,,,,,,,,,,10,,,79,0
1859,note_on,,179,0,7,,,,,,,,,,,,,,,2,,,47,0
1860,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,62,72
1860,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,83,72
1860,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,43,72
1860,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,83,72
1860,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,43,72
1860,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,43,72
1860,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,67,72
1860,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,72
1860,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,71,72
1919,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,71,0
1919,note_on,,59,0,8,,,,,,,,,,,,,,,10,,,83,0
1919,note_on,,59,0,7,,,,,,,,,,,,,,,2,,,43,0
1919,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,43,0
1919,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,0
1919,note_on,,59,0,12,,,,,,,,,,,,,,,15,,,74,0
1919,note_on,,59,0,11,,,,,,,,,,,,,,,13,,,43,0
1919,note_on,,59,0,9,,,,,,,,,,,,,,,11,,,62,0
1919,note_on,,59,0,5,,,,,,,,,,,,,,,0,,,83,0
1919,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,0
1919,note_on,,59,0,10,,,,,,,,,,,,,,,12,,,67,0
1920,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,67,72
1920,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,48,72
1920,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,76,72
1920,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,72
1920,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,48,72
1920,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,48,72
1920,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,76,72
1920,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,64,72
1920,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,72
1920,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,72,72
1920,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,76,72
2099,note_on,,179,0,8,,,,,,,,,,,,,,,10,,,76,0
2099,note_on,,179,0,5,,,,,,,,,,,,,,,0,,,76,0
2100,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,69,72
2100,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,69,72
2159,note_on,,239,0,11,,,,,,,,,,,,,,,13,,,48,0
2159,note_on,,239,0,7,,,,,,,,,,,,,,,2,,,48,0
2159,note_on,,239,0,12,,,,,,,,,,,,,,,15,,,76,0
2159,note_on,,239,0,10,,,,,,,,,,,,,,,12,,,67,0
2159,note_on,,59,0,5,,,,,,,,,,,,,,,0,,,69,0
2159,note_on,,239,0,9,,,,,,,,,,,,,,,11,,,64,0
2159,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,48,0
2159,note_on,,59,0,8,,,,,,,,,,,,,,,10,,,69,0
2159,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,67,0
2159,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,72,0
2159,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,55,0
2160,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,49,72
2160,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,49,72
2160,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,67,72
2160,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,64,72
2160,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,57,72
2160,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,69,72
2160,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,64,72
2160,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,49,72
2160,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,67,72
2160,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,55,72
2160,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,57,72
2279,note_on,,119,0,10,,,,,,,,,,,,,,,12,,,57,0
2279,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,57,0
2279,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,69,0
2279,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,64,0
2279,note_on,,119,0,7,,,,,,,,,,,,,,,2,,,49,0
2279,note_on,,119,0,12,,,,,,,,,,,,,,,15,,,55,0
2279,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,49,0
2279,note_on,,119,0,11,,,,,,,,,,,,,,,13,,,49,0
2279,note_on,,119,0,9,,,,,,,,,,,,,,,11,,,64,0
2280,note_on,,1,0,12,,,,,,,,,,,,,,,15,,,45,72
2280,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,64,72
2280,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,73,72
2280,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,52,72
2280,note_on,,0,0,12,,,,,,,,,,,,,,,15,,,69,72
2280,note_on,,1,0,10,,,,,,,,,,,,,,,12,,,64,72
2280,note_on,,1,0,7,,,,,,,,,,,,,,,2,,,45,72
2280,note_on,,1,0,11,,,,,,,,,,,,,,,13,,,45,72
2280,note_on,,1,0,9,,,,,,,,,,,,,,,11,,,61,72
2339,note_on,,179,0,8,,,,,,,,,,,,,,,10,,,67,0
2339,note_on,,179,0,5,,,,,,,,,,,,,,,0,,,67,0
2340,note_on,,1,0,5,,,,,,,,,,,,,,,0,,,66,72
2340,note_on,,1,0,8,,,,,,,,,,,,,,,10,,,66,72
2399,note_on,,119,0,11,,,,,,,,,,,,,,,13,,,45,0
