tick,type,data,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
3500,note_on,,44,0,1,,,,,,,,,,0,,79,0
3504,note_on,,4,0,1,,,,,,,,,,0,,79,100
3548,note_on,,44,0,1,,,,,,,,,,0,,79,0
3552,note_on,,4,0,1,,,,,,,,,,0,,78,100
3596,note_on,,44,0,1,,,,,,,,,,0,,78,0
3600,note_on,,4,0,1,,,,,,,,,,0,,79,100
3644,note_on,,44,0,1,,,,,,,,,,0,,79,0
3648,note_on,,4,0,1,,,,,,,,,,0,,78,100
3692,note_on,,44,0,1,,,,,,,,,,0,,78,0
3696,note_on,,4,0,1,,,,,,,,,,0,,79,100
3740,note_on,,44,0,1,,,,,,,,,,0,,79,0
3744,note_on,,4,0,1,,,,,,,,,,0,,78,100
3776,note_on,,32,0,1,,,,,,,,,,0,,69,0
3776,note_on,,0,0,2,,,,,,,,,,1,,50,0
3776,note_on,,0,0,2,,,,,,,,,,1,,54,0
3776,note_on,,0,0,2,,,,,,,,,,1,,57,0
3776,note_on,,320,0,2,,,,,,,,,,1,,62,0
3788,note_on,,12,0,1,,,,,,,,,,0,,78,0
3792,note_on,,4,0,1,,,,,,,,,,0,,76,100
3836,note_on,,44,0,1,,,,,,,,,,0,,76,0
3840,note_on,,0,0,1,,,,,,,,,,0,,66,100
3840,note_on,,4,0,1,,,,,,,,,,0,,74,100
3840,note_on,,64,0,2,,,,,,,,,,1,,62,100
4032,note_on,,192,0,2,,,,,,,,,,1,,62,0
4032,note_on,,0,0,2,,,,,,,,,,1,,60,100
4160,note_on,,0,0,1,,,,,,,,,,0,,74,0
4160,note_on,,320,0,1,,,,,,,,,,0,,66,0
4220,note_on,,188,0,2,,,,,,,,,,1,,60,0
4224,note_on,,4,0,2,,,,,,,,,,1,,62,100
4248,note_on,,24,0,2,,,,,,,,,,1,,62,0
4248,note_on,,0,0,2,,,,,,,,,,1,,60,100
4272,note_on,,0,0,2,,,,,,,,,,1,,62,100
4272,note_on,,24,0,2,,,,,,,,,,1,,60,0
4296,note_on,,24,0,2,,,,,,,,,,1,,62,0
4296,note_on,,0,0,2,,,,,,,,,,1,,60,100
4320,note_on,,24,0,2,,,,,,,,,,1,,60,0
4320,note_on,,0,0,2,,,,,,,,,,1,,62,100
4344,note_on,,24,0,2,,,,,,,,,,1,,62,0
4344,note_on,,0,0,2,,,,,,,,,,1,,60,100
4464,note_on,,120,0,2,,,,,,,,,,1,,60,0
4464,note_on,,0,0,2,,,,,,,,,,1,,59,100
4512,note_on,,48,0,2,,,,,,,,,,1,,59,0
4512,note_on,,0,0,2,,,,,,,,,,1,,60,100
4560,note_on,,0,0,2,,,,,,,,,,1,,62,100
4560,note_on,,48,0,2,,,,,,,,,,1,,60,0
4604,note_on,,44,0,2,,,,,,,,,,1,,62,0
4608,note_on,,4,0,2,,,,,,,,,,1,,59,100
4608,note_on,,0,0,2,,,,,,,,,,1,,62,100
4608,note_on,,448,0,1,,,,,,,,,,0,,67,100
4800,note_on,,192,0,1,,,,,,,,,,0,,74,100
4992,note_on,,192,0,1,,,,,,,,,,0,,74,0
4992,note_on,,0,0,1,,,,,,,,,,0,,79,100
5184,note_on,,0,0,1,,,,,,,,,,0,,78,100
5184,note_on,,192,0,1,,,,,,,,,,0,,79,0
5280,note_on,,0,0,2,,,,,,,,,,1,,59,0
5280,note_on,,672,0,2,,,,,,,,,,1,,62,0
5280,note_on,,96,0,1,,,,,,,,,,0,,67,0
5372,note_on,,92,0,1,,,,,,,,,,0,,78,0
5376,note_on,,96,0,2,,,,,,,,,,1,,59,100
5376,note_on,,4,0,1,,,,,,,,,,0,,78,100
5376,note_on,,0,0,1,,,,,,,,,,0,,67,100
5376,note_on,,0,0,2,,,,,,,,,,1,,62,100
5664,note_on,,288,0,1,,,,,,,,,,0,,78,0
5664,note_on,,0,0,1,,,,,,,,,,0,,76,100
5696,note_on,,32,0,1,,,,,,,,,,0,,67,0
5696,note_on,,320,0,2,,,,,,,,,,1,,62,0
5696,note_on,,0,0,2,,,,,,,,,,1,,59,0
5756,note_on,,60,0,1,,,,,,,,,,0,,76,0
5760,note_on,,64,0,2,,,,,,,,,,1,,60,100
5760,note_on,,4,0,1,,,,,,,,,,0,,76,100
5760,note_on,,0,0,1,,,,,,,,,,0,,67,100
6048,note_on,,288,0,1,,,,,,,,,,0,,76,0
6048,note_on,,0,0,1,,,,,,,,,,0,,74,100
6080,note_on,,32,0,1,,,,,,,,,,0,,67,0
6080,note_on,,320,0,2,,,,,,,,,,1,,60,0
6140,note_on,,60,0,1,,,,,,,,,,0,,74,0
6144,note_on,,0,0,1,,,,,,,,,,0,,67,100
6144,note_on,,4,0,1,,,,,,,,,,0,,74,100
6144,note_on,,64,0,2,,,,,,,,,,1,,59,100
6432,note_on,,288,0,1,,,,,,,,,,0,,74,0
6432,note_on,,0,0,1,,,,,,,,,,0,,72,100
6464,note_on,,32,0,1,,,,,,,,,,0,,67,0
6464,note_on,,320,0,2,,,,,,,,,,1,,59,0
6524,note_on,,60,0,1,,,,,,,,,,0,,72,0
6528,note_on,,64,0,2,,,,,,,,,,1,,57,100
6528,note_on,,4,0,1,,,,,,,,,,0,,72,100
6528,note_on,,0,0,1,,,,,,,,,,0,,66,100
6816,note_on,,288,0,1,,,,,,,,,,0,,72,0
6816,note_on,,0,0,1,,,,,,,,,,0,,71,100
6848,note_on,,320,0,2,,,,,,,,,,1,,57,0
6848,note_on,,32,0,1,,,,,,,,,,0,,66,0
6908,note_on,,60,0,1,,,,,,,,,,0,,71,0
6912,note_on,,64,0,2,,,,,,,,,,1,,55,100
6912,note_on,,4,0,1,,,,,,,,,,0,,71,100
6912,note_on,,0,0,1,,,,,,,,,,0,,67,100
7100,note_on,,188,0,1,,,,,,,,,,0,,71,0
7100,note_on,,188,0,2,,,,,,,,,,1,,55,0
7104,note_on,,4,0,1,,,,,,,,,,0,,76,100
7104,note_on,,4,0,2,,,,,,,,,,1,,48,100
7196,note_on,,92,0,1,,,,,,,,,,0,,76,0
7200,note_on,,4,0,1,,,,,,,,,,0,,69,100
7232,note_on,,32,0,1,,,,,,,,,,0,,67,0
7292,note_on,,60,0,1,,,,,,,,,,0,,69,0
7292,note_on,,188,0,2,,,,,,,,,,1,,48,0
7296,note_on,,0,0,1,,,,,,,,,,0,,62,100
7296,note_on,,0,0,1,,,,,,,,,,0,,67,100
7296,note_on,,4,0,2,,,,,,,,,,1,,50,100
7296,note_on,,4,0,1,,,,,,,,,,0,,71,100
7616,note_on,,320,0,2,,,,,,,,,,1,,50,0
7616,note_on,,0,0,1,,,,,,,,,,0,,62,0
7616,note_on,,0,0,1,,,,,,,,,,0,,71,0
7616,note_on,,320,0,1,,,,,,,,,,0,,67,0
7680,note_on,,0,0,1,,,,,,,,,,0,,66,100
7680,note_on,,64,0,1,,,,,,,,,,0,,71,100
7680,note_on,,64,0,2,,,,,,,,,,1,,38,100
7680,note_on,,0,0,1,,,,,,,,,,0,,60,100
7724,note_on,,44,0,1,,,,,,,,,,0,,71,0
7728,note_on,,4,0,1,,,,,,,,,,0,,69,100
7772,note_on,,44,0,1,,,,,,,,,,0,,69,0
7776,note_on,,4,0,1,,,,,,,,,,0,,71,100
7820,note_on,,44,0,1,,,,,,,,,,0,,71,0
7824,note_on,,4,0,1,,,,,,,,,,0,,69,100
7868,note_on,,44,0,1,,,,,,,,,,0,,69,0
7872,note_on,,4,0,1,,,,,,,,,,0,,71,100
7916,note_on,,44,0,1,,,,,,,,,,0,,71,0
7920,note_on,,4,0,1,,,,,,,,,,0,,69,100
7964,note_on,,44,0,1,,,,,,,,,,0,,69,0
7968,note_on,,4,0,1,,,,,,,,,,0,,67,100
8000,note_on,,32,0,1,,,,,,,,,,0,,66,0
8000,note_on,,0,0,1,,,,,,,,,,0,,60,0
8000,note_on,,320,0,2,,,,,,,,,,1,,38,0
8064,note_on,,64,0,1,,,,,,,,,,0,,62,100
8064,note_on,,64,0,2,,,,,,,,,,1,,43,100
8064,note_on,,0,0,1,,,,,,,,,,0,,60,100
8252,note_on,,188,0,1,,,,,,,,,,0,,60,0
8256,note_on,,4,0,1,,,,,,,,,,0,,59,100
8348,note_on,,92,0,1,,,,,,,,,,0,,59,0
8352,note_on,,4,0,1,,,,,,,,,,0,,57,100
8384,note_on,,320,0,2,,,,,,,,,,1,,43,0
8384,note_on,,0,0,1,,,,,,,,,,0,,67,0
8384,note_on,,32,0,1,,,,,,,,,,0,,62,0
8444,note_on,,60,0,1,,,,,,,,,,0,,57,0
8448,note_on,,0,0,1,,,,,,,,,,0,,67,100
8448,note_on,,0,0,1,,,,,,,,,,0,,59,100
8448,note_on,,4,0,1,,,,,,,,,,0,,55,100
8448,note_on,,64,0,2,,,,,,,,,,1,,43,100
8768,note_on,,0,0,1,,,,,,,,,,0,,59,0
8768,note_on,,320,0,1,,,,,,,,,,0,,67,0
8768,note_on,,0,0,1,,,,,,,,,,0,,55,0
8880,note_on,,112,0,1,,,,,,,,,,0,,62,100
8928,note_on,,48,0,1,,,,,,,,,,0,,62,0
8928,note_on,,0,0,1,,,,,,,,,,0,,64,100
8976,note_on,,48,0,1,,,,,,,,,,0,,64,0
8976,note_on,,0,0,1,,,,,,,,,,0,,66,100
9024,note_on,,48,0,1,,,,,,,,,,0,,66,0
9024,note_on,,0,0,1,,,,,,,,,,0,,69,100
9048,note_on,,24,0,1,,,,,,,,,,0,,69,0
9048,note_on,,0,0,1,,,,,,,,,,0,,67,100
9096,note_on,,0,0,1,,,,,,,,,,0,,66,100
9096,note_on,,48,0,1,,,,,,,,,,0,,67,0
9120,note_on,,672,0,2,,,,,,,,,,1,,43,0
9120,note_on,,24,0,1,,,,,,,,,,0,,66,0
9120,note_on,,0,0,1,,,,,,,,,,0,,67,100
9168,note_on,,0,0,1,,,,,,,,,,0,,69,100
9168,note_on,,48,0,1,,,,,,,,,,0,,67,0
9212,note_on,,44,0,1,,,,,,,,,,0,,69,0
9216,note_on,,0,0,1,,,,,,,,,,0,,74,100
9216,note_on,,0,0,1,,,,,,,,,,0,,71,100
9216,note_on,,4,0,1,,,,,,,,,,0,,67,100
9216,note_on,,96,0,2,,,,,,,,,,1,,55,100
9216,note_on,,0,0,2,,,,,,,,,,1,,59,100
9216,note_on,,0,0,2,,,,,,,,,,1,,62,100
9600,note_on,,0,0,1,,,,,,,,,,0,,71,100
9600,note_on,,0,0,2,,,,,,,,,,1,,47,100
9600,note_on,,0,0,2,,,,,,,,,,1,,43,100
9600,note_on,,0,0,2,,,,,,,,,,1,,55,0
9600,note_on,,0,0,2,,,,,,,,,,1,,59,0
9600,note_on,,384,0,2,,,,,,,,,,1,,62,0
9600,note_on,,0,0,2,,,,,,,,,,1,,50,100
9600,note_on,,384,0,1,,,,,,,,,,0,,74,0
9600,note_on,,0,0,1,,,,,,,,,,0,,71,0
9600,note_on,,0,0,1,,,,,,,,,,0,,67,0
9600,note_on,,0,0,1,,,,,,,,,,0,,74,100
9600,note_on,,0,0,2,,,,,,,,,,1,,55,100
9920,note_on,,320,0,1,,,,,,,,,,0,,74,0
10032,note_on,,112,0,1,,,,,,,,,,0,,74,100
10080,note_on,,48,0,1,,,,,,,,,,0,,74,0
10080,note_on,,0,0,1,,,,,,,,,,0,,76,100
10128,note_on,,0,0,1,,,,,,,,,,0,,78,100
10128,note_on,,48,0,1,,,,,,,,,,0,,76,0
10152,note_on,,0,0,1,,,,,,,,,,0,,76,100
10152,note_on,,24,0,1,,,,,,,,,,0,,78,0
10176,note_on,,0,0,1,,,,,,,,,,0,,78,100
10176,note_on,,24,0,1,,,,,,,,,,0,,76,0
10200,note_on,,0,0,1,,,,,,,,,,0,,76,100
10200,note_on,,24,0,1,,,,,,,,,,0,,78,0
10224,note_on,,0,0,1,,,,,,,,,,0,,78,100
10224,note_on,,24,0,1,,,,,,,,,,0,,76,0
10248,note_on,,24,0,1,,,,,,,,,,0,,78,0
10248,note_on,,0,0,1,,,,,,,,,,0,,74,100
10272,note_on,,0,0,2,,,,,,,,,,1,,50,0
10272,note_on,,672,0,2,,,,,,,,,,1,,55,0
10272,note_on,,0,0,1,,,,,,,,,,0,,71,0
10272,note_on,,24,0,1,,,,,,,,,,0,,74,0
10272,note_on,,0,0,2,,,,,,,,,,1,,47,0
10272,note_on,,0,0,1,,,,,,,,,,0,,76,100
10272,note_on,,0,0,2,,,,,,,,,,1,,43,0
10320,note_on,,48,0,1,,,,,,,,,,0,,76,0
10320,note_on,,0,0,1,,,,,,,,,,0,,78,100
10364,note_on,,44,0,1,,,,,,,,,,0,,78,0
10368,note_on,,4,0,1,,,,,,,,,,0,,66,100
10368,note_on,,0,0,2,,,,,,,,,,1,,57,100
10368,note_on,,0,0,1,,,,,,,,,,0,,69,100
10368,note_on,,0,0,1,,,,,,,,,,0,,74,100
10368,note_on,,96,0,2,,,,,,,,,,1,,54,100
10368,note_on,,0,0,2,,,,,,,,,,1,,62,100
10752,note_on,,384,0,1,,,,,,,,,,0,,74,0
10752,note_on,,0,0,1,,,,,,,,,,0,,69,0
10752,note_on,,0,0,1,,,,,,,,,,0,,66,0
10752,note_on,,0,0,1,,,,,,,,,,0,,66,100
10752,note_on,,0,0,1,,,,,,,,,,0,,69,100
10752,note_on,,0,0,1,,,,,,,,,,0,,74,100
10752,note_on,,0,0,2,,,,,,,,,,1,,50,100
10752,note_on,,0,0,2,,,,,,,,,,1,,57,0
10752,note_on,,0,0,2,,,,,,,,,,1,,54,0
10752,note_on,,0,0,2,,,,,,,,,,1,,42,100
10752,note_on,,0,0,2,,,,,,,,,,1,,45,100
10752,note_on,,384,0,2,,,,,,,,,,1,,62,0
10752,note_on,,0,0,2,,,,,,,,,,1,,54,100
11072,note_on,,0,0,1,,,,,,,,,,0,,66,0
11072,note_on,,320,0,1,,,,,,,,,,0,,74,0
11072,note_on,,0,0,1,,,,,,,,,,0,,69,0
11184,note_on,,112,0,1,,,,,,,,,,0,,69,100
11232,note_on,,0,0,1,,,,,,,,,,0,,71,100
11232,note_on,,48,0,1,,,,,,,,,,0,,69,0
11280,note_on,,0,0,1,,,,,,,,,,0,,73,100
11280,note_on,,48,0,1,,,,,,,,,,0,,71,0
11328,note_on,,48,0,1,,,,,,,,,,0,,73,0
11328,note_on,,0,0,1,,,,,,,,,,0,,74,100
11376,note_on,,0,0,1,,,,,,,,,,0,,76,100
11376,note_on,,48,0,1,,,,,,,,,,0,,74,0
11400,note_on,,24,0,1,,,,,,,,,,0,,76,0
11400,note_on,,0,0,1,,,,,,,,,,0,,78,100
11424,note_on,,24,0,1,,,,,,,,,,0,,78,0
11424,note_on,,0,0,1,,,,,,,,,,0,,79,100
11424,note_on,,0,0,2,,,,,,,,,,1,,42,0
11424,note_on,,0,0,2,,,,,,,,,,1,,45,0
11424,note_on,,0,0,2,,,,,,,,,,1,,50,0
11424,note_on,,672,0,2,,,,,,,,,,1,,54,0
11448,note_on,,24,0,1,,,,,,,,,,0,,79,0
11448,note_on,,0,0,1,,,,,,,,,,0,,81,100
11472,note_on,,24,0,1,,,,,,,,,,0,,81,0
11472,note_on,,0,0,1,,,,,,,,,,0,,83,100
11496,note_on,,24,0,1,,,,,,,,,,0,,83,0
11496,note_on,,0,0,1,,,,,,,,,,0,,79,100
11516,note_on,,20,0,1,,,,,,,,,,0,,79,0
11520,note_on,,4,0,1,,,,,,,,,,0,,79,100
11520,note_on,,0,0,1,,,,,,,,,,0,,71,100
11520,note_on,,0,0,2,,,,,,,,,,1,,55,100
11520,note_on,,0,0,2,,,,,,,,,,1,,59,100
11520,note_on,,96,0,2,,,,,,,,,,1,,52,100
11520,note_on,,0,0,1,,,,,,,,,,0,,74,100
11708,note_on,,188,0,1,,,,,,,,,,0,,74,0
11708,note_on,,0,0,1,,,,,,,,,,0,,71,0
11712,note_on,,4,0,1,,,,,,,,,,0,,79,0
11712,note_on,,0,0,1,,,,,,,,,,0,,74,100
11736,note_on,,24,0,1,,,,,,,,,,0,,74,0
11736,note_on,,0,0,1,,,,,,,,,,0,,73,100
11760,note_on,,0,0,1,,,,,,,,,,0,,74,100
11760,note_on,,24,0,1,,,,,,,,,,0,,73,0
11784,note_on,,24,0,1,,,,,,,,,,0,,74,0
11784,note_on,,0,0,1,,,,,,,,,,0,,73,100
11808,note_on,,24,0,1,,,,,,,,,,0,,73,0
11808,note_on,,0,0,1,,,,,,,,,,0,,74,100
11832,note_on,,24,0,1,,,,,,,,,,0,,74,0
