tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,key,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
60,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,54,64
60,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,64
119,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,69,0
119,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,54,0
119,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,54,0
119,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,54,0
120,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,55,64
120,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,55,64
120,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,71,64
120,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,55,64
179,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,55,0
179,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,62,0
179,note_on,,119,0,13,,,,,,,,,,,,,,,11,,,74,0
179,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,55,0
179,note_on,,119,0,12,,,,,,,,,,,,,,,10,,,74,0
179,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,0
179,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,55,0
180,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,76,64
180,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,52,64
180,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,76,64
180,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,52,64
180,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,64,64
180,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,67,64
180,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,52,64
239,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,76,0
239,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,71,0
239,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,67,0
239,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,52,0
239,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,52,0
239,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,76,0
239,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,52,0
239,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,64,0
240,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,57,64
240,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,73,64
240,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,73,64
240,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,57,64
240,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,61,64
240,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,64
240,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,64,64
240,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,57,64
299,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,73,0
299,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,57,0
299,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,57,0
299,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,73,0
299,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,57,0
300,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,59,64
300,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,74,64
300,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,59,64
300,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,74,64
300,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,59,64
359,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,74,0
359,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,59,0
359,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,59,0
359,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,69,0
359,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,59,0
359,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,74,0
360,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,76,64
360,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,61,64
360,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,76,64
360,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,61,64
360,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,61,64
419,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,61,0
419,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,61,0
419,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,64,0
419,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,61,0
419,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,61,0
419,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,76,0
419,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,76,0
420,time_signature,,420,1,0,,,,,,,,,,6,8,24,8,,,,,,
420,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,62,64
420,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,66,64
420,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,78,64
420,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,69,64
420,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,78,64
420,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,62,64
420,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,62,64
479,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,78,0
479,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,62,0
479,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,69,0
479,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,62,0
479,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,66,0
479,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,78,0
479,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,62,0
480,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,64,64
480,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,67,64
480,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,64,64
480,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,73,64
480,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,64,64
480,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,79,64
480,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
539,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,73,0
539,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,79,0
539,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,79,0
539,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,67,0
539,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,64,0
539,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,64,0
539,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,64,0
540,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,62,64
540,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,62,64
540,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,78,64
540,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,62,64
540,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,66,64
540,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,74,64
540,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,78,64
540,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,64
599,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,62,0
599,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,66,0
599,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,74,0
599,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,0
599,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,62,0
599,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,78,0
599,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,78,0
599,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,62,0
600,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,74,64
600,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,57,64
600,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,78,64
600,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,57,64
600,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,66,64
600,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,64
600,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,78,64
600,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,57,64
614,note_on,,14,0,12,,,,,,,,,,,,,,,10,,,78,0
614,note_on,,14,0,13,,,,,,,,,,,,,,,11,,,78,0
615,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,79,64
615,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
629,note_on,,14,0,13,,,,,,,,,,,,,,,11,,,79,0
629,note_on,,14,0,12,,,,,,,,,,,,,,,10,,,79,0
630,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,76,64
630,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,76,64
644,note_on,,14,0,12,,,,,,,,,,,,,,,10,,,76,0
644,note_on,,14,0,13,,,,,,,,,,,,,,,11,,,76,0
645,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,78,64
645,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,78,64
659,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,66,0
659,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,74,0
659,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,0
659,note_on,,14,0,12,,,,,,,,,,,,,,,10,,,78,0
659,note_on,,14,0,13,,,,,,,,,,,,,,,11,,,78,0
660,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,76,64
660,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,64
660,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,64,64
660,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,73,64
660,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,76,64
719,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,57,0
719,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,76,0
719,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,73,0
719,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,64,0
719,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,76,0
719,note_on,,119,0,15,,,,,,,,,,,,,,,13,,,57,0
719,note_on,,119,0,6,,,,,,,,,,,,,,,1,,,57,0
719,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,0
720,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,55,64
720,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,64
720,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,76,64
720,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,73,64
720,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,69,64
720,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,69,64
720,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,55,64
720,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,55,64
779,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,55,0
779,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,0
779,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,76,0
779,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,73,0
779,note_on,,59,0,12,,,,,,,,,,,,,,,10,,,69,0
779,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,55,0
779,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,55,0
779,note_on,,59,0,13,,,,,,,,,,,,,,,11,,,69,0
780,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,81,64
780,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,62,64
780,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,74,64
780,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,54,64
780,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,69,64
780,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,54,64
780,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,81,64
780,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,54,64
809,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,81,0
809,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,81,0
810,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,83,64
810,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,83,64
839,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,83,0
839,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,83,0
840,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,81,64
840,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,81,64
869,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,81,0
869,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,81,0
870,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,69,64
870,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,69,64
899,note_on,,119,0,6,,,,,,,,,,,,,,,1,,,54,0
899,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,69,0
899,note_on,,119,0,15,,,,,,,,,,,,,,,13,,,54,0
899,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,69,0
899,note_on,,119,0,16,,,,,,,,,,,,,,,15,,,54,0
900,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,62,64
900,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,62,64
900,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,71,64
900,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,71,64
900,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,62,64
929,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,71,0
929,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,71,0
930,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,69,64
930,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,69,64
959,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,62,0
959,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,62,0
959,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,69,0
959,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,62,0
959,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,69,0
959,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,69,0
959,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,62,0
959,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,74,0
960,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,52,64
960,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,73,64
960,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,67,64
960,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,76,64
960,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
960,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,52,64
960,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,79,64
960,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,52,64
989,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
989,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,79,0
990,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,81,64
990,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,81,64
1019,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,81,0
1019,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,81,0
1020,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
1020,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,79,64
1049,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
1049,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,79,0
1050,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,69,64
1050,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,69,64
1079,note_on,,119,0,15,,,,,,,,,,,,,,,13,,,52,0
1079,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,69,0
1079,note_on,,119,0,16,,,,,,,,,,,,,,,15,,,52,0
1079,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,76,0
1079,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,67,0
1079,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,73,0
1079,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,69,0
1079,note_on,,119,0,6,,,,,,,,,,,,,,,1,,,52,0
1080,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,71,64
1080,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,61,64
1080,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,61,64
1080,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,64,64
1080,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,64
1080,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,61,64
1080,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,71,64
1109,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,71,0
1109,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,71,0
1110,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,69,64
1110,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,69,64
1139,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,0
1139,note_on,,59,0,6,,,,,,,,,,,,,,,1,,,61,0
1139,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,69,0
1139,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,64,0
1139,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,69,0
1139,note_on,,59,0,16,,,,,,,,,,,,,,,15,,,61,0
1139,note_on,,59,0,15,,,,,,,,,,,,,,,13,,,61,0
1140,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,74,64
1140,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,50,64
1140,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,50,64
1140,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,69,64
1140,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,78,64
1140,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,50,64
1140,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,78,64
1140,note_on,,0,0,16,,,,,,,,,,,,,,,15,,,78,64
1169,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,78,0
1169,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,78,0
1170,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,79,64
1170,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,79,64
1199,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,79,0
1199,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,79,0
1200,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,78,64
1200,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,78,64
1229,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,78,0
1229,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,78,0
1230,note_on,,1,0,13,,,,,,,,,,,,,,,11,,,69,64
1230,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,69,64
1259,note_on,,119,0,6,,,,,,,,,,,,,,,1,,,50,0
1259,note_on,,29,0,12,,,,,,,,,,,,,,,10,,,69,0
1259,note_on,,119,0,16,,,,,,,,,,,,,,,15,,,50,0
1259,note_on,,29,0,13,,,,,,,,,,,,,,,11,,,69,0
1259,note_on,,119,0,15,,,,,,,,,,,,,,,13,,,50,0
1260,note_on,,1,0,16,,,,,,,,,,,,,,,15,,,62,64
1260,note_on,,1,0,12,,,,,,,,,,,,,,,10,,,71,64
1260,note_on,,1,0,6,,,,,,,,,,,,,,,1,,,62,64
1260,note_on,,1,0,15,,,,,,,,,,,,,,,13,,,62,64
