tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,note,velocity
0,program_change,,,,,0,0,11,,,,,3,48,,
0,control_change,,,,,0,0,11,,,7,82,3,,,
0,control_change,,,,,0,0,11,,,10,88,3,,,
0,control_change,,,,,0,0,11,,,91,62,3,,,
0,control_change,,,,,0,0,9,,,91,65,1,,,
0,control_change,,,,,0,0,9,,,10,33,1,,,
0,control_change,,,,,0,0,9,,,7,105,1,,,
0,program_change,,,,,0,0,9,,,,,1,48,,
0,control_change,,,,,0,0,9,,,0,0,1,,,
0,control_change,,,,,0,0,14,,,91,64,5,,,
0,track_name,,,,,0,1,9,,,,,,,,
0,control_change,,,,,0,0,12,,,0,0,4,,,
0,program_change,,,,,0,0,12,,,,,4,48,,
0,control_change,,,,,0,0,12,,,7,77,4,,,
0,control_change,,,,,0,0,12,,,10,97,4,,,
0,control_change,,,,,0,0,12,,,91,62,4,,,
0,control_change,,,,,0,0,10,,,0,0,2,,,
0,track_name,,,,,0,1,13,,,,,,,,
0,control_change,,,,,0,0,13,,,0,0,5,,,
0,program_change,,,,,0,0,13,,,,,5,6,,
0,control_change,,,,,0,0,13,,,7,55,5,,,
0,control_change,,,,,0,0,13,,,91,64,5,,,
0,track_name,,,,,0,1,14,,,,,,,,
0,control_change,,,,,0,0,14,,,0,0,5,,,
0,program_change,,,,,0,0,14,,,,,5,6,,
0,track_name,,,,,0,1,12,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,,
0,program_change,,,,,0,0,3,,,,,0,40,,
0,set_tempo,,,,,0,1,0,,600000,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 119, 14, 1)",,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,
0,end_of_track,,,,,0,1,1,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,
0,control_change,,,,,0,0,3,,,0,0,0,,,
0,control_change,,,,,0,0,3,,,7,100,0,,,
0,control_change,,,,,0,0,3,,,10,53,0,,,
0,control_change,,,,,0,0,3,,,91,65,0,,,
0,end_of_track,,,,,0,1,2,,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,,
1344,note_on,,,,,1344,0,9,,,,,1,,76,100
1472,note_off,,,,,128,0,9,,,,,1,,76,100
1536,note_on,,,,,64,0,9,,,,,1,,81,100
1664,note_off,,,,,128,0,9,,,,,1,,81,100
1728,note_on,,,,,1728,0,12,,,,,4,,45,100
1728,note_on,,,,,1728,0,14,,,,,5,,57,100
1728,note_on,,,,,0,0,13,,,,,5,,64,100
1728,note_on,,,,,1728,0,11,,,,,3,,57,100
1728,note_on,,,,,64,0,9,,,,,1,,81,100
1728,note_on,,,,,1728,0,13,,,,,5,,72,100
1856,note_off,,,,,128,0,12,,,,,4,,45,100
1856,note_off,,,,,0,0,13,,,,,5,,64,100
1856,note_off,,,,,128,0,11,,,,,3,,57,100
1856,note_off,,,,,128,0,14,,,,,5,,57,100
1856,note_off,,,,,128,0,9,,,,,1,,81,100
1856,note_off,,,,,128,0,13,,,,,5,,72,100
1920,note_on,,,,,64,0,11,,,,,3,,60,100
1920,note_on,,,,,64,0,14,,,,,5,,60,100
1920,note_on,,,,,64,0,12,,,,,4,,48,100
1920,note_on,,,,,64,0,9,,,,,1,,81,100
1920,note_on,,,,,64,0,13,,,,,5,,69,100
1920,note_on,,,,,0,0,13,,,,,5,,76,100
2048,note_off,,,,,128,0,14,,,,,5,,60,100
2048,note_off,,,,,128,0,11,,,,,3,,60,100
2048,note_off,,,,,128,0,13,,,,,5,,69,100
2048,note_off,,,,,0,0,13,,,,,5,,76,100
2048,note_off,,,,,128,0,9,,,,,1,,81,100
2048,note_off,,,,,128,0,12,,,,,4,,48,100
2112,note_on,,,,,64,0,12,,,,,4,,45,100
2112,note_on,,,,,64,0,9,,,,,1,,81,100
2112,note_on,,,,,0,0,13,,,,,5,,72,100
2112,note_on,,,,,64,0,14,,,,,5,,57,100
2112,note_on,,,,,2112,0,10,,,,,2,,76,100
2112,note_on,,,,,64,0,11,,,,,3,,57,100
2112,note_on,,,,,64,0,13,,,,,5,,64,100
2240,note_off,,,,,128,0,13,,,,,5,,64,100
2240,note_off,,,,,0,0,13,,,,,5,,72,100
2240,note_off,,,,,128,0,11,,,,,3,,57,100
2240,note_off,,,,,128,0,9,,,,,1,,81,100
2240,note_off,,,,,128,0,12,,,,,4,,45,100
2240,note_off,,,,,128,0,10,,,,,2,,76,100
2240,note_off,,,,,128,0,14,,,,,5,,57,100
2304,note_on,,,,,64,0,10,,,,,2,,72,100
2304,note_on,,,,,64,0,9,,,,,1,,81,100
2432,note_off,,,,,128,0,9,,,,,1,,81,100
2432,note_off,,,,,128,0,10,,,,,2,,72,100
2496,note_on,,,,,0,0,13,,,,,5,,64,100
2496,note_on,,,,,256,0,13,,,,,5,,72,100
2496,note_on,,,,,256,0,14,,,,,5,,57,100
2496,note_on,,,,,256,0,12,,,,,4,,45,100
2496,note_on,,,,,64,0,9,,,,,1,,84,100
2496,note_on,,,,,256,0,11,,,,,3,,57,100
2496,note_on,,,,,64,0,10,,,,,2,,69,100
2560,note_off,,,,,64,0,9,,,,,1,,84,100
2592,note_on,,,,,32,0,9,,,,,1,,83,100
2624,note_off,,,,,128,0,10,,,,,2,,69,100
2624,note_off,,,,,128,0,11,,,,,3,,57,100
2624,note_off,,,,,0,0,13,,,,,5,,64,100
2624,note_off,,,,,128,0,12,,,,,4,,45,100
2624,note_off,,,,,128,0,14,,,,,5,,57,100
2624,note_off,,,,,128,0,13,,,,,5,,72,100
2656,note_off,,,,,64,0,9,,,,,1,,83,100
2688,note_on,,,,,64,0,11,,,,,3,,60,100
2688,note_on,,,,,32,0,9,,,,,1,,81,100
2688,note_on,,,,,64,0,12,,,,,4,,48,100
2688,note_on,,,,,0,0,13,,,,,5,,76,100
2688,note_on,,,,,64,0,14,,,,,5,,60,100
2688,note_on,,,,,64,0,13,,,,,5,,69,100
2816,note_off,,,,,128,0,9,,,,,1,,81,100
2816,note_off,,,,,128,0,14,,,,,5,,60,100
2816,note_off,,,,,128,0,12,,,,,4,,48,100
2816,note_off,,,,,128,0,11,,,,,3,,60,100
2816,note_off,,,,,128,0,13,,,,,5,,69,100
2816,note_off,,,,,0,0,13,,,,,5,,76,100
2880,note_on,,,,,64,0,14,,,,,5,,57,100
2880,note_on,,,,,64,0,12,,,,,4,,45,100
2880,note_on,,,,,64,0,9,,,,,1,,84,100
2880,note_on,,,,,0,0,13,,,,,5,,72,100
2880,note_on,,,,,256,0,10,,,,,2,,76,100
2880,note_on,,,,,64,0,11,,,,,3,,57,100
2880,note_on,,,,,64,0,13,,,,,5,,64,100
2944,note_off,,,,,64,0,9,,,,,1,,84,100
2976,note_on,,,,,32,0,9,,,,,1,,83,100
3008,note_off,,,,,128,0,14,,,,,5,,57,100
3008,note_off,,,,,128,0,12,,,,,4,,45,100
3008,note_off,,,,,128,0,10,,,,,2,,76,100
3008,note_off,,,,,128,0,11,,,,,3,,57,100
3008,note_off,,,,,128,0,13,,,,,5,,64,100
3008,note_off,,,,,0,0,13,,,,,5,,72,100
3040,note_off,,,,,64,0,9,,,,,1,,83,100
3072,note_on,,,,,64,0,10,,,,,2,,72,100
3072,note_on,,,,,32,0,9,,,,,1,,81,100
3200,note_off,,,,,128,0,10,,,,,2,,72,100
3200,note_off,,,,,128,0,9,,,,,1,,81,100
3264,note_on,,,,,64,0,9,,,,,1,,84,100
3264,note_on,,,,,256,0,13,,,,,5,,72,100
3264,note_on,,,,,0,0,13,,,,,5,,64,100
3264,note_on,,,,,256,0,11,,,,,3,,57,100
3264,note_on,,,,,256,0,14,,,,,5,,57,100
3264,note_on,,,,,64,0,10,,,,,2,,69,100
3264,note_on,,,,,256,0,12,,,,,4,,45,100
3328,note_off,,,,,64,0,9,,,,,1,,84,100
3360,note_on,,,,,32,0,9,,,,,1,,83,100
3392,note_off,,,,,128,0,10,,,,,2,,69,100
3392,note_off,,,,,128,0,13,,,,,5,,72,100
3392,note_off,,,,,0,0,13,,,,,5,,64,100
3392,note_off,,,,,128,0,14,,,,,5,,57,100
3392,note_off,,,,,128,0,11,,,,,3,,57,100
3392,note_off,,,,,128,0,12,,,,,4,,45,100
3424,note_off,,,,,64,0,9,,,,,1,,83,100
3456,note_on,,,,,64,0,11,,,,,3,,60,100
3456,note_on,,,,,64,0,13,,,,,5,,69,100
3456,note_on,,,,,0,0,13,,,,,5,,76,100
3456,note_on,,,,,32,0,9,,,,,1,,81,100
3456,note_on,,,,,64,0,14,,,,,5,,60,100
3456,note_on,,,,,64,0,12,,,,,4,,48,100
3584,note_off,,,,,128,0,9,,,,,1,,81,100
3584,note_off,,,,,128,0,14,,,,,5,,60,100
3584,note_off,,,,,128,0,12,,,,,4,,48,100
3584,note_off,,,,,128,0,11,,,,,3,,60,100
3584,note_off,,,,,128,0,13,,,,,5,,69,100
3584,note_off,,,,,0,0,13,,,,,5,,76,100
3648,note_on,,,,,256,0,10,,,,,2,,72,99
3648,note_on,,,,,0,0,13,,,,,5,,72,100
3648,note_on,,,,,64,0,13,,,,,5,,64,100
3648,note_on,,,,,64,0,9,,,,,1,,79,99
3648,note_on,,,,,64,0,12,,,,,4,,45,99
3648,note_on,,,,,64,0,14,,,,,5,,57,100
3648,note_on,,,,,64,0,11,,,,,3,,57,99
3712,note_off,,,,,64,0,9,,,,,1,,79,100
3744,note_on,,,,,32,0,9,,,,,1,,77,98
3776,note_off,,,,,128,0,14,,,,,5,,57,100
3776,note_off,,,,,0,0,13,,,,,5,,72,100
3776,note_off,,,,,128,0,13,,,,,5,,64,100
3776,note_off,,,,,128,0,10,,,,,2,,72,100
3776,note_off,,,,,128,0,12,,,,,4,,45,100
3776,note_off,,,,,128,0,11,,,,,3,,57,100
3808,note_off,,,,,64,0,9,,,,,1,,77,100
3840,note_on,,,,,32,0,9,,,,,1,,76,97
3840,note_on,,,,,64,0,10,,,,,2,,69,97
3968,note_off,,,,,128,0,9,,,,,1,,76,100
3968,note_off,,,,,128,0,10,,,,,2,,69,100
4032,note_on,,,,,64,0,10,,,,,2,,64,95
4032,note_on,,,,,256,0,13,,,,,5,,64,100
4032,note_on,,,,,0,0,13,,,,,5,,72,100
4032,note_on,,,,,256,0,14,,,,,5,,57,100
4032,note_on,,,,,64,0,9,,,,,1,,74,95
4032,note_on,,,,,256,0,12,,,,,4,,45,95
4032,note_on,,,,,256,0,11,,,,,3,,57,95
4096,note_off,,,,,64,0,9,,,,,1,,74,100
4128,note_on,,,,,32,0,9,,,,,1,,72,94
4160,note_off,,,,,0,0,13,,,,,5,,72,100
4160,note_off,,,,,128,0,13,,,,,5,,64,100
4160,note_off,,,,,128,0,11,,,,,3,,57,100
4160,note_off,,,,,128,0,14,,,,,5,,57,100
4160,note_off,,,,,128,0,10,,,,,2,,64,100
4160,note_off,,,,,128,0,12,,,,,4,,45,100
4192,note_off,,,,,64,0,9,,,,,1,,72,100
4224,note_on,,,,,64,0,14,,,,,5,,56,100
4224,note_on,,,,,64,0,12,,,,,4,,44,93
4224,note_on,,,,,64,0,13,,,,,5,,64,100
4224,note_on,,,,,0,0,13,,,,,5,,71,100
4224,note_on,,,,,64,0,11,,,,,3,,56,93
4224,note_on,,,,,32,0,9,,,,,1,,71,93
4352,note_off,,,,,128,0,14,,,,,5,,56,100
4352,note_off,,,,,128,0,11,,,,,3,,56,100
4352,note_off,,,,,128,0,9,,,,,1,,71,100
4352,note_off,,,,,0,0,13,,,,,5,,71,100
4352,note_off,,,,,128,0,12,,,,,4,,44,100
4352,note_off,,,,,128,0,13,,,,,5,,64,100
4416,note_on,,,,,64,0,9,,,,,1,,76,91
4416,note_on,,,,,64,0,14,,,,,5,,52,100
4416,note_on,,,,,64,0,11,,,,,3,,52,91
4416,note_on,,,,,64,0,13,,,,,5,,59,100
4416,note_on,,,,,0,0,13,,,,,5,,68,100
4416,note_on,,,,,256,0,10,,,,,2,,68,91
4416,note_on,,,,,64,0,12,,,,,4,,40,91
4544,note_off,,,,,0,0,13,,,,,5,,68,100
4544,note_off,,,,,128,0,10,,,,,2,,68,100
4544,note_off,,,,,128,0,12,,,,,4,,40,100
4544,note_off,,,,,128,0,13,,,,,5,,59,100
4544,note_off,,,,,128,0,9,,,,,1,,76,100
4544,note_off,,,,,128,0,11,,,,,3,,52,100
4544,note_off,,,,,128,0,14,,,,,5,,52,100
4608,note_on,,,,,64,0,13,,,,,5,,60,100
4608,note_on,,,,,64,0,10,,,,,2,,64,89
4608,note_on,,,,,64,0,12,,,,,4,,33,89
4608,note_on,,,,,64,0,11,,,,,3,,45,89
4608,note_on,,,,,64,0,9,,,,,1,,72,89
4608,note_on,,,,,64,0,14,,,,,5,,45,100
4608,note_on,,,,,0,0,13,,,,,5,,69,100
4736,note_off,,,,,128,0,10,,,,,2,,64,100
4736,note_off,,,,,0,0,13,,,,,5,,69,100
4736,note_off,,,,,128,0,14,,,,,5,,45,100
4736,note_off,,,,,128,0,12,,,,,4,,33,100
4736,note_off,,,,,128,0,9,,,,,1,,72,100
4736,note_off,,,,,128,0,11,,,,,3,,45,100
4736,note_off,,,,,128,0,13,,,,,5,,60,100
4800,note_on,,,,,64,0,12,,,,,4,,45,87
4800,note_on,,,,,64,0,14,,,,,5,,57,100
4800,note_on,,,,,64,0,10,,,,,2,,60,87
4800,note_on,,,,,64,0,9,,,,,1,,69,87
4800,note_on,,,,,64,0,13,,,,,5,,64,100
4800,note_on,,,,,0,0,13,,,,,5,,72,100
4800,note_on,,,,,64,0,11,,,,,3,,57,87
4928,note_off,,,,,128,0,12,,,,,4,,45,100
4928,note_off,,,,,128,0,10,,,,,2,,60,100
4928,note_off,,,,,128,0,13,,,,,5,,64,100
4928,note_off,,,,,0,0,13,,,,,5,,72,100
4928,note_off,,,,,128,0,11,,,,,3,,57,100
4928,note_off,,,,,128,0,9,,,,,1,,69,100
4928,note_off,,,,,128,0,14,,,,,5,,57,100
4992,note_on,,,,,64,0,13,,,,,5,,69,100
4992,note_on,,,,,0,0,13,,,,,5,,76,100
4992,note_on,,,,,64,0,9,,,,,1,,69,86
4992,note_on,,,,,64,0,14,,,,,5,,60,100
4992,note_on,,,,,64,0,12,,,,,4,,48,86
4992,note_on,,,,,64,0,11,,,,,3,,60,86
5120,note_off,,,,,128,0,9,,,,,1,,69,100
5120,note_off,,,,,128,0,12,,,,,4,,48,100
5120,note_off,,,,,0,0,13,,,,,5,,76,100
5120,note_off,,,,,128,0,11,,,,,3,,60,100
5120,note_off,,,,,128,0,13,,,,,5,,69,100
5120,note_off,,,,,128,0,14,,,,,5,,60,100
5184,note_on,,,,,256,0,10,,,,,2,,69,85
5184,note_on,,,,,64,0,12,,,,,4,,45,85
5184,note_on,,,,,64,0,9,,,,,1,,76,85
5184,note_on,,,,,64,0,13,,,,,5,,64,100
5184,note_on,,,,,64,0,11,,,,,3,,57,85
5184,note_on,,,,,0,0,13,,,,,5,,72,100
5184,note_on,,,,,64,0,14,,,,,5,,57,100
5312,note_off,,,,,128,0,12,,,,,4,,45,100
5312,note_off,,,,,128,0,13,,,,,5,,64,100
5312,note_off,,,,,0,0,13,,,,,5,,72,100
5312,note_off,,,,,128,0,11,,,,,3,,57,100
5312,note_off,,,,,128,0,9,,,,,1,,76,100
5312,note_off,,,,,128,0,14,,,,,5,,57,100
5312,note_off,,,,,128,0,10,,,,,2,,69,100
5376,note_on,,,,,64,0,9,,,,,1,,81,92
5376,note_on,,,,,64,0,10,,,,,2,,73,92
5504,note_off,,,,,128,0,10,,,,,2,,73,100
5504,note_off,,,,,128,0,9,,,,,1,,81,100
5568,note_on,,,,,256,0,14,,,,,5,,61,100
5568,note_on,,,,,64,0,10,,,,,2,,76,99
5568,note_on,,,,,256,0,11,,,,,3,,61,99
5568,note_on,,,,,256,0,12,,,,,4,,49,99
5568,note_on,,,,,64,0,9,,,,,1,,81,99
5568,note_on,,,,,0,0,13,,,,,5,,69,100
5568,note_on,,,,,256,0,13,,,,,5,,64,100
5696,note_off,,,,,128,0,10,,,,,2,,76,100
5696,note_off,,,,,128,0,14,,,,,5,,61,100
5696,note_off,,,,,128,0,11,,,,,3,,61,100
5696,note_off,,,,,128,0,12,,,,,4,,49,100
5696,note_off,,,,,128,0,9,,,,,1,,81,100
5696,note_off,,,,,0,0,13,,,,,5,,69,100
5696,note_off,,,,,128,0,13,,,,,5,,64,100
5760,note_on,,,,,64,0,13,,,,,5,,57,100
5760,note_on,,,,,64,0,11,,,,,3,,49,100
5760,note_on,,,,,0,0,13,,,,,5,,64,100
5760,note_on,,,,,64,0,12,,,,,4,,37,100
5760,note_on,,,,,64,0,9,,,,,1,,81,100
5760,note_on,,,,,64,0,14,,,,,5,,49,100
5888,note_off,,,,,128,0,14,,,,,5,,49,100
5888,note_off,,,,,128,0,13,,,,,5,,57,100
5888,note_off,,,,,128,0,11,,,,,3,,49,100
5888,note_off,,,,,128,0,9,,,,,1,,81,100
5888,note_off,,,,,0,0,13,,,,,5,,64,100
5888,note_off,,,,,128,0,12,,,,,4,,37,100
5952,note_on,,,,,64,0,9,,,,,1,,81,100
5952,note_on,,,,,64,0,14,,,,,5,,45,100
5952,note_on,,,,,64,0,11,,,,,3,,45,100
5952,note_on,,,,,64,0,12,,,,,4,,33,100
5952,note_on,,,,,0,0,13,,,,,5,,61,100
5952,note_on,,,,,256,0,10,,,,,2,,64,100
5952,note_on,,,,,64,0,13,,,,,5,,64,100
6080,note_off,,,,,128,0,11,,,,,3,,45,100
6080,note_off,,,,,128,0,14,,,,,5,,45,100
6080,note_off,,,,,128,0,10,,,,,2,,64,100
6080,note_off,,,,,128,0,9,,,,,1,,81,100
6080,note_off,,,,,0,0,13,,,,,5,,61,100
6080,note_off,,,,,128,0,12,,,,,4,,33,100
6080,note_off,,,,,128,0,13,,,,,5,,64,100
6144,note_on,,,,,64,0,9,,,,,1,,81,100
6144,note_on,,,,,64,0,10,,,,,2,,65,100
6208,note_off,,,,,64,0,9,,,,,1,,81,100
6240,note_on,,,,,32,0,9,,,,,1,,79,98
6272,note_off,,,,,128,0,10,,,,,2,,65,100
6304,note_off,,,,,64,0,9,,,,,1,,79,100
6336,note_on,,,,,256,0,14,,,,,5,,62,100
6336,note_on,,,,,64,0,10,,,,,2,,69,96
6336,note_on,,,,,0,0,13,,,,,5,,69,100
6336,note_on,,,,,32,0,9,,,,,1,,77,96
6336,note_on,,,,,256,0,11,,,,,3,,62,96
6336,note_on,,,,,256,0,13,,,,,5,,65,100
6336,note_on,,,,,256,0,12,,,,,4,,50,96
6400,note_off,,,,,64,0,9,,,,,1,,77,100
6432,note_on,,,,,32,0,9,,,,,1,,76,94
6464,note_off,,,,,128,0,14,,,,,5,,62,100
6464,note_off,,,,,128,0,13,,,,,5,,65,100
6464,note_off,,,,,0,0,13,,,,,5,,69,100
6464,note_off,,,,,128,0,11,,,,,3,,62,100
6464,note_off,,,,,128,0,10,,,,,2,,69,100
6464,note_off,,,,,128,0,12,,,,,4,,50,100
6496,note_off,,,,,64,0,9,,,,,1,,76,100
6528,note_on,,,,,0,0,13,,,,,5,,65,100
6528,note_on,,,,,64,0,13,,,,,5,,57,100
6528,note_on,,,,,64,0,14,,,,,5,,50,100
6528,note_on,,,,,64,0,12,,,,,4,,38,92
6528,note_on,,,,,64,0,11,,,,,3,,50,92
6528,note_on,,,,,32,0,9,,,,,1,,77,92
6656,note_off,,,,,0,0,13,,,,,5,,65,100
6656,note_off,,,,,128,0,13,,,,,5,,57,100
6656,note_off,,,,,128,0,9,,,,,1,,77,100
6656,note_off,,,,,128,0,11,,,,,3,,50,100
6656,note_off,,,,,128,0,14,,,,,5,,50,100
6656,note_off,,,,,128,0,12,,,,,4,,38,100
6720,note_on,,,,,64,0,9,,,,,1,,74,88
6720,note_on,,,,,64,0,12,,,,,4,,50,88
6720,note_on,,,,,64,0,13,,,,,5,,69,100
6720,note_on,,,,,64,0,11,,,,,3,,62,88
6720,note_on,,,,,0,0,13,,,,,5,,65,100
6720,note_on,,,,,64,0,14,,,,,5,,62,100
6720,note_on,,,,,256,0,10,,,,,2,,69,88
6848,note_off,,,,,128,0,11,,,,,3,,62,100
6848,note_off,,,,,128,0,10,,,,,2,,69,100
6848,note_off,,,,,0,0,13,,,,,5,,65,100
6848,note_off,,,,,128,0,13,,,,,5,,69,100
6848,note_off,,,,,128,0,14,,,,,5,,62,100
6848,note_off,,,,,128,0,12,,,,,4,,50,100
6848,note_off,,,,,128,0,9,,,,,1,,74,100
6912,note_on,,,,,64,0,9,,,,,1,,79,85
6912,note_on,,,,,64,0,10,,,,,2,,71,85
7040,note_off,,,,,128,0,10,,,,,2,,71,100
7040,note_off,,,,,128,0,9,,,,,1,,79,100
7104,note_on,,,,,64,0,10,,,,,2,,74,87
7104,note_on,,,,,256,0,11,,,,,3,,59,87
7104,note_on,,,,,0,0,13,,,,,5,,67,100
7104,note_on,,,,,256,0,13,,,,,5,,62,100
7104,note_on,,,,,256,0,14,,,,,5,,59,100
7104,note_on,,,,,256,0,12,,,,,4,,47,87
7104,note_on,,,,,64,0,9,,,,,1,,79,87
7232,note_off,,,,,128,0,9,,,,,1,,79,100
7232,note_off,,,,,128,0,11,,,,,3,,59,100
7232,note_off,,,,,128,0,13,,,,,5,,62,100
7232,note_off,,,,,0,0,13,,,,,5,,67,100
7232,note_off,,,,,128,0,12,,,,,4,,47,100
7232,note_off,,,,,128,0,10,,,,,2,,74,100
7232,note_off,,,,,128,0,14,,,,,5,,59,100
7296,note_on,,,,,64,0,13,,,,,5,,55,100
7296,note_on,,,,,0,0,13,,,,,5,,62,100
7296,note_on,,,,,64,0,9,,,,,1,,79,90
7296,note_on,,,,,64,0,14,,,,,5,,47,100
7296,note_on,,,,,64,0,11,,,,,3,,47,90
7296,note_on,,,,,64,0,12,,,,,4,,35,90
7424,note_off,,,,,128,0,9,,,,,1,,79,100
7424,note_off,,,,,128,0,11,,,,,3,,47,100
7424,note_off,,,,,128,0,12,,,,,4,,35,100
7424,note_off,,,,,0,0,13,,,,,5,,62,100
7424,note_off,,,,,128,0,14,,,,,5,,47,100
7424,note_off,,,,,128,0,13,,,,,5,,55,100
7488,note_on,,,,,64,0,12,,,,,4,,43,93
7488,note_on,,,,,64,0,13,,,,,5,,62,100
7488,note_on,,,,,64,0,9,,,,,1,,79,93
7488,note_on,,,,,0,0,13,,,,,5,,59,100
7488,note_on,,,,,64,0,14,,,,,5,,43,100
7488,note_on,,,,,256,0,10,,,,,2,,62,93
7488,note_on,,,,,64,0,11,,,,,3,,43,93
7616,note_off,,,,,128,0,12,,,,,4,,43,100
7616,note_off,,,,,128,0,9,,,,,1,,79,100
7616,note_off,,,,,128,0,14,,,,,5,,43,100
7616,note_off,,,,,128,0,13,,,,,5,,62,100
7616,note_off,,,,,0,0,13,,,,,5,,59,100
7616,note_off,,,,,128,0,11,,,,,3,,43,100
7616,note_off,,,,,128,0,10,,,,,2,,62,100
7680,note_on,,,,,64,0,9,,,,,1,,79,96
7680,note_on,,,,,64,0,10,,,,,2,,64,96
7744,note_off,,,,,64,0,9,,,,,1,,79,100
7776,note_on,,,,,32,0,9,,,,,1,,77,95
7808,note_off,,,,,128,0,10,,,,,2,,64,100
7840,note_off,,,,,64,0,9,,,,,1,,77,100
7872,note_on,,,,,32,0,9,,,,,1,,76,93
7872,note_on,,,,,256,0,14,,,,,5,,60,100
7872,note_on,,,,,256,0,13,,,,,5,,64,100
7872,note_on,,,,,0,0,13,,,,,5,,67,100
7872,note_on,,,,,256,0,11,,,,,3,,60,93
7872,note_on,,,,,64,0,10,,,,,2,,67,93
7872,note_on,,,,,256,0,12,,,,,4,,48,93
7936,note_off,,,,,64,0,9,,,,,1,,76,100
7968,note_on,,,,,32,0,9,,,,,1,,74,91
8000,note_off,,,,,0,0,13,,,,,5,,67,100
8000,note_off,,,,,128,0,11,,,,,3,,60,100
8000,note_off,,,,,128,0,10,,,,,2,,67,100
8000,note_off,,,,,128,0,14,,,,,5,,60,100
8000,note_off,,,,,128,0,13,,,,,5,,64,100
8000,note_off,,,,,128,0,12,,,,,4,,48,100
8032,note_off,,,,,64,0,9,,,,,1,,74,100
8064,note_on,,,,,64,0,12,,,,,4,,36,89
8064,note_on,,,,,64,0,13,,,,,5,,55,100
8064,note_on,,,,,32,0,9,,,,,1,,76,89
8064,note_on,,,,,64,0,11,,,,,3,,48,89
8064,note_on,,,,,0,0,13,,,,,5,,64,100
8064,note_on,,,,,64,0,14,,,,,5,,48,100
8192,note_off,,,,,128,0,9,,,,,1,,76,100
8192,note_off,,,,,128,0,12,,,,,4,,36,100
8192,note_off,,,,,0,0,13,,,,,5,,64,100
8192,note_off,,,,,128,0,13,,,,,5,,55,100
8192,note_off,,,,,128,0,14,,,,,5,,48,100
8192,note_off,,,,,128,0,11,,,,,3,,48,100
8256,note_on,,,,,64,0,14,,,,,5,,60,100
8256,note_on,,,,,64,0,9,,,,,1,,72,85
8256,note_on,,,,,0,0,13,,,,,5,,64,100
8256,note_on,,,,,64,0,13,,,,,5,,67,100
8256,note_on,,,,,64,0,12,,,,,4,,48,85
8256,note_on,,,,,256,0,10,,,,,2,,67,85
8256,note_on,,,,,64,0,11,,,,,3,,60,85
8384,note_off,,,,,128,0,9,,,,,1,,72,100
8384,note_off,,,,,128,0,10,,,,,2,,67,100
