tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
0,control_change,0,0,17,,,,,,,,40,103,1,,,
0,control_change,0,0,17,,,,,,,,40,103,0,,,
0,control_change,0,0,17,,,,,,,,93,64,1,,,
0,control_change,0,0,17,,,,,,,,92,0,1,,,
0,control_change,0,0,17,,,,,,,,96,64,1,,,
0,control_change,0,0,17,,,,,,,,95,127,1,,,
0,control_change,0,0,17,,,,,,,,93,64,0,,,
0,control_change,0,0,17,,,,,,,,92,0,0,,,
0,control_change,0,0,17,,,,,,,,96,64,0,,,
0,control_change,0,0,17,,,,,,,,40,103,2,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,
0,control_change,0,0,14,,,,,,,,10,63,13,,,
0,control_change,0,0,9,,,,,,,,10,63,8,,,
0,end_of_track,0,1,9,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,control_change,0,0,10,,,,,,,,7,127,9,,,
0,control_change,0,0,10,,,,,,,,10,63,9,,,
0,end_of_track,0,1,10,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,control_change,0,0,11,,,,,,,,7,127,10,,,
0,control_change,0,0,11,,,,,,,,10,63,10,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,,
0,control_change,0,0,12,,,,,,,,7,127,11,,,
0,control_change,0,0,12,,,,,,,,10,63,11,,,
0,end_of_track,0,1,12,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,control_change,0,0,13,,,,,,,,7,127,12,,,
0,control_change,0,0,13,,,,,,,,10,63,12,,,
0,end_of_track,0,1,13,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,control_change,0,0,14,,,,,,,,7,127,13,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,,
0,set_tempo,0,1,0,,,,,,545455,,,,,,,
1,control_change,1,0,2,,,,,,,,93,6,1,,,
1,control_change,0,0,1,,,,,,,,91,67,0,,,
1,control_change,1,0,3,,,,,,,,91,67,2,,,
1,control_change,0,0,3,,,,,,,,93,6,2,,,
1,control_change,1,0,1,,,,,,,,93,12,0,,,
1,control_change,0,0,2,,,,,,,,91,67,1,,,
177,note_on,176,0,3,,,,,,,,,,2,,55,68
181,note_on,180,0,2,,,,,,,,,,1,,82,82
185,note_on,184,0,1,,,,,,,,,,0,,79,90
223,note_on,46,0,3,,,,,,,,,,2,,55,0
233,note_on,52,0,2,,,,,,,,,,1,,82,0
239,note_on,6,0,2,,,,,,,,,,1,,81,78
240,note_on,17,0,3,,,,,,,,,,2,,62,81
243,note_on,58,0,1,,,,,,,,,,0,,78,87
244,note_on,1,0,1,,,,,,,,,,0,,79,0
265,note_on,26,0,2,,,,,,,,,,1,,81,0
267,note_on,23,0,1,,,,,,,,,,0,,78,0
272,note_on,32,0,3,,,,,,,,,,2,,62,0
300,note_on,28,0,3,,,,,,,,,,2,,59,83
302,note_on,37,0,2,,,,,,,,,,1,,79,80
304,note_on,37,0,1,,,,,,,,,,0,,77,82
348,note_on,48,0,3,,,,,,,,,,2,,59,0
360,note_on,12,0,3,,,,,,,,,,2,,60,92
361,note_on,57,0,1,,,,,,,,,,0,,77,0
365,note_on,4,0,1,,,,,,,,,,0,,76,79
390,note_on,30,0,3,,,,,,,,,,2,,60,0
390,note_on,25,0,1,,,,,,,,,,0,,76,0
417,note_on,115,0,2,,,,,,,,,,1,,79,0
423,note_on,33,0,3,,,,,,,,,,2,,54,70
423,note_on,33,0,1,,,,,,,,,,0,,75,80
424,note_on,7,0,2,,,,,,,,,,1,,81,76
449,note_on,25,0,2,,,,,,,,,,1,,81,0
454,note_on,31,0,1,,,,,,,,,,0,,75,0
456,note_on,33,0,3,,,,,,,,,,2,,54,0
479,note_on,30,0,2,,,,,,,,,,1,,82,71
483,note_on,27,0,3,,,,,,,,,,2,,55,71
483,note_on,29,0,1,,,,,,,,,,0,,74,82
508,note_on,25,0,1,,,,,,,,,,0,,74,0
509,note_on,1,0,1,,,,,,,,,,0,,72,70
516,note_on,33,0,3,,,,,,,,,,2,,55,0
534,note_on,25,0,1,,,,,,,,,,0,,72,0
538,note_on,4,0,1,,,,,,,,,,0,,70,66
540,note_on,24,0,3,,,,,,,,,,2,,50,70
560,note_on,22,0,1,,,,,,,,,,0,,70,0
566,note_on,6,0,1,,,,,,,,,,0,,69,80
572,note_on,32,0,3,,,,,,,,,,2,,50,0
590,note_on,24,0,1,,,,,,,,,,0,,69,0
596,note_on,6,0,1,,,,,,,,,,0,,67,75
597,note_on,25,0,3,,,,,,,,,,2,,46,72
603,note_on,124,0,2,,,,,,,,,,1,,82,0
621,note_on,25,0,1,,,,,,,,,,0,,67,0
628,note_on,31,0,3,,,,,,,,,,2,,46,0
652,note_on,49,0,2,,,,,,,,,,1,,74,87
654,note_on,26,0,3,,,,,,,,,,2,,43,78
655,note_on,34,0,1,,,,,,,,,,0,,82,81
693,note_on,39,0,3,,,,,,,,,,2,,43,0
713,note_on,58,0,1,,,,,,,,,,0,,82,0
715,note_on,22,0,3,,,,,,,,,,2,,48,70
715,note_on,63,0,2,,,,,,,,,,1,,75,83
717,note_on,2,0,2,,,,,,,,,,1,,74,0
719,note_on,6,0,1,,,,,,,,,,0,,81,78
741,note_on,24,0,2,,,,,,,,,,1,,75,0
748,note_on,29,0,1,,,,,,,,,,0,,81,0
752,note_on,37,0,3,,,,,,,,,,2,,48,0
779,note_on,38,0,2,,,,,,,,,,1,,72,81
780,note_on,28,0,3,,,,,,,,,,2,,48,76
780,note_on,32,0,1,,,,,,,,,,0,,80,88
839,note_on,59,0,3,,,,,,,,,,2,,48,0
839,note_on,60,0,2,,,,,,,,,,1,,70,78
840,note_on,1,0,2,,,,,,,,,,1,,72,0
842,note_on,62,0,1,,,,,,,,,,0,,80,0
842,note_on,0,0,1,,,,,,,,,,0,,79,81
842,note_on,3,0,3,,,,,,,,,,2,,50,78
862,note_on,22,0,2,,,,,,,,,,1,,70,0
868,note_on,26,0,1,,,,,,,,,,0,,79,0
877,note_on,35,0,3,,,,,,,,,,2,,50,0
901,note_on,39,0,2,,,,,,,,,,1,,69,78
903,note_on,35,0,1,,,,,,,,,,0,,78,88
907,note_on,30,0,3,,,,,,,,,,2,,38,76
929,note_on,28,0,2,,,,,,,,,,1,,69,0
936,note_on,33,0,1,,,,,,,,,,0,,78,0
938,note_on,31,0,3,,,,,,,,,,2,,38,0
962,note_on,33,0,2,,,,,,,,,,1,,67,66
963,note_on,25,0,3,,,,,,,,,,2,,43,75
966,note_on,30,0,1,,,,,,,,,,0,,79,81
994,note_on,28,0,1,,,,,,,,,,0,,79,0
994,note_on,0,0,1,,,,,,,,,,0,,78,64
1019,note_on,25,0,1,,,,,,,,,,0,,78,0
1022,note_on,3,0,1,,,,,,,,,,0,,79,74
1045,note_on,23,0,1,,,,,,,,,,0,,79,0
1050,note_on,5,0,1,,,,,,,,,,0,,81,74
1064,note_on,101,0,3,,,,,,,,,,2,,43,0
1074,note_on,24,0,1,,,,,,,,,,0,,81,0
1084,note_on,10,0,1,,,,,,,,,,0,,79,85
1087,note_on,125,0,2,,,,,,,,,,1,,67,0
1107,note_on,23,0,1,,,,,,,,,,0,,79,0
1140,note_on,33,0,1,,,,,,,,,,0,,82,74
1140,note_on,76,0,3,,,,,,,,,,2,,55,72
1144,note_on,57,0,2,,,,,,,,,,1,,79,99
1196,note_on,52,0,2,,,,,,,,,,1,,79,0
1202,note_on,62,0,1,,,,,,,,,,0,,82,0
1202,note_on,62,0,3,,,,,,,,,,2,,55,0
1203,note_on,1,0,3,,,,,,,,,,2,,62,85
1204,note_on,8,0,2,,,,,,,,,,1,,78,90
1207,note_on,5,0,1,,,,,,,,,,0,,81,85
1228,note_on,24,0,2,,,,,,,,,,1,,78,0
1232,note_on,25,0,1,,,,,,,,,,0,,81,0
1240,note_on,37,0,3,,,,,,,,,,2,,62,0
1264,note_on,24,0,3,,,,,,,,,,2,,59,81
1265,note_on,37,0,2,,,,,,,,,,1,,77,85
1271,note_on,39,0,1,,,,,,,,,,0,,79,88
1323,note_on,59,0,3,,,,,,,,,,2,,59,0
1325,note_on,2,0,3,,,,,,,,,,2,,60,90
1331,note_on,66,0,2,,,,,,,,,,1,,77,0
1331,note_on,0,0,2,,,,,,,,,,1,,76,87
1356,note_on,25,0,2,,,,,,,,,,1,,76,0
1357,note_on,32,0,3,,,,,,,,,,2,,60,0
1371,note_on,100,0,1,,,,,,,,,,0,,79,0
1384,note_on,13,0,1,,,,,,,,,,0,,81,79
1388,note_on,32,0,2,,,,,,,,,,1,,75,83
1389,note_on,32,0,3,,,,,,,,,,2,,54,71
1410,note_on,22,0,2,,,,,,,,,,1,,75,0
1410,note_on,26,0,1,,,,,,,,,,0,,81,0
1422,note_on,33,0,3,,,,,,,,,,2,,54,0
1445,note_on,35,0,2,,,,,,,,,,1,,74,71
1445,note_on,23,0,3,,,,,,,,,,2,,55,68
1446,note_on,36,0,1,,,,,,,,,,0,,82,74
1469,note_on,24,0,2,,,,,,,,,,1,,74,0
1474,note_on,5,0,2,,,,,,,,,,1,,72,71
1484,note_on,39,0,3,,,,,,,,,,2,,55,0
1490,note_on,16,0,2,,,,,,,,,,1,,72,0
1502,note_on,12,0,2,,,,,,,,,,1,,70,81
1506,note_on,22,0,3,,,,,,,,,,2,,50,71
1518,note_on,16,0,2,,,,,,,,,,1,,70,0
1530,note_on,12,0,2,,,,,,,,,,1,,69,83
1542,note_on,36,0,3,,,,,,,,,,2,,50,0
1547,note_on,17,0,2,,,,,,,,,,1,,69,0
1562,note_on,20,0,3,,,,,,,,,,2,,46,68
1563,note_on,16,0,2,,,,,,,,,,1,,67,92
1580,note_on,134,0,1,,,,,,,,,,0,,82,0
1587,note_on,24,0,2,,,,,,,,,,1,,67,0
1595,note_on,33,0,3,,,,,,,,,,2,,46,0
1623,note_on,28,0,3,,,,,,,,,,2,,43,83
1623,note_on,43,0,1,,,,,,,,,,0,,74,62
1623,note_on,36,0,2,,,,,,,,,,1,,82,80
1665,note_on,42,0,3,,,,,,,,,,2,,43,0
1670,note_on,47,0,2,,,,,,,,,,1,,82,0
1682,note_on,12,0,2,,,,,,,,,,1,,81,88
1683,note_on,18,0,3,,,,,,,,,,2,,48,76
1687,note_on,64,0,1,,,,,,,,,,0,,75,68
1690,note_on,3,0,1,,,,,,,,,,0,,74,0
1708,note_on,26,0,2,,,,,,,,,,1,,81,0
1712,note_on,22,0,1,,,,,,,,,,0,,75,0
1715,note_on,32,0,3,,,,,,,,,,2,,48,0
1743,note_on,28,0,3,,,,,,,,,,2,,48,76
1747,note_on,39,0,2,,,,,,,,,,1,,80,93
1748,note_on,36,0,1,,,,,,,,,,0,,84,88
1798,note_on,55,0,3,,,,,,,,,,2,,48,0
1806,note_on,58,0,1,,,,,,,,,,0,,84,0
1806,note_on,0,0,1,,,,,,,,,,0,,82,70
1807,note_on,9,0,3,,,,,,,,,,2,,50,83
1808,note_on,61,0,2,,,,,,,,,,1,,80,0
1809,note_on,1,0,2,,,,,,,,,,1,,79,88
1831,note_on,25,0,1,,,,,,,,,,0,,82,0
1832,note_on,23,0,2,,,,,,,,,,1,,79,0
1838,note_on,31,0,3,,,,,,,,,,2,,50,0
1865,note_on,34,0,1,,,,,,,,,,0,,81,81
1869,note_on,37,0,2,,,,,,,,,,1,,78,86
1873,note_on,35,0,3,,,,,,,,,,2,,38,75
1892,note_on,27,0,1,,,,,,,,,,0,,81,0
1894,note_on,25,0,2,,,,,,,,,,1,,78,0
1903,note_on,30,0,3,,,,,,,,,,2,,38,0
1921,note_on,29,0,1,,,,,,,,,,0,,79,88
1922,note_on,28,0,2,,,,,,,,,,1,,79,86
1926,note_on,23,0,3,,,,,,,,,,2,,43,70
1949,note_on,27,0,2,,,,,,,,,,1,,79,0
1950,note_on,1,0,2,,,,,,,,,,1,,78,84
1963,note_on,13,0,2,,,,,,,,,,1,,78,0
1977,note_on,14,0,2,,,,,,,,,,1,,79,81
1993,note_on,16,0,2,,,,,,,,,,1,,79,0
2005,note_on,12,0,2,,,,,,,,,,1,,81,90
2024,note_on,19,0,2,,,,,,,,,,1,,81,0
2027,note_on,101,0,3,,,,,,,,,,2,,43,0
2036,note_on,12,0,2,,,,,,,,,,1,,79,92
2062,note_on,141,0,1,,,,,,,,,,0,,79,0
2067,note_on,31,0,2,,,,,,,,,,1,,79,0
2100,note_on,73,0,3,,,,,,,,,,2,,55,68
2104,note_on,42,0,1,,,,,,,,,,0,,86,83
2136,note_on,32,0,1,,,,,,,,,,0,,86,0
2141,note_on,41,0,3,,,,,,,,,,2,,55,0
2167,note_on,26,0,3,,,,,,,,,,2,,54,72
2168,note_on,32,0,1,,,,,,,,,,0,,86,74
2197,note_on,29,0,1,,,,,,,,,,0,,86,0
2197,note_on,0,0,1,,,,,,,,,,0,,84,76
2212,note_on,45,0,3,,,,,,,,,,2,,54,0
2217,note_on,20,0,1,,,,,,,,,,0,,84,0
2224,note_on,7,0,1,,,,,,,,,,0,,82,64
2228,note_on,16,0,3,,,,,,,,,,2,,54,59
2243,note_on,19,0,1,,,,,,,,,,0,,82,0
2253,note_on,10,0,1,,,,,,,,,,0,,81,68
2271,note_on,18,0,1,,,,,,,,,,0,,81,0
2273,note_on,45,0,3,,,,,,,,,,2,,54,0
2282,note_on,11,0,1,,,,,,,,,,0,,86,90
2284,note_on,11,0,3,,,,,,,,,,2,,54,68
2311,note_on,29,0,1,,,,,,,,,,0,,86,0
2313,note_on,2,0,1,,,,,,,,,,0,,84,74
2328,note_on,44,0,3,,,,,,,,,,2,,54,0
2330,note_on,17,0,1,,,,,,,,,,0,,84,0
2342,note_on,14,0,3,,,,,,,,,,2,,54,66
2342,note_on,12,0,1,,,,,,,,,,0,,82,61
2362,note_on,20,0,1,,,,,,,,,,0,,82,0
2372,note_on,10,0,1,,,,,,,,,,0,,81,69
2384,note_on,42,0,3,,,,,,,,,,2,,54,0
2394,note_on,22,0,1,,,,,,,,,,0,,81,0
2401,note_on,17,0,3,,,,,,,,,,2,,55,64
2404,note_on,10,0,1,,,,,,,,,,0,,82,73
2406,note_on,339,0,2,,,,,,,,,,1,,79,103
2431,note_on,27,0,1,,,,,,,,,,0,,82,0
2438,note_on,32,0,2,,,,,,,,,,1,,79,0
2439,note_on,1,0,2,,,,,,,,,,1,,77,85
2446,note_on,45,0,3,,,,,,,,,,2,,55,0
2454,note_on,15,0,2,,,,,,,,,,1,,77,0
2463,note_on,17,0,3,,,,,,,,,,2,,55,64
2465,note_on,34,0,1,,,,,,,,,,0,,82,74
2468,note_on,14,0,2,,,,,,,,,,1,,75,68
2483,note_on,15,0,2,,,,,,,,,,1,,75,0
2496,note_on,13,0,2,,,,,,,,,,1,,74,72
2509,note_on,46,0,3,,,,,,,,,,2,,55,0
2514,note_on,18,0,2,,,,,,,,,,1,,74,0
2527,note_on,13,0,2,,,,,,,,,,1,,79,87
2529,note_on,20,0,3,,,,,,,,,,2,,55,68
2556,note_on,29,0,2,,,,,,,,,,1,,79,0
2558,note_on,2,0,2,,,,,,,,,,1,,77,87
2562,note_on,97,0,1,,,,,,,,,,0,,82,0
2572,note_on,14,0,2,,,,,,,,,,1,,77,0
2575,note_on,46,0,3,,,,,,,,,,2,,55,0
2585,note_on,23,0,1,,,,,,,,,,0,,82,73
2586,note_on,14,0,2,,,,,,,,,,1,,75,70
2588,note_on,13,0,3,,,,,,,,,,2,,55,63
2604,note_on,18,0,2,,,,,,,,,,1,,75,0
2613,note_on,28,0,1,,,,,,,,,,0,,82,0
2616,note_on,12,0,2,,,,,,,,,,1,,74,75
2632,note_on,44,0,3,,,,,,,,,,2,,55,0
2634,note_on,18,0,2,,,,,,,,,,1,,74,0
2646,note_on,33,0,1,,,,,,,,,,0,,84,88
2648,note_on,16,0,3,,,,,,,,,,2,,48,78
2649,note_on,15,0,2,,,,,,,,,,1,,75,75
2673,note_on,27,0,1,,,,,,,,,,0,,82,64
2674,note_on,1,0,1,,,,,,,,,,0,,84,0
2676,note_on,27,0,2,,,,,,,,,,1,,75,0
2694,note_on,20,0,1,,,,,,,,,,0,,82,0
2694,note_on,46,0,3,,,,,,,,,,2,,48,0
2702,note_on,8,0,1,,,,,,,,,,0,,81,70
2706,note_on,30,0,2,,,,,,,,,,1,,75,71
2710,note_on,16,0,3,,,,,,,,,,2,,48,87
2719,note_on,17,0,1,,,,,,,,,,0,,81,0
2732,note_on,13,0,1,,,,,,,,,,0,,79,76
2751,note_on,19,0,1,,,,,,,,,,0,,79,0
2754,note_on,44,0,3,,,,,,,,,,2,,48,0
2764,note_on,13,0,1,,,,,,,,,,0,,84,90
2766,note_on,12,0,3,,,,,,,,,,2,,48,76
2791,note_on,27,0,1,,,,,,,,,,0,,82,68
2792,note_on,1,0,1,,,,,,,,,,0,,84,0
2811,note_on,105,0,2,,,,,,,,,,1,,75,0
2811,note_on,19,0,1,,,,,,,,,,0,,82,0
2815,note_on,49,0,3,,,,,,,,,,2,,48,0
2819,note_on,8,0,1,,,,,,,,,,0,,81,69
2826,note_on,15,0,2,,,,,,,,,,1,,75,81
2827,note_on,12,0,3,,,,,,,,,,2,,48,81
2837,note_on,18,0,1,,,,,,,,,,0,,81,0
2849,note_on,23,0,2,,,,,,,,,,1,,75,0
2849,note_on,12,0,1,,,,,,,,,,0,,79,83
2868,note_on,19,0,1,,,,,,,,,,0,,79,0
2869,note_on,42,0,3,,,,,,,,,,2,,48,0
2881,note_on,13,0,1,,,,,,,,,,0,,81,81
2883,note_on,14,0,3,,,,,,,,,,2,,53,78
2883,note_on,34,0,2,,,,,,,,,,1,,77,95
2902,note_on,21,0,1,,,,,,,,,,0,,81,0
2907,note_on,24,0,2,,,,,,,,,,1,,77,0
2912,note_on,5,0,2,,,,,,,,,,1,,75,64
2926,note_on,43,0,3,,,,,,,,,,2,,53,0
2932,note_on,20,0,2,,,,,,,,,,1,,75,0
2941,note_on,9,0,2,,,,,,,,,,1,,74,75
2942,note_on,40,0,1,,,,,,,,,,0,,81,81
2943,note_on,17,0,3,,,,,,,,,,2,,53,78
2962,note_on,21,0,2,,,,,,,,,,1,,74,0
2971,note_on,9,0,2,,,,,,,,,,1,,72,67
2988,note_on,45,0,3,,,,,,,,,,2,,53,0
2990,note_on,19,0,2,,,,,,,,,,1,,72,0
3004,note_on,14,0,2,,,,,,,,,,1,,77,93
3005,note_on,17,0,3,,,,,,,,,,2,,53,69
3030,note_on,26,0,2,,,,,,,,,,1,,77,0
3032,note_on,2,0,2,,,,,,,,,,1,,75,63
3041,note_on,99,0,1,,,,,,,,,,0,,81,0
3049,note_on,17,0,2,,,,,,,,,,1,,75,0
3049,note_on,44,0,3,,,,,,,,,,2,,53,0
3061,note_on,12,0,2,,,,,,,,,,1,,74,71
3064,note_on,23,0,1,,,,,,,,,,0,,81,76
3066,note_on,17,0,3,,,,,,,,,,2,,53,78
3078,note_on,17,0,2,,,,,,,,,,1,,74,0
3092,note_on,28,0,1,,,,,,,,,,0,,81,0
3092,note_on,14,0,2,,,,,,,,,,1,,72,78
3109,note_on,17,0,2,,,,,,,,,,1,,72,0
3112,note_on,46,0,3,,,,,,,,,,2,,53,0
3123,note_on,11,0,3,,,,,,,,,,2,,46,68
3124,note_on,15,0,2,,,,,,,,,,1,,74,76
3125,note_on,33,0,1,,,,,,,,,,0,,82,83
3151,note_on,27,0,2,,,,,,,,,,1,,74,0
3155,note_on,30,0,1,,,,,,,,,,0,,82,0
3155,note_on,0,0,1,,,,,,,,,,0,,81,81
3168,note_on,45,0,3,,,,,,,,,,2,,46,0
3176,note_on,21,0,1,,,,,,,,,,0,,81,0
3184,note_on,33,0,2,,,,,,,,,,1,,74,77
3185,note_on,17,0,3,,,,,,,,,,2,,46,67
3187,note_on,11,0,1,,,,,,,,,,0,,79,70
3203,note_on,16,0,1,,,,,,,,,,0,,79,0
3216,note_on,13,0,1,,,,,,,,,,0,,77,76
3229,note_on,44,0,3,,,,,,,,,,2,,46,0
3233,note_on,17,0,1,,,,,,,,,,0,,77,0
3247,note_on,18,0,3,,,,,,,,,,2,,46,71
3247,note_on,14,0,1,,,,,,,,,,0,,82,74
3275,note_on,28,0,1,,,,,,,,,,0,,82,0
3276,note_on,1,0,1,,,,,,,,,,0,,81,74
3287,note_on,103,0,2,,,,,,,,,,1,,74,0
3290,note_on,43,0,3,,,,,,,,,,2,,46,0
3295,note_on,19,0,1,,,,,,,,,,0,,81,0
3306,note_on,11,0,1,,,,,,,,,,0,,79,69
3307,note_on,17,0,3,,,,,,,,,,2,,46,75
3307,note_on,20,0,2,,,,,,,,,,1,,74,71
3324,note_on,18,0,1,,,,,,,,,,0,,79,0
3332,note_on,25,0,2,,,,,,,,,,1,,74,0
3335,note_on,11,0,1,,,,,,,,,,0,,77,74
3352,note_on,45,0,3,,,,,,,,,,2,,46,0
3352,note_on,17,0,1,,,,,,,,,,0,,77,0
3366,note_on,14,0,1,,,,,,,,,,0,,79,76
3367,note_on,15,0,3,,,,,,,,,,2,,52,72
3368,note_on,36,0,2,,,,,,,,,,1,,76,85
3389,note_on,23,0,1,,,,,,,,,,0,,79,0
3397,note_on,29,0,2,,,,,,,,,,1,,76,0
3398,note_on,1,0,2,,,,,,,,,,1,,74,71
3410,note_on,43,0,3,,,,,,,,,,2,,52,0
3414,note_on,16,0,2,,,,,,,,,,1,,74,0
3426,note_on,37,0,1,,,,,,,,,,0,,79,76
3427,note_on,13,0,2,,,,,,,,,,1,,73,66
3428,note_on,18,0,3,,,,,,,,,,2,,52,68
3443,note_on,16,0,2,,,,,,,,,,1,,73,0
3455,note_on,12,0,2,,,,,,,,,,1,,71,67
3473,note_on,45,0,3,,,,,,,,,,2,,52,0
3474,note_on,19,0,2,,,,,,,,,,1,,71,0
3486,note_on,12,0,2,,,,,,,,,,1,,76,85
3488,note_on,15,0,3,,,,,,,,,,2,,52,72
3513,note_on,0,0,2,,,,,,,,,,1,,74,68
3513,note_on,27,0,2,,,,,,,,,,1,,76,0
3520,note_on,94,0,1,,,,,,,,,,0,,79,0
3531,note_on,43,0,3,,,,,,,,,,2,,52,0
3532,note_on,19,0,2,,,,,,,,,,1,,74,0
3542,note_on,22,0,1,,,,,,,,,,0,,79,90
3543,note_on,11,0,2,,,,,,,,,,1,,73,66
3548,note_on,17,0,3,,,,,,,,,,2,,52,78
3560,note_on,17,0,2,,,,,,,,,,1,,73,0
3568,note_on,26,0,1,,,,,,,,,,0,,79,0
3572,note_on,12,0,2,,,,,,,,,,1,,71,68
3590,note_on,18,0,2,,,,,,,,,,1,,71,0
3592,note_on,44,0,3,,,,,,,,,,2,,52,0
3602,note_on,34,0,1,,,,,,,,,,0,,81,83
3604,note_on,14,0,2,,,,,,,,,,1,,73,85
3606,note_on,14,0,3,,,,,,,,,,2,,45,78
3629,note_on,25,0,2,,,,,,,,,,1,,73,0
3631,note_on,29,0,1,,,,,,,,,,0,,81,0
3632,note_on,1,0,1,,,,,,,,,,0,,79,83
3648,note_on,42,0,3,,,,,,,,,,2,,45,0
3653,note_on,21,0,1,,,,,,,,,,0,,79,0
3662,note_on,14,0,3,,,,,,,,,,2,,45,83
3663,note_on,10,0,1,,,,,,,,,,0,,77,68
3665,note_on,36,0,2,,,,,,,,,,1,,73,76
3676,note_on,13,0,1,,,,,,,,,,0,,77,0
3690,note_on,14,0,1,,,,,,,,,,0,,76,68
3704,note_on,42,0,3,,,,,,,,,,2,,45,0
3713,note_on,23,0,1,,,,,,,,,,0,,76,0
3723,note_on,10,0,1,,,,,,,,,,0,,81,79
3724,note_on,20,0,3,,,,,,,,,,2,,45,75
3749,note_on,26,0,1,,,,,,,,,,0,,81,0
3751,note_on,2,0,1,,,,,,,,,,0,,79,81
3764,note_on,99,0,2,,,,,,,,,,1,,73,0
3767,note_on,43,0,3,,,,,,,,,,2,,45,0
3771,note_on,20,0,1,,,,,,,,,,0,,79,0
