tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,,,70,64
0,control_change,0,0,1,,,,,,,,0,91,127,,
0,set_tempo,0,1,0,,,,,,352941,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,
0,control_change,0,0,1,,,,,,,,0,10,91,,
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,40,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,
225,note_on,225,0,4,,,,,,,,3,,,62,0
225,note_on,225,0,6,,,,,,,,5,,,46,0
225,note_on,225,0,5,,,,,,,,4,,,46,0
240,note_on,15,0,4,,,,,,,,3,,,62,85
240,note_on,15,0,5,,,,,,,,4,,,46,85
240,note_on,15,0,6,,,,,,,,5,,,46,85
355,note_on,115,0,5,,,,,,,,4,,,46,0
355,note_on,115,0,4,,,,,,,,3,,,62,0
355,note_on,115,0,6,,,,,,,,5,,,46,0
360,note_on,5,0,4,,,,,,,,3,,,62,85
360,note_on,5,0,6,,,,,,,,5,,,46,85
360,note_on,5,0,5,,,,,,,,4,,,46,85
445,note_on,445,0,2,,,,,,,,1,,,70,0
445,note_on,445,0,1,,,,,,,,0,,,70,0
475,note_on,115,0,6,,,,,,,,5,,,46,0
475,note_on,115,0,5,,,,,,,,4,,,46,0
475,note_on,115,0,4,,,,,,,,3,,,62,0
480,note_on,5,0,5,,,,,,,,4,,,46,85
480,note_on,5,0,6,,,,,,,,5,,,46,85
480,note_on,35,0,1,,,,,,,,0,,,82,80
480,note_on,35,0,2,,,,,,,,1,,,82,101
480,note_on,5,0,4,,,,,,,,3,,,62,85
540,note_on,60,0,2,,,,,,,,1,,,82,0
540,note_on,60,0,1,,,,,,,,0,,,82,0
720,note_on,180,0,2,,,,,,,,1,,,70,85
720,note_on,180,0,1,,,,,,,,0,,,70,64
780,note_on,60,0,1,,,,,,,,0,,,70,0
780,note_on,60,0,2,,,,,,,,1,,,70,0
925,note_on,445,0,5,,,,,,,,4,,,46,0
925,note_on,445,0,4,,,,,,,,3,,,62,0
925,note_on,445,0,6,,,,,,,,5,,,46,0
960,note_on,35,0,4,,,,,,,,3,,,62,85
960,note_on,180,0,1,,,,,,,,0,,,70,64
960,note_on,180,0,2,,,,,,,,1,,,70,85
960,note_on,35,0,6,,,,,,,,5,,,58,85
960,note_on,35,0,5,,,,,,,,4,,,58,85
1020,note_on,60,0,1,,,,,,,,0,,,70,0
1020,note_on,60,0,2,,,,,,,,1,,,70,0
1200,note_on,180,0,1,,,,,,,,0,,,70,64
1200,note_on,180,0,2,,,,,,,,1,,,70,85
1260,note_on,60,0,2,,,,,,,,1,,,70,0
1260,note_on,60,0,1,,,,,,,,0,,,70,0
1405,note_on,445,0,5,,,,,,,,4,,,58,0
1405,note_on,445,0,4,,,,,,,,3,,,62,0
1405,note_on,445,0,6,,,,,,,,5,,,58,0
1440,note_on,35,0,5,,,,,,,,4,,,46,85
1440,note_on,35,0,4,,,,,,,,3,,,62,85
1440,note_on,180,0,1,,,,,,,,0,,,70,64
1440,note_on,35,0,6,,,,,,,,5,,,46,85
1440,note_on,180,0,2,,,,,,,,1,,,70,85
1665,note_on,225,0,5,,,,,,,,4,,,46,0
1665,note_on,225,0,6,,,,,,,,5,,,46,0
1665,note_on,225,0,4,,,,,,,,3,,,62,0
1680,note_on,15,0,5,,,,,,,,4,,,46,85
1680,note_on,15,0,6,,,,,,,,5,,,46,85
1680,note_on,15,0,4,,,,,,,,3,,,62,85
1795,note_on,115,0,6,,,,,,,,5,,,46,0
1795,note_on,115,0,4,,,,,,,,3,,,62,0
1795,note_on,115,0,5,,,,,,,,4,,,46,0
1800,note_on,5,0,6,,,,,,,,5,,,46,85
1800,note_on,5,0,5,,,,,,,,4,,,46,85
1800,note_on,5,0,4,,,,,,,,3,,,62,85
1885,note_on,445,0,1,,,,,,,,0,,,70,0
1885,note_on,445,0,2,,,,,,,,1,,,70,0
1915,note_on,115,0,5,,,,,,,,4,,,46,0
1915,note_on,115,0,4,,,,,,,,3,,,62,0
1915,note_on,115,0,6,,,,,,,,5,,,46,0
1920,note_on,5,0,4,,,,,,,,3,,,62,85
1920,note_on,35,0,1,,,,,,,,0,,,82,80
1920,note_on,5,0,6,,,,,,,,5,,,46,85
1920,note_on,35,0,2,,,,,,,,1,,,82,101
1920,note_on,5,0,5,,,,,,,,4,,,46,85
1980,note_on,60,0,2,,,,,,,,1,,,82,0
1980,note_on,60,0,1,,,,,,,,0,,,82,0
2160,note_on,180,0,2,,,,,,,,1,,,70,85
2160,note_on,180,0,1,,,,,,,,0,,,70,64
2220,note_on,60,0,1,,,,,,,,0,,,70,0
2220,note_on,60,0,2,,,,,,,,1,,,70,0
2365,note_on,445,0,4,,,,,,,,3,,,62,0
2365,note_on,445,0,5,,,,,,,,4,,,46,0
2365,note_on,445,0,6,,,,,,,,5,,,46,0
2400,note_on,35,0,6,,,,,,,,5,,,58,85
2400,note_on,35,0,4,,,,,,,,3,,,62,85
2400,note_on,180,0,2,,,,,,,,1,,,70,85
2400,note_on,180,0,1,,,,,,,,0,,,70,64
2400,note_on,35,0,5,,,,,,,,4,,,58,85
2460,note_on,60,0,2,,,,,,,,1,,,70,0
2460,note_on,60,0,1,,,,,,,,0,,,70,0
2640,note_on,180,0,2,,,,,,,,1,,,70,85
2640,note_on,180,0,1,,,,,,,,0,,,70,64
2700,note_on,60,0,2,,,,,,,,1,,,70,0
2700,note_on,60,0,1,,,,,,,,0,,,70,0
2845,note_on,445,0,5,,,,,,,,4,,,58,0
2845,note_on,445,0,6,,,,,,,,5,,,58,0
2845,note_on,445,0,4,,,,,,,,3,,,62,0
2880,note_on,35,0,6,,,,,,,,5,,,46,85
2880,note_on,35,0,4,,,,,,,,3,,,62,85
2880,note_on,180,0,2,,,,,,,,1,,,70,85
2880,note_on,35,0,5,,,,,,,,4,,,46,85
2880,note_on,180,0,1,,,,,,,,0,,,70,64
3105,note_on,225,0,4,,,,,,,,3,,,62,0
3105,note_on,225,0,6,,,,,,,,5,,,46,0
3105,note_on,225,0,5,,,,,,,,4,,,46,0
3120,note_on,15,0,5,,,,,,,,4,,,46,85
3120,note_on,15,0,4,,,,,,,,3,,,62,85
3120,note_on,15,0,6,,,,,,,,5,,,46,85
3235,note_on,115,0,4,,,,,,,,3,,,62,0
3235,note_on,115,0,5,,,,,,,,4,,,46,0
3235,note_on,115,0,6,,,,,,,,5,,,46,0
3240,note_on,5,0,4,,,,,,,,3,,,62,85
3240,note_on,5,0,5,,,,,,,,4,,,46,85
3240,note_on,5,0,6,,,,,,,,5,,,46,85
3325,note_on,445,0,2,,,,,,,,1,,,70,0
3325,note_on,445,0,1,,,,,,,,0,,,70,0
3355,note_on,115,0,5,,,,,,,,4,,,46,0
3355,note_on,115,0,6,,,,,,,,5,,,46,0
3355,note_on,115,0,4,,,,,,,,3,,,62,0
3360,note_on,5,0,4,,,,,,,,3,,,62,85
3360,note_on,5,0,5,,,,,,,,4,,,46,85
3360,note_on,5,0,6,,,,,,,,5,,,46,85
3360,note_on,35,0,1,,,,,,,,0,,,70,64
3360,note_on,35,0,2,,,,,,,,1,,,70,85
3420,note_on,60,0,2,,,,,,,,1,,,70,0
3420,note_on,60,0,1,,,,,,,,0,,,70,0
3600,note_on,180,0,1,,,,,,,,0,,,77,64
3600,note_on,180,0,2,,,,,,,,1,,,77,85
3660,note_on,60,0,1,,,,,,,,0,,,77,0
3660,note_on,60,0,2,,,,,,,,1,,,77,0
3805,note_on,445,0,5,,,,,,,,4,,,46,0
3805,note_on,445,0,4,,,,,,,,3,,,62,0
3805,note_on,445,0,6,,,,,,,,5,,,46,0
3840,note_on,180,0,2,,,,,,,,1,,,75,85
3840,note_on,35,0,5,,,,,,,,4,,,58,85
3840,note_on,35,0,6,,,,,,,,5,,,58,85
3840,note_on,35,0,4,,,,,,,,3,,,62,85
3840,note_on,180,0,1,,,,,,,,0,,,75,64
3900,note_on,60,0,2,,,,,,,,1,,,75,0
3900,note_on,60,0,1,,,,,,,,0,,,75,0
4080,note_on,180,0,1,,,,,,,,0,,,74,64
4080,note_on,180,0,2,,,,,,,,1,,,74,85
4140,note_on,60,0,2,,,,,,,,1,,,74,0
4140,note_on,60,0,1,,,,,,,,0,,,74,0
4285,note_on,445,0,4,,,,,,,,3,,,62,0
4285,note_on,445,0,5,,,,,,,,4,,,58,0
4285,note_on,445,0,6,,,,,,,,5,,,58,0
4320,note_on,180,0,2,,,,,,,,1,,,72,101
4320,note_on,35,0,6,,,,,,,,5,,,41,85
4320,note_on,4320,0,3,,,,,,,,2,,,65,85
4320,note_on,35,0,5,,,,,,,,4,,,41,85
4320,note_on,180,0,1,,,,,,,,0,,,72,80
4320,note_on,35,0,4,,,,,,,,3,,,57,85
4545,note_on,225,0,5,,,,,,,,4,,,41,0
4545,note_on,225,0,4,,,,,,,,3,,,57,0
4545,note_on,225,0,6,,,,,,,,5,,,41,0
4560,note_on,15,0,5,,,,,,,,4,,,41,85
4560,note_on,15,0,6,,,,,,,,5,,,41,85
4560,note_on,15,0,4,,,,,,,,3,,,57,85
4675,note_on,115,0,6,,,,,,,,5,,,41,0
4675,note_on,115,0,4,,,,,,,,3,,,57,0
4675,note_on,115,0,5,,,,,,,,4,,,41,0
4680,note_on,5,0,6,,,,,,,,5,,,41,85
4680,note_on,5,0,4,,,,,,,,3,,,57,85
4680,note_on,5,0,5,,,,,,,,4,,,41,85
4765,note_on,445,0,3,,,,,,,,2,,,65,0
4795,note_on,115,0,5,,,,,,,,4,,,41,0
4795,note_on,115,0,4,,,,,,,,3,,,57,0
4795,note_on,115,0,6,,,,,,,,5,,,41,0
4800,note_on,480,0,1,,,,,,,,0,,,72,0
4800,note_on,480,0,2,,,,,,,,1,,,72,0
4800,note_on,35,0,3,,,,,,,,2,,,77,101
4800,note_on,0,0,2,,,,,,,,1,,,65,85
4800,note_on,5,0,5,,,,,,,,4,,,41,85
4800,note_on,0,0,1,,,,,,,,0,,,65,64
4800,note_on,5,0,6,,,,,,,,5,,,41,85
4800,note_on,5,0,4,,,,,,,,3,,,57,85
4860,note_on,60,0,3,,,,,,,,2,,,77,0
5040,note_on,180,0,3,,,,,,,,2,,,65,85
5100,note_on,60,0,3,,,,,,,,2,,,65,0
5245,note_on,445,0,1,,,,,,,,0,,,65,0
5245,note_on,445,0,6,,,,,,,,5,,,41,0
5245,note_on,445,0,5,,,,,,,,4,,,41,0
5245,note_on,445,0,2,,,,,,,,1,,,65,0
5245,note_on,445,0,4,,,,,,,,3,,,57,0
5280,note_on,35,0,6,,,,,,,,5,,,53,85
5280,note_on,35,0,5,,,,,,,,4,,,53,85
5280,note_on,180,0,3,,,,,,,,2,,,65,85
5280,note_on,35,0,4,,,,,,,,3,,,57,85
5340,note_on,60,0,3,,,,,,,,2,,,65,0
5520,note_on,180,0,3,,,,,,,,2,,,65,85
5580,note_on,60,0,3,,,,,,,,2,,,65,0
5725,note_on,445,0,4,,,,,,,,3,,,57,0
5725,note_on,445,0,5,,,,,,,,4,,,53,0
5725,note_on,445,0,6,,,,,,,,5,,,53,0
5760,note_on,180,0,3,,,,,,,,2,,,65,85
5760,note_on,35,0,5,,,,,,,,4,,,41,85
5760,note_on,515,0,1,,,,,,,,0,,,65,64
5760,note_on,35,0,4,,,,,,,,3,,,57,85
5760,note_on,515,0,2,,,,,,,,1,,,65,85
5760,note_on,35,0,6,,,,,,,,5,,,41,85
5985,note_on,225,0,4,,,,,,,,3,,,57,0
5985,note_on,225,0,5,,,,,,,,4,,,41,0
5985,note_on,225,0,6,,,,,,,,5,,,41,0
6000,note_on,15,0,4,,,,,,,,3,,,57,85
6000,note_on,15,0,5,,,,,,,,4,,,41,85
6000,note_on,15,0,6,,,,,,,,5,,,41,85
6115,note_on,115,0,5,,,,,,,,4,,,41,0
6115,note_on,115,0,6,,,,,,,,5,,,41,0
6115,note_on,115,0,4,,,,,,,,3,,,57,0
6120,note_on,5,0,6,,,,,,,,5,,,41,85
6120,note_on,5,0,4,,,,,,,,3,,,57,85
6120,note_on,5,0,5,,,,,,,,4,,,41,85
6205,note_on,445,0,2,,,,,,,,1,,,65,0
6205,note_on,445,0,3,,,,,,,,2,,,65,0
6205,note_on,445,0,1,,,,,,,,0,,,65,0
6235,note_on,115,0,4,,,,,,,,3,,,57,0
6235,note_on,115,0,6,,,,,,,,5,,,41,0
6235,note_on,115,0,5,,,,,,,,4,,,41,0
6240,note_on,5,0,4,,,,,,,,3,,,57,85
6240,note_on,35,0,3,,,,,,,,2,,,77,101
6240,note_on,5,0,6,,,,,,,,5,,,41,85
6240,note_on,5,0,5,,,,,,,,4,,,41,85
6300,note_on,60,0,3,,,,,,,,2,,,77,0
6480,note_on,275,0,2,,,,,,,,1,,,67,85
6480,note_on,275,0,1,,,,,,,,0,,,67,64
6480,note_on,180,0,3,,,,,,,,2,,,65,85
6540,note_on,60,0,3,,,,,,,,2,,,65,0
6595,note_on,115,0,2,,,,,,,,1,,,67,0
6595,note_on,115,0,1,,,,,,,,0,,,67,0
6600,note_on,5,0,1,,,,,,,,0,,,69,64
6600,note_on,5,0,2,,,,,,,,1,,,69,85
6685,note_on,445,0,5,,,,,,,,4,,,41,0
6685,note_on,445,0,6,,,,,,,,5,,,41,0
6685,note_on,445,0,4,,,,,,,,3,,,57,0
6715,note_on,115,0,1,,,,,,,,0,,,69,0
6715,note_on,115,0,2,,,,,,,,1,,,69,0
6720,note_on,5,0,1,,,,,,,,0,,,70,64
6720,note_on,35,0,5,,,,,,,,4,,,53,85
6720,note_on,180,0,3,,,,,,,,2,,,65,85
6720,note_on,35,0,6,,,,,,,,5,,,53,85
6720,note_on,5,0,2,,,,,,,,1,,,70,85
6720,note_on,35,0,4,,,,,,,,3,,,57,85
6780,note_on,60,0,3,,,,,,,,2,,,65,0
6835,note_on,115,0,1,,,,,,,,0,,,70,0
6835,note_on,115,0,2,,,,,,,,1,,,70,0
6840,note_on,5,0,1,,,,,,,,0,,,72,64
6840,note_on,5,0,2,,,,,,,,1,,,72,85
6955,note_on,115,0,1,,,,,,,,0,,,72,0
6955,note_on,115,0,2,,,,,,,,1,,,72,0
6960,note_on,5,0,2,,,,,,,,1,,,74,85
6960,note_on,5,0,1,,,,,,,,0,,,74,64
6960,note_on,180,0,3,,,,,,,,2,,,65,85
7020,note_on,60,0,3,,,,,,,,2,,,65,0
7075,note_on,115,0,1,,,,,,,,0,,,74,0
7075,note_on,115,0,2,,,,,,,,1,,,74,0
7080,note_on,5,0,1,,,,,,,,0,,,75,64
7080,note_on,5,0,2,,,,,,,,1,,,75,85
7165,note_on,445,0,6,,,,,,,,5,,,53,0
7165,note_on,445,0,5,,,,,,,,4,,,53,0
7165,note_on,445,0,4,,,,,,,,3,,,57,0
7195,note_on,115,0,1,,,,,,,,0,,,75,0
7195,note_on,115,0,2,,,,,,,,1,,,75,0
7200,note_on,35,0,4,,,,,,,,3,,,57,85
7200,note_on,5,0,1,,,,,,,,0,,,77,80
7200,note_on,35,0,5,,,,,,,,4,,,41,85
7200,note_on,35,0,6,,,,,,,,5,,,41,85
7200,note_on,5,0,2,,,,,,,,1,,,77,101
7200,note_on,180,0,3,,,,,,,,2,,,65,85
7425,note_on,225,0,5,,,,,,,,4,,,41,0
7425,note_on,225,0,4,,,,,,,,3,,,57,0
7425,note_on,225,0,6,,,,,,,,5,,,41,0
7440,note_on,15,0,5,,,,,,,,4,,,41,85
7440,note_on,15,0,4,,,,,,,,3,,,57,85
7440,note_on,15,0,6,,,,,,,,5,,,41,85
7555,note_on,115,0,4,,,,,,,,3,,,57,0
7555,note_on,115,0,5,,,,,,,,4,,,41,0
7555,note_on,115,0,6,,,,,,,,5,,,41,0
7560,note_on,5,0,6,,,,,,,,5,,,41,85
7560,note_on,5,0,5,,,,,,,,4,,,41,85
7560,note_on,5,0,4,,,,,,,,3,,,57,85
7645,note_on,445,0,3,,,,,,,,2,,,65,0
7675,note_on,115,0,4,,,,,,,,3,,,57,0
7675,note_on,115,0,5,,,,,,,,4,,,41,0
7675,note_on,115,0,6,,,,,,,,5,,,41,0
7680,note_on,5,0,5,,,,,,,,4,,,41,85
7680,note_on,5,0,6,,,,,,,,5,,,41,85
7680,note_on,0,0,1,,,,,,,,0,,,65,64
7680,note_on,480,0,1,,,,,,,,0,,,77,0
7680,note_on,5,0,4,,,,,,,,3,,,57,85
7680,note_on,35,0,3,,,,,,,,2,,,65,85
7680,note_on,480,0,2,,,,,,,,1,,,77,0
7680,note_on,0,0,2,,,,,,,,1,,,65,85
7740,note_on,60,0,3,,,,,,,,2,,,65,0
7920,note_on,180,0,3,,,,,,,,2,,,75,85
7980,note_on,60,0,3,,,,,,,,2,,,75,0
8125,note_on,445,0,2,,,,,,,,1,,,65,0
8125,note_on,445,0,1,,,,,,,,0,,,65,0
8125,note_on,445,0,5,,,,,,,,4,,,41,0
8125,note_on,445,0,6,,,,,,,,5,,,41,0
8125,note_on,445,0,4,,,,,,,,3,,,57,0
8160,note_on,35,0,6,,,,,,,,5,,,53,85
8160,note_on,35,0,4,,,,,,,,3,,,57,85
8160,note_on,35,0,5,,,,,,,,4,,,53,85
8160,note_on,180,0,3,,,,,,,,2,,,74,85
8220,note_on,60,0,3,,,,,,,,2,,,74,0
8400,note_on,180,0,3,,,,,,,,2,,,72,85
8460,note_on,60,0,3,,,,,,,,2,,,72,0
8605,note_on,445,0,4,,,,,,,,3,,,57,0
8605,note_on,445,0,5,,,,,,,,4,,,53,0
8605,note_on,445,0,6,,,,,,,,5,,,53,0
8640,note_on,515,0,2,,,,,,,,1,,,70,85
8640,note_on,515,0,1,,,,,,,,0,,,70,64
8640,note_on,35,0,4,,,,,,,,3,,,53,85
8640,note_on,35,0,6,,,,,,,,5,,,46,85
8640,note_on,180,0,3,,,,,,,,2,,,74,101
8640,note_on,35,0,5,,,,,,,,4,,,46,85
8865,note_on,225,0,5,,,,,,,,4,,,46,0
8865,note_on,225,0,6,,,,,,,,5,,,46,0
8865,note_on,225,0,4,,,,,,,,3,,,53,0
8880,note_on,15,0,4,,,,,,,,3,,,62,85
8880,note_on,15,0,5,,,,,,,,4,,,46,85
8880,note_on,15,0,6,,,,,,,,5,,,46,85
8995,note_on,115,0,5,,,,,,,,4,,,46,0
8995,note_on,115,0,4,,,,,,,,3,,,62,0
8995,note_on,115,0,6,,,,,,,,5,,,46,0
9000,note_on,5,0,6,,,,,,,,5,,,46,85
9000,note_on,5,0,5,,,,,,,,4,,,46,85
9000,note_on,5,0,4,,,,,,,,3,,,62,85
9085,note_on,445,0,1,,,,,,,,0,,,70,0
9085,note_on,445,0,2,,,,,,,,1,,,70,0
9115,note_on,115,0,4,,,,,,,,3,,,62,0
9115,note_on,115,0,5,,,,,,,,4,,,46,0
9115,note_on,115,0,6,,,,,,,,5,,,46,0
9120,note_on,5,0,5,,,,,,,,4,,,46,85
9120,note_on,5,0,4,,,,,,,,3,,,62,85
9120,note_on,35,0,1,,,,,,,,0,,,82,80
9120,note_on,5,0,6,,,,,,,,5,,,46,85
9120,note_on,35,0,2,,,,,,,,1,,,82,101
9120,note_on,480,0,3,,,,,,,,2,,,74,0
9120,note_on,0,0,3,,,,,,,,2,,,70,85
9180,note_on,60,0,1,,,,,,,,0,,,82,0
9180,note_on,60,0,2,,,,,,,,1,,,82,0
9360,note_on,180,0,1,,,,,,,,0,,,70,64
9360,note_on,180,0,2,,,,,,,,1,,,70,85
9420,note_on,60,0,2,,,,,,,,1,,,70,0
9420,note_on,60,0,1,,,,,,,,0,,,70,0
9565,note_on,445,0,5,,,,,,,,4,,,46,0
9565,note_on,445,0,6,,,,,,,,5,,,46,0
9565,note_on,445,0,4,,,,,,,,3,,,62,0
9565,note_on,445,0,3,,,,,,,,2,,,70,0
9600,note_on,35,0,6,,,,,,,,5,,,58,85
9600,note_on,35,0,5,,,,,,,,4,,,58,85
9600,note_on,180,0,1,,,,,,,,0,,,70,64
9600,note_on,35,0,4,,,,,,,,3,,,62,85
9600,note_on,180,0,2,,,,,,,,1,,,70,85
9660,note_on,60,0,2,,,,,,,,1,,,70,0
9660,note_on,60,0,1,,,,,,,,0,,,70,0
9840,note_on,180,0,2,,,,,,,,1,,,70,85
9840,note_on,180,0,1,,,,,,,,0,,,70,64
9900,note_on,60,0,2,,,,,,,,1,,,70,0
9900,note_on,60,0,1,,,,,,,,0,,,70,0
10045,note_on,445,0,4,,,,,,,,3,,,62,0
10045,note_on,445,0,6,,,,,,,,5,,,58,0
10045,note_on,445,0,5,,,,,,,,4,,,58,0
10080,note_on,180,0,1,,,,,,,,0,,,70,64
10080,note_on,515,0,3,,,,,,,,2,,,70,85
10080,note_on,35,0,5,,,,,,,,4,,,46,85
10080,note_on,35,0,4,,,,,,,,3,,,62,85
10080,note_on,180,0,2,,,,,,,,1,,,70,85
10080,note_on,35,0,6,,,,,,,,5,,,46,85
10305,note_on,225,0,4,,,,,,,,3,,,62,0
10305,note_on,225,0,5,,,,,,,,4,,,46,0
10305,note_on,225,0,6,,,,,,,,5,,,46,0
10320,note_on,15,0,5,,,,,,,,4,,,46,85
10320,note_on,15,0,4,,,,,,,,3,,,62,85
10320,note_on,15,0,6,,,,,,,,5,,,46,85
10435,note_on,115,0,6,,,,,,,,5,,,46,0
10435,note_on,115,0,5,,,,,,,,4,,,46,0
10435,note_on,115,0,4,,,,,,,,3,,,62,0
10440,note_on,5,0,5,,,,,,,,4,,,46,85
10440,note_on,5,0,4,,,,,,,,3,,,62,85
10440,note_on,5,0,6,,,,,,,,5,,,46,85
10525,note_on,445,0,3,,,,,,,,2,,,70,0
10525,note_on,445,0,1,,,,,,,,0,,,70,0
10525,note_on,445,0,2,,,,,,,,1,,,70,0
10555,note_on,115,0,4,,,,,,,,3,,,62,0
10555,note_on,115,0,6,,,,,,,,5,,,46,0
10555,note_on,115,0,5,,,,,,,,4,,,46,0
10560,note_on,5,0,6,,,,,,,,5,,,46,85
10560,note_on,5,0,4,,,,,,,,3,,,62,85
10560,note_on,35,0,1,,,,,,,,0,,,80,80
10560,note_on,5,0,5,,,,,,,,4,,,46,85
10560,note_on,35,0,2,,,,,,,,1,,,80,101
10620,note_on,60,0,1,,,,,,,,0,,,80,0
10620,note_on,60,0,2,,,,,,,,1,,,80,0
10800,note_on,180,0,1,,,,,,,,0,,,70,64
10800,note_on,180,0,2,,,,,,,,1,,,70,85
10800,note_on,275,0,3,,,,,,,,2,,,72,85
10860,note_on,60,0,1,,,,,,,,0,,,70,0
10860,note_on,60,0,2,,,,,,,,1,,,70,0
10915,note_on,115,0,3,,,,,,,,2,,,72,0
10920,note_on,5,0,3,,,,,,,,2,,,74,85
11005,note_on,445,0,5,,,,,,,,4,,,46,0
11005,note_on,445,0,6,,,,,,,,5,,,46,0
11005,note_on,445,0,4,,,,,,,,3,,,62,0
11035,note_on,115,0,3,,,,,,,,2,,,74,0
11040,note_on,35,0,4,,,,,,,,3,,,62,85
11040,note_on,180,0,1,,,,,,,,0,,,70,64
11040,note_on,35,0,6,,,,,,,,5,,,58,85
11040,note_on,5,0,3,,,,,,,,2,,,75,85
11040,note_on,180,0,2,,,,,,,,1,,,70,85
11040,note_on,35,0,5,,,,,,,,4,,,58,85
11100,note_on,60,0,2,,,,,,,,1,,,70,0
11100,note_on,60,0,1,,,,,,,,0,,,70,0
11155,note_on,115,0,3,,,,,,,,2,,,75,0
11160,note_on,5,0,3,,,,,,,,2,,,77,85
11275,note_on,115,0,3,,,,,,,,2,,,77,0
11280,note_on,180,0,1,,,,,,,,0,,,70,64
11280,note_on,180,0,2,,,,,,,,1,,,70,85
11280,note_on,5,0,3,,,,,,,,2,,,79,85
11340,note_on,60,0,2,,,,,,,,1,,,70,0
11340,note_on,60,0,1,,,,,,,,0,,,70,0
11395,note_on,115,0,3,,,,,,,,2,,,79,0
11400,note_on,5,0,3,,,,,,,,2,,,80,85
11485,note_on,445,0,5,,,,,,,,4,,,58,0
11485,note_on,445,0,4,,,,,,,,3,,,62,0
11485,note_on,445,0,6,,,,,,,,5,,,58,0
11515,note_on,115,0,3,,,,,,,,2,,,80,0
11520,note_on,180,0,2,,,,,,,,1,,,70,85
11520,note_on,35,0,6,,,,,,,,5,,,46,85
11520,note_on,35,0,4,,,,,,,,3,,,62,85
11520,note_on,180,0,1,,,,,,,,0,,,70,64
11520,note_on,35,0,5,,,,,,,,4,,,46,85
11520,note_on,5,0,3,,,,,,,,2,,,82,101
11745,note_on,225,0,6,,,,,,,,5,,,46,0
11745,note_on,225,0,5,,,,,,,,4,,,46,0
11745,note_on,225,0,4,,,,,,,,3,,,62,0
11760,note_on,15,0,5,,,,,,,,4,,,46,85
11760,note_on,15,0,6,,,,,,,,5,,,46,85
11760,note_on,15,0,4,,,,,,,,3,,,62,85
11875,note_on,115,0,5,,,,,,,,4,,,46,0
11875,note_on,115,0,6,,,,,,,,5,,,46,0
11875,note_on,115,0,4,,,,,,,,3,,,62,0
11880,note_on,5,0,6,,,,,,,,5,,,46,85
11880,note_on,5,0,4,,,,,,,,3,,,62,85
11880,note_on,5,0,5,,,,,,,,4,,,46,85
11965,note_on,445,0,2,,,,,,,,1,,,70,0
11965,note_on,445,0,1,,,,,,,,0,,,70,0
11995,note_on,115,0,4,,,,,,,,3,,,62,0
