tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
768,note_on,768,0,4,,,,,,,,7,,,48,75
862,note_on,94,0,4,,,,,,,,7,,,48,0
864,note_on,2,0,4,,,,,,,,7,,,60,75
910,note_on,142,0,2,,,,,,,,5,,,72,0
910,note_on,142,0,3,,,,,,,,6,,,64,0
912,note_on,2,0,2,,,,,,,,5,,,74,75
912,note_on,2,0,3,,,,,,,,6,,,65,75
958,note_on,94,0,4,,,,,,,,7,,,60,0
958,note_on,46,0,3,,,,,,,,6,,,65,0
958,note_on,46,0,2,,,,,,,,5,,,74,0
960,note_on,2,0,3,,,,,,,,6,,,64,75
960,note_on,2,0,4,,,,,,,,7,,,48,75
960,note_on,2,0,2,,,,,,,,5,,,72,75
1054,note_on,94,0,4,,,,,,,,7,,,48,0
1054,note_on,94,0,2,,,,,,,,5,,,72,0
1054,note_on,94,0,3,,,,,,,,6,,,64,0
1056,note_on,2,0,3,,,,,,,,6,,,76,75
1056,note_on,2,0,2,,,,,,,,5,,,79,75
1056,note_on,2,0,4,,,,,,,,7,,,48,75
1150,note_on,94,0,4,,,,,,,,7,,,48,0
1152,note_on,2,0,4,,,,,,,,7,,,60,75
1216,note_on,160,0,2,,,,,,,,5,,,79,0
1216,note_on,160,0,3,,,,,,,,6,,,76,0
1246,note_on,94,0,4,,,,,,,,7,,,60,0
1248,note_on,32,0,2,,,,,,,,5,,,72,75
1248,note_on,2,0,4,,,,,,,,7,,,48,75
1248,note_on,32,0,3,,,,,,,,6,,,64,75
1342,note_on,94,0,2,,,,,,,,5,,,72,0
1342,note_on,94,0,4,,,,,,,,7,,,48,0
1342,note_on,94,0,3,,,,,,,,6,,,64,0
1344,note_on,2,0,2,,,,,,,,5,,,71,75
1344,note_on,2,0,4,,,,,,,,7,,,43,75
1344,note_on,2,0,3,,,,,,,,6,,,62,75
1438,note_on,94,0,4,,,,,,,,7,,,43,0
1438,note_on,94,0,3,,,,,,,,6,,,62,0
1440,note_on,2,0,3,,,,,,,,6,,,71,75
1440,note_on,2,0,4,,,,,,,,7,,,55,75
1534,note_on,94,0,3,,,,,,,,6,,,71,0
1534,note_on,94,0,4,,,,,,,,7,,,55,0
1536,note_on,2,0,3,,,,,,,,6,,,69,75
1536,note_on,2,0,4,,,,,,,,7,,,53,75
1600,note_on,256,0,2,,,,,,,,5,,,71,0
1630,note_on,94,0,4,,,,,,,,7,,,53,0
1630,note_on,94,0,3,,,,,,,,6,,,69,0
1632,note_on,32,0,2,,,,,,,,5,,,72,75
1632,note_on,2,0,4,,,,,,,,7,,,52,75
1632,note_on,2,0,3,,,,,,,,6,,,67,75
1726,note_on,94,0,4,,,,,,,,7,,,52,0
1728,note_on,2,0,4,,,,,,,,7,,,60,75
1774,note_on,142,0,3,,,,,,,,6,,,67,0
1776,note_on,2,0,3,,,,,,,,6,,,65,75
1822,note_on,94,0,4,,,,,,,,7,,,60,0
1822,note_on,46,0,3,,,,,,,,6,,,65,0
1824,note_on,2,0,4,,,,,,,,7,,,52,75
1824,note_on,2,0,3,,,,,,,,6,,,67,75
1888,note_on,256,0,2,,,,,,,,5,,,72,0
1918,note_on,94,0,3,,,,,,,,6,,,67,0
1918,note_on,94,0,4,,,,,,,,7,,,52,0
1920,note_on,32,0,2,,,,,,,,5,,,74,75
1920,note_on,2,0,4,,,,,,,,7,,,50,75
1920,note_on,2,0,3,,,,,,,,6,,,65,75
2014,note_on,94,0,4,,,,,,,,7,,,50,0
2014,note_on,94,0,3,,,,,,,,6,,,65,0
2016,note_on,2,0,3,,,,,,,,6,,,74,75
2016,note_on,2,0,4,,,,,,,,7,,,47,75
2062,note_on,142,0,2,,,,,,,,5,,,74,0
2064,note_on,2,0,2,,,,,,,,5,,,76,75
2110,note_on,94,0,4,,,,,,,,7,,,47,0
2110,note_on,94,0,3,,,,,,,,6,,,74,0
2110,note_on,46,0,2,,,,,,,,5,,,76,0
2112,note_on,2,0,4,,,,,,,,7,,,45,75
2112,note_on,2,0,3,,,,,,,,6,,,72,75
2112,note_on,2,0,2,,,,,,,,5,,,77,75
2206,note_on,94,0,3,,,,,,,,6,,,72,0
2206,note_on,94,0,4,,,,,,,,7,,,45,0
2206,note_on,94,0,2,,,,,,,,5,,,77,0
2208,note_on,2,0,4,,,,,,,,7,,,43,75
2208,note_on,2,0,3,,,,,,,,6,,,62,75
2208,note_on,2,0,2,,,,,,,,5,,,71,75
2302,note_on,94,0,4,,,,,,,,7,,,43,0
2304,note_on,2,0,4,,,,,,,,7,,,55,75
2350,note_on,142,0,3,,,,,,,,6,,,62,0
2350,note_on,142,0,2,,,,,,,,5,,,71,0
2352,note_on,2,0,2,,,,,,,,5,,,72,75
2352,note_on,2,0,3,,,,,,,,6,,,64,75
2398,note_on,46,0,2,,,,,,,,5,,,72,0
2398,note_on,46,0,3,,,,,,,,6,,,64,0
2398,note_on,94,0,4,,,,,,,,7,,,55,0
2400,note_on,2,0,3,,,,,,,,6,,,65,75
2400,note_on,2,0,4,,,,,,,,7,,,43,75
2400,note_on,2,0,2,,,,,,,,5,,,74,75
2494,note_on,94,0,4,,,,,,,,7,,,43,0
2494,note_on,94,0,3,,,,,,,,6,,,65,0
2494,note_on,94,0,2,,,,,,,,5,,,74,0
2496,note_on,2,0,3,,,,,,,,6,,,67,75
2496,note_on,2,0,2,,,,,,,,5,,,76,75
2496,note_on,2,0,4,,,,,,,,7,,,48,75
2590,note_on,94,0,4,,,,,,,,7,,,48,0
2592,note_on,2,0,4,,,,,,,,7,,,60,75
2656,note_on,160,0,2,,,,,,,,5,,,76,0
2656,note_on,160,0,3,,,,,,,,6,,,67,0
2686,note_on,94,0,4,,,,,,,,7,,,60,0
2688,note_on,32,0,3,,,,,,,,6,,,65,75
2688,note_on,32,0,2,,,,,,,,5,,,74,75
2688,note_on,2,0,4,,,,,,,,7,,,48,75
2782,note_on,94,0,3,,,,,,,,6,,,65,0
2782,note_on,94,0,2,,,,,,,,5,,,74,0
2782,note_on,94,0,4,,,,,,,,7,,,48,0
2784,note_on,2,0,4,,,,,,,,7,,,48,75
2784,note_on,2,0,3,,,,,,,,6,,,64,75
2784,note_on,2,0,2,,,,,,,,5,,,72,75
2878,note_on,94,0,4,,,,,,,,7,,,48,0
2880,note_on,2,0,4,,,,,,,,7,,,60,75
2926,note_on,142,0,3,,,,,,,,6,,,64,0
2928,note_on,2,0,3,,,,,,,,6,,,65,75
2974,note_on,94,0,4,,,,,,,,7,,,60,0
2974,note_on,46,0,3,,,,,,,,6,,,65,0
2976,note_on,2,0,3,,,,,,,,6,,,64,75
2976,note_on,2,0,4,,,,,,,,7,,,48,75
3040,note_on,256,0,2,,,,,,,,5,,,72,0
3070,note_on,94,0,3,,,,,,,,6,,,64,0
3070,note_on,94,0,4,,,,,,,,7,,,48,0
3072,note_on,2,0,3,,,,,,,,6,,,71,75
3072,note_on,2,0,4,,,,,,,,7,,,43,75
3072,note_on,32,0,2,,,,,,,,5,,,76,75
3166,note_on,94,0,4,,,,,,,,7,,,43,0
3168,note_on,2,0,4,,,,,,,,7,,,55,75
3214,note_on,142,0,2,,,,,,,,5,,,76,0
3216,note_on,2,0,2,,,,,,,,5,,,77,75
3262,note_on,94,0,4,,,,,,,,7,,,55,0
3262,note_on,46,0,2,,,,,,,,5,,,77,0
3264,note_on,2,0,4,,,,,,,,7,,,43,75
3264,note_on,2,0,2,,,,,,,,5,,,76,75
3328,note_on,256,0,3,,,,,,,,6,,,71,0
3358,note_on,94,0,4,,,,,,,,7,,,43,0
3358,note_on,94,0,2,,,,,,,,5,,,76,0
3360,note_on,2,0,4,,,,,,,,7,,,43,75
3360,note_on,32,0,3,,,,,,,,6,,,70,75
3360,note_on,2,0,2,,,,,,,,5,,,79,75
3454,note_on,94,0,4,,,,,,,,7,,,43,0
3456,note_on,2,0,4,,,,,,,,7,,,55,75
3502,note_on,142,0,3,,,,,,,,6,,,70,0
3504,note_on,2,0,3,,,,,,,,6,,,72,75
3520,note_on,160,0,2,,,,,,,,5,,,79,0
3550,note_on,46,0,3,,,,,,,,6,,,72,0
3550,note_on,94,0,4,,,,,,,,7,,,55,0
3552,note_on,2,0,3,,,,,,,,6,,,70,75
3552,note_on,2,0,4,,,,,,,,7,,,43,75
3552,note_on,32,0,2,,,,,,,,5,,,76,75
3646,note_on,94,0,4,,,,,,,,7,,,43,0
3646,note_on,94,0,3,,,,,,,,6,,,70,0
3646,note_on,94,0,2,,,,,,,,5,,,76,0
3648,note_on,2,0,3,,,,,,,,6,,,64,75
3648,note_on,2,0,4,,,,,,,,7,,,43,75
3648,note_on,2,0,2,,,,,,,,5,,,73,75
3742,note_on,94,0,4,,,,,,,,7,,,43,0
3744,note_on,2,0,4,,,,,,,,7,,,55,75
3790,note_on,142,0,3,,,,,,,,6,,,64,0
3792,note_on,2,0,3,,,,,,,,6,,,65,75
3838,note_on,94,0,4,,,,,,,,7,,,55,0
3838,note_on,46,0,3,,,,,,,,6,,,65,0
3840,note_on,2,0,3,,,,,,,,6,,,64,75
3840,note_on,2,0,4,,,,,,,,7,,,43,75
3934,note_on,94,0,3,,,,,,,,6,,,64,0
3934,note_on,94,0,4,,,,,,,,7,,,43,0
3936,note_on,2,0,4,,,,,,,,7,,,43,75
3936,note_on,2,0,3,,,,,,,,6,,,69,75
4030,note_on,94,0,4,,,,,,,,7,,,43,0
4032,note_on,2,0,4,,,,,,,,7,,,55,75
4078,note_on,430,0,2,,,,,,,,5,,,73,0
4080,note_on,2,0,2,,,,,,,,5,,,71,75
4096,note_on,160,0,3,,,,,,,,6,,,69,0
4126,note_on,46,0,2,,,,,,,,5,,,71,0
4126,note_on,94,0,4,,,,,,,,7,,,55,0
4128,note_on,2,0,4,,,,,,,,7,,,43,75
4128,note_on,2,0,2,,,,,,,,5,,,69,75
4128,note_on,32,0,3,,,,,,,,6,,,61,75
4222,note_on,94,0,4,,,,,,,,7,,,43,0
4222,note_on,94,0,2,,,,,,,,5,,,69,0
4222,note_on,94,0,3,,,,,,,,6,,,61,0
4224,note_on,2,0,4,,,,,,,,7,,,44,75
4224,note_on,2,0,2,,,,,,,,5,,,77,75
4224,note_on,2,0,3,,,,,,,,6,,,71,75
4318,note_on,94,0,3,,,,,,,,6,,,71,0
4318,note_on,94,0,4,,,,,,,,7,,,44,0
4320,note_on,2,0,3,,,,,,,,6,,,74,75
4320,note_on,2,0,4,,,,,,,,7,,,56,75
4366,note_on,142,0,2,,,,,,,,5,,,77,0
4368,note_on,2,0,2,,,,,,,,5,,,76,75
4414,note_on,46,0,2,,,,,,,,5,,,76,0
4414,note_on,94,0,3,,,,,,,,6,,,74,0
4414,note_on,94,0,4,,,,,,,,7,,,56,0
4416,note_on,2,0,2,,,,,,,,5,,,74,75
4416,note_on,2,0,3,,,,,,,,6,,,65,75
4416,note_on,2,0,4,,,,,,,,7,,,44,75
4510,note_on,94,0,2,,,,,,,,5,,,74,0
4510,note_on,94,0,3,,,,,,,,6,,,65,0
4510,note_on,94,0,4,,,,,,,,7,,,44,0
4512,note_on,2,0,4,,,,,,,,7,,,45,75
4512,note_on,2,0,2,,,,,,,,5,,,74,75
4512,note_on,2,0,3,,,,,,,,6,,,64,75
4606,note_on,94,0,4,,,,,,,,7,,,45,0
4606,note_on,94,0,3,,,,,,,,6,,,64,0
4608,note_on,2,0,3,,,,,,,,6,,,69,75
4608,note_on,2,0,4,,,,,,,,7,,,57,75
4654,note_on,142,0,2,,,,,,,,5,,,74,0
4656,note_on,2,0,2,,,,,,,,5,,,76,75
4702,note_on,46,0,2,,,,,,,,5,,,76,0
4702,note_on,94,0,3,,,,,,,,6,,,69,0
4702,note_on,94,0,4,,,,,,,,7,,,57,0
4704,note_on,2,0,2,,,,,,,,5,,,73,75
4704,note_on,2,0,3,,,,,,,,6,,,67,75
4704,note_on,2,0,4,,,,,,,,7,,,45,75
4798,note_on,94,0,2,,,,,,,,5,,,73,0
4798,note_on,94,0,4,,,,,,,,7,,,45,0
4798,note_on,94,0,3,,,,,,,,6,,,67,0
4800,note_on,2,0,2,,,,,,,,5,,,74,75
4800,note_on,2,0,4,,,,,,,,7,,,50,75
4800,note_on,2,0,3,,,,,,,,6,,,65,75
4894,note_on,94,0,4,,,,,,,,7,,,50,0
4894,note_on,94,0,3,,,,,,,,6,,,65,0
4896,note_on,2,0,4,,,,,,,,7,,,62,75
4896,note_on,2,0,3,,,,,,,,6,,,69,75
4990,note_on,94,0,3,,,,,,,,6,,,69,0
4990,note_on,94,0,4,,,,,,,,7,,,62,0
4992,note_on,2,0,4,,,,,,,,7,,,50,75
4992,note_on,2,0,3,,,,,,,,6,,,67,75
5056,note_on,256,0,2,,,,,,,,5,,,74,0
5086,note_on,94,0,4,,,,,,,,7,,,50,0
5086,note_on,94,0,3,,,,,,,,6,,,67,0
5088,note_on,0,0,3,,,,,,,,6,,,69,75
5088,note_on,2,0,3,,,,,,,,6,,,66,75
5088,note_on,2,0,4,,,,,,,,7,,,48,75
5182,note_on,94,0,4,,,,,,,,7,,,48,0
5184,note_on,2,0,4,,,,,,,,7,,,60,75
5230,note_on,142,0,3,,,,,,,,6,,,66,0
5230,note_on,0,0,3,,,,,,,,6,,,69,0
5232,note_on,2,0,3,,,,,,,,6,,,67,75
5278,note_on,46,0,3,,,,,,,,6,,,67,0
5278,note_on,94,0,4,,,,,,,,7,,,60,0
5280,note_on,0,0,3,,,,,,,,6,,,69,75
5280,note_on,2,0,3,,,,,,,,6,,,66,75
5280,note_on,2,0,4,,,,,,,,7,,,48,75
5374,note_on,0,0,3,,,,,,,,6,,,69,0
5374,note_on,94,0,4,,,,,,,,7,,,48,0
5374,note_on,94,0,3,,,,,,,,6,,,66,0
5376,note_on,320,0,2,,,,,,,,5,,,74,75
5376,note_on,2,0,3,,,,,,,,6,,,67,75
5376,note_on,2,0,4,,,,,,,,7,,,47,75
5470,note_on,94,0,4,,,,,,,,7,,,47,0
5472,note_on,2,0,4,,,,,,,,7,,,59,75
5518,note_on,142,0,2,,,,,,,,5,,,74,0
5520,note_on,2,0,2,,,,,,,,5,,,76,75
5566,note_on,94,0,4,,,,,,,,7,,,59,0
5566,note_on,46,0,2,,,,,,,,5,,,76,0
5568,note_on,2,0,2,,,,,,,,5,,,74,75
5568,note_on,2,0,4,,,,,,,,7,,,47,75
5632,note_on,256,0,3,,,,,,,,6,,,67,0
5662,note_on,94,0,2,,,,,,,,5,,,74,0
5662,note_on,94,0,4,,,,,,,,7,,,47,0
5664,note_on,2,0,4,,,,,,,,7,,,47,75
5664,note_on,32,0,3,,,,,,,,6,,,67,75
5664,note_on,2,0,2,,,,,,,,5,,,79,75
5664,note_on,0,0,3,,,,,,,,6,,,74,75
5758,note_on,94,0,4,,,,,,,,7,,,47,0
5760,note_on,2,0,4,,,,,,,,7,,,59,75
5824,note_on,160,0,2,,,,,,,,5,,,79,0
5824,note_on,160,0,3,,,,,,,,6,,,67,0
5824,note_on,0,0,3,,,,,,,,6,,,74,0
5854,note_on,94,0,4,,,,,,,,7,,,59,0
5856,note_on,32,0,2,,,,,,,,5,,,77,75
5856,note_on,32,0,3,,,,,,,,6,,,67,75
5856,note_on,2,0,4,,,,,,,,7,,,47,75
5950,note_on,94,0,3,,,,,,,,6,,,67,0
5950,note_on,94,0,2,,,,,,,,5,,,77,0
5950,note_on,94,0,4,,,,,,,,7,,,47,0
5952,note_on,2,0,2,,,,,,,,5,,,77,75
5952,note_on,2,0,3,,,,,,,,6,,,67,75
5952,note_on,2,0,4,,,,,,,,7,,,48,75
6046,note_on,94,0,4,,,,,,,,7,,,48,0
6048,note_on,2,0,4,,,,,,,,7,,,60,75
6094,note_on,142,0,3,,,,,,,,6,,,67,0
6096,note_on,2,0,3,,,,,,,,6,,,69,75
6112,note_on,160,0,2,,,,,,,,5,,,77,0
6142,note_on,46,0,3,,,,,,,,6,,,69,0
6142,note_on,94,0,4,,,,,,,,7,,,60,0
6144,note_on,2,0,3,,,,,,,,6,,,67,75
6144,note_on,32,0,2,,,,,,,,5,,,76,75
6144,note_on,2,0,4,,,,,,,,7,,,48,75
6238,note_on,94,0,3,,,,,,,,6,,,67,0
6238,note_on,94,0,4,,,,,,,,7,,,48,0
6240,note_on,2,0,3,,,,,,,,6,,,72,75
6240,note_on,2,0,4,,,,,,,,7,,,48,75
6334,note_on,94,0,4,,,,,,,,7,,,48,0
6336,note_on,2,0,4,,,,,,,,7,,,60,75
6382,note_on,238,0,2,,,,,,,,5,,,76,0
6384,note_on,2,0,2,,,,,,,,5,,,77,75
6400,note_on,160,0,3,,,,,,,,6,,,72,0
6430,note_on,94,0,4,,,,,,,,7,,,60,0
6430,note_on,46,0,2,,,,,,,,5,,,77,0
6432,note_on,2,0,4,,,,,,,,7,,,48,75
6432,note_on,32,0,3,,,,,,,,6,,,67,75
6432,note_on,0,0,3,,,,,,,,6,,,76,75
6432,note_on,2,0,2,,,,,,,,5,,,79,75
6526,note_on,94,0,4,,,,,,,,7,,,48,0
6526,note_on,94,0,3,,,,,,,,6,,,67,0
6526,note_on,0,0,3,,,,,,,,6,,,76,0
6526,note_on,94,0,2,,,,,,,,5,,,79,0
6528,note_on,2,0,2,,,,,,,,5,,,74,75
6528,note_on,2,0,4,,,,,,,,7,,,47,75
6528,note_on,2,0,3,,,,,,,,6,,,69,75
6622,note_on,94,0,4,,,,,,,,7,,,47,0
6624,note_on,2,0,4,,,,,,,,7,,,59,75
6670,note_on,142,0,2,,,,,,,,5,,,74,0
6672,note_on,2,0,2,,,,,,,,5,,,76,75
6688,note_on,160,0,3,,,,,,,,6,,,69,0
6718,note_on,94,0,4,,,,,,,,7,,,59,0
6718,note_on,46,0,2,,,,,,,,5,,,76,0
6720,note_on,2,0,4,,,,,,,,7,,,47,75
6720,note_on,2,0,2,,,,,,,,5,,,74,75
6720,note_on,32,0,3,,,,,,,,6,,,67,75
6814,note_on,94,0,4,,,,,,,,7,,,47,0
6814,note_on,94,0,2,,,,,,,,5,,,74,0
6814,note_on,94,0,3,,,,,,,,6,,,67,0
6816,note_on,2,0,2,,,,,,,,5,,,79,75
6816,note_on,2,0,4,,,,,,,,7,,,47,75
6816,note_on,0,0,3,,,,,,,,6,,,74,75
6816,note_on,2,0,3,,,,,,,,6,,,67,75
6910,note_on,94,0,4,,,,,,,,7,,,47,0
6912,note_on,2,0,4,,,,,,,,7,,,59,75
6958,note_on,0,0,3,,,,,,,,6,,,74,0
6958,note_on,142,0,3,,,,,,,,6,,,67,0
6960,note_on,2,0,3,,,,,,,,6,,,69,75
6976,note_on,160,0,2,,,,,,,,5,,,79,0
7006,note_on,46,0,3,,,,,,,,6,,,69,0
7006,note_on,94,0,4,,,,,,,,7,,,59,0
7008,note_on,2,0,4,,,,,,,,7,,,47,75
7008,note_on,32,0,2,,,,,,,,5,,,74,75
7008,note_on,2,0,3,,,,,,,,6,,,67,75
7102,note_on,94,0,4,,,,,,,,7,,,47,0
7102,note_on,94,0,2,,,,,,,,5,,,74,0
7104,note_on,2,0,4,,,,,,,,7,,,45,75
7104,note_on,2,0,2,,,,,,,,5,,,72,75
7198,note_on,94,0,4,,,,,,,,7,,,45,0
7200,note_on,2,0,4,,,,,,,,7,,,57,75
7246,note_on,142,0,2,,,,,,,,5,,,72,0
7248,note_on,2,0,2,,,,,,,,5,,,74,75
7264,note_on,256,0,3,,,,,,,,6,,,67,0
7294,note_on,94,0,4,,,,,,,,7,,,57,0
7294,note_on,46,0,2,,,,,,,,5,,,74,0
7296,note_on,2,0,2,,,,,,,,5,,,72,75
7296,note_on,2,0,4,,,,,,,,7,,,45,75
7296,note_on,32,0,3,,,,,,,,6,,,65,75
7390,note_on,94,0,2,,,,,,,,5,,,72,0
7390,note_on,94,0,4,,,,,,,,7,,,45,0
7390,note_on,94,0,3,,,,,,,,6,,,65,0
7392,note_on,2,0,2,,,,,,,,5,,,77,75
7392,note_on,0,0,3,,,,,,,,6,,,72,75
7392,note_on,2,0,3,,,,,,,,6,,,65,75
7392,note_on,2,0,4,,,,,,,,7,,,45,75
7486,note_on,94,0,4,,,,,,,,7,,,45,0
7488,note_on,2,0,4,,,,,,,,7,,,57,75
7534,note_on,0,0,3,,,,,,,,6,,,72,0
7534,note_on,142,0,3,,,,,,,,6,,,65,0
7536,note_on,2,0,3,,,,,,,,6,,,67,75
7552,note_on,160,0,2,,,,,,,,5,,,77,0
7582,note_on,94,0,4,,,,,,,,7,,,57,0
7582,note_on,46,0,3,,,,,,,,6,,,67,0
7584,note_on,2,0,4,,,,,,,,7,,,45,75
7584,note_on,2,0,3,,,,,,,,6,,,65,75
7584,note_on,32,0,2,,,,,,,,5,,,72,75
7678,note_on,94,0,4,,,,,,,,7,,,45,0
7678,note_on,94,0,3,,,,,,,,6,,,65,0
7678,note_on,94,0,2,,,,,,,,5,,,72,0
7680,note_on,2,0,2,,,,,,,,5,,,71,75
7680,note_on,2,0,4,,,,,,,,7,,,43,75
7680,note_on,2,0,3,,,,,,,,6,,,62,75
7774,note_on,94,0,4,,,,,,,,7,,,43,0
7776,note_on,96,0,2,,,,,,,,5,,,71,0
7776,note_on,0,0,2,,,,,,,,5,,,67,75
7776,note_on,2,0,4,,,,,,,,7,,,55,75
7870,note_on,94,0,4,,,,,,,,7,,,55,0
7872,note_on,0,0,2,,,,,,,,5,,,71,75
7872,note_on,96,0,2,,,,,,,,5,,,67,0
7872,note_on,2,0,4,,,,,,,,7,,,43,75
7936,note_on,256,0,3,,,,,,,,6,,,62,0
7966,note_on,94,0,4,,,,,,,,7,,,43,0
7968,note_on,0,0,2,,,,,,,,5,,,74,75
7968,note_on,96,0,2,,,,,,,,5,,,71,0
7968,note_on,2,0,4,,,,,,,,7,,,43,75
7968,note_on,32,0,3,,,,,,,,6,,,71,75
8062,note_on,94,0,4,,,,,,,,7,,,43,0
8064,note_on,0,0,2,,,,,,,,5,,,77,75
8064,note_on,96,0,2,,,,,,,,5,,,74,0
8064,note_on,2,0,4,,,,,,,,7,,,55,75
8158,note_on,94,0,4,,,,,,,,7,,,55,0
8160,note_on,0,0,2,,,,,,,,5,,,79,75
8160,note_on,96,0,2,,,,,,,,5,,,77,0
8160,note_on,2,0,4,,,,,,,,7,,,43,75
8224,note_on,256,0,3,,,,,,,,6,,,71,0
8254,note_on,94,0,4,,,,,,,,7,,,43,0
8254,note_on,94,0,2,,,,,,,,5,,,79,0
8256,note_on,2,0,2,,,,,,,,5,,,76,75
8256,note_on,32,0,3,,,,,,,,6,,,72,75
8256,note_on,2,0,4,,,,,,,,7,,,48,75
8350,note_on,94,0,4,,,,,,,,7,,,48,0
8352,note_on,96,0,2,,,,,,,,5,,,76,0
8352,note_on,0,0,2,,,,,,,,5,,,79,75
8352,note_on,96,0,3,,,,,,,,6,,,72,0
8352,note_on,0,0,3,,,,,,,,6,,,76,75
8352,note_on,2,0,4,,,,,,,,7,,,60,75
8446,note_on,94,0,4,,,,,,,,7,,,60,0
8448,note_on,2,0,4,,,,,,,,7,,,48,75
8448,note_on,0,0,2,,,,,,,,5,,,77,75
8448,note_on,96,0,2,,,,,,,,5,,,79,0
8448,note_on,96,0,3,,,,,,,,6,,,76,0
8448,note_on,0,0,3,,,,,,,,6,,,74,75
8542,note_on,94,0,4,,,,,,,,7,,,48,0
8544,note_on,0,0,2,,,,,,,,5,,,76,75
8544,note_on,2,0,4,,,,,,,,7,,,48,75
8544,note_on,0,0,3,,,,,,,,6,,,72,75
8544,note_on,96,0,3,,,,,,,,6,,,74,0
8544,note_on,96,0,2,,,,,,,,5,,,77,0
8638,note_on,94,0,4,,,,,,,,7,,,48,0
8640,note_on,0,0,3,,,,,,,,6,,,65,75
8640,note_on,96,0,2,,,,,,,,5,,,76,0
8640,note_on,0,0,2,,,,,,,,5,,,74,75
8640,note_on,96,0,3,,,,,,,,6,,,72,0
8640,note_on,2,0,4,,,,,,,,7,,,60,75
8734,note_on,94,0,4,,,,,,,,7,,,60,0
8736,note_on,96,0,3,,,,,,,,6,,,65,0
8736,note_on,0,0,3,,,,,,,,6,,,64,75
8736,note_on,2,0,4,,,,,,,,7,,,48,75
8736,note_on,96,0,2,,,,,,,,5,,,74,0
8736,note_on,0,0,2,,,,,,,,5,,,72,75
