tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,note,velocity
1152,note_on,,,,,64,0,12,,,,,4,,40,100
1152,note_on,,,,,256,0,10,,,,,2,,68,100
1280,note_off,,,,,128,0,10,,,,,2,,68,100
1280,note_off,,,,,128,0,9,,,,,1,,83,100
1280,note_off,,,,,0,0,13,,,,,5,,71,100
1280,note_off,,,,,128,0,13,,,,,5,,68,100
1280,note_off,,,,,128,0,12,,,,,4,,40,100
1280,note_off,,,,,128,0,14,,,,,5,,52,100
1280,note_off,,,,,128,0,11,,,,,3,,52,100
1344,note_on,,,,,0,0,13,,,,,5,,68,100
1344,note_on,,,,,64,0,11,,,,,3,,40,100
1344,note_on,,,,,64,0,12,,,,,4,,40,100
1344,note_on,,,,,64,0,14,,,,,5,,40,100
1344,note_on,,,,,64,0,13,,,,,5,,59,100
1472,note_off,,,,,128,0,14,,,,,5,,40,100
1472,note_off,,,,,128,0,11,,,,,3,,40,100
1472,note_off,,,,,128,0,13,,,,,5,,59,100
1472,note_off,,,,,0,0,13,,,,,5,,68,100
1472,note_off,,,,,128,0,12,,,,,4,,40,100
1536,note_on,,,,,64,0,14,,,,,5,,57,100
1536,note_on,,,,,0,0,13,,,,,5,,60,100
1536,note_on,,,,,256,0,10,,,,,2,,64,100
1536,note_on,,,,,256,0,9,,,,,1,,81,100
1536,note_on,,,,,64,0,12,,,,,4,,45,100
1536,note_on,,,,,64,0,11,,,,,3,,57,100
1536,note_on,,,,,64,0,13,,,,,5,,69,100
1664,note_off,,,,,128,0,13,,,,,5,,69,100
1664,note_off,,,,,0,0,13,,,,,5,,60,100
1664,note_off,,,,,128,0,11,,,,,3,,57,100
1664,note_off,,,,,128,0,10,,,,,2,,64,100
1664,note_off,,,,,128,0,12,,,,,4,,45,100
1664,note_off,,,,,128,0,14,,,,,5,,57,100
1728,note_on,,,,,64,0,13,,,,,5,,62,100
1728,note_on,,,,,64,0,11,,,,,3,,59,100
1728,note_on,,,,,64,0,12,,,,,4,,47,100
1728,note_on,,,,,64,0,10,,,,,2,,62,100
1728,note_on,,,,,64,0,14,,,,,5,,59,100
1792,note_off,,,,,256,0,9,,,,,1,,81,100
1856,note_off,,,,,128,0,14,,,,,5,,59,100
1856,note_off,,,,,128,0,12,,,,,4,,47,100
1856,note_off,,,,,128,0,13,,,,,5,,62,100
1856,note_off,,,,,128,0,11,,,,,3,,59,100
1856,note_off,,,,,128,0,10,,,,,2,,62,100
1920,note_on,,,,,64,0,10,,,,,2,,64,100
1920,note_on,,,,,64,0,11,,,,,3,,60,100
1920,note_on,,,,,64,0,13,,,,,5,,64,100
1920,note_on,,,,,64,0,12,,,,,4,,48,100
1920,note_on,,,,,64,0,14,,,,,5,,60,100
2048,note_off,,,,,128,0,10,,,,,2,,64,100
2048,note_off,,,,,128,0,12,,,,,4,,48,100
2048,note_off,,,,,128,0,13,,,,,5,,64,100
2048,note_off,,,,,128,0,11,,,,,3,,60,100
2048,note_off,,,,,128,0,14,,,,,5,,60,100
2112,note_on,,,,,64,0,13,,,,,5,,60,100
2112,note_on,,,,,64,0,14,,,,,5,,57,100
2112,note_on,,,,,64,0,12,,,,,4,,45,100
2112,note_on,,,,,320,0,9,,,,,1,,81,100
2112,note_on,,,,,64,0,11,,,,,3,,57,100
2112,note_on,,,,,64,0,10,,,,,2,,60,100
2112,note_on,,,,,0,0,13,,,,,5,,64,100
2240,note_off,,,,,128,0,11,,,,,3,,57,100
2240,note_off,,,,,128,0,12,,,,,4,,45,100
2240,note_off,,,,,0,0,13,,,,,5,,64,100
2240,note_off,,,,,128,0,9,,,,,1,,81,100
2240,note_off,,,,,128,0,13,,,,,5,,60,100
2240,note_off,,,,,128,0,10,,,,,2,,60,100
2240,note_off,,,,,128,0,14,,,,,5,,57,100
2304,note_on,,,,,0,0,13,,,,,5,,62,100
2304,note_on,,,,,64,0,13,,,,,5,,67,100
2304,note_on,,,,,64,0,12,,,,,4,,47,100
2304,note_on,,,,,64,0,14,,,,,5,,59,100
2304,note_on,,,,,64,0,10,,,,,2,,62,100
2304,note_on,,,,,64,0,11,,,,,3,,59,100
2304,note_on,,,,,64,0,9,,,,,1,,79,100
2432,note_off,,,,,128,0,9,,,,,1,,79,100
2496,note_on,,,,,64,0,9,,,,,1,,77,98
2560,note_off,,,,,256,0,12,,,,,4,,47,100
2560,note_off,,,,,256,0,10,,,,,2,,62,100
2560,note_off,,,,,256,0,13,,,,,5,,67,100
2560,note_off,,,,,0,0,13,,,,,5,,62,100
2560,note_off,,,,,256,0,14,,,,,5,,59,100
2560,note_off,,,,,256,0,11,,,,,3,,59,100
2624,note_off,,,,,128,0,9,,,,,1,,77,100
2688,note_on,,,,,64,0,9,,,,,1,,76,96
2688,note_on,,,,,128,0,12,,,,,4,,44,96
2688,note_on,,,,,0,0,13,,,,,5,,62,100
2688,note_on,,,,,128,0,13,,,,,5,,64,100
2688,note_on,,,,,128,0,10,,,,,2,,71,96
2688,note_on,,,,,128,0,11,,,,,3,,56,96
2688,note_on,,,,,128,0,14,,,,,5,,56,100
2816,note_off,,,,,128,0,9,,,,,1,,76,100
2880,note_on,,,,,64,0,9,,,,,1,,74,94
2944,note_off,,,,,256,0,11,,,,,3,,56,100
2944,note_off,,,,,256,0,10,,,,,2,,71,100
2944,note_off,,,,,256,0,12,,,,,4,,44,100
2944,note_off,,,,,256,0,14,,,,,5,,56,100
2944,note_off,,,,,256,0,13,,,,,5,,64,100
2944,note_off,,,,,0,0,13,,,,,5,,62,100
3008,note_off,,,,,128,0,9,,,,,1,,74,100
3072,note_on,,,,,128,0,14,,,,,5,,57,100
3072,note_on,,,,,64,0,9,,,,,1,,72,92
3072,note_on,,,,,128,0,10,,,,,2,,64,92
3072,note_on,,,,,128,0,13,,,,,5,,60,100
3072,note_on,,,,,0,0,13,,,,,5,,64,100
3072,note_on,,,,,128,0,12,,,,,4,,45,92
3072,note_on,,,,,128,0,11,,,,,3,,57,92
3200,note_off,,,,,128,0,9,,,,,1,,72,100
3264,note_on,,,,,64,0,9,,,,,1,,71,90
3328,note_off,,,,,256,0,13,,,,,5,,60,100
3328,note_off,,,,,256,0,10,,,,,2,,64,100
3328,note_off,,,,,256,0,12,,,,,4,,45,100
3328,note_off,,,,,256,0,14,,,,,5,,57,100
3328,note_off,,,,,0,0,13,,,,,5,,64,100
3328,note_off,,,,,256,0,11,,,,,3,,57,100
3392,note_off,,,,,128,0,9,,,,,1,,71,100
3456,note_on,,,,,64,0,9,,,,,1,,69,88
3584,note_off,,,,,128,0,9,,,,,1,,69,100
3648,note_on,,,,,64,0,9,,,,,1,,71,86
3648,note_on,,,,,320,0,14,,,,,5,,52,100
3648,note_on,,,,,320,0,13,,,,,5,,59,100
3648,note_on,,,,,320,0,12,,,,,4,,40,86
3648,note_on,,,,,320,0,10,,,,,2,,68,86
3648,note_on,,,,,320,0,11,,,,,3,,52,86
3648,note_on,,,,,0,0,13,,,,,5,,68,100
3776,note_off,,,,,128,0,12,,,,,4,,40,100
3776,note_off,,,,,128,0,9,,,,,1,,71,100
3776,note_off,,,,,128,0,11,,,,,3,,52,100
3776,note_off,,,,,0,0,13,,,,,5,,68,100
3776,note_off,,,,,128,0,13,,,,,5,,59,100
3776,note_off,,,,,128,0,14,,,,,5,,52,100
3776,note_off,,,,,128,0,10,,,,,2,,68,100
3840,note_on,,,,,64,0,12,,,,,4,,45,84
3840,note_on,,,,,64,0,13,,,,,5,,64,100
3840,note_on,,,,,0,0,13,,,,,5,,72,100
3840,note_on,,,,,64,0,14,,,,,5,,57,100
3840,note_on,,,,,64,0,11,,,,,3,,57,84
3840,note_on,,,,,64,0,10,,,,,2,,64,84
3840,set_tempo,,,,,3840,1,0,,500000,,,,,,
3840,note_on,,,,,64,0,9,,,,,1,,72,84
3968,note_off,,,,,128,0,10,,,,,2,,64,100
3968,note_off,,,,,128,0,11,,,,,3,,57,100
3968,note_off,,,,,128,0,12,,,,,4,,45,100
3968,note_off,,,,,0,0,13,,,,,5,,72,100
3968,note_off,,,,,128,0,14,,,,,5,,57,100
3968,note_off,,,,,128,0,9,,,,,1,,72,100
3968,note_off,,,,,128,0,13,,,,,5,,64,100
4224,note_on,,,,,256,0,12,,,,,4,,41,80
4224,note_on,,,,,256,0,13,,,,,5,,62,100
4224,note_on,,,,,256,0,10,,,,,2,,69,80
4224,note_on,,,,,0,0,13,,,,,5,,69,100
4224,note_on,,,,,256,0,11,,,,,3,,53,80
4224,note_on,,,,,256,0,9,,,,,1,,74,80
4224,note_on,,,,,256,0,14,,,,,5,,53,100
4352,note_off,,,,,128,0,13,,,,,5,,62,100
4352,note_off,,,,,0,0,13,,,,,5,,69,100
4352,note_off,,,,,128,0,11,,,,,3,,53,100
4352,note_off,,,,,128,0,10,,,,,2,,69,100
4352,note_off,,,,,128,0,14,,,,,5,,53,100
4352,note_off,,,,,128,0,9,,,,,1,,74,100
4352,note_off,,,,,128,0,12,,,,,4,,41,100
4608,note_on,,,,,256,0,14,,,,,5,,52,100
4608,note_on,,,,,256,0,9,,,,,1,,76,76
4608,note_on,,,,,256,0,10,,,,,2,,68,76
4608,note_on,,,,,256,0,13,,,,,5,,71,100
4608,note_on,,,,,0,0,13,,,,,5,,68,100
4608,note_on,,,,,256,0,12,,,,,4,,40,76
4608,note_on,,,,,256,0,11,,,,,3,,52,76
4736,note_off,,,,,128,0,13,,,,,5,,71,100
4736,note_off,,,,,0,0,13,,,,,5,,68,100
4736,note_off,,,,,128,0,12,,,,,4,,40,100
4736,note_off,,,,,128,0,11,,,,,3,,52,100
4736,note_off,,,,,128,0,14,,,,,5,,52,100
4736,note_off,,,,,128,0,10,,,,,2,,68,100
4800,note_on,,,,,64,0,13,,,,,5,,69,100
4800,note_on,,,,,64,0,11,,,,,3,,54,70
4800,note_on,,,,,64,0,14,,,,,5,,54,100
4800,note_on,,,,,64,0,12,,,,,4,,42,70
4800,note_on,,,,,64,0,10,,,,,2,,69,70
4864,note_off,,,,,256,0,9,,,,,1,,76,100
4928,note_off,,,,,128,0,14,,,,,5,,54,100
4928,note_off,,,,,128,0,12,,,,,4,,42,100
4928,note_off,,,,,128,0,11,,,,,3,,54,100
4928,note_off,,,,,128,0,10,,,,,2,,69,100
4928,note_off,,,,,128,0,13,,,,,5,,69,100
4992,note_on,,,,,64,0,13,,,,,5,,71,100
4992,note_on,,,,,64,0,14,,,,,5,,56,100
4992,note_on,,,,,64,0,11,,,,,3,,56,70
4992,note_on,,,,,64,0,12,,,,,4,,44,70
4992,note_on,,,,,64,0,10,,,,,2,,71,70
5120,note_off,,,,,128,0,13,,,,,5,,71,100
5120,note_off,,,,,128,0,12,,,,,4,,44,100
5120,note_off,,,,,128,0,11,,,,,3,,56,100
5120,note_off,,,,,128,0,10,,,,,2,,71,100
5120,note_off,,,,,128,0,14,,,,,5,,56,100
5184,note_on,,,,,64,0,11,,,,,3,,52,70
5184,note_on,,,,,64,0,10,,,,,2,,68,70
5184,note_on,,,,,64,0,12,,,,,4,,40,70
5184,note_on,,,,,0,0,13,,,,,5,,71,100
5184,note_on,,,,,64,0,13,,,,,5,,68,100
5184,note_on,,,,,64,0,14,,,,,5,,52,100
5312,note_off,,,,,128,0,12,,,,,4,,40,100
5312,note_off,,,,,128,0,14,,,,,5,,52,100
5312,note_off,,,,,128,0,10,,,,,2,,68,100
5312,note_off,,,,,128,0,13,,,,,5,,68,100
5312,note_off,,,,,0,0,13,,,,,5,,71,100
5312,note_off,,,,,128,0,11,,,,,3,,52,100
5376,note_on,,,,,64,0,14,,,,,5,,57,100
5376,note_on,,,,,64,0,11,,,,,3,,57,70
5376,note_on,,,,,64,0,12,,,,,4,,45,70
5376,note_on,,,,,64,0,10,,,,,2,,64,70
5376,note_on,,,,,64,0,13,,,,,5,,69,100
5376,note_on,,,,,0,0,13,,,,,5,,72,100
5568,note_on,,,,,704,0,9,,,,,1,,76,70
5632,note_off,,,,,256,0,12,,,,,4,,45,100
5632,note_off,,,,,256,0,14,,,,,5,,57,100
5632,note_off,,,,,256,0,13,,,,,5,,69,100
5632,note_off,,,,,256,0,11,,,,,3,,57,100
5632,note_off,,,,,256,0,10,,,,,2,,64,100
5632,note_off,,,,,0,0,13,,,,,5,,72,100
5696,note_off,,,,,128,0,9,,,,,1,,76,100
5760,note_on,,,,,64,0,9,,,,,1,,81,70
5888,note_off,,,,,128,0,9,,,,,1,,81,100
5952,note_on,,,,,320,0,14,,,,,5,,56,100
5952,note_on,,,,,320,0,11,,,,,3,,56,70
5952,note_on,,,,,64,0,9,,,,,1,,83,70
5952,note_on,,,,,0,0,13,,,,,5,,59,100
5952,note_on,,,,,320,0,13,,,,,5,,64,100
5952,note_on,,,,,320,0,12,,,,,4,,44,70
5952,note_on,,,,,320,0,10,,,,,2,,64,70
6080,note_off,,,,,128,0,11,,,,,3,,56,100
6080,note_off,,,,,0,0,13,,,,,5,,59,100
6080,note_off,,,,,128,0,13,,,,,5,,64,100
6080,note_off,,,,,128,0,12,,,,,4,,44,100
6080,note_off,,,,,128,0,9,,,,,1,,83,100
6080,note_off,,,,,128,0,14,,,,,5,,56,100
6080,note_off,,,,,128,0,10,,,,,2,,64,100
6144,note_on,,,,,64,0,10,,,,,2,,64,70
6144,note_on,,,,,64,0,11,,,,,3,,57,70
6144,note_on,,,,,64,0,12,,,,,4,,45,70
6144,note_on,,,,,64,0,14,,,,,5,,57,100
6144,note_on,,,,,0,0,13,,,,,5,,64,100
6144,note_on,,,,,64,0,13,,,,,5,,60,100
6144,note_on,,,,,64,0,9,,,,,1,,84,70
6272,note_off,,,,,128,0,10,,,,,2,,64,100
6272,note_off,,,,,0,0,13,,,,,5,,64,100
6272,note_off,,,,,128,0,11,,,,,3,,57,100
6272,note_off,,,,,128,0,13,,,,,5,,60,100
6272,note_off,,,,,128,0,14,,,,,5,,57,100
6272,note_off,,,,,128,0,12,,,,,4,,45,100
6272,note_off,,,,,128,0,9,,,,,1,,84,100
6336,note_on,,,,,64,0,14,,,,,5,,50,100
6336,note_on,,,,,64,0,12,,,,,4,,38,70
6336,note_on,,,,,64,0,11,,,,,3,,50,70
6336,note_on,,,,,64,0,13,,,,,5,,60,100
6336,note_on,,,,,0,0,13,,,,,5,,69,100
6464,note_off,,,,,128,0,14,,,,,5,,50,100
6464,note_off,,,,,0,0,13,,,,,5,,69,100
6464,note_off,,,,,128,0,12,,,,,4,,38,100
6464,note_off,,,,,128,0,11,,,,,3,,50,100
6464,note_off,,,,,128,0,13,,,,,5,,60,100
6528,note_on,,,,,64,0,14,,,,,5,,52,100
6528,note_on,,,,,256,0,9,,,,,1,,83,70
6528,note_on,,,,,64,0,12,,,,,4,,40,70
6528,note_on,,,,,64,0,13,,,,,5,,68,100
6528,note_on,,,,,256,0,10,,,,,2,,68,70
6528,note_on,,,,,0,0,13,,,,,5,,71,100
6528,note_on,,,,,64,0,11,,,,,3,,52,70
6656,note_off,,,,,0,0,13,,,,,5,,71,100
6656,note_off,,,,,128,0,13,,,,,5,,68,100
6656,note_off,,,,,128,0,12,,,,,4,,40,100
6656,note_off,,,,,128,0,9,,,,,1,,83,100
6656,note_off,,,,,128,0,10,,,,,2,,68,100
6656,note_off,,,,,128,0,14,,,,,5,,52,100
6656,note_off,,,,,128,0,11,,,,,3,,52,100
6720,note_on,,,,,64,0,12,,,,,4,,40,70
6720,note_on,,,,,64,0,14,,,,,5,,40,100
6720,note_on,,,,,0,0,13,,,,,5,,68,100
6720,note_on,,,,,64,0,13,,,,,5,,59,100
6720,note_on,,,,,64,0,11,,,,,3,,40,70
6848,note_off,,,,,128,0,12,,,,,4,,40,100
6848,note_off,,,,,128,0,13,,,,,5,,59,100
6848,note_off,,,,,128,0,14,,,,,5,,40,100
6848,note_off,,,,,128,0,11,,,,,3,,40,100
6848,note_off,,,,,0,0,13,,,,,5,,68,100
6912,note_on,,,,,64,0,13,,,,,5,,69,100
6912,note_on,,,,,64,0,12,,,,,4,,45,70
6912,note_on,,,,,64,0,14,,,,,5,,57,100
6912,note_on,,,,,256,0,9,,,,,1,,81,70
6912,note_on,,,,,64,0,11,,,,,3,,57,70
6912,note_on,,,,,0,0,13,,,,,5,,60,100
6912,note_on,,,,,256,0,10,,,,,2,,64,70
7040,note_off,,,,,128,0,14,,,,,5,,57,100
7040,note_off,,,,,128,0,10,,,,,2,,64,100
7040,note_off,,,,,128,0,11,,,,,3,,57,100
7040,note_off,,,,,128,0,12,,,,,4,,45,100
7040,note_off,,,,,0,0,13,,,,,5,,60,100
7040,note_off,,,,,128,0,13,,,,,5,,69,100
7104,note_on,,,,,64,0,10,,,,,2,,62,70
7104,note_on,,,,,64,0,13,,,,,5,,62,100
7104,note_on,,,,,64,0,12,,,,,4,,47,70
7104,note_on,,,,,64,0,14,,,,,5,,59,100
7104,note_on,,,,,64,0,11,,,,,3,,59,70
7168,note_off,,,,,256,0,9,,,,,1,,81,100
7232,note_off,,,,,128,0,12,,,,,4,,47,100
7232,note_off,,,,,128,0,14,,,,,5,,59,100
7232,note_off,,,,,128,0,10,,,,,2,,62,100
7232,note_off,,,,,128,0,13,,,,,5,,62,100
7232,note_off,,,,,128,0,11,,,,,3,,59,100
7296,note_on,,,,,64,0,14,,,,,5,,60,100
7296,note_on,,,,,64,0,10,,,,,2,,64,70
7296,note_on,,,,,64,0,13,,,,,5,,64,100
7296,note_on,,,,,64,0,11,,,,,3,,60,70
7296,note_on,,,,,64,0,12,,,,,4,,48,70
7424,note_off,,,,,128,0,11,,,,,3,,60,100
7424,note_off,,,,,128,0,12,,,,,4,,48,100
7424,note_off,,,,,128,0,14,,,,,5,,60,100
7424,note_off,,,,,128,0,10,,,,,2,,64,100
7424,note_off,,,,,128,0,13,,,,,5,,64,100
7488,note_on,,,,,64,0,10,,,,,2,,60,70
7488,note_on,,,,,320,0,9,,,,,1,,81,70
7488,note_on,,,,,64,0,14,,,,,5,,57,100
7488,note_on,,,,,64,0,13,,,,,5,,60,100
7488,note_on,,,,,0,0,13,,,,,5,,64,100
7488,note_on,,,,,64,0,12,,,,,4,,45,70
7488,note_on,,,,,64,0,11,,,,,3,,57,70
7616,note_off,,,,,128,0,13,,,,,5,,60,100
7616,note_off,,,,,0,0,13,,,,,5,,64,100
7616,note_off,,,,,128,0,14,,,,,5,,57,100
7616,note_off,,,,,128,0,12,,,,,4,,45,100
7616,note_off,,,,,128,0,9,,,,,1,,81,100
7616,note_off,,,,,128,0,10,,,,,2,,60,100
7616,note_off,,,,,128,0,11,,,,,3,,57,100
7680,note_on,,,,,64,0,9,,,,,1,,79,70
7680,note_on,,,,,64,0,10,,,,,2,,62,70
7680,note_on,,,,,64,0,12,,,,,4,,47,70
7680,note_on,,,,,0,0,13,,,,,5,,62,100
7680,note_on,,,,,64,0,13,,,,,5,,67,100
7680,note_on,,,,,64,0,11,,,,,3,,59,70
7680,note_on,,,,,64,0,14,,,,,5,,59,100
7808,note_off,,,,,128,0,9,,,,,1,,79,100
7872,note_on,,,,,64,0,9,,,,,1,,77,70
7936,note_off,,,,,0,0,13,,,,,5,,62,100
7936,note_off,,,,,256,0,10,,,,,2,,62,100
7936,note_off,,,,,256,0,12,,,,,4,,47,100
7936,note_off,,,,,256,0,11,,,,,3,,59,100
7936,note_off,,,,,256,0,13,,,,,5,,67,100
7936,note_off,,,,,256,0,14,,,,,5,,59,100
8000,note_off,,,,,128,0,9,,,,,1,,77,100
8064,note_on,,,,,128,0,11,,,,,3,,56,70
8064,note_on,,,,,64,0,9,,,,,1,,76,70
8064,note_on,,,,,128,0,13,,,,,5,,64,100
8064,note_on,,,,,0,0,13,,,,,5,,62,100
8064,note_on,,,,,128,0,14,,,,,5,,56,100
8064,note_on,,,,,128,0,10,,,,,2,,71,70
8064,note_on,,,,,128,0,12,,,,,4,,44,70
8192,note_off,,,,,128,0,9,,,,,1,,76,100
8256,note_on,,,,,64,0,9,,,,,1,,74,70
8320,note_off,,,,,256,0,10,,,,,2,,71,100
