tick,type,time,meta,track,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,port,program,channel,control,value,note,velocity
2448,note_on,2,0,1,,,,,,,,,5,,,71,110
2448,note_on,2,0,4,,,,,,,,,1,,,71,60
2448,note_on,2,0,3,,,,,,,,,0,,,71,60
2448,note_on,2,0,2,,,,,,,,,6,,,59,110
2494,note_on,46,0,4,,,,,,,,,1,,,71,0
2494,note_on,46,0,6,,,,,,,,,3,,,59,0
2494,note_on,46,0,1,,,,,,,,,5,,,71,0
2494,note_on,46,0,3,,,,,,,,,0,,,71,0
2494,note_on,46,0,7,,,,,,,,,10,,,47,0
2494,note_on,46,0,2,,,,,,,,,6,,,59,0
2496,note_on,2,0,2,,,,,,,,,6,,,61,110
2496,note_on,2,0,3,,,,,,,,,0,,,73,60
2496,note_on,2,0,7,,,,,,,,,10,,,49,60
2496,note_on,2,0,4,,,,,,,,,1,,,73,60
2496,note_on,2,0,1,,,,,,,,,5,,,73,110
2496,note_on,2,0,6,,,,,,,,,3,,,61,60
2542,note_on,46,0,7,,,,,,,,,10,,,49,0
2542,note_on,46,0,4,,,,,,,,,1,,,73,0
2542,note_on,46,0,2,,,,,,,,,6,,,61,0
2542,note_on,46,0,3,,,,,,,,,0,,,73,0
2542,note_on,46,0,6,,,,,,,,,3,,,61,0
2542,note_on,46,0,1,,,,,,,,,5,,,73,0
2544,note_on,2,0,4,,,,,,,,,1,,,73,60
2544,note_on,2,0,2,,,,,,,,,6,,,61,110
2544,note_on,2,0,7,,,,,,,,,10,,,49,60
2544,note_on,2,0,1,,,,,,,,,5,,,73,110
2544,note_on,2,0,3,,,,,,,,,0,,,73,60
2544,note_on,2,0,6,,,,,,,,,3,,,61,60
2590,note_on,46,0,2,,,,,,,,,6,,,61,0
2590,note_on,46,0,7,,,,,,,,,10,,,49,0
2590,note_on,46,0,3,,,,,,,,,0,,,73,0
2590,note_on,46,0,4,,,,,,,,,1,,,73,0
2590,note_on,46,0,1,,,,,,,,,5,,,73,0
2590,note_on,46,0,6,,,,,,,,,3,,,61,0
2592,note_on,2,0,3,,,,,,,,,0,,,74,60
2592,note_on,2,0,2,,,,,,,,,6,,,62,110
2592,note_on,2,0,7,,,,,,,,,10,,,50,60
2592,note_on,2,0,1,,,,,,,,,5,,,74,110
2592,note_on,2,0,4,,,,,,,,,1,,,74,60
2592,note_on,2,0,6,,,,,,,,,3,,,62,60
2638,note_on,46,0,2,,,,,,,,,6,,,62,0
2638,note_on,46,0,3,,,,,,,,,0,,,74,0
2638,note_on,46,0,6,,,,,,,,,3,,,62,0
2638,note_on,46,0,4,,,,,,,,,1,,,74,0
2638,note_on,46,0,7,,,,,,,,,10,,,50,0
2638,note_on,46,0,1,,,,,,,,,5,,,74,0
2640,note_on,2,0,3,,,,,,,,,0,,,74,60
2640,note_on,2,0,1,,,,,,,,,5,,,74,110
2640,note_on,2,0,4,,,,,,,,,1,,,74,60
2640,note_on,2,0,6,,,,,,,,,3,,,62,60
2640,note_on,2,0,2,,,,,,,,,6,,,62,110
2640,note_on,2,0,7,,,,,,,,,10,,,50,60
2686,note_on,46,0,2,,,,,,,,,6,,,62,0
2686,note_on,46,0,6,,,,,,,,,3,,,62,0
2686,note_on,46,0,4,,,,,,,,,1,,,74,0
2686,note_on,46,0,3,,,,,,,,,0,,,74,0
2686,note_on,46,0,1,,,,,,,,,5,,,74,0
2686,note_on,46,0,7,,,,,,,,,10,,,50,0
2688,note_on,2,0,7,,,,,,,,,10,,,52,60
2688,note_on,2,0,2,,,,,,,,,6,,,64,110
2688,note_on,2,0,6,,,,,,,,,3,,,64,60
2688,note_on,2,0,3,,,,,,,,,0,,,76,60
2688,note_on,2,0,1,,,,,,,,,5,,,76,110
2688,note_on,2,0,4,,,,,,,,,1,,,76,60
2782,note_on,94,0,2,,,,,,,,,6,,,64,0
2782,note_on,94,0,1,,,,,,,,,5,,,76,0
2782,note_on,94,0,3,,,,,,,,,0,,,76,0
2782,note_on,94,0,7,,,,,,,,,10,,,52,0
2782,note_on,94,0,6,,,,,,,,,3,,,64,0
2782,note_on,94,0,4,,,,,,,,,1,,,76,0
2784,note_on,2,0,3,,,,,,,,,0,,,64,60
2784,note_on,2,0,7,,,,,,,,,10,,,40,60
2784,note_on,2,0,1,,,,,,,,,5,,,64,110
2784,note_on,2,0,6,,,,,,,,,3,,,52,60
2784,note_on,2,0,2,,,,,,,,,6,,,52,110
2784,note_on,2,0,4,,,,,,,,,1,,,64,60
2878,note_on,94,0,1,,,,,,,,,5,,,64,0
2878,note_on,94,0,3,,,,,,,,,0,,,64,0
2878,note_on,94,0,4,,,,,,,,,1,,,64,0
2878,note_on,94,0,7,,,,,,,,,10,,,40,0
2878,note_on,94,0,2,,,,,,,,,6,,,52,0
2878,note_on,94,0,6,,,,,,,,,3,,,52,0
3072,note_on,194,0,2,,,,,,,,,6,,,64,110
3072,note_on,194,0,4,,,,,,,,,1,,,76,60
3072,note_on,194,0,3,,,,,,,,,0,,,76,60
3072,note_on,194,0,6,,,,,,,,,3,,,64,60
3072,note_on,194,0,7,,,,,,,,,10,,,52,60
3072,note_on,194,0,1,,,,,,,,,5,,,76,110
3166,note_on,94,0,2,,,,,,,,,6,,,64,0
3166,note_on,94,0,3,,,,,,,,,0,,,76,0
3166,note_on,94,0,1,,,,,,,,,5,,,76,0
3166,note_on,94,0,7,,,,,,,,,10,,,52,0
3166,note_on,94,0,4,,,,,,,,,1,,,76,0
3166,note_on,94,0,6,,,,,,,,,3,,,64,0
3168,note_on,2,0,3,,,,,,,,,0,,,64,60
3168,note_on,2,0,2,,,,,,,,,6,,,52,110
3168,note_on,2,0,7,,,,,,,,,10,,,40,60
3168,note_on,2,0,1,,,,,,,,,5,,,64,110
3168,note_on,2,0,4,,,,,,,,,1,,,64,60
3168,note_on,2,0,6,,,,,,,,,3,,,52,60
3200,note_on,32,0,1,,,,,,,,,5,,,64,0
3200,note_on,32,0,2,,,,,,,,,6,,,52,0
3200,note_on,32,0,7,,,,,,,,,10,,,40,0
3200,note_on,32,0,6,,,,,,,,,3,,,52,0
3200,note_on,32,0,4,,,,,,,,,1,,,64,0
3200,note_on,32,0,3,,,,,,,,,0,,,64,0
3264,note_on,64,0,6,,,,,,,,,3,,,52,60
3264,note_on,64,0,7,,,,,,,,,10,,,40,60
3264,note_on,64,0,4,,,,,,,,,1,,,64,60
3264,note_on,64,0,3,,,,,,,,,0,,,64,60
3264,note_on,64,0,1,,,,,,,,,5,,,64,110
3264,note_on,64,0,2,,,,,,,,,6,,,52,110
3296,note_on,32,0,6,,,,,,,,,3,,,52,0
3296,note_on,32,0,7,,,,,,,,,10,,,40,0
3296,note_on,32,0,4,,,,,,,,,1,,,64,0
3296,note_on,32,0,2,,,,,,,,,6,,,52,0
3296,note_on,32,0,3,,,,,,,,,0,,,64,0
3296,note_on,32,0,1,,,,,,,,,5,,,64,0
3360,note_on,64,0,6,,,,,,,,,3,,,52,60
3360,note_on,64,0,2,,,,,,,,,6,,,52,110
3360,note_on,64,0,1,,,,,,,,,5,,,64,110
3360,note_on,64,0,3,,,,,,,,,0,,,64,60
3360,note_on,64,0,4,,,,,,,,,1,,,64,60
3360,note_on,64,0,7,,,,,,,,,10,,,40,60
3392,note_on,32,0,3,,,,,,,,,0,,,64,0
3392,note_on,32,0,1,,,,,,,,,5,,,64,0
3392,note_on,32,0,6,,,,,,,,,3,,,52,0
3392,note_on,32,0,7,,,,,,,,,10,,,40,0
3392,note_on,32,0,4,,,,,,,,,1,,,64,0
3392,note_on,32,0,2,,,,,,,,,6,,,52,0
3456,note_on,64,0,2,,,,,,,,,6,,,52,110
3456,note_on,64,0,7,,,,,,,,,10,,,40,60
3456,note_on,64,0,1,,,,,,,,,5,,,64,110
3456,note_on,64,0,6,,,,,,,,,3,,,52,60
3456,note_on,64,0,4,,,,,,,,,1,,,64,60
3456,note_on,64,0,3,,,,,,,,,0,,,64,60
3616,note_on,160,0,4,,,,,,,,,1,,,64,0
3616,note_on,160,0,1,,,,,,,,,5,,,64,0
3616,note_on,160,0,6,,,,,,,,,3,,,52,0
3616,note_on,160,0,3,,,,,,,,,0,,,64,0
3616,note_on,160,0,2,,,,,,,,,6,,,52,0
3616,note_on,160,0,7,,,,,,,,,10,,,40,0
3696,note_on,80,0,3,,,,,,,,,0,,,71,60
3696,note_on,80,0,4,,,,,,,,,1,,,71,60
3696,note_on,80,0,7,,,,,,,,,10,,,47,60
3696,note_on,80,0,2,,,,,,,,,6,,,59,110
3696,note_on,80,0,1,,,,,,,,,5,,,71,110
3696,note_on,80,0,6,,,,,,,,,3,,,59,60
3742,note_on,46,0,6,,,,,,,,,3,,,59,0
3742,note_on,46,0,2,,,,,,,,,6,,,59,0
3742,note_on,46,0,7,,,,,,,,,10,,,47,0
3742,note_on,46,0,4,,,,,,,,,1,,,71,0
3742,note_on,46,0,3,,,,,,,,,0,,,71,0
3742,note_on,46,0,1,,,,,,,,,5,,,71,0
3744,note_on,2,0,1,,,,,,,,,5,,,73,110
3744,note_on,2,0,6,,,,,,,,,3,,,61,60
3744,note_on,2,0,2,,,,,,,,,6,,,61,110
3744,note_on,2,0,7,,,,,,,,,10,,,49,60
3744,note_on,2,0,4,,,,,,,,,1,,,73,60
3744,note_on,2,0,3,,,,,,,,,0,,,73,60
3790,note_on,46,0,3,,,,,,,,,0,,,73,0
3790,note_on,46,0,2,,,,,,,,,6,,,61,0
3790,note_on,46,0,1,,,,,,,,,5,,,73,0
3790,note_on,46,0,4,,,,,,,,,1,,,73,0
3790,note_on,46,0,7,,,,,,,,,10,,,49,0
3790,note_on,46,0,6,,,,,,,,,3,,,61,0
3792,note_on,2,0,4,,,,,,,,,1,,,75,60
3792,note_on,2,0,6,,,,,,,,,3,,,63,60
3792,note_on,2,0,2,,,,,,,,,6,,,63,110
3792,note_on,2,0,7,,,,,,,,,10,,,51,60
3792,note_on,2,0,1,,,,,,,,,5,,,75,110
3792,note_on,2,0,3,,,,,,,,,0,,,75,60
3838,note_on,46,0,6,,,,,,,,,3,,,63,0
3838,note_on,46,0,4,,,,,,,,,1,,,75,0
3838,note_on,46,0,1,,,,,,,,,5,,,75,0
3838,note_on,46,0,7,,,,,,,,,10,,,51,0
3838,note_on,46,0,3,,,,,,,,,0,,,75,0
3838,note_on,46,0,2,,,,,,,,,6,,,63,0
3840,note_on,2,0,6,,,,,,,,,3,,,64,60
