tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
1728,note_on,2,0,5,,,,,,,,6,,,60,92
1728,note_on,2,0,6,,,,,,,,8,,,48,92
1792,note_on,256,0,4,,,,,,,,4,,,67,0
1792,note_on,256,0,2,,,,,,,,0,,,72,0
1792,note_on,256,0,3,,,,,,,,2,,,76,0
1822,note_on,94,0,6,,,,,,,,8,,,48,0
1822,note_on,94,0,5,,,,,,,,6,,,60,0
1824,note_on,32,0,3,,,,,,,,2,,,77,110
1824,note_on,2,0,6,,,,,,,,8,,,36,92
1824,note_on,32,0,2,,,,,,,,0,,,74,110
1824,note_on,32,0,4,,,,,,,,4,,,67,75
1824,note_on,2,0,5,,,,,,,,6,,,48,92
1870,note_on,46,0,3,,,,,,,,2,,,77,0
1870,note_on,46,0,2,,,,,,,,0,,,74,0
1872,note_on,2,0,3,,,,,,,,2,,,76,110
1872,note_on,2,0,2,,,,,,,,0,,,72,110
1918,note_on,46,0,2,,,,,,,,0,,,72,0
1918,note_on,94,0,4,,,,,,,,4,,,67,0
1918,note_on,94,0,6,,,,,,,,8,,,36,0
1918,note_on,46,0,3,,,,,,,,2,,,76,0
1918,note_on,94,0,5,,,,,,,,6,,,48,0
1920,note_on,2,0,2,,,,,,,,0,,,71,110
1920,note_on,2,0,5,,,,,,,,6,,,43,92
1920,note_on,2,0,6,,,,,,,,8,,,31,92
1920,note_on,2,0,3,,,,,,,,2,,,74,110
1920,note_on,2,0,4,,,,,,,,4,,,67,75
2014,note_on,94,0,5,,,,,,,,6,,,43,0
2014,note_on,94,0,6,,,,,,,,8,,,31,0
2016,note_on,2,0,5,,,,,,,,6,,,55,92
2016,note_on,2,0,6,,,,,,,,8,,,43,92
2062,note_on,46,0,5,,,,,,,,6,,,55,0
2062,note_on,46,0,6,,,,,,,,8,,,43,0
2064,note_on,2,0,5,,,,,,,,6,,,53,92
2064,note_on,2,0,6,,,,,,,,8,,,41,92
2110,note_on,46,0,6,,,,,,,,8,,,41,0
2110,note_on,46,0,5,,,,,,,,6,,,53,0
2112,note_on,2,0,6,,,,,,,,8,,,43,92
2112,note_on,2,0,5,,,,,,,,6,,,55,92
2176,note_on,256,0,2,,,,,,,,0,,,71,0
2176,note_on,256,0,3,,,,,,,,2,,,74,0
2176,note_on,256,0,4,,,,,,,,4,,,67,0
2206,note_on,94,0,6,,,,,,,,8,,,43,0
2206,note_on,94,0,5,,,,,,,,6,,,55,0
2208,note_on,2,0,6,,,,,,,,8,,,31,92
2208,note_on,32,0,2,,,,,,,,0,,,69,110
2208,note_on,32,0,4,,,,,,,,4,,,67,75
2208,note_on,32,0,3,,,,,,,,2,,,72,110
2208,note_on,2,0,5,,,,,,,,6,,,43,92
2254,note_on,46,0,2,,,,,,,,0,,,69,0
2254,note_on,46,0,3,,,,,,,,2,,,72,0
2256,note_on,2,0,2,,,,,,,,0,,,67,110
2256,note_on,2,0,3,,,,,,,,2,,,71,110
2302,note_on,46,0,2,,,,,,,,0,,,67,0
2302,note_on,46,0,3,,,,,,,,2,,,71,0
2302,note_on,94,0,4,,,,,,,,4,,,67,0
2302,note_on,94,0,6,,,,,,,,8,,,31,0
2302,note_on,94,0,5,,,,,,,,6,,,43,0
2304,note_on,2,0,5,,,,,,,,6,,,48,92
2304,note_on,2,0,3,,,,,,,,2,,,72,110
2304,note_on,2,0,2,,,,,,,,0,,,76,110
2304,note_on,2,0,4,,,,,,,,4,,,67,75
2304,note_on,2,0,6,,,,,,,,8,,,36,92
2398,note_on,94,0,4,,,,,,,,4,,,67,0
2398,note_on,94,0,5,,,,,,,,6,,,48,0
2398,note_on,94,0,3,,,,,,,,2,,,72,0
2398,note_on,94,0,6,,,,,,,,8,,,36,0
2398,note_on,94,0,2,,,,,,,,0,,,76,0
2400,note_on,2,0,6,,,,,,,,8,,,41,92
2400,note_on,2,0,4,,,,,,,,4,,,69,75
2400,note_on,2,0,3,,,,,,,,2,,,74,110
2400,note_on,2,0,2,,,,,,,,0,,,77,110
2400,note_on,2,0,5,,,,,,,,6,,,53,92
2494,note_on,94,0,3,,,,,,,,2,,,74,0
2494,note_on,94,0,5,,,,,,,,6,,,53,0
2494,note_on,94,0,6,,,,,,,,8,,,41,0
2494,note_on,94,0,4,,,,,,,,4,,,69,0
2494,note_on,94,0,2,,,,,,,,0,,,77,0
2496,note_on,2,0,3,,,,,,,,2,,,74,110
2496,note_on,2,0,2,,,,,,,,0,,,77,110
2496,note_on,2,0,5,,,,,,,,6,,,48,92
2496,note_on,2,0,6,,,,,,,,8,,,36,92
2496,note_on,2,0,4,,,,,,,,4,,,67,75
2518,note_on,22,0,3,,,,,,,,2,,,74,0
2518,note_on,22,0,2,,,,,,,,0,,,77,0
2520,note_on,2,0,3,,,,,,,,2,,,72,110
2520,note_on,2,0,2,,,,,,,,0,,,76,110
2542,note_on,22,0,2,,,,,,,,0,,,76,0
2542,note_on,22,0,3,,,,,,,,2,,,72,0
2544,note_on,2,0,3,,,,,,,,2,,,74,110
2544,note_on,2,0,2,,,,,,,,0,,,77,110
2566,note_on,22,0,2,,,,,,,,0,,,77,0
2566,note_on,22,0,3,,,,,,,,2,,,74,0
2568,note_on,2,0,2,,,,,,,,0,,,76,110
2568,note_on,2,0,3,,,,,,,,2,,,72,110
2590,note_on,94,0,6,,,,,,,,8,,,36,0
2590,note_on,94,0,5,,,,,,,,6,,,48,0
2590,note_on,94,0,4,,,,,,,,4,,,67,0
2592,note_on,2,0,5,,,,,,,,6,,,54,92
2592,note_on,2,0,4,,,,,,,,4,,,69,75
2592,note_on,2,0,6,,,,,,,,8,,,42,92
2686,note_on,94,0,4,,,,,,,,4,,,69,0
2686,note_on,118,0,2,,,,,,,,0,,,76,0
2686,note_on,118,0,3,,,,,,,,2,,,72,0
2686,note_on,94,0,6,,,,,,,,8,,,42,0
2686,note_on,94,0,5,,,,,,,,6,,,54,0
2688,note_on,2,0,4,,,,,,,,4,,,62,75
2688,note_on,2,0,5,,,,,,,,6,,,43,92
2688,note_on,2,0,2,,,,,,,,0,,,74,110
2688,note_on,2,0,6,,,,,,,,8,,,31,92
2688,note_on,2,0,3,,,,,,,,2,,,71,110
2782,note_on,94,0,5,,,,,,,,6,,,43,0
2782,note_on,94,0,4,,,,,,,,4,,,62,0
2782,note_on,94,0,6,,,,,,,,8,,,31,0
2784,note_on,2,0,5,,,,,,,,6,,,55,92
2784,note_on,2,0,6,,,,,,,,8,,,43,92
2784,note_on,2,0,4,,,,,,,,4,,,71,75
2830,note_on,46,0,6,,,,,,,,8,,,43,0
2830,note_on,46,0,5,,,,,,,,6,,,55,0
2830,note_on,46,0,4,,,,,,,,4,,,71,0
2832,note_on,2,0,6,,,,,,,,8,,,42,92
2832,note_on,2,0,5,,,,,,,,6,,,54,92
2832,note_on,2,0,4,,,,,,,,4,,,69,75
2878,note_on,46,0,5,,,,,,,,6,,,54,0
2878,note_on,46,0,6,,,,,,,,8,,,42,0
2878,note_on,46,0,4,,,,,,,,4,,,69,0
2880,note_on,2,0,6,,,,,,,,8,,,43,92
2880,note_on,2,0,4,,,,,,,,4,,,71,75
2880,note_on,2,0,5,,,,,,,,6,,,55,92
2944,note_on,256,0,3,,,,,,,,2,,,71,0
2944,note_on,256,0,2,,,,,,,,0,,,74,0
2974,note_on,94,0,6,,,,,,,,8,,,43,0
2974,note_on,94,0,4,,,,,,,,4,,,71,0
2974,note_on,94,0,5,,,,,,,,6,,,55,0
2976,note_on,2,0,4,,,,,,,,4,,,67,45
2976,note_on,32,0,3,,,,,,,,2,,,76,45
2976,note_on,2,0,6,,,,,,,,8,,,36,45
2976,note_on,2,0,5,,,,,,,,6,,,48,45
2976,note_on,32,0,2,,,,,,,,0,,,72,45
3070,note_on,94,0,4,,,,,,,,4,,,67,0
3070,note_on,94,0,2,,,,,,,,0,,,72,0
3070,note_on,94,0,6,,,,,,,,8,,,36,0
3070,note_on,94,0,5,,,,,,,,6,,,48,0
3070,note_on,94,0,3,,,,,,,,2,,,76,0
3072,note_on,2,0,6,,,,,,,,8,,,36,45
3072,note_on,2,0,3,,,,,,,,2,,,76,45
3072,note_on,2,0,5,,,,,,,,6,,,48,45
3072,note_on,2,0,4,,,,,,,,4,,,67,45
3072,note_on,2,0,2,,,,,,,,0,,,72,45
3166,note_on,94,0,6,,,,,,,,8,,,36,0
3166,note_on,94,0,5,,,,,,,,6,,,48,0
3168,note_on,2,0,6,,,,,,,,8,,,48,45
3168,note_on,2,0,5,,,,,,,,6,,,60,45
3214,note_on,46,0,5,,,,,,,,6,,,60,0
3214,note_on,46,0,6,,,,,,,,8,,,48,0
3216,note_on,2,0,5,,,,,,,,6,,,59,45
3216,note_on,2,0,6,,,,,,,,8,,,47,45
3262,note_on,46,0,5,,,,,,,,6,,,59,0
3262,note_on,46,0,6,,,,,,,,8,,,47,0
3264,note_on,2,0,5,,,,,,,,6,,,60,45
3264,note_on,2,0,6,,,,,,,,8,,,48,45
3328,note_on,256,0,4,,,,,,,,4,,,67,0
3328,note_on,256,0,3,,,,,,,,2,,,76,0
3328,note_on,256,0,2,,,,,,,,0,,,72,0
3358,note_on,94,0,5,,,,,,,,6,,,60,0
3358,note_on,94,0,6,,,,,,,,8,,,48,0
3360,note_on,2,0,6,,,,,,,,8,,,36,45
3360,note_on,2,0,5,,,,,,,,6,,,48,45
3360,note_on,32,0,4,,,,,,,,4,,,67,45
3360,note_on,32,0,2,,,,,,,,0,,,74,45
3360,note_on,32,0,3,,,,,,,,2,,,77,45
3406,note_on,46,0,2,,,,,,,,0,,,74,0
3406,note_on,46,0,3,,,,,,,,2,,,77,0
3408,note_on,2,0,3,,,,,,,,2,,,76,45
3408,note_on,2,0,2,,,,,,,,0,,,72,45
3454,note_on,94,0,5,,,,,,,,6,,,48,0
3454,note_on,94,0,4,,,,,,,,4,,,67,0
3454,note_on,46,0,2,,,,,,,,0,,,72,0
3454,note_on,94,0,6,,,,,,,,8,,,36,0
3454,note_on,46,0,3,,,,,,,,2,,,76,0
3456,note_on,2,0,2,,,,,,,,0,,,71,45
3456,note_on,2,0,6,,,,,,,,8,,,31,45
3456,note_on,2,0,5,,,,,,,,6,,,43,45
3456,note_on,2,0,4,,,,,,,,4,,,67,45
3456,note_on,2,0,3,,,,,,,,2,,,74,45
3550,note_on,94,0,5,,,,,,,,6,,,43,0
3550,note_on,94,0,6,,,,,,,,8,,,31,0
3552,note_on,2,0,6,,,,,,,,8,,,43,45
3552,note_on,2,0,5,,,,,,,,6,,,55,45
3598,note_on,46,0,6,,,,,,,,8,,,43,0
3598,note_on,46,0,5,,,,,,,,6,,,55,0
3600,note_on,2,0,6,,,,,,,,8,,,41,45
3600,note_on,2,0,5,,,,,,,,6,,,53,45
3646,note_on,46,0,6,,,,,,,,8,,,41,0
3646,note_on,46,0,5,,,,,,,,6,,,53,0
3648,note_on,2,0,6,,,,,,,,8,,,43,45
3648,note_on,2,0,5,,,,,,,,6,,,55,45
3712,note_on,256,0,4,,,,,,,,4,,,67,0
3712,note_on,256,0,2,,,,,,,,0,,,71,0
3712,note_on,256,0,3,,,,,,,,2,,,74,0
3742,note_on,94,0,6,,,,,,,,8,,,43,0
3742,note_on,94,0,5,,,,,,,,6,,,55,0
3744,note_on,2,0,5,,,,,,,,6,,,43,45
3744,note_on,32,0,3,,,,,,,,2,,,72,45
3744,note_on,32,0,4,,,,,,,,4,,,67,45
3744,note_on,2,0,6,,,,,,,,8,,,31,45
3744,note_on,32,0,2,,,,,,,,0,,,69,45
3790,note_on,46,0,2,,,,,,,,0,,,69,0
3790,note_on,46,0,3,,,,,,,,2,,,72,0
3792,note_on,2,0,2,,,,,,,,0,,,67,45
3792,note_on,2,0,3,,,,,,,,2,,,71,45
3838,note_on,46,0,3,,,,,,,,2,,,71,0
3838,note_on,94,0,6,,,,,,,,8,,,31,0
3838,note_on,46,0,2,,,,,,,,0,,,67,0
3838,note_on,94,0,4,,,,,,,,4,,,67,0
3838,note_on,94,0,5,,,,,,,,6,,,43,0
3840,note_on,2,0,4,,,,,,,,4,,,67,45
3840,note_on,2,0,2,,,,,,,,0,,,76,45
3840,note_on,2,0,6,,,,,,,,8,,,36,45
3840,note_on,2,0,3,,,,,,,,2,,,72,45
3840,note_on,2,0,5,,,,,,,,6,,,48,45
3934,note_on,94,0,2,,,,,,,,0,,,76,0
3934,note_on,94,0,3,,,,,,,,2,,,72,0
3934,note_on,94,0,6,,,,,,,,8,,,36,0
3934,note_on,94,0,5,,,,,,,,6,,,48,0
3934,note_on,94,0,4,,,,,,,,4,,,67,0
3936,note_on,2,0,4,,,,,,,,4,,,69,45
3936,note_on,2,0,3,,,,,,,,2,,,74,45
3936,note_on,2,0,2,,,,,,,,0,,,77,45
3936,note_on,2,0,5,,,,,,,,6,,,53,45
3936,note_on,2,0,6,,,,,,,,8,,,41,45
4030,note_on,94,0,5,,,,,,,,6,,,53,0
4030,note_on,94,0,4,,,,,,,,4,,,69,0
4030,note_on,94,0,3,,,,,,,,2,,,74,0
4030,note_on,94,0,6,,,,,,,,8,,,41,0
4030,note_on,94,0,2,,,,,,,,0,,,77,0
4032,note_on,2,0,5,,,,,,,,6,,,48,45
4032,note_on,2,0,6,,,,,,,,8,,,36,45
4032,note_on,2,0,4,,,,,,,,4,,,67,45
4032,note_on,2,0,3,,,,,,,,2,,,74,45
4032,note_on,2,0,2,,,,,,,,0,,,77,45
4054,note_on,22,0,2,,,,,,,,0,,,77,0
4054,note_on,22,0,3,,,,,,,,2,,,74,0
4056,note_on,2,0,2,,,,,,,,0,,,76,45
4056,note_on,2,0,3,,,,,,,,2,,,72,45
4078,note_on,22,0,2,,,,,,,,0,,,76,0
4078,note_on,22,0,3,,,,,,,,2,,,72,0
4080,note_on,2,0,2,,,,,,,,0,,,77,45
4080,note_on,2,0,3,,,,,,,,2,,,74,45
4102,note_on,22,0,3,,,,,,,,2,,,74,0
4102,note_on,22,0,2,,,,,,,,0,,,77,0
4104,note_on,2,0,2,,,,,,,,0,,,76,45
4104,note_on,2,0,3,,,,,,,,2,,,72,45
4126,note_on,94,0,5,,,,,,,,6,,,48,0
4126,note_on,94,0,4,,,,,,,,4,,,67,0
4126,note_on,94,0,6,,,,,,,,8,,,36,0
4128,note_on,2,0,5,,,,,,,,6,,,54,45
4128,note_on,2,0,4,,,,,,,,4,,,69,45
4128,note_on,2,0,6,,,,,,,,8,,,42,45
4222,note_on,118,0,2,,,,,,,,0,,,76,0
4222,note_on,94,0,6,,,,,,,,8,,,42,0
4222,note_on,118,0,3,,,,,,,,2,,,72,0
4222,note_on,94,0,4,,,,,,,,4,,,69,0
4222,note_on,94,0,5,,,,,,,,6,,,54,0
4224,note_on,2,0,3,,,,,,,,2,,,71,45
4224,note_on,2,0,2,,,,,,,,0,,,74,45
4224,note_on,2,0,4,,,,,,,,4,,,62,45
4224,note_on,2,0,5,,,,,,,,6,,,43,45
4224,note_on,2,0,6,,,,,,,,8,,,31,45
4318,note_on,94,0,4,,,,,,,,4,,,62,0
4318,note_on,94,0,6,,,,,,,,8,,,31,0
4318,note_on,94,0,5,,,,,,,,6,,,43,0
4320,note_on,2,0,5,,,,,,,,6,,,55,45
4320,note_on,2,0,4,,,,,,,,4,,,71,45
4320,note_on,2,0,6,,,,,,,,8,,,43,45
4366,note_on,46,0,5,,,,,,,,6,,,55,0
4366,note_on,46,0,6,,,,,,,,8,,,43,0
4366,note_on,46,0,4,,,,,,,,4,,,71,0
4368,note_on,2,0,5,,,,,,,,6,,,54,45
4368,note_on,2,0,4,,,,,,,,4,,,69,45
4368,note_on,2,0,6,,,,,,,,8,,,42,45
4414,note_on,46,0,6,,,,,,,,8,,,42,0
4414,note_on,46,0,4,,,,,,,,4,,,69,0
4414,note_on,46,0,5,,,,,,,,6,,,54,0
4416,note_on,2,0,4,,,,,,,,4,,,71,45
4416,note_on,2,0,6,,,,,,,,8,,,43,45
4416,note_on,2,0,5,,,,,,,,6,,,55,45
4480,note_on,256,0,2,,,,,,,,0,,,74,0
4480,note_on,256,0,3,,,,,,,,2,,,71,0
4510,note_on,94,0,5,,,,,,,,6,,,55,0
4510,note_on,94,0,6,,,,,,,,8,,,43,0
4510,note_on,94,0,4,,,,,,,,4,,,71,0
4512,control_change,32,0,3,,,,,,,,2,10,0,,
4512,note_on,2,0,6,,,,,,,,8,,,31,92
4512,note_on,0,0,3,,,,,,,,2,,,74,92
4512,control_change,32,0,2,,,,,,,,0,10,0,,
4512,note_on,2,0,5,,,,,,,,6,,,43,92
4512,note_on,0,0,2,,,,,,,,0,,,79,92
4512,note_on,4512,0,1,,,,,,,,11,,,79,110
4512,note_on,2,0,4,,,,,,,,4,,,67,75
4606,note_on,94,0,1,,,,,,,,11,,,79,0
4606,note_on,94,0,2,,,,,,,,0,,,79,0
4606,note_on,94,0,5,,,,,,,,6,,,43,0
4606,note_on,94,0,4,,,,,,,,4,,,67,0
4606,note_on,94,0,6,,,,,,,,8,,,31,0
4606,note_on,94,0,3,,,,,,,,2,,,74,0
4608,note_on,2,0,1,,,,,,,,11,,,79,110
4608,note_on,2,0,6,,,,,,,,8,,,31,92
4608,note_on,2,0,3,,,,,,,,2,,,55,92
4608,note_on,2,0,4,,,,,,,,4,,,55,75
4608,note_on,2,0,5,,,,,,,,6,,,43,92
4608,note_on,2,0,2,,,,,,,,0,,,55,92
4654,note_on,46,0,1,,,,,,,,11,,,79,0
4656,note_on,2,0,1,,,,,,,,11,,,77,110
4702,note_on,94,0,3,,,,,,,,2,,,55,0
4702,note_on,46,0,1,,,,,,,,11,,,77,0
4702,note_on,94,0,2,,,,,,,,0,,,55,0
4704,note_on,2,0,2,,,,,,,,0,,,79,92
4704,note_on,2,0,1,,,,,,,,11,,,79,110
4704,note_on,2,0,3,,,,,,,,2,,,76,92
4768,note_on,160,0,6,,,,,,,,8,,,31,0
4768,note_on,160,0,5,,,,,,,,6,,,43,0
4768,note_on,160,0,4,,,,,,,,4,,,55,0
4798,note_on,94,0,3,,,,,,,,2,,,76,0
4798,note_on,94,0,2,,,,,,,,0,,,79,0
4798,note_on,94,0,1,,,,,,,,11,,,79,0
4800,note_on,32,0,4,,,,,,,,4,,,55,75
4800,note_on,2,0,1,,,,,,,,11,,,79,110
4800,note_on,32,0,6,,,,,,,,8,,,31,92
4800,note_on,2,0,2,,,,,,,,0,,,55,92
4800,note_on,2,0,3,,,,,,,,2,,,55,92
4800,note_on,32,0,5,,,,,,,,6,,,43,92
4846,note_on,46,0,1,,,,,,,,11,,,79,0
4848,note_on,2,0,1,,,,,,,,11,,,77,110
4894,note_on,94,0,3,,,,,,,,2,,,55,0
4894,note_on,94,0,2,,,,,,,,0,,,55,0
4894,note_on,46,0,1,,,,,,,,11,,,77,0
4896,note_on,2,0,2,,,,,,,,0,,,79,92
4896,note_on,2,0,1,,,,,,,,11,,,79,110
4896,note_on,2,0,3,,,,,,,,2,,,76,92
4960,note_on,160,0,4,,,,,,,,4,,,55,0
4960,note_on,160,0,5,,,,,,,,6,,,43,0
4960,note_on,160,0,6,,,,,,,,8,,,31,0
4990,note_on,94,0,1,,,,,,,,11,,,79,0
4990,note_on,94,0,2,,,,,,,,0,,,79,0
4990,note_on,94,0,3,,,,,,,,2,,,76,0
4992,note_on,2,0,1,,,,,,,,11,,,79,110
4992,note_on,32,0,5,,,,,,,,6,,,43,92
4992,note_on,2,0,2,,,,,,,,0,,,55,92
4992,note_on,32,0,4,,,,,,,,4,,,55,75
4992,note_on,32,0,6,,,,,,,,8,,,31,92
4992,note_on,2,0,3,,,,,,,,2,,,55,92
5086,note_on,94,0,1,,,,,,,,11,,,79,0
5086,note_on,94,0,2,,,,,,,,0,,,55,0
5086,note_on,94,0,3,,,,,,,,2,,,55,0
5088,note_on,2,0,1,,,,,,,,11,,,79,110
5088,note_on,2,0,3,,,,,,,,2,,,76,92
5088,note_on,2,0,2,,,,,,,,0,,,79,92
5152,note_on,160,0,4,,,,,,,,4,,,55,0
5152,note_on,160,0,6,,,,,,,,8,,,31,0
5152,note_on,160,0,5,,,,,,,,6,,,43,0
5182,note_on,94,0,1,,,,,,,,11,,,79,0
5182,note_on,94,0,3,,,,,,,,2,,,76,0
5182,note_on,94,0,2,,,,,,,,0,,,79,0
5184,note_on,2,0,2,,,,,,,,0,,,81,92
5184,note_on,2,0,3,,,,,,,,2,,,77,92
5184,note_on,2,0,1,,,,,,,,11,,,84,110
5206,note_on,22,0,3,,,,,,,,2,,,77,0
5206,note_on,22,0,2,,,,,,,,0,,,81,0
5208,note_on,2,0,3,,,,,,,,2,,,76,92
5208,note_on,2,0,2,,,,,,,,0,,,79,92
5278,note_on,70,0,3,,,,,,,,2,,,76,0
5278,note_on,70,0,2,,,,,,,,0,,,79,0
5280,note_on,2,0,3,,,,,,,,2,,,74,92
5280,note_on,2,0,2,,,,,,,,0,,,77,92
5326,note_on,46,0,2,,,,,,,,0,,,77,0
5326,note_on,46,0,3,,,,,,,,2,,,74,0
5328,note_on,2,0,2,,,,,,,,0,,,76,92
5328,note_on,2,0,3,,,,,,,,2,,,72,92
5344,note_on,160,0,1,,,,,,,,11,,,84,0
5374,note_on,46,0,3,,,,,,,,2,,,72,0
5374,note_on,46,0,2,,,,,,,,0,,,76,0
5376,note_on,224,0,6,,,,,,,,8,,,31,92
5376,note_on,2,0,2,,,,,,,,0,,,77,92
5376,note_on,2,0,3,,,,,,,,2,,,74,92
5376,note_on,224,0,5,,,,,,,,6,,,43,92
5376,note_on,32,0,1,,,,,,,,11,,,77,110
5376,note_on,224,0,4,,,,,,,,4,,,55,75
5422,note_on,46,0,1,,,,,,,,11,,,77,0
5424,note_on,2,0,1,,,,,,,,11,,,76,110
5470,note_on,94,0,2,,,,,,,,0,,,77,0
5470,note_on,94,0,3,,,,,,,,2,,,74,0
5470,note_on,46,0,1,,,,,,,,11,,,76,0
5472,note_on,2,0,3,,,,,,,,2,,,74,92
5472,note_on,2,0,2,,,,,,,,0,,,77,92
5472,note_on,2,0,1,,,,,,,,11,,,77,110
5536,note_on,160,0,6,,,,,,,,8,,,31,0
5536,note_on,160,0,4,,,,,,,,4,,,55,0
5536,note_on,160,0,5,,,,,,,,6,,,43,0
5566,note_on,94,0,3,,,,,,,,2,,,74,0
5566,note_on,94,0,2,,,,,,,,0,,,77,0
5566,note_on,94,0,1,,,,,,,,11,,,77,0
5568,note_on,2,0,3,,,,,,,,2,,,55,92
5568,note_on,2,0,2,,,,,,,,0,,,55,92
5568,note_on,32,0,5,,,,,,,,6,,,43,92
5568,note_on,2,0,1,,,,,,,,11,,,77,110
5568,note_on,32,0,4,,,,,,,,4,,,55,75
5568,note_on,32,0,6,,,,,,,,8,,,31,92
5614,note_on,46,0,1,,,,,,,,11,,,77,0
5616,note_on,2,0,1,,,,,,,,11,,,76,110
5662,note_on,46,0,1,,,,,,,,11,,,76,0
5662,note_on,94,0,3,,,,,,,,2,,,55,0
5662,note_on,94,0,2,,,,,,,,0,,,55,0
5664,note_on,2,0,1,,,,,,,,11,,,77,110
5664,note_on,2,0,3,,,,,,,,2,,,74,92
5664,note_on,2,0,2,,,,,,,,0,,,77,92
5728,note_on,160,0,6,,,,,,,,8,,,31,0
