tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,note,velocity
0,track_name,,,,,0,1,8,,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,
0,end_of_track,,,,,0,1,1,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,
0,set_tempo,,,,,0,1,0,,500000,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 119, 14, 1)",,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,
0,control_change,,,,,0,0,3,,,0,0,0,,,
1344,note_on,,,,,1344,0,8,,,,,1,,76,100
1344,note_on,,,,,1344,0,9,,,,,2,,76,100
1424,note_off,,,,,80,0,8,,,,,1,,76,100
1424,note_off,,,,,80,0,9,,,,,2,,76,100
1536,note_on,,,,,1536,0,14,,,,,6,,45,100
1536,note_on,,,,,1536,0,11,,,,,4,,45,100
1536,note_on,,,,,1536,0,10,,,,,3,,60,100
1536,note_on,,,,,1536,0,16,,,,,7,,45,100
1536,note_on,,,,,1536,0,15,,,,,7,,60,100
1536,note_on,,,,,112,0,8,,,,,1,,69,100
1536,set_tempo,,,,,1536,1,0,,500000,,,,,,
1536,note_on,,,,,0,0,15,,,,,7,,69,100
1536,note_on,,,,,0,0,15,,,,,7,,64,100
1536,note_on,,,,,1536,0,13,,,,,6,,60,100
1536,note_on,,,,,0,0,13,,,,,6,,64,100
1536,note_on,,,,,0,0,13,,,,,6,,69,100
1536,note_on,,,,,112,0,9,,,,,2,,69,100
1536,note_on,,,,,1536,0,12,,,,,5,,33,100
1636,note_off,,,,,100,0,8,,,,,1,,69,100
1636,note_off,,,,,100,0,9,,,,,2,,69,100
1728,note_on,,,,,92,0,9,,,,,2,,81,100
1728,note_on,,,,,92,0,8,,,,,1,,81,100
1736,note_off,,,,,0,0,15,,,,,7,,64,100
1736,note_off,,,,,0,0,15,,,,,7,,69,100
1736,note_off,,,,,200,0,10,,,,,3,,60,100
1736,note_off,,,,,200,0,11,,,,,4,,45,100
1736,note_off,,,,,200,0,15,,,,,7,,60,100
1736,note_off,,,,,200,0,12,,,,,5,,33,100
1736,note_off,,,,,0,0,13,,,,,6,,69,100
1736,note_off,,,,,200,0,14,,,,,6,,45,100
1736,note_off,,,,,0,0,13,,,,,6,,64,100
1736,note_off,,,,,200,0,13,,,,,6,,60,100
1736,note_off,,,,,200,0,16,,,,,7,,45,100
1828,note_off,,,,,100,0,9,,,,,2,,81,100
1828,note_off,,,,,100,0,8,,,,,1,,81,100
1920,note_on,,,,,184,0,13,,,,,6,,60,100
1920,note_on,,,,,0,0,15,,,,,7,,69,100
1920,note_on,,,,,0,0,15,,,,,7,,64,100
1920,note_on,,,,,184,0,15,,,,,7,,60,100
1920,note_on,,,,,0,0,13,,,,,6,,69,100
1920,note_on,,,,,92,0,9,,,,,2,,69,100
1920,note_on,,,,,184,0,14,,,,,6,,45,100
1920,note_on,,,,,92,0,8,,,,,1,,69,100
1920,note_on,,,,,184,0,10,,,,,3,,60,100
1920,note_on,,,,,184,0,11,,,,,4,,45,100
1920,note_on,,,,,0,0,13,,,,,6,,64,100
1920,note_on,,,,,184,0,12,,,,,5,,33,100
1920,note_on,,,,,184,0,16,,,,,7,,45,100
2020,note_off,,,,,100,0,9,,,,,2,,69,100
2020,note_off,,,,,100,0,8,,,,,1,,69,100
2112,note_on,,,,,92,0,8,,,,,1,,81,100
2112,note_on,,,,,92,0,9,,,,,2,,81,100
2120,note_off,,,,,200,0,14,,,,,6,,45,100
2120,note_off,,,,,0,0,15,,,,,7,,64,100
2120,note_off,,,,,200,0,13,,,,,6,,60,100
2120,note_off,,,,,0,0,13,,,,,6,,69,100
2120,note_off,,,,,200,0,10,,,,,3,,60,100
2120,note_off,,,,,200,0,11,,,,,4,,45,100
2120,note_off,,,,,200,0,12,,,,,5,,33,100
2120,note_off,,,,,0,0,15,,,,,7,,69,100
2120,note_off,,,,,0,0,13,,,,,6,,64,100
2120,note_off,,,,,200,0,15,,,,,7,,60,100
2120,note_off,,,,,200,0,16,,,,,7,,45,100
2212,note_off,,,,,100,0,8,,,,,1,,81,100
2212,note_off,,,,,100,0,9,,,,,2,,81,100
2304,note_on,,,,,0,0,15,,,,,7,,64,100
2304,note_on,,,,,0,0,15,,,,,7,,69,100
2304,note_on,,,,,92,0,8,,,,,1,,81,100
2304,note_on,,,,,0,0,13,,,,,6,,69,100
2304,note_on,,,,,184,0,15,,,,,7,,60,100
2304,note_on,,,,,92,0,9,,,,,2,,81,100
2304,note_on,,,,,184,0,12,,,,,5,,33,100
2304,note_on,,,,,184,0,10,,,,,3,,60,100
2304,note_on,,,,,184,0,13,,,,,6,,60,100
2304,note_on,,,,,184,0,16,,,,,7,,45,100
2304,note_on,,,,,184,0,11,,,,,4,,45,100
2304,note_on,,,,,184,0,14,,,,,6,,45,100
2304,note_on,,,,,0,0,13,,,,,6,,64,100
2432,note_off,,,,,128,0,8,,,,,1,,81,100
2432,note_off,,,,,128,0,9,,,,,2,,81,100
2496,note_on,,,,,64,0,9,,,,,2,,79,100
2496,note_on,,,,,64,0,8,,,,,1,,79,100
2504,note_off,,,,,200,0,16,,,,,7,,45,100
2504,note_off,,,,,200,0,13,,,,,6,,60,100
2504,note_off,,,,,0,0,13,,,,,6,,64,100
2504,note_off,,,,,0,0,13,,,,,6,,69,100
2504,note_off,,,,,0,0,15,,,,,7,,69,100
2504,note_off,,,,,200,0,12,,,,,5,,33,100
2504,note_off,,,,,0,0,15,,,,,7,,64,100
2504,note_off,,,,,200,0,14,,,,,6,,45,100
2504,note_off,,,,,200,0,11,,,,,4,,45,100
2504,note_off,,,,,200,0,10,,,,,3,,60,100
2504,note_off,,,,,200,0,15,,,,,7,,60,100
2560,note_off,,,,,64,0,8,,,,,1,,79,100
2560,note_off,,,,,64,0,9,,,,,2,,79,100
2592,note_on,,,,,32,0,9,,,,,2,,77,100
2592,note_on,,,,,32,0,8,,,,,1,,77,100
2656,note_off,,,,,64,0,9,,,,,2,,77,100
2656,note_off,,,,,64,0,8,,,,,1,,77,100
2688,note_on,,,,,32,0,9,,,,,2,,76,100
2688,note_on,,,,,32,0,8,,,,,1,,76,100
2788,note_off,,,,,100,0,9,,,,,2,,76,100
2788,note_off,,,,,100,0,8,,,,,1,,76,100
2880,note_on,,,,,92,0,8,,,,,1,,76,100
2880,note_on,,,,,92,0,9,,,,,2,,76,100
2980,note_off,,,,,100,0,9,,,,,2,,76,100
2980,note_off,,,,,100,0,8,,,,,1,,76,100
3072,note_on,,,,,0,0,15,,,,,7,,69,100
3072,note_on,,,,,0,0,15,,,,,7,,64,100
3072,note_on,,,,,568,0,15,,,,,7,,60,100
3072,note_on,,,,,92,0,8,,,,,1,,81,100
3072,note_on,,,,,568,0,12,,,,,5,,33,100
3072,note_on,,,,,568,0,16,,,,,7,,45,100
3072,note_on,,,,,568,0,13,,,,,6,,60,100
3072,note_on,,,,,0,0,13,,,,,6,,64,100
3072,note_on,,,,,92,0,9,,,,,2,,81,100
3072,note_on,,,,,568,0,10,,,,,3,,64,100
3072,note_on,,,,,568,0,11,,,,,4,,45,100
3072,note_on,,,,,568,0,14,,,,,6,,45,100
3072,note_on,,,,,0,0,13,,,,,6,,69,100
3172,note_off,,,,,100,0,9,,,,,2,,81,100
3172,note_off,,,,,100,0,8,,,,,1,,81,100
3264,note_on,,,,,92,0,8,,,,,1,,72,100
3264,note_on,,,,,92,0,9,,,,,2,,72,100
3272,note_off,,,,,200,0,14,,,,,6,,45,100
3272,note_off,,,,,200,0,12,,,,,5,,33,100
3272,note_off,,,,,200,0,11,,,,,4,,45,100
3272,note_off,,,,,200,0,10,,,,,3,,64,100
3272,note_off,,,,,0,0,15,,,,,7,,64,100
3272,note_off,,,,,200,0,15,,,,,7,,60,100
3272,note_off,,,,,0,0,13,,,,,6,,64,100
3272,note_off,,,,,200,0,13,,,,,6,,60,100
3272,note_off,,,,,200,0,16,,,,,7,,45,100
3272,note_off,,,,,0,0,13,,,,,6,,69,100
3272,note_off,,,,,0,0,15,,,,,7,,69,100
3364,note_off,,,,,100,0,9,,,,,2,,72,100
3364,note_off,,,,,100,0,8,,,,,1,,72,100
3456,note_on,,,,,0,0,15,,,,,7,,62,100
3456,note_on,,,,,184,0,10,,,,,3,,59,100
3456,note_on,,,,,0,0,13,,,,,6,,64,100
3456,note_on,,,,,0,0,13,,,,,6,,62,100
3456,note_on,,,,,184,0,14,,,,,6,,44,100
3456,note_on,,,,,184,0,13,,,,,6,,68,100
3456,note_on,,,,,92,0,8,,,,,1,,74,100
3456,note_on,,,,,92,0,9,,,,,2,,74,100
3456,note_on,,,,,184,0,11,,,,,4,,44,100
3456,note_on,,,,,184,0,12,,,,,5,,32,100
3456,note_on,,,,,184,0,16,,,,,7,,44,100
3456,note_on,,,,,0,0,15,,,,,7,,64,100
3456,note_on,,,,,184,0,15,,,,,7,,68,100
3556,note_off,,,,,100,0,9,,,,,2,,74,100
3556,note_off,,,,,100,0,8,,,,,1,,74,100
3648,note_on,,,,,92,0,9,,,,,2,,76,100
3648,note_on,,,,,92,0,8,,,,,1,,76,100
3656,note_off,,,,,200,0,16,,,,,7,,44,100
3656,note_off,,,,,0,0,13,,,,,6,,64,100
3656,note_off,,,,,200,0,10,,,,,3,,59,100
3656,note_off,,,,,0,0,13,,,,,6,,62,100
3656,note_off,,,,,200,0,13,,,,,6,,68,100
3656,note_off,,,,,200,0,15,,,,,7,,68,100
3656,note_off,,,,,200,0,14,,,,,6,,44,100
3656,note_off,,,,,0,0,15,,,,,7,,64,100
3656,note_off,,,,,200,0,12,,,,,5,,32,100
3656,note_off,,,,,200,0,11,,,,,4,,44,100
3656,note_off,,,,,0,0,15,,,,,7,,62,100
3748,note_off,,,,,100,0,8,,,,,1,,76,100
3748,note_off,,,,,100,0,9,,,,,2,,76,100
3840,note_on,,,,,184,0,14,,,,,6,,45,100
3840,note_on,,,,,184,0,16,,,,,7,,45,100
3840,note_on,,,,,184,0,12,,,,,5,,33,100
3840,note_on,,,,,184,0,11,,,,,4,,45,100
3840,note_on,,,,,184,0,13,,,,,6,,60,100
3840,note_on,,,,,0,0,13,,,,,6,,64,100
3840,note_on,,,,,0,0,13,,,,,6,,69,100
3840,note_on,,,,,184,0,10,,,,,3,,64,100
3840,note_on,,,,,92,0,8,,,,,1,,72,100
3840,note_on,,,,,184,0,15,,,,,7,,60,100
3840,note_on,,,,,92,0,9,,,,,2,,72,100
3840,note_on,,,,,0,0,15,,,,,7,,69,100
3840,note_on,,,,,0,0,15,,,,,7,,64,100
3968,note_off,,,,,128,0,9,,,,,2,,72,100
3968,note_off,,,,,128,0,8,,,,,1,,72,100
4032,note_on,,,,,64,0,9,,,,,2,,71,93
4032,note_on,,,,,64,0,8,,,,,1,,71,93
4040,note_off,,,,,200,0,15,,,,,7,,60,100
4040,note_off,,,,,0,0,15,,,,,7,,64,100
4040,note_off,,,,,200,0,16,,,,,7,,45,100
4040,note_off,,,,,0,0,15,,,,,7,,69,100
4040,note_off,,,,,200,0,12,,,,,5,,33,100
4040,note_off,,,,,200,0,11,,,,,4,,45,100
4040,note_off,,,,,0,0,13,,,,,6,,69,100
4040,note_off,,,,,0,0,13,,,,,6,,64,100
4040,note_off,,,,,200,0,13,,,,,6,,60,100
4040,note_off,,,,,200,0,10,,,,,3,,64,100
4040,note_off,,,,,200,0,14,,,,,6,,45,100
4096,note_off,,,,,64,0,8,,,,,1,,71,100
4096,note_off,,,,,64,0,9,,,,,2,,71,100
4128,note_on,,,,,32,0,9,,,,,2,,72,89
4128,note_on,,,,,32,0,8,,,,,1,,72,89
4192,note_off,,,,,64,0,9,,,,,2,,72,100
4192,note_off,,,,,64,0,8,,,,,1,,72,100
4224,note_on,,,,,32,0,9,,,,,2,,69,86
4224,note_on,,,,,32,0,8,,,,,1,,69,86
4324,note_off,,,,,100,0,9,,,,,2,,69,100
4324,note_off,,,,,100,0,8,,,,,1,,69,100
4416,note_on,,,,,92,0,9,,,,,2,,81,70
4416,note_on,,,,,92,0,8,,,,,1,,81,70
4516,note_off,,,,,100,0,8,,,,,1,,81,100
4516,note_off,,,,,100,0,9,,,,,2,,81,100
4608,note_on,,,,,568,0,16,,,,,7,,45,100
4608,note_on,,,,,568,0,10,,,,,3,,60,70
4608,note_on,,,,,92,0,8,,,,,1,,69,70
4608,note_on,,,,,568,0,15,,,,,7,,60,100
4608,note_on,,,,,0,0,15,,,,,7,,64,100
4608,note_on,,,,,568,0,12,,,,,5,,33,70
4608,note_on,,,,,0,0,15,,,,,7,,69,100
4608,note_on,,,,,0,0,13,,,,,6,,69,100
4608,note_on,,,,,92,0,9,,,,,2,,69,70
4608,note_on,,,,,0,0,13,,,,,6,,64,100
4608,note_on,,,,,568,0,11,,,,,4,,45,70
4608,note_on,,,,,568,0,14,,,,,6,,45,100
4608,note_on,,,,,568,0,13,,,,,6,,60,100
4708,note_off,,,,,100,0,8,,,,,1,,69,100
4708,note_off,,,,,100,0,9,,,,,2,,69,100
4800,note_on,,,,,92,0,8,,,,,1,,81,70
4800,note_on,,,,,92,0,9,,,,,2,,81,70
4808,note_off,,,,,0,0,15,,,,,7,,69,100
4808,note_off,,,,,0,0,15,,,,,7,,64,100
4808,note_off,,,,,200,0,15,,,,,7,,60,100
4808,note_off,,,,,200,0,14,,,,,6,,45,100
4808,note_off,,,,,200,0,10,,,,,3,,60,100
4808,note_off,,,,,0,0,13,,,,,6,,69,100
4808,note_off,,,,,200,0,13,,,,,6,,60,100
4808,note_off,,,,,200,0,16,,,,,7,,45,100
4808,note_off,,,,,200,0,11,,,,,4,,45,100
4808,note_off,,,,,200,0,12,,,,,5,,33,100
4808,note_off,,,,,0,0,13,,,,,6,,64,100
4900,note_off,,,,,100,0,9,,,,,2,,81,100
4900,note_off,,,,,100,0,8,,,,,1,,81,100
4992,note_on,,,,,92,0,8,,,,,1,,69,70
4992,note_on,,,,,184,0,13,,,,,6,,60,100
4992,note_on,,,,,184,0,12,,,,,5,,33,70
4992,note_on,,,,,0,0,13,,,,,6,,69,100
4992,note_on,,,,,184,0,10,,,,,3,,60,70
4992,note_on,,,,,0,0,15,,,,,7,,69,100
4992,note_on,,,,,0,0,15,,,,,7,,64,100
4992,note_on,,,,,184,0,15,,,,,7,,60,100
4992,note_on,,,,,184,0,16,,,,,7,,45,100
4992,note_on,,,,,0,0,13,,,,,6,,64,100
4992,note_on,,,,,184,0,14,,,,,6,,45,100
4992,note_on,,,,,184,0,11,,,,,4,,45,70
4992,note_on,,,,,92,0,9,,,,,2,,69,70
5092,note_off,,,,,100,0,8,,,,,1,,69,100
5092,note_off,,,,,100,0,9,,,,,2,,69,100
5184,note_on,,,,,92,0,9,,,,,2,,81,70
5184,note_on,,,,,92,0,8,,,,,1,,81,70
5192,note_off,,,,,0,0,13,,,,,6,,69,100
5192,note_off,,,,,200,0,11,,,,,4,,45,100
5192,note_off,,,,,0,0,15,,,,,7,,64,100
5192,note_off,,,,,200,0,15,,,,,7,,60,100
5192,note_off,,,,,200,0,14,,,,,6,,45,100
5192,note_off,,,,,0,0,13,,,,,6,,64,100
5192,note_off,,,,,200,0,12,,,,,5,,33,100
5192,note_off,,,,,200,0,16,,,,,7,,45,100
5192,note_off,,,,,0,0,15,,,,,7,,69,100
5192,note_off,,,,,200,0,13,,,,,6,,60,100
5192,note_off,,,,,200,0,10,,,,,3,,60,100
5284,note_off,,,,,100,0,9,,,,,2,,81,100
5284,note_off,,,,,100,0,8,,,,,1,,81,100
5376,note_on,,,,,184,0,13,,,,,6,,60,100
5376,note_on,,,,,92,0,8,,,,,1,,81,70
5376,note_on,,,,,184,0,10,,,,,3,,60,70
5376,note_on,,,,,92,0,9,,,,,2,,81,70
5376,note_on,,,,,0,0,13,,,,,6,,64,100
5376,note_on,,,,,184,0,11,,,,,4,,45,70
5376,note_on,,,,,0,0,13,,,,,6,,69,100
5376,note_on,,,,,184,0,12,,,,,5,,33,70
5376,note_on,,,,,0,0,15,,,,,7,,64,100
5376,note_on,,,,,0,0,15,,,,,7,,69,100
5376,note_on,,,,,184,0,16,,,,,7,,45,100
5376,note_on,,,,,184,0,15,,,,,7,,60,100
5376,note_on,,,,,184,0,14,,,,,6,,45,100
5504,note_off,,,,,128,0,8,,,,,1,,81,100
5504,note_off,,,,,128,0,9,,,,,2,,81,100
5568,note_on,,,,,64,0,8,,,,,1,,79,70
5568,note_on,,,,,64,0,9,,,,,2,,79,70
5576,note_off,,,,,200,0,12,,,,,5,,33,100
5576,note_off,,,,,200,0,15,,,,,7,,60,100
5576,note_off,,,,,0,0,15,,,,,7,,64,100
5576,note_off,,,,,0,0,15,,,,,7,,69,100
5576,note_off,,,,,200,0,16,,,,,7,,45,100
5576,note_off,,,,,0,0,13,,,,,6,,64,100
5576,note_off,,,,,200,0,13,,,,,6,,60,100
5576,note_off,,,,,0,0,13,,,,,6,,69,100
5576,note_off,,,,,200,0,14,,,,,6,,45,100
5576,note_off,,,,,200,0,10,,,,,3,,60,100
5576,note_off,,,,,200,0,11,,,,,4,,45,100
5632,note_off,,,,,64,0,9,,,,,2,,79,100
5632,note_off,,,,,64,0,8,,,,,1,,79,100
5664,note_on,,,,,32,0,9,,,,,2,,77,70
5664,note_on,,,,,32,0,8,,,,,1,,77,70
5728,note_off,,,,,64,0,9,,,,,2,,77,100
5728,note_off,,,,,64,0,8,,,,,1,,77,100
5760,note_on,,,,,32,0,8,,,,,1,,76,70
5760,note_on,,,,,32,0,9,,,,,2,,76,70
5860,note_off,,,,,100,0,9,,,,,2,,76,100
5860,note_off,,,,,100,0,8,,,,,1,,76,100
5952,note_on,,,,,92,0,9,,,,,2,,76,70
5952,note_on,,,,,92,0,8,,,,,1,,76,70
6052,note_off,,,,,100,0,8,,,,,1,,76,100
6052,note_off,,,,,100,0,9,,,,,2,,76,100
6144,note_on,,,,,92,0,9,,,,,2,,81,70
6144,note_on,,,,,568,0,16,,,,,7,,45,100
6144,note_on,,,,,92,0,8,,,,,1,,81,70
6144,note_on,,,,,568,0,13,,,,,6,,60,100
6144,note_on,,,,,568,0,10,,,,,3,,64,70
6144,note_on,,,,,568,0,12,,,,,5,,33,70
6144,note_on,,,,,568,0,14,,,,,6,,45,100
6144,note_on,,,,,0,0,15,,,,,7,,69,100
6144,note_on,,,,,0,0,15,,,,,7,,64,100
6144,note_on,,,,,0,0,13,,,,,6,,69,100
6144,note_on,,,,,0,0,13,,,,,6,,64,100
6144,note_on,,,,,568,0,11,,,,,4,,45,70
6144,note_on,,,,,568,0,15,,,,,7,,60,100
6244,note_off,,,,,100,0,8,,,,,1,,81,100
6244,note_off,,,,,100,0,9,,,,,2,,81,100
6336,note_on,,,,,92,0,8,,,,,1,,72,70
6336,note_on,,,,,92,0,9,,,,,2,,72,70
6344,note_off,,,,,200,0,15,,,,,7,,60,100
6344,note_off,,,,,0,0,15,,,,,7,,64,100
6344,note_off,,,,,0,0,15,,,,,7,,69,100
6344,note_off,,,,,200,0,10,,,,,3,,64,100
6344,note_off,,,,,200,0,16,,,,,7,,45,100
6344,note_off,,,,,200,0,11,,,,,4,,45,100
6344,note_off,,,,,200,0,12,,,,,5,,33,100
6344,note_off,,,,,200,0,13,,,,,6,,60,100
6344,note_off,,,,,0,0,13,,,,,6,,64,100
6344,note_off,,,,,0,0,13,,,,,6,,69,100
6344,note_off,,,,,200,0,14,,,,,6,,45,100
6436,note_off,,,,,100,0,9,,,,,2,,72,100
6436,note_off,,,,,100,0,8,,,,,1,,72,100
6528,note_on,,,,,92,0,9,,,,,2,,74,70
6528,note_on,,,,,184,0,10,,,,,3,,59,70
6528,note_on,,,,,184,0,11,,,,,4,,44,70
6528,note_on,,,,,184,0,12,,,,,5,,32,70
6528,note_on,,,,,184,0,14,,,,,6,,44,100
6528,note_on,,,,,0,0,15,,,,,7,,62,100
6528,note_on,,,,,0,0,15,,,,,7,,64,100
6528,note_on,,,,,92,0,8,,,,,1,,74,70
6528,note_on,,,,,0,0,13,,,,,6,,64,100
6528,note_on,,,,,0,0,13,,,,,6,,62,100
6528,note_on,,,,,184,0,13,,,,,6,,68,100
6528,note_on,,,,,184,0,15,,,,,7,,68,100
6528,note_on,,,,,184,0,16,,,,,7,,44,100
6628,note_off,,,,,100,0,9,,,,,2,,74,100
6628,note_off,,,,,100,0,8,,,,,1,,74,100
6720,note_on,,,,,92,0,9,,,,,2,,76,70
6720,note_on,,,,,92,0,8,,,,,1,,76,70
6728,note_off,,,,,0,0,13,,,,,6,,64,100
6728,note_off,,,,,200,0,12,,,,,5,,32,100
6728,note_off,,,,,200,0,14,,,,,6,,44,100
6728,note_off,,,,,200,0,13,,,,,6,,68,100
6728,note_off,,,,,200,0,10,,,,,3,,59,100
6728,note_off,,,,,200,0,11,,,,,4,,44,100
6728,note_off,,,,,200,0,16,,,,,7,,44,100
6728,note_off,,,,,0,0,13,,,,,6,,62,100
6728,note_off,,,,,200,0,15,,,,,7,,68,100
6728,note_off,,,,,0,0,15,,,,,7,,62,100
6728,note_off,,,,,0,0,15,,,,,7,,64,100
6820,note_off,,,,,100,0,9,,,,,2,,76,100
6820,note_off,,,,,100,0,8,,,,,1,,76,100
6912,note_on,,,,,184,0,15,,,,,7,,60,100
6912,note_on,,,,,184,0,14,,,,,6,,45,100
6912,note_on,,,,,0,0,15,,,,,7,,64,100
6912,note_on,,,,,184,0,13,,,,,6,,60,100
6912,note_on,,,,,0,0,13,,,,,6,,64,100
6912,note_on,,,,,0,0,13,,,,,6,,69,100
6912,note_on,,,,,0,0,15,,,,,7,,69,100
6912,note_on,,,,,184,0,12,,,,,5,,33,70
6912,note_on,,,,,184,0,11,,,,,4,,45,70
6912,note_on,,,,,184,0,10,,,,,3,,64,70
6912,note_on,,,,,92,0,8,,,,,1,,69,70
6912,note_on,,,,,92,0,9,,,,,2,,69,70
6912,note_on,,,,,184,0,16,,,,,7,,45,100
7168,note_off,,,,,256,0,10,,,,,3,,64,100
7168,note_off,,,,,256,0,8,,,,,1,,69,100
7168,note_off,,,,,256,0,14,,,,,6,,45,100
7168,note_off,,,,,256,0,9,,,,,2,,69,100
7168,note_off,,,,,0,0,15,,,,,7,,69,100
7168,note_off,,,,,256,0,16,,,,,7,,45,100
7168,note_off,,,,,256,0,12,,,,,5,,33,100
7168,note_off,,,,,256,0,13,,,,,6,,60,100
7168,note_off,,,,,256,0,15,,,,,7,,60,100
7168,note_off,,,,,0,0,13,,,,,6,,64,100
7168,note_off,,,,,0,0,13,,,,,6,,69,100
7168,note_off,,,,,256,0,11,,,,,4,,45,100
7168,note_off,,,,,0,0,15,,,,,7,,64,100
7488,note_on,,,,,320,0,12,,,,,5,,36,100
7488,note_on,,,,,320,0,10,,,,,3,,60,100
7488,note_on,,,,,320,0,15,,,,,7,,60,100
7488,note_on,,,,,320,0,9,,,,,2,,60,100
7488,note_on,,,,,320,0,13,,,,,6,,60,100
7488,note_on,,,,,320,0,11,,,,,4,,48,100
7488,note_on,,,,,320,0,14,,,,,6,,48,100
7488,note_on,,,,,320,0,16,,,,,7,,48,100
7488,note_on,,,,,320,0,8,,,,,1,,60,100
7588,note_off,,,,,100,0,16,,,,,7,,48,100
7588,note_off,,,,,100,0,11,,,,,4,,48,100
7588,note_off,,,,,100,0,14,,,,,6,,48,100
7588,note_off,,,,,100,0,15,,,,,7,,60,100
7588,note_off,,,,,100,0,8,,,,,1,,60,100
