tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
4480,note_on,,,,,0,0,1,,,0,71,50
4577,note_off,,,,,97,0,1,,,0,71,64
4579,note_off,,,,,2,0,1,,,0,80,64
4579,note_on,,,,,0,0,1,,,0,78,41
4579,note_on,,,,,0,0,1,,,0,69,46
4679,note_off,,,,,100,0,1,,,0,69,64
4679,note_on,,,,,0,0,1,,,0,64,48
4679,note_on,,,,,0,0,1,,,0,80,45
4679,note_off,,,,,0,0,1,,,0,78,64
4703,note_off,,,,,24,0,1,,,0,80,64
4705,note_on,,,,,2,0,1,,,0,81,45
4728,note_off,,,,,23,0,1,,,0,81,64
4729,note_on,,,,,1,0,1,,,0,83,55
4778,note_off,,,,,49,0,1,,,0,64,64
4780,note_on,,,,,2,0,1,,,0,68,43
4877,note_off,,,,,97,0,1,,,0,68,64
4879,note_on,,,,,2,0,1,,,0,66,44
4979,note_on,,,,,0,0,1,,,0,64,48
4979,note_on,,,,,0,0,1,,,0,74,47
4979,note_off,,,,,0,0,1,,,0,83,64
4979,note_off,,,,,100,0,1,,,0,66,64
5079,note_off,,,,,100,0,1,,,0,64,64
5080,note_on,,,,,0,0,1,,,0,73,44
5080,note_off,,,,,1,0,1,,,0,74,64
5080,note_on,,,,,0,0,1,,,0,69,55
5180,note_on,,,,,0,0,1,,,0,73,41
5180,note_off,,,,,100,0,1,,,0,69,64
5180,note_off,,,,,0,0,1,,,0,73,64
5180,note_on,,,,,0,0,1,,,0,81,50
5280,note_on,,,,,0,0,1,,,0,71,53
5280,note_off,,,,,100,0,1,,,0,73,64
5280,note_off,,,,,0,0,1,,,0,81,64
5280,note_on,,,,,0,0,1,,,0,80,43
5379,note_off,,,,,99,0,1,,,0,71,64
5380,note_on,,,,,0,0,1,,,0,78,38
5380,note_off,,,,,1,0,1,,,0,80,64
5380,note_on,,,,,0,0,1,,,0,69,46
5480,note_on,,,,,0,0,1,,,0,64,51
5480,note_on,,,,,0,0,1,,,0,80,45
5480,note_off,,,,,100,0,1,,,0,69,64
5480,note_off,,,,,0,0,1,,,0,78,64
5504,note_on,,,,,0,0,1,,,0,81,45
5504,note_off,,,,,24,0,1,,,0,80,64
5529,note_off,,,,,25,0,1,,,0,81,64
5531,note_on,,,,,2,0,1,,,0,83,48
5580,note_off,,,,,49,0,1,,,0,64,64
5580,note_on,,,,,0,0,1,,,0,68,44
5679,note_off,,,,,99,0,1,,,0,68,64
5681,note_on,,,,,2,0,1,,,0,66,37
5781,note_off,,,,,100,0,1,,,0,83,64
5781,note_off,,,,,0,0,1,,,0,66,64
5781,note_on,,,,,0,0,1,,,0,76,46
5781,note_on,,,,,0,0,1,,,0,64,47
5880,note_off,,,,,99,0,1,,,0,64,64
5882,note_off,,,,,2,0,1,,,0,76,64
5882,note_on,,,,,0,0,1,,,0,75,39
5882,note_on,,,,,0,0,1,,,0,71,57
5981,note_on,,,,,0,0,1,,,0,81,46
5981,note_off,,,,,99,0,1,,,0,75,64
6081,note_on,,,,,0,0,1,,,0,80,41
6081,note_off,,,,,0,0,1,,,0,71,64
6081,note_off,,,,,100,0,1,,,0,81,64
6082,note_on,,,,,1,0,1,,,0,59,47
6183,note_on,,,,,0,0,1,,,0,78,39
6183,note_off,,,,,101,0,1,,,0,80,64
6280,note_off,,,,,97,0,1,,,0,59,64
6282,note_off,,,,,2,0,1,,,0,78,64
6282,note_on,,,,,0,0,1,,,0,64,46
6282,note_on,,,,,0,0,1,,,0,80,39
6333,note_off,,,,,51,0,1,,,0,80,64
6333,note_on,,,,,0,0,1,,,0,78,41
6382,note_on,,,,,0,0,1,,,0,76,46
6382,note_off,,,,,49,0,1,,,0,78,64
6480,note_off,,,,,98,0,1,,,0,64,64
6483,note_on,,,,,3,0,1,,,0,52,42
6582,note_on,,,,,0,0,1,,,0,75,39
6582,note_off,,,,,99,0,1,,,0,76,64
6682,note_off,,,,,100,0,1,,,0,52,64
6682,note_on,,,,,0,0,1,,,0,40,40
6783,note_on,,,,,0,0,1,,,0,76,37
6783,note_off,,,,,101,0,1,,,0,75,64
7081,note_off,,,,,298,0,1,,,0,40,64
7083,note_on,,,,,0,0,1,,,0,64,34
7083,note_on,,,,,0,0,1,,,0,76,32
7083,note_off,,,,,2,0,1,,,0,76,64
7106,note_off,,,,,23,0,1,,,0,76,64
7108,note_on,,,,,2,0,1,,,0,77,32
7132,note_on,,,,,0,0,1,,,0,79,41
7132,note_off,,,,,24,0,1,,,0,77,64
7181,note_off,,,,,49,0,1,,,0,64,64
7183,note_on,,,,,2,0,1,,,0,67,28
7282,note_off,,,,,99,0,1,,,0,67,64
7282,note_on,,,,,0,0,1,,,0,66,31
7382,note_off,,,,,0,0,1,,,0,79,64
7382,note_off,,,,,100,0,1,,,0,66,64
7383,note_on,,,,,0,0,1,,,0,64,33
7383,note_on,,,,,1,0,1,,,0,71,35
7482,note_off,,,,,0,0,1,,,0,71,64
7482,note_off,,,,,99,0,1,,,0,64,64
7483,note_on,,,,,0,0,1,,,0,69,35
7483,note_on,,,,,1,0,1,,,0,72,31
7583,note_on,,,,,0,0,1,,,0,78,30
7583,note_on,,,,,0,0,1,,,0,72,35
7583,note_off,,,,,0,0,1,,,0,72,64
7583,note_off,,,,,100,0,1,,,0,69,64
7682,note_off,,,,,0,0,1,,,0,72,64
7682,note_off,,,,,99,0,1,,,0,78,64
7683,note_on,,,,,1,0,1,,,0,76,30
7683,note_on,,,,,0,0,1,,,0,71,32
7784,note_on,,,,,0,0,1,,,0,69,33
7784,note_off,,,,,101,0,1,,,0,71,64
7784,note_off,,,,,0,0,1,,,0,76,64
7784,note_on,,,,,0,0,1,,,0,75,32
7883,note_off,,,,,99,0,1,,,0,69,64
7883,note_off,,,,,0,0,1,,,0,75,64
7883,note_on,,,,,0,0,1,,,0,76,32
7883,note_on,,,,,0,0,1,,,0,64,39
7908,note_off,,,,,25,0,1,,,0,76,64
7910,note_on,,,,,2,0,1,,,0,77,32
7934,note_off,,,,,24,0,1,,,0,77,64
7934,note_on,,,,,0,0,1,,,0,79,44
7983,note_off,,,,,49,0,1,,,0,64,64
7985,note_on,,,,,2,0,1,,,0,67,31
8084,note_on,,,,,0,0,1,,,0,66,23
8084,note_off,,,,,99,0,1,,,0,67,64
8184,note_on,,,,,0,0,1,,,0,64,30
8184,note_on,,,,,0,0,1,,,0,71,35
8184,note_off,,,,,0,0,1,,,0,79,64
8184,note_off,,,,,100,0,1,,,0,66,64
8283,note_off,,,,,0,0,1,,,0,71,64
8283,note_off,,,,,99,0,1,,,0,64,64
8284,note_on,,,,,0,0,1,,,0,69,41
8284,note_on,,,,,1,0,1,,,0,72,35
8384,note_off,,,,,0,0,1,,,0,72,64
8384,note_on,,,,,0,0,1,,,0,78,33
8384,note_on,,,,,0,0,1,,,0,72,34
8384,note_off,,,,,100,0,1,,,0,69,64
8484,note_off,,,,,0,0,1,,,0,78,64
8484,note_off,,,,,100,0,1,,,0,72,64
8486,note_on,,,,,0,0,1,,,0,71,37
8486,note_on,,,,,2,0,1,,,0,76,34
8584,note_off,,,,,0,0,1,,,0,76,64
8584,note_off,,,,,98,0,1,,,0,71,64
8585,note_on,,,,,1,0,1,,,0,69,34
8585,note_on,,,,,0,0,1,,,0,75,30
8685,note_off,,,,,100,0,1,,,0,75,64
8685,note_on,,,,,0,0,1,,,0,64,44
8685,note_on,,,,,0,0,1,,,0,79,32
8685,note_off,,,,,0,0,1,,,0,69,64
8710,note_off,,,,,25,0,1,,,0,79,64
8712,note_on,,,,,2,0,1,,,0,81,32
8734,note_off,,,,,22,0,1,,,0,81,64
8736,note_on,,,,,2,0,1,,,0,83,44
8784,note_off,,,,,48,0,1,,,0,64,64
8786,note_on,,,,,2,0,1,,,0,67,35
8884,note_off,,,,,98,0,1,,,0,67,64
8886,note_on,,,,,2,0,1,,,0,66,24
8985,note_off,,,,,99,0,1,,,0,66,64
8985,note_off,,,,,0,0,1,,,0,83,64
8985,note_on,,,,,0,0,1,,,0,71,34
8985,note_on,,,,,0,0,1,,,0,64,30
9085,note_off,,,,,100,0,1,,,0,64,64
9085,note_off,,,,,0,0,1,,,0,71,64
9086,note_on,,,,,0,0,1,,,0,69,33
9086,note_on,,,,,1,0,1,,,0,72,39
9185,note_off,,,,,99,0,1,,,0,72,64
9187,note_on,,,,,2,0,1,,,0,81,39
9187,note_on,,,,,0,0,1,,,0,78,27
9286,note_off,,,,,99,0,1,,,0,78,64
9286,note_off,,,,,0,0,1,,,0,81,64
9286,note_off,,,,,0,0,1,,,0,69,64
9286,note_on,,,,,0,0,1,,,0,57,32
9387,note_on,,,,,0,0,1,,,0,76,30
9387,note_on,,,,,101,0,1,,,0,79,31
9484,note_off,,,,,0,0,1,,,0,57,64
9484,note_off,,,,,0,0,1,,,0,79,64
9484,note_off,,,,,97,0,1,,,0,76,64
9485,note_on,,,,,0,0,1,,,0,76,35
9485,note_on,,,,,0,0,1,,,0,71,32
9485,note_on,,,,,1,0,1,,,0,59,37
9485,note_on,,,,,0,0,1,,,0,79,33
9535,note_off,,,,,0,0,1,,,0,79,64
9535,note_off,,,,,50,0,1,,,0,76,64
9537,note_on,,,,,2,0,1,,,0,78,32
9586,note_on,,,,,0,0,1,,,0,76,30
9586,note_off,,,,,49,0,1,,,0,78,64
9686,note_off,,,,,0,0,1,,,0,59,64
9686,note_off,,,,,100,0,1,,,0,71,64
9687,note_on,,,,,1,0,1,,,0,47,39
9785,note_off,,,,,98,0,1,,,0,76,64
9787,note_on,,,,,2,0,1,,,0,76,29
9887,note_off,,,,,100,0,1,,,0,47,64
9887,note_on,,,,,0,0,1,,,0,35,44
9986,note_off,,,,,99,0,1,,,0,76,64
9988,note_on,,,,,2,0,1,,,0,78,30
10087,note_off,,,,,99,0,1,,,0,35,64
10286,note_off,,,,,199,0,1,,,0,78,64
10288,note_on,,,,,0,0,1,,,0,71,44
10288,note_on,,,,,0,0,1,,,0,74,38
10288,note_on,,,,,2,0,1,,,0,83,55
10388,note_on,,,,,0,0,1,,,0,74,41
10388,note_on,,,,,0,0,1,,,0,78,44
10388,note_off,,,,,0,0,1,,,0,74,64
10388,note_off,,,,,100,0,1,,,0,71,64
10488,note_on,,,,,0,0,1,,,0,73,39
10488,note_off,,,,,100,0,1,,,0,74,64
10488,note_on,,,,,0,0,1,,,0,76,44
10488,note_off,,,,,0,0,1,,,0,78,64
10586,note_off,,,,,98,0,1,,,0,76,64
10586,note_off,,,,,0,0,1,,,0,73,64
10587,note_on,,,,,0,0,1,,,0,71,37
10587,note_on,,,,,1,0,1,,,0,74,40
10688,note_on,,,,,0,0,1,,,0,66,41
10688,note_on,,,,,0,0,1,,,0,73,40
10688,note_off,,,,,0,0,1,,,0,74,64
10688,note_off,,,,,101,0,1,,,0,71,64
10788,note_on,,,,,0,0,1,,,0,82,37
10788,note_off,,,,,0,0,1,,,0,83,64
10788,note_off,,,,,0,0,1,,,0,73,64
10788,note_off,,,,,100,0,1,,,0,66,64
10788,note_on,,,,,0,0,1,,,0,79,35
10788,note_on,,,,,0,0,1,,,0,76,37
10887,note_off,,,,,0,0,1,,,0,82,64
10887,note_off,,,,,99,0,1,,,0,76,64
10887,note_off,,,,,0,0,1,,,0,79,64
10888,note_on,,,,,1,0,1,,,0,78,33
10888,note_on,,,,,0,0,1,,,0,83,46
10888,note_on,,,,,0,0,1,,,0,74,36
10989,note_off,,,,,0,0,1,,,0,78,64
10989,note_off,,,,,101,0,1,,,0,74,64
10989,note_off,,,,,0,0,1,,,0,83,64
10990,note_on,,,,,1,0,1,,,0,82,39
10990,note_on,,,,,0,0,1,,,0,73,34
10990,note_on,,,,,0,0,1,,,0,76,30
11088,note_off,,,,,98,0,1,,,0,73,64
11088,note_on,,,,,0,0,1,,,0,71,43
11088,note_on,,,,,0,0,1,,,0,74,37
11088,note_on,,,,,0,0,1,,,0,83,55
11088,note_off,,,,,0,0,1,,,0,82,64
11088,note_off,,,,,0,0,1,,,0,76,64
11187,note_off,,,,,0,0,1,,,0,74,64
11187,note_off,,,,,99,0,1,,,0,71,64
11189,note_on,,,,,2,0,1,,,0,78,40
11189,note_on,,,,,0,0,1,,,0,74,40
11289,note_off,,,,,100,0,1,,,0,74,64
11289,note_off,,,,,0,0,1,,,0,78,64
11289,note_on,,,,,0,0,1,,,0,76,42
11289,note_on,,,,,0,0,1,,,0,73,36
11388,note_off,,,,,99,0,1,,,0,73,64
11388,note_off,,,,,0,0,1,,,0,76,64
11390,note_on,,,,,2,0,1,,,0,74,44
11390,note_on,,,,,0,0,1,,,0,71,34
11488,note_off,,,,,98,0,1,,,0,71,64
11488,note_off,,,,,0,0,1,,,0,74,64
11489,note_on,,,,,1,0,1,,,0,66,41
11489,note_on,,,,,0,0,1,,,0,73,41
11590,note_off,,,,,0,0,1,,,0,66,64
11590,note_on,,,,,0,0,1,,,0,76,39
11590,note_on,,,,,0,0,1,,,0,82,44
11590,note_off,,,,,101,0,1,,,0,83,64
11590,note_off,,,,,0,0,1,,,0,73,64
11590,note_on,,,,,0,0,1,,,0,79,41
11688,note_off,,,,,0,0,1,,,0,79,64
11688,note_off,,,,,0,0,1,,,0,82,64
11688,note_off,,,,,98,0,1,,,0,76,64
11689,note_on,,,,,0,0,1,,,0,83,51
11689,note_on,,,,,1,0,1,,,0,78,35
11689,note_on,,,,,0,0,1,,,0,74,37
11788,note_off,,,,,0,0,1,,,0,78,64
11788,note_off,,,,,0,0,1,,,0,83,64
11788,note_off,,,,,99,0,1,,,0,74,64
11789,note_on,,,,,0,0,1,,,0,73,36
11789,note_on,,,,,0,0,1,,,0,76,48
11789,note_on,,,,,1,0,1,,,0,82,50
11889,note_on,,,,,0,0,1,,,0,74,39
11889,note_on,,,,,0,0,1,,,0,71,41
11889,note_on,,,,,0,0,1,,,0,83,52
11889,note_off,,,,,0,0,1,,,0,82,64
11889,note_off,,,,,0,0,1,,,0,76,64
11889,note_off,,,,,100,0,1,,,0,73,64
11989,note_off,,,,,0,0,1,,,0,74,64
11989,note_off,,,,,100,0,1,,,0,71,64
11990,note_on,,,,,1,0,1,,,0,77,44
11991,note_on,,,,,1,0,1,,,0,74,37
12089,note_off,,,,,0,0,1,,,0,77,64
12089,note_off,,,,,0,0,1,,,0,83,64
12089,note_off,,,,,98,0,1,,,0,74,64
12090,note_on,,,,,1,0,1,,,0,81,54
12090,note_on,,,,,0,0,1,,,0,76,37
12090,note_on,,,,,0,0,1,,,0,72,35
12190,note_off,,,,,100,0,1,,,0,72,64
12190,note_off,,,,,0,0,1,,,0,76,64
12190,note_on,,,,,0,0,1,,,0,74,46
12190,note_on,,,,,0,0,1,,,0,71,33
12289,note_off,,,,,0,0,1,,,0,81,64
12289,note_off,,,,,99,0,1,,,0,71,64
12289,note_off,,,,,0,0,1,,,0,74,64
12290,note_on,,,,,1,0,1,,,0,71,35
12290,note_on,,,,,0,0,1,,,0,64,42
12389,note_off,,,,,99,0,1,,,0,64,64
12389,note_off,,,,,0,0,1,,,0,71,64
12390,note_on,,,,,1,0,1,,,0,74,39
12390,note_on,,,,,0,0,1,,,0,77,44
12390,note_on,,,,,0,0,1,,,0,80,44
12490,note_on,,,,,0,0,1,,,0,72,37
12490,note_on,,,,,0,0,1,,,0,76,36
12490,note_on,,,,,0,0,1,,,0,81,37
12490,note_off,,,,,0,0,1,,,0,74,64
12490,note_off,,,,,0,0,1,,,0,77,64
12490,note_off,,,,,100,0,1,,,0,80,64
12590,note_off,,,,,0,0,1,,,0,76,64
12590,note_off,,,,,100,0,1,,,0,72,64
12590,note_off,,,,,0,0,1,,,0,81,64
12591,note_on,,,,,1,0,1,,,0,80,41
12591,note_on,,,,,0,0,1,,,0,71,35
12591,note_on,,,,,0,0,1,,,0,74,39
12692,note_off,,,,,101,0,1,,,0,71,64
12692,note_on,,,,,0,0,1,,,0,69,42
12692,note_on,,,,,0,0,1,,,0,72,37
12692,note_on,,,,,0,0,1,,,0,81,55
12692,note_off,,,,,0,0,1,,,0,80,64
12692,note_off,,,,,0,0,1,,,0,74,64
12791,note_on,,,,,0,0,1,,,0,76,48
12791,note_off,,,,,0,0,1,,,0,72,64
12791,note_off,,,,,99,0,1,,,0,69,64
12791,note_on,,,,,0,0,1,,,0,72,40
12890,note_off,,,,,99,0,1,,,0,72,64
12890,note_off,,,,,0,0,1,,,0,76,64
12892,note_on,,,,,2,0,1,,,0,74,39
12892,note_on,,,,,0,0,1,,,0,71,36
12991,note_off,,,,,99,0,1,,,0,71,64
12992,note_on,,,,,0,0,1,,,0,69,34
12992,note_on,,,,,0,0,1,,,0,72,45
12992,note_off,,,,,1,0,1,,,0,74,64
13091,note_on,,,,,0,0,1,,,0,64,46
13091,note_on,,,,,0,0,1,,,0,71,41
13091,note_off,,,,,0,0,1,,,0,72,64
13091,note_off,,,,,99,0,1,,,0,69,64
13191,note_off,,,,,100,0,1,,,0,64,64
13191,note_off,,,,,0,0,1,,,0,71,64
13191,note_off,,,,,0,0,1,,,0,81,64
13192,note_on,,,,,1,0,1,,,0,80,40
13192,note_on,,,,,0,0,1,,,0,74,44
13192,note_on,,,,,0,0,1,,,0,77,35
13292,note_on,,,,,0,0,1,,,0,72,41
13292,note_on,,,,,0,0,1,,,0,81,45
13292,note_off,,,,,0,0,1,,,0,80,64
13292,note_off,,,,,0,0,1,,,0,77,64
13292,note_off,,,,,100,0,1,,,0,74,64
13292,note_on,,,,,0,0,1,,,0,76,41
13392,note_on,,,,,0,0,1,,,0,74,42
13392,note_on,,,,,0,0,1,,,0,80,42
13392,note_off,,,,,0,0,1,,,0,81,64
13392,note_off,,,,,0,0,1,,,0,76,64
13392,note_off,,,,,100,0,1,,,0,72,64
13392,note_on,,,,,0,0,1,,,0,71,40
13491,note_off,,,,,99,0,1,,,0,80,64
13491,note_off,,,,,0,0,1,,,0,74,64
13491,note_off,,,,,0,0,1,,,0,71,64
13492,note_on,,,,,1,0,1,,,0,81,55
13492,note_on,,,,,0,0,1,,,0,72,44
13492,note_on,,,,,0,0,1,,,0,69,45
13592,note_off,,,,,0,0,1,,,0,72,64
13592,note_off,,,,,100,0,1,,,0,69,64
13592,note_on,,,,,0,0,1,,,0,76,37
13592,note_on,,,,,0,0,1,,,0,72,40
13692,note_off,,,,,100,0,1,,,0,72,64
13692,note_off,,,,,0,0,1,,,0,76,64
13693,note_on,,,,,1,0,1,,,0,74,39
13693,note_on,,,,,0,0,1,,,0,71,39
13791,note_off,,,,,98,0,1,,,0,71,64
13791,note_off,,,,,0,0,1,,,0,74,64
13793,note_on,,,,,2,0,1,,,0,72,39
13793,note_on,,,,,0,0,1,,,0,69,35
13893,note_on,,,,,0,0,1,,,0,64,46
13893,note_on,,,,,0,0,1,,,0,71,37
13893,note_off,,,,,0,0,1,,,0,72,64
13893,note_off,,,,,100,0,1,,,0,69,64
13992,note_off,,,,,0,0,1,,,0,71,64
13992,note_off,,,,,0,0,1,,,0,81,64
13992,note_off,,,,,99,0,1,,,0,64,64
13993,note_on,,,,,0,0,1,,,0,74,40
13993,note_on,,,,,1,0,1,,,0,77,36
13993,note_on,,,,,0,0,1,,,0,80,41
14091,note_off,,,,,0,0,1,,,0,77,64
14091,note_off,,,,,0,0,1,,,0,80,64
14091,note_off,,,,,98,0,1,,,0,74,64
14092,note_on,,,,,0,0,1,,,0,72,39
14092,note_on,,,,,0,0,1,,,0,81,50
14092,note_on,,,,,1,0,1,,,0,76,44
14193,note_on,,,,,0,0,1,,,0,74,44
14193,note_off,,,,,0,0,1,,,0,76,64
14193,note_off,,,,,0,0,1,,,0,81,64
14193,note_off,,,,,101,0,1,,,0,72,64
14194,note_on,,,,,0,0,1,,,0,71,37
14194,note_on,,,,,1,0,1,,,0,83,50
14293,note_off,,,,,0,0,1,,,0,83,64
14293,note_off,,,,,0,0,1,,,0,74,64
14293,note_off,,,,,99,0,1,,,0,71,64
14294,note_on,,,,,1,0,1,,,0,69,42
14294,note_on,,,,,0,0,1,,,0,84,40
14392,note_off,,,,,98,0,1,,,0,84,64
14394,note_on,,,,,2,0,1,,,0,76,40
14494,note_on,,,,,0,0,1,,,0,75,38
14494,note_off,,,,,100,0,1,,,0,76,64
14494,note_off,,,,,0,0,1,,,0,69,64
14593,note_off,,,,,99,0,1,,,0,75,64
14595,note_on,,,,,2,0,1,,,0,76,50
14692,note_off,,,,,97,0,1,,,0,76,64
14694,note_on,,,,,2,0,1,,,0,84,42
14694,note_on,,,,,0,0,1,,,0,57,42
