tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
7680,note_on,,,,,307,0,2,,,,1,56,117
7885,note_off,,,,,205,0,2,,,,1,56,0
7936,note_on,,,,,0,0,1,,,,0,73,127
7936,note_off,,,,,256,0,1,,,,0,68,0
8192,note_on,,,,,0,0,1,,,,0,69,127
8192,note_off,,,,,256,0,1,,,,0,73,0
8192,note_on,,,,,307,0,2,,,,1,51,120
8397,note_off,,,,,205,0,2,,,,1,51,0
8448,note_on,,,,,0,0,1,,,,0,68,127
8448,note_off,,,,,256,0,1,,,,0,69,0
8704,note_off,,,,,256,0,1,,,,0,68,0
8704,note_on,,,,,0,0,1,,,,0,66,127
8704,note_on,,,,,307,0,2,,,,1,57,122
8909,note_off,,,,,205,0,2,,,,1,57,0
8960,note_off,,,,,256,0,1,,,,0,66,0
8960,note_on,,,,,0,0,1,,,,0,73,127
9216,note_on,,,,,307,0,2,,,,1,51,125
9216,note_off,,,,,256,0,1,,,,0,73,0
9216,note_on,,,,,0,0,1,,,,0,72,127
9421,note_off,,,,,205,0,2,,,,1,51,0
9472,note_on,,,,,0,0,1,,,,0,66,127
9472,note_off,,,,,256,0,1,,,,0,72,0
9728,note_on,,,,,0,0,1,,,,0,68,127
9728,note_on,,,,,307,0,2,,,,1,56,127
9728,note_off,,,,,256,0,1,,,,0,66,0
9933,note_off,,,,,205,0,2,,,,1,56,0
9984,note_off,,,,,256,0,1,,,,0,68,0
9984,note_on,,,,,0,0,1,,,,0,72,127
10240,note_off,,,,,256,0,1,,,,0,72,0
10240,note_on,,,,,0,0,1,,,,0,73,127
10240,note_on,,,,,307,0,2,,,,1,49,127
10445,note_off,,,,,205,0,2,,,,1,49,0
10496,note_off,,,,,256,0,1,,,,0,73,0
10496,note_on,,,,,0,0,1,,,,0,64,127
10752,note_off,,,,,256,0,1,,,,0,64,0
10752,note_on,,,,,307,0,2,,,,1,61,127
10752,note_on,,,,,0,0,1,,,,0,68,127
10957,note_off,,,,,205,0,2,,,,1,61,0
11008,note_off,,,,,256,0,1,,,,0,68,0
11008,note_on,,,,,0,0,1,,,,0,73,127
11264,note_on,,,,,307,0,2,,,,1,49,127
11264,note_off,,,,,256,0,1,,,,0,73,0
11264,note_on,,,,,0,0,1,,,,0,76,127
11469,note_off,,,,,205,0,2,,,,1,49,0
11520,note_on,,,,,0,0,1,,,,0,68,127
11520,note_off,,,,,256,0,1,,,,0,76,0
11776,note_on,,,,,307,0,2,,,,1,59,127
11776,note_on,,,,,0,0,1,,,,0,76,127
11776,note_off,,,,,256,0,1,,,,0,68,0
11981,note_off,,,,,205,0,2,,,,1,59,0
12032,note_on,,,,,0,0,1,,,,0,80,127
12032,note_off,,,,,256,0,1,,,,0,76,0
12288,note_on,,,,,307,0,2,,,,1,54,127
12288,note_off,,,,,256,0,1,,,,0,80,0
12288,note_on,,,,,0,0,1,,,,0,76,127
12493,note_off,,,,,205,0,2,,,,1,54,0
12544,note_on,,,,,0,0,1,,,,0,68,127
12544,note_off,,,,,256,0,1,,,,0,76,0
12800,note_on,,,,,0,0,1,,,,0,76,127
12800,note_off,,,,,256,0,1,,,,0,68,0
12800,note_on,,,,,307,0,2,,,,1,57,127
13005,note_off,,,,,205,0,2,,,,1,57,0
13056,note_on,,,,,0,0,1,,,,0,80,127
13056,note_off,,,,,256,0,1,,,,0,76,0
13312,note_on,,,,,0,0,1,,,,0,74,127
13312,note_off,,,,,256,0,1,,,,0,80,0
13312,note_on,,,,,307,0,2,,,,1,54,127
13517,note_off,,,,,205,0,2,,,,1,54,0
13568,note_off,,,,,256,0,1,,,,0,74,0
13568,note_on,,,,,0,0,1,,,,0,78,127
13824,note_on,,,,,307,0,2,,,,1,57,127
13824,note_on,,,,,0,0,1,,,,0,73,127
13824,note_off,,,,,256,0,1,,,,0,78,0
14029,note_off,,,,,205,0,2,,,,1,57,0
14080,note_on,,,,,0,0,1,,,,0,76,127
14080,note_off,,,,,256,0,1,,,,0,73,0
14336,note_on,,,,,0,0,1,,,,0,72,127
14336,note_off,,,,,256,0,1,,,,0,76,0
14336,note_on,,,,,307,0,2,,,,1,45,122
14541,note_off,,,,,205,0,2,,,,1,45,0
14592,note_on,,,,,0,0,1,,,,0,75,127
14592,note_off,,,,,256,0,1,,,,0,72,0
14848,note_on,,,,,0,0,1,,,,0,73,127
14848,note_on,,,,,307,0,2,,,,1,54,117
14848,note_off,,,,,256,0,1,,,,0,75,0
15053,note_off,,,,,205,0,2,,,,1,54,0
15104,note_off,,,,,256,0,1,,,,0,73,0
15104,note_on,,,,,0,0,1,,,,0,76,127
15360,note_on,,,,,307,0,2,,,,1,44,110
15360,note_on,,,,,0,0,1,,,,0,75,125
15360,note_off,,,,,256,0,1,,,,0,76,0
15565,note_off,,,,,205,0,2,,,,1,44,0
15616,note_on,,,,,0,0,1,,,,0,78,123
15616,note_off,,,,,256,0,1,,,,0,75,0
15872,note_off,,,,,256,0,1,,,,0,78,0
15872,note_on,,,,,307,0,2,,,,1,56,106
15872,note_on,,,,,0,0,1,,,,0,72,121
16077,note_off,,,,,205,0,2,,,,1,56,0
16128,note_on,,,,,0,0,1,,,,0,75,119
16128,note_off,,,,,256,0,1,,,,0,72,0
16384,note_on,,,,,307,0,2,,,,1,49,102
16384,note_on,,,,,0,0,1,,,,0,76,117
16384,note_off,,,,,256,0,1,,,,0,75,0
16589,note_off,,,,,205,0,2,,,,1,49,0
16640,note_off,,,,,256,0,1,,,,0,76,0
16640,note_on,,,,,0,0,1,,,,0,73,114
16896,note_on,,,,,0,0,1,,,,0,71,112
16896,note_on,,,,,307,0,2,,,,1,51,97
16896,note_off,,,,,256,0,1,,,,0,73,0
17101,note_off,,,,,205,0,2,,,,1,51,0
17152,note_off,,,,,256,0,1,,,,0,71,0
17152,note_on,,,,,0,0,1,,,,0,69,110
17408,note_on,,,,,0,0,1,,,,0,68,108
17408,note_on,,,,,307,0,2,,,,1,52,93
17408,note_off,,,,,256,0,1,,,,0,69,0
17613,note_off,,,,,205,0,2,,,,1,52,0
17664,note_on,,,,,0,0,1,,,,0,66,106
17664,note_off,,,,,256,0,1,,,,0,68,0
17920,note_on,,,,,307,0,2,,,,1,56,89
17920,note_off,,,,,256,0,1,,,,0,66,0
17920,note_on,,,,,0,0,1,,,,0,64,104
18125,note_off,,,,,205,0,2,,,,1,56,0
18176,note_on,,,,,0,0,1,,,,0,63,102
18176,note_off,,,,,256,0,1,,,,0,64,0
18432,note_on,,,,,307,0,2,,,,1,49,49
18432,note_on,,,,,0,0,1,,,,0,64,64
18432,note_off,,,,,256,0,1,,,,0,63,0
18637,note_off,,,,,205,0,2,,,,1,49,0
18688,note_on,,,,,0,0,1,,,,0,61,66
18688,note_off,,,,,256,0,1,,,,0,64,0
18944,note_off,,,,,256,0,1,,,,0,61,0
18944,note_on,,,,,0,0,1,,,,0,64,67
18944,note_on,,,,,307,0,2,,,,1,56,52
19149,note_off,,,,,205,0,2,,,,1,56,0
19200,note_off,,,,,256,0,1,,,,0,64,0
19200,note_on,,,,,0,0,1,,,,0,68,68
19456,note_on,,,,,0,0,1,,,,0,64,69
19456,note_on,,,,,307,0,2,,,,1,49,54
19456,note_off,,,,,256,0,1,,,,0,68,0
19661,note_off,,,,,205,0,2,,,,1,49,0
19712,note_on,,,,,0,0,1,,,,0,61,70
19712,note_off,,,,,256,0,1,,,,0,64,0
19968,note_on,,,,,307,0,2,,,,1,57,57
19968,note_on,,,,,0,0,1,,,,0,64,72
19968,note_off,,,,,256,0,1,,,,0,61,0
20173,note_off,,,,,205,0,2,,,,1,57,0
20224,note_on,,,,,0,0,1,,,,0,69,73
20224,note_off,,,,,256,0,1,,,,0,64,0
20480,note_on,,,,,0,0,1,,,,0,63,74
20480,note_off,,,,,256,0,1,,,,0,69,0
20480,note_on,,,,,307,0,2,,,,1,47,59
20685,note_off,,,,,205,0,2,,,,1,47,0
20736,note_off,,,,,256,0,1,,,,0,63,0
20736,note_on,,,,,0,0,1,,,,0,59,75
20992,note_off,,,,,256,0,1,,,,0,59,0
20992,note_on,,,,,0,0,1,,,,0,63,77
20992,note_on,,,,,307,0,2,,,,1,57,62
21197,note_off,,,,,205,0,2,,,,1,57,0
21248,note_on,,,,,0,0,1,,,,0,69,78
21248,note_off,,,,,256,0,1,,,,0,63,0
21504,note_on,,,,,307,0,2,,,,1,47,64
21504,note_on,,,,,0,0,1,,,,0,63,79
21504,note_off,,,,,256,0,1,,,,0,69,0
21709,note_off,,,,,205,0,2,,,,1,47,0
21760,note_on,,,,,0,0,1,,,,0,59,80
21760,note_off,,,,,256,0,1,,,,0,63,0
22016,note_on,,,,,307,0,2,,,,1,56,68
22016,note_off,,,,,256,0,1,,,,0,59,0
22016,note_on,,,,,0,0,1,,,,0,63,83
22221,note_off,,,,,205,0,2,,,,1,56,0
22272,note_off,,,,,256,0,1,,,,0,63,0
22272,note_on,,,,,0,0,1,,,,0,68,83
22528,note_off,,,,,256,0,1,,,,0,68,0
22528,note_on,,,,,307,0,2,,,,1,52,69
22528,note_on,,,,,0,0,1,,,,0,68,84
22733,note_off,,,,,205,0,2,,,,1,52,0
22784,note_off,,,,,256,0,1,,,,0,68,0
22784,note_on,,,,,0,0,1,,,,0,61,86
23040,note_on,,,,,307,0,2,,,,1,56,72
23040,note_off,,,,,256,0,1,,,,0,61,0
23040,note_on,,,,,0,0,1,,,,0,68,87
23245,note_off,,,,,205,0,2,,,,1,56,0
23296,note_off,,,,,256,0,1,,,,0,68,0
23296,note_on,,,,,0,0,1,,,,0,73,89
23552,note_on,,,,,0,0,1,,,,0,66,90
23552,note_off,,,,,256,0,1,,,,0,73,0
23552,note_on,,,,,307,0,2,,,,1,45,75
23757,note_off,,,,,205,0,2,,,,1,45,0
23808,note_off,,,,,256,0,1,,,,0,66,0
23808,note_on,,,,,0,0,1,,,,0,63,91
24064,note_off,,,,,256,0,1,,,,0,63,0
24064,note_on,,,,,0,0,1,,,,0,66,93
24064,note_on,,,,,307,0,2,,,,1,57,78
24269,note_off,,,,,205,0,2,,,,1,57,0
24320,note_on,,,,,0,0,1,,,,0,73,94
24320,note_off,,,,,256,0,1,,,,0,66,0
24576,note_on,,,,,307,0,2,,,,1,44,81
24576,note_off,,,,,256,0,1,,,,0,73,0
24576,note_on,,,,,0,0,1,,,,0,68,96
24781,note_off,,,,,205,0,2,,,,1,44,0
24832,note_on,,,,,0,0,1,,,,0,64,97
24832,note_off,,,,,256,0,1,,,,0,68,0
25088,note_on,,,,,307,0,2,,,,1,59,83
25088,note_off,,,,,256,0,1,,,,0,64,0
25088,note_on,,,,,0,0,1,,,,0,68,98
25293,note_off,,,,,205,0,2,,,,1,59,0
25344,note_off,,,,,256,0,1,,,,0,68,0
25344,note_on,,,,,0,0,1,,,,0,73,101
25600,note_on,,,,,0,0,1,,,,0,68,103
25600,note_on,,,,,307,0,2,,,,1,56,88
25600,note_off,,,,,256,0,1,,,,0,73,0
25805,note_off,,,,,205,0,2,,,,1,56,0
25856,note_off,,,,,256,0,1,,,,0,68,0
25856,note_on,,,,,0,0,1,,,,0,64,103
26112,note_on,,,,,307,0,2,,,,1,59,90
26112,note_off,,,,,256,0,1,,,,0,64,0
26112,note_on,,,,,0,0,1,,,,0,68,105
26317,note_off,,,,,205,0,2,,,,1,59,0
26368,note_on,,,,,0,0,1,,,,0,71,106
26368,note_off,,,,,256,0,1,,,,0,68,0
26624,note_on,,,,,0,0,1,,,,0,67,108
26624,note_off,,,,,256,0,1,,,,0,71,0
26624,note_on,,,,,307,0,2,,,,1,49,93
26829,note_off,,,,,205,0,2,,,,1,49,0
26880,note_on,,,,,0,0,1,,,,0,64,109
26880,note_off,,,,,256,0,1,,,,0,67,0
27136,note_on,,,,,307,0,2,,,,1,52,95
27136,note_off,,,,,256,0,1,,,,0,64,0
27136,note_on,,,,,0,0,1,,,,0,67,110
27341,note_off,,,,,205,0,2,,,,1,52,0
27392,note_on,,,,,0,0,1,,,,0,70,112
27392,note_off,,,,,256,0,1,,,,0,67,0
27648,note_off,,,,,256,0,1,,,,0,70,0
27648,note_on,,,,,307,0,2,,,,1,48,100
27648,note_on,,,,,0,0,1,,,,0,76,115
27853,note_off,,,,,205,0,2,,,,1,48,0
27904,note_off,,,,,256,0,1,,,,0,76,0
27904,note_on,,,,,0,0,1,,,,0,70,115
28160,note_off,,,,,256,0,1,,,,0,70,0
28160,note_on,,,,,0,0,1,,,,0,76,117
28160,note_on,,,,,307,0,2,,,,1,58,102
28365,note_off,,,,,205,0,2,,,,1,58,0
28416,note_off,,,,,256,0,1,,,,0,76,0
28416,note_on,,,,,0,0,1,,,,0,79,118
28672,note_on,,,,,0,0,1,,,,0,75,120
28672,note_on,,,,,307,0,2,,,,1,47,105
28672,note_off,,,,,256,0,1,,,,0,79,0
28877,note_off,,,,,205,0,2,,,,1,47,0
28928,note_on,,,,,0,0,1,,,,0,79,117
28928,note_off,,,,,256,0,1,,,,0,75,0
29184,note_on,,,,,0,0,1,,,,0,75,115
29184,note_on,,,,,307,0,2,,,,1,59,100
29184,note_off,,,,,256,0,1,,,,0,79,0
29389,note_off,,,,,205,0,2,,,,1,59,0
29440,note_on,,,,,0,0,1,,,,0,78,112
29440,note_off,,,,,256,0,1,,,,0,75,0
29696,note_on,,,,,307,0,2,,,,1,48,94
29696,note_on,,,,,0,0,1,,,,0,69,109
29696,note_off,,,,,256,0,1,,,,0,78,0
29901,note_off,,,,,205,0,2,,,,1,48,0
29952,note_on,,,,,0,0,1,,,,0,76,108
29952,note_off,,,,,256,0,1,,,,0,69,0
30208,note_off,,,,,256,0,1,,,,0,76,0
30208,note_on,,,,,0,0,1,,,,0,69,104
30208,note_on,,,,,307,0,2,,,,1,54,89
30413,note_off,,,,,205,0,2,,,,1,54,0
30464,note_on,,,,,0,0,1,,,,0,75,103
30464,note_off,,,,,256,0,1,,,,0,69,0
30720,note_on,,,,,307,0,2,,,,1,49,85
30720,note_off,,,,,256,0,1,,,,0,75,0
30720,note_on,,,,,0,0,1,,,,0,69,100
30925,note_off,,,,,205,0,2,,,,1,49,0
30976,note_off,,,,,256,0,1,,,,0,69,0
30976,note_on,,,,,0,0,1,,,,0,78,97
31232,note_off,,,,,256,0,1,,,,0,78,0
31232,note_on,,,,,0,0,1,,,,0,68,95
31232,note_on,,,,,307,0,2,,,,1,52,80
31437,note_off,,,,,205,0,2,,,,1,52,0
31488,note_on,,,,,0,0,1,,,,0,76,93
31488,note_off,,,,,256,0,1,,,,0,68,0
31744,note_on,,,,,0,0,1,,,,0,64,90
31744,note_on,,,,,307,0,2,,,,1,45,75
31744,note_off,,,,,256,0,1,,,,0,76,0
31949,note_off,,,,,205,0,2,,,,1,45,0
32000,note_off,,,,,256,0,1,,,,0,64,0
32000,note_on,,,,,0,0,1,,,,0,73,87
32256,note_off,,,,,256,0,1,,,,0,73,0
32256,note_on,,,,,0,0,1,,,,0,61,85
32256,note_on,,,,,307,0,2,,,,1,54,70
32461,note_off,,,,,205,0,2,,,,1,54,0
32512,note_off,,,,,256,0,1,,,,0,61,0
32512,note_on,,,,,0,0,1,,,,0,69,83
32768,note_off,,,,,256,0,1,,,,0,69,0
32768,note_on,,,,,307,0,2,,,,1,47,66
32768,note_on,,,,,0,0,1,,,,0,59,81
32973,note_off,,,,,205,0,2,,,,1,47,0
33024,note_on,,,,,0,0,1,,,,0,68,78
33024,note_off,,,,,256,0,1,,,,0,59,0
33280,note_on,,,,,0,0,1,,,,0,64,76
33280,note_on,,,,,307,0,2,,,,1,56,61
33280,note_off,,,,,256,0,1,,,,0,68,0
33485,note_off,,,,,205,0,2,,,,1,56,0
33536,note_off,,,,,256,0,1,,,,0,64,0
33536,note_on,,,,,0,0,1,,,,0,71,74
33792,note_on,,,,,307,0,2,,,,1,47,57
33792,note_off,,,,,256,0,1,,,,0,71,0
33792,note_on,,,,,0,0,1,,,,0,59,72
33997,note_off,,,,,205,0,2,,,,1,47,0
34048,note_off,,,,,256,0,1,,,,0,59,0
34048,note_on,,,,,0,0,1,,,,0,69,70
34304,note_on,,,,,307,0,2,,,,1,57,53
34304,note_off,,,,,256,0,1,,,,0,69,0
34304,note_on,,,,,0,0,1,,,,0,63,68
34509,note_off,,,,,205,0,2,,,,1,57,0
34560,note_off,,,,,256,0,1,,,,0,63,0
34560,note_on,,,,,0,0,1,,,,0,71,66
34816,note_on,,,,,307,0,2,,,,1,47,49
34816,note_off,,,,,256,0,1,,,,0,71,0
34816,note_on,,,,,0,0,1,,,,0,69,64
34816,note_on,,,,,0,0,1,,,,0,69,64
35072,note_on,,,,,0,0,1,,,,0,63,66
35072,note_off,,,,,256,0,1,,,,0,69,0
35328,note_on,,,,,0,0,1,,,,0,59,68
35328,note_off,,,,,512,0,2,,,,1,47,0
35328,note_on,,,,,0,0,2,,,,1,54,53
35328,note_off,,,,,256,0,1,,,,0,63,0
35533,note_off,,,,,205,0,2,,,,1,54,0
35584,note_off,,,,,256,0,1,,,,0,59,0
35584,note_on,,,,,0,0,1,,,,0,69,70
35584,note_on,,,,,0,0,1,,,,0,69,64
35584,note_off,,,,,0,0,1,,,,0,69,0
35840,note_on,,,,,307,0,2,,,,1,52,57
35840,note_off,,,,,0,0,1,,,,0,69,0
35840,note_on,,,,,0,0,1,,,,0,68,72
35840,note_off,,,,,256,0,1,,,,0,69,0
36045,note_off,,,,,205,0,2,,,,1,52,0
36096,note_on,,,,,0,0,1,,,,0,64,74
36096,note_off,,,,,256,0,1,,,,0,68,0
36352,note_on,,,,,0,0,1,,,,0,68,76
36352,note_on,,,,,307,0,2,,,,1,54,61
36352,note_off,,,,,256,0,1,,,,0,64,0
36557,note_off,,,,,205,0,2,,,,1,54,0
36608,note_on,,,,,0,0,1,,,,0,69,78
36608,note_off,,,,,256,0,1,,,,0,68,0
36864,note_on,,,,,307,0,2,,,,1,56,65
36864,note_on,,,,,0,0,1,,,,0,71,80
36864,note_off,,,,,256,0,1,,,,0,69,0
37069,note_off,,,,,205,0,2,,,,1,56,0
37120,note_on,,,,,0,0,1,,,,0,68,82
37120,note_off,,,,,256,0,1,,,,0,71,0
37376,note_on,,,,,0,0,1,,,,0,71,84
37376,note_off,,,,,256,0,1,,,,0,68,0
37376,note_on,,,,,307,0,2,,,,1,59,69
37581,note_off,,,,,205,0,2,,,,1,59,0
37632,note_off,,,,,256,0,1,,,,0,71,0
37632,note_on,,,,,0,0,1,,,,0,80,86
37888,note_on,,,,,0,0,1,,,,0,71,88
37888,note_on,,,,,307,0,2,,,,1,56,73
37888,note_off,,,,,256,0,1,,,,0,80,0
38093,note_off,,,,,205,0,2,,,,1,56,0
38144,note_off,,,,,256,0,1,,,,0,71,0
38144,note_on,,,,,0,0,1,,,,0,80,90
38400,note_off,,,,,256,0,1,,,,0,80,0
38400,note_on,,,,,0,0,1,,,,0,72,92
38400,note_on,,,,,307,0,2,,,,1,64,77
38605,note_off,,,,,205,0,2,,,,1,64,0
38656,note_off,,,,,256,0,1,,,,0,72,0
38656,note_on,,,,,0,0,1,,,,0,76,94
38912,note_off,,,,,256,0,1,,,,0,76,0
38912,note_on,,,,,0,0,1,,,,0,73,96
38912,note_on,,,,,307,0,2,,,,1,57,81
39117,note_off,,,,,205,0,2,,,,1,57,0
39168,note_off,,,,,256,0,1,,,,0,73,0
39168,note_on,,,,,0,0,1,,,,0,64,94
39424,note_on,,,,,307,0,2,,,,1,45,77
39424,note_off,,,,,256,0,1,,,,0,64,0
39424,note_on,,,,,0,0,1,,,,0,73,92
39629,note_off,,,,,205,0,2,,,,1,45,0
39680,note_off,,,,,256,0,1,,,,0,73,0
39680,note_on,,,,,0,0,1,,,,0,76,90
39936,note_on,,,,,307,0,2,,,,1,47,73
39936,note_on,,,,,0,0,1,,,,0,71,88
39936,note_off,,,,,256,0,1,,,,0,76,0
40141,note_off,,,,,205,0,2,,,,1,47,0
40192,note_on,,,,,0,0,1,,,,0,75,86
40192,note_off,,,,,256,0,1,,,,0,71,0
40448,note_on,,,,,0,0,1,,,,0,69,84
40448,note_on,,,,,307,0,2,,,,1,49,69
40448,note_off,,,,,256,0,1,,,,0,75,0
40653,note_off,,,,,205,0,2,,,,1,49,0
40704,note_off,,,,,256,0,1,,,,0,69,0
40704,note_on,,,,,0,0,1,,,,0,73,82
40960,note_on,,,,,307,0,2,,,,1,47,65
40960,note_off,,,,,256,0,1,,,,0,73,0
40960,note_on,,,,,0,0,1,,,,0,68,80
41165,note_off,,,,,205,0,2,,,,1,47,0
41216,note_on,,,,,0,0,1,,,,0,59,78
41216,note_off,,,,,256,0,1,,,,0,68,0
41472,note_on,,,,,0,0,1,,,,0,68,76
41472,note_off,,,,,256,0,1,,,,0,59,0
41472,note_on,,,,,307,0,2,,,,1,52,61
41677,note_off,,,,,205,0,2,,,,1,52,0
41728,note_on,,,,,0,0,1,,,,0,71,74
41728,note_off,,,,,256,0,1,,,,0,68,0
41984,note_on,,,,,307,0,2,,,,1,47,57
41984,note_on,,,,,0,0,1,,,,0,64,72
41984,note_off,,,,,256,0,1,,,,0,71,0
42189,note_off,,,,,205,0,2,,,,1,47,0
42240,note_on,,,,,0,0,1,,,,0,58,70
42240,note_off,,,,,256,0,1,,,,0,64,0
42496,note_on,,,,,307,0,2,,,,1,55,53
42496,note_off,,,,,256,0,1,,,,0,58,0
42496,note_on,,,,,0,0,1,,,,0,64,68
42701,note_off,,,,,205,0,2,,,,1,55,0
42752,note_on,,,,,0,0,1,,,,0,73,66
42752,note_off,,,,,256,0,1,,,,0,64,0
43008,note_on,,,,,0,0,1,,,,0,66,64
43008,note_off,,,,,256,0,1,,,,0,73,0
43008,note_on,,,,,307,0,2,,,,1,47,49
43213,note_off,,,,,205,0,2,,,,1,47,0
43264,note_on,,,,,0,0,1,,,,0,57,64
43264,note_off,,,,,256,0,1,,,,0,66,0
43520,note_on,,,,,0,0,1,,,,0,66,64
43520,note_off,,,,,256,0,1,,,,0,57,0
43520,note_on,,,,,307,0,2,,,,1,52,49
43725,note_off,,,,,205,0,2,,,,1,52,0
43776,note_on,,,,,0,0,1,,,,0,71,64
43776,note_off,,,,,256,0,1,,,,0,66,0
44032,note_off,,,,,256,0,1,,,,0,71,0
44032,note_on,,,,,0,0,1,,,,0,66,64
44032,note_on,,,,,307,0,2,,,,1,47,49
44237,note_off,,,,,205,0,2,,,,1,47,0
44288,note_off,,,,,256,0,1,,,,0,66,0
44288,note_on,,,,,0,0,1,,,,0,57,64
44544,note_on,,,,,307,0,2,,,,1,51,49
44544,note_off,,,,,256,0,1,,,,0,57,0
44544,note_on,,,,,0,0,1,,,,0,66,64
44749,note_off,,,,,205,0,2,,,,1,51,0
44800,note_off,,,,,256,0,1,,,,0,66,0
44800,note_on,,,,,0,0,1,,,,0,71,64
45056,note_on,,,,,307,0,2,,,,1,52,64
45056,note_off,,,,,256,0,1,,,,0,71,0
45056,note_on,,,,,0,0,1,,,,0,64,64
45312,note_off,,,,,256,0,1,,,,0,64,0
45312,note_on,,,,,0,0,1,,,,0,56,64
45568,note_off,,,,,512,0,2,,,,1,52,0
45568,note_off,,,,,256,0,1,,,,0,56,0
45568,note_on,,,,,0,0,1,,,,0,64,64
45824,note_off,,,,,256,0,1,,,,0,64,0
45824,note_on,,,,,0,0,1,,,,0,68,64
46080,note_off,,,,,256,0,1,,,,0,68,0
46080,note_on,,,,,512,0,2,,,,1,47,64
46336,note_on,,,,,0,0,2,,,,1,40,64
46336,note_off,,,,,256,0,2,,,,1,47,0
46592,note_on,,,,,0,0,2,,,,1,47,64
46592,note_off,,,,,256,0,2,,,,1,40,0
46848,note_on,,,,,0,0,2,,,,1,52,64
