tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,key,control,value,channel,program,note,velocity
11485,note_off,125,0,2,,,,,,,,,1,,60,80
11499,note_off,3811,0,11,,,,,,,,,11,,69,57
11499,note_off,39,0,6,,,,,,,,,11,,65,60
11499,note_off,199,0,8,,,,,,,,,6,,65,50
11500,control_change,0,0,4,,,,,,,7,45,12,,,
11500,control_change,20,0,4,,,,,,,7,46,12,,,
11520,note_on,5920,0,9,,,,,,,,,7,,77,100
11520,note_on,0,0,5,,,,,,,,,3,,41,83
11520,control_change,20,0,4,,,,,,,7,48,12,,,
11520,note_on,699,0,3,,,,,,,,,0,,65,77
11520,note_off,120,0,5,,,,,,,,,3,,41,83
11520,note_on,0,0,7,,,,,,,,,4,,29,105
11520,note_off,960,0,7,,,,,,,,,4,,29,105
11540,control_change,20,0,4,,,,,,,7,49,12,,,
11560,control_change,20,0,4,,,,,,,7,51,12,,,
11600,control_change,40,0,4,,,,,,,7,52,12,,,
11660,control_change,60,0,4,,,,,,,7,53,12,,,
11680,note_on,195,0,1,,,,,,,,,2,,57,80
11680,note_on,195,0,2,,,,,,,,,1,,60,80
11700,control_change,40,0,4,,,,,,,7,55,12,,,
11720,control_change,20,0,4,,,,,,,7,56,12,,,
11760,control_change,40,0,4,,,,,,,7,58,12,,,
11800,control_change,40,0,4,,,,,,,7,59,12,,,
11805,note_off,125,0,1,,,,,,,,,2,,57,80
11805,note_off,125,0,2,,,,,,,,,1,,60,80
11820,control_change,20,0,4,,,,,,,7,61,12,,,
11840,note_on,35,0,1,,,,,,,,,2,,60,80
11840,note_on,35,0,2,,,,,,,,,1,,65,80
11940,control_change,120,0,4,,,,,,,7,62,12,,,
11960,control_change,20,0,4,,,,,,,7,63,12,,,
11965,note_off,125,0,2,,,,,,,,,1,,65,80
11965,note_off,125,0,1,,,,,,,,,2,,60,80
12000,note_on,35,0,2,,,,,,,,,1,,69,80
12000,control_change,501,0,6,,,,,,,7,74,11,,,
12000,note_on,35,0,1,,,,,,,,,2,,65,80
12000,control_change,501,0,8,,,,,,,7,27,6,,,
12040,control_change,40,0,8,,,,,,,7,28,6,,,
12040,control_change,40,0,6,,,,,,,7,77,11,,,
12060,control_change,20,0,6,,,,,,,7,82,11,,,
12060,control_change,20,0,8,,,,,,,7,30,6,,,
12080,control_change,120,0,4,,,,,,,7,65,12,,,
12080,control_change,20,0,8,,,,,,,7,31,6,,,
12080,control_change,20,0,6,,,,,,,7,85,11,,,
12120,control_change,40,0,8,,,,,,,7,33,6,,,
12120,control_change,40,0,6,,,,,,,7,90,11,,,
12125,note_off,125,0,1,,,,,,,,,2,,65,80
12125,note_off,125,0,2,,,,,,,,,1,,69,80
12140,control_change,60,0,4,,,,,,,7,66,12,,,
12160,note_on,35,0,1,,,,,,,,,2,,60,80
12160,control_change,40,0,6,,,,,,,7,93,11,,,
12160,control_change,40,0,8,,,,,,,7,34,6,,,
12160,note_on,35,0,2,,,,,,,,,1,,65,80
12180,control_change,20,0,8,,,,,,,7,35,6,,,
12180,control_change,20,0,6,,,,,,,7,96,11,,,
12220,control_change,40,0,8,,,,,,,7,37,6,,,
12220,control_change,40,0,6,,,,,,,7,101,11,,,
12285,note_off,125,0,1,,,,,,,,,2,,60,80
12285,note_off,125,0,2,,,,,,,,,1,,65,80
12300,control_change,160,0,4,,,,,,,7,68,12,,,
12320,note_on,35,0,1,,,,,,,,,2,,57,80
12320,note_on,35,0,2,,,,,,,,,1,,60,80
12340,control_change,40,0,4,,,,,,,7,69,12,,,
12360,control_change,840,0,9,,,,,,,7,73,7,,,
12380,control_change,60,0,1,,,,,,,7,63,2,,,
12400,control_change,60,0,4,,,,,,,7,71,12,,,
12420,control_change,60,0,9,,,,,,,7,74,7,,,
12440,control_change,60,0,1,,,,,,,7,61,2,,,
12445,note_off,5,0,1,,,,,,,,,2,,57,80
12445,note_off,125,0,2,,,,,,,,,1,,60,80
12462,note_off,2002,0,12,,,,,,,,,10,,60,76
12480,control_change,960,0,5,,,,,,,7,75,3,,,
12480,control_change,260,0,6,,,,,,,7,100,11,,,
12480,note_on,80,0,4,,,,,,,,,12,,71,110
12480,note_on,0,0,5,,,,,,,,,3,,38,83
12480,note_off,0,0,5,,,,,,,,,3,,41,83
12480,note_on,0,0,7,,,,,,,,,4,,38,105
12480,note_off,960,0,7,,,,,,,,,4,,29,105
12483,note_off,3,0,4,,,,,,,,,12,,69,58
12501,note_on,39,0,12,,,,,,,,,10,,65,71
12520,control_change,100,0,9,,,,,,,7,75,7,,,
12560,control_change,80,0,5,,,,,,,7,78,3,,,
12580,control_change,60,0,9,,,,,,,7,77,7,,,
12600,control_change,40,0,5,,,,,,,7,79,3,,,
12600,control_change,155,0,1,,,,,,,7,60,2,,,
12620,control_change,20,0,5,,,,,,,7,80,3,,,
12640,note_on,195,0,2,,,,,,,,,1,,59,80
12640,control_change,60,0,9,,,,,,,7,78,7,,,
12640,note_on,40,0,1,,,,,,,,,2,,57,80
12660,control_change,440,0,8,,,,,,,7,35,6,,,
12700,control_change,80,0,5,,,,,,,7,83,3,,,
12720,control_change,80,0,9,,,,,,,7,81,7,,,
12720,control_change,0,0,9,,,,,,,7,80,7,,,
12720,control_change,60,0,8,,,,,,,7,34,6,,,
12720,control_change,80,0,1,,,,,,,7,58,2,,,
12740,control_change,20,0,8,,,,,,,7,33,6,,,
12760,control_change,60,0,5,,,,,,,7,84,3,,,
12765,note_off,125,0,2,,,,,,,,,1,,59,80
12765,note_off,45,0,1,,,,,,,,,2,,57,80
12780,control_change,300,0,6,,,,,,,7,101,11,,,
12800,control_change,60,0,8,,,,,,,7,31,6,,,
12800,note_on,35,0,2,,,,,,,,,1,,65,80
12800,note_on,35,0,1,,,,,,,,,2,,59,80
12820,control_change,100,0,9,,,,,,,7,83,7,,,
12820,control_change,60,0,5,,,,,,,7,86,3,,,
12820,control_change,319,0,12,,,,,,,7,49,10,,,
12860,control_change,40,0,9,,,,,,,7,84,7,,,
12860,control_change,60,0,8,,,,,,,7,30,6,,,
12860,control_change,377,0,4,,,,,,,7,69,12,,,
12900,control_change,40,0,4,,,,,,,7,68,12,,,
12900,control_change,40,0,8,,,,,,,7,28,6,,,
12900,control_change,80,0,12,,,,,,,7,51,10,,,
12920,control_change,100,0,5,,,,,,,7,88,3,,,
12920,control_change,20,0,4,,,,,,,7,66,12,,,
12925,note_off,125,0,1,,,,,,,,,2,,59,80
12925,note_off,125,0,2,,,,,,,,,1,,65,80
12940,control_change,160,0,6,,,,,,,7,100,11,,,
12940,control_change,40,0,12,,,,,,,7,52,10,,,
12940,control_change,80,0,9,,,,,,,7,86,7,,,
12940,control_change,0,0,9,,,,,,,7,87,7,,,
12940,control_change,40,0,8,,,,,,,7,27,6,,,
12960,note_on,35,0,2,,,,,,,,,1,,69,80
12960,note_on,35,0,1,,,,,,,,,2,,65,80
12960,control_change,20,0,6,,,,,,,7,98,11,,,
12960,note_on,0,0,9,,,,,,,,,7,,76,100
12960,note_off,20,0,9,,,,,,,,,7,,77,100
12980,control_change,20,0,6,,,,,,,7,97,11,,,
12980,control_change,40,0,12,,,,,,,7,54,10,,,
13000,control_change,20,0,12,,,,,,,7,55,10,,,
13020,control_change,100,0,5,,,,,,,7,90,3,,,
13020,control_change,80,0,8,,,,,,,7,25,6,,,
13020,control_change,20,0,12,,,,,,,7,57,10,,,
13040,control_change,20,0,12,,,,,,,7,58,10,,,
13060,control_change,40,0,8,,,,,,,7,24,6,,,
13080,control_change,120,0,9,,,,,,,7,88,7,,,
13080,control_change,40,0,12,,,,,,,7,59,10,,,
13085,note_off,125,0,2,,,,,,,,,1,,69,80
13085,note_off,125,0,1,,,,,,,,,2,,65,80
13100,control_change,20,0,12,,,,,,,7,61,10,,,
13120,note_on,35,0,1,,,,,,,,,2,,59,80
13120,note_on,35,0,2,,,,,,,,,1,,65,80
13140,control_change,120,0,5,,,,,,,7,91,3,,,
13140,control_change,40,0,12,,,,,,,7,62,10,,,
13160,control_change,80,0,9,,,,,,,7,90,7,,,
13160,control_change,20,0,12,,,,,,,7,64,10,,,
13180,control_change,20,0,12,,,,,,,7,65,10,,,
13200,note_on,0,0,9,,,,,,,,,7,,77,100
13200,note_off,0,0,9,,,,,,,,,7,,76,100
13200,control_change,60,0,5,,,,,,,7,94,3,,,
13200,control_change,20,0,12,,,,,,,7,67,10,,,
13200,control_change,40,0,9,,,,,,,7,91,7,,,
13220,control_change,240,0,6,,,,,,,7,98,11,,,
13220,control_change,20,0,12,,,,,,,7,68,10,,,
13240,control_change,40,0,5,,,,,,,7,95,3,,,
13240,control_change,0,0,5,,,,,,,7,96,3,,,
13240,control_change,20,0,6,,,,,,,7,100,11,,,
13245,note_off,125,0,2,,,,,,,,,1,,65,80
13245,note_off,125,0,1,,,,,,,,,2,,59,80
13260,control_change,0,0,12,,,,,,,7,71,10,,,
13260,control_change,40,0,12,,,,,,,7,70,10,,,
13280,note_on,35,0,1,,,,,,,,,2,,57,80
13280,note_on,35,0,2,,,,,,,,,1,,59,80
13280,control_change,40,0,6,,,,,,,7,101,11,,,
13280,control_change,80,0,9,,,,,,,7,93,7,,,
13300,control_change,40,0,12,,,,,,,7,72,10,,,
13300,control_change,60,0,5,,,,,,,7,99,3,,,
13300,control_change,20,0,9,,,,,,,7,94,7,,,
13320,control_change,20,0,12,,,,,,,7,74,10,,,
13340,control_change,20,0,12,,,,,,,7,75,10,,,
13360,control_change,300,0,8,,,,,,,7,25,6,,,
13360,control_change,20,0,12,,,,,,,7,77,10,,,
13360,control_change,0,0,8,,,,,,,7,27,6,,,
13380,control_change,80,0,9,,,,,,,7,96,7,,,
13380,control_change,20,0,12,,,,,,,7,78,10,,,
13380,control_change,20,0,8,,,,,,,7,30,6,,,
13380,control_change,80,0,5,,,,,,,7,100,3,,,
13400,control_change,20,0,8,,,,,,,7,31,6,,,
13400,control_change,120,0,1,,,,,,,7,60,2,,,
13405,note_off,125,0,2,,,,,,,,,1,,59,80
13405,note_off,5,0,1,,,,,,,,,2,,57,80
13420,control_change,40,0,12,,,,,,,7,80,10,,,
13430,note_off,510,0,4,,,,,,,,,12,,71,110
13440,note_on,0,0,5,,,,,,,,,3,,36,83
13440,note_off,1920,0,3,,,,,,,,,0,,65,77
13440,control_change,0,0,9,,,,,,,7,97,7,,,
13440,note_off,60,0,9,,,,,,,,,7,,77,100
13440,note_on,0,0,9,,,,,,,,,7,,81,100
13440,note_off,60,0,5,,,,,,,,,3,,38,83
13440,note_on,0,0,7,,,,,,,,,4,,36,105
13440,note_off,960,0,7,,,,,,,,,4,,38,105
13446,note_on,6,0,3,,,,,,,,,0,,60,80
13446,note_on,16,0,4,,,,,,,,,12,,72,76
13460,control_change,40,0,12,,,,,,,7,81,10,,,
13480,control_change,20,0,12,,,,,,,7,83,10,,,
13500,control_change,60,0,9,,,,,,,7,99,7,,,
13500,control_change,20,0,12,,,,,,,7,84,10,,,
13520,control_change,120,0,8,,,,,,,7,30,6,,,
13520,control_change,20,0,12,,,,,,,7,85,10,,,
13540,control_change,100,0,5,,,,,,,7,102,3,,,
13560,control_change,20,0,5,,,,,,,7,104,3,,,
13560,control_change,40,0,12,,,,,,,7,87,10,,,
13560,control_change,60,0,9,,,,,,,7,100,7,,,
13560,control_change,40,0,8,,,,,,,7,28,6,,,
13580,control_change,20,0,9,,,,,,,7,101,7,,,
13580,control_change,20,0,12,,,,,,,7,88,10,,,
13580,control_change,20,0,8,,,,,,,7,27,6,,,
13600,note_on,195,0,2,,,,,,,,,1,,60,80
13600,note_on,195,0,1,,,,,,,,,2,,57,80
13600,control_change,20,0,12,,,,,,,7,90,10,,,
13620,control_change,20,0,12,,,,,,,7,91,10,,,
13640,control_change,20,0,12,,,,,,,7,93,10,,,
13660,control_change,0,0,12,,,,,,,7,94,10,,,
13660,control_change,20,0,12,,,,,,,7,96,10,,,
13660,control_change,80,0,9,,,,,,,7,103,7,,,
13700,control_change,40,0,12,,,,,,,7,97,10,,,
13720,control_change,20,0,12,,,,,,,7,98,10,,,
13720,control_change,60,0,9,,,,,,,7,104,7,,,
13725,note_off,125,0,1,,,,,,,,,2,,57,80
13725,note_off,125,0,2,,,,,,,,,1,,60,80
13740,control_change,0,0,12,,,,,,,7,100,10,,,
13740,control_change,20,0,12,,,,,,,7,101,10,,,
13740,control_change,180,0,5,,,,,,,7,106,3,,,
13760,control_change,20,0,12,,,,,,,7,103,10,,,
13760,note_on,35,0,2,,,,,,,,,1,,65,80
13760,control_change,40,0,9,,,,,,,7,106,7,,,
13760,note_on,35,0,1,,,,,,,,,2,,60,80
13780,control_change,20,0,12,,,,,,,7,104,10,,,
13800,control_change,40,0,9,,,,,,,7,107,7,,,
13800,control_change,20,0,12,,,,,,,7,106,10,,,
13820,control_change,20,0,12,,,,,,,7,107,10,,,
13860,control_change,40,0,12,,,,,,,7,109,10,,,
13880,control_change,80,0,9,,,,,,,7,109,7,,,
13885,note_off,125,0,1,,,,,,,,,2,,60,80
13885,note_off,125,0,2,,,,,,,,,1,,65,80
13900,control_change,20,0,9,,,,,,,7,110,7,,,
13920,note_on,35,0,2,,,,,,,,,1,,69,80
13920,note_on,35,0,1,,,,,,,,,2,,65,80
13940,control_change,200,0,5,,,,,,,7,107,3,,,
13940,control_change,80,0,12,,,,,,,7,110,10,,,
13940,control_change,0,0,12,,,,,,,7,111,10,,,
13980,control_change,0,0,12,,,,,,,7,113,10,,,
13980,control_change,80,0,9,,,,,,,7,112,7,,,
13980,control_change,40,0,12,,,,,,,7,114,10,,,
14020,control_change,40,0,9,,,,,,,7,113,7,,,
14020,control_change,40,0,12,,,,,,,7,116,10,,,
14040,control_change,20,0,12,,,,,,,7,117,10,,,
14045,note_off,125,0,2,,,,,,,,,1,,69,80
14045,note_off,125,0,1,,,,,,,,,2,,65,80
14060,control_change,120,0,5,,,,,,,7,110,3,,,
14060,control_change,20,0,12,,,,,,,7,119,10,,,
14080,note_on,35,0,1,,,,,,,,,2,,60,80
14080,control_change,20,0,12,,,,,,,7,120,10,,,
14080,note_on,35,0,2,,,,,,,,,1,,65,80
14120,control_change,40,0,12,,,,,,,7,122,10,,,
14140,control_change,80,0,5,,,,,,,7,111,3,,,
14200,control_change,180,0,9,,,,,,,7,114,7,,,
14205,note_off,125,0,1,,,,,,,,,2,,60,80
14205,note_off,125,0,2,,,,,,,,,1,,65,80
14240,note_on,35,0,1,,,,,,,,,2,,57,80
14240,note_on,35,0,2,,,,,,,,,1,,60,80
14260,control_change,60,0,9,,,,,,,7,116,7,,,
14280,control_change,140,0,5,,,,,,,7,112,3,,,
14351,note_off,231,0,12,,,,,,,,,10,,65,71
14360,control_change,0,0,12,,,,,,,7,119,10,,,
14360,control_change,9,0,12,,,,,,,7,120,10,,,
14365,note_off,125,0,1,,,,,,,,,2,,57,80
14365,note_off,125,0,2,,,,,,,,,1,,60,80
14380,control_change,0,0,12,,,,,,,7,116,10,,,
14380,control_change,20,0,12,,,,,,,7,114,10,,,
14400,note_off,960,0,7,,,,,,,,,4,,36,105
14400,note_on,0,0,5,,,,,,,,,3,,36,83
14400,control_change,140,0,9,,,,,,,7,117,7,,,
14400,note_off,120,0,5,,,,,,,,,3,,36,83
14400,note_on,0,0,7,,,,,,,,,4,,36,105
14400,control_change,20,0,12,,,,,,,7,113,10,,,
14416,note_on,16,0,12,,,,,,,,,10,,64,60
14420,control_change,4,0,12,,,,,,,7,111,10,,,
14440,control_change,40,0,9,,,,,,,7,119,7,,,
14460,control_change,40,0,12,,,,,,,7,110,10,,,
14500,control_change,40,0,12,,,,,,,7,109,10,,,
14520,control_change,20,0,12,,,,,,,7,107,10,,,
14540,control_change,20,0,12,,,,,,,7,106,10,,,
14540,control_change,0,0,12,,,,,,,7,104,10,,,
14560,note_on,195,0,2,,,,,,,,,1,,64,80
14560,note_on,195,0,1,,,,,,,,,2,,58,80
14580,control_change,0,0,12,,,,,,,7,101,10,,,
14580,control_change,40,0,12,,,,,,,7,103,10,,,
14600,control_change,20,0,12,,,,,,,7,100,10,,,
14620,control_change,180,0,9,,,,,,,7,117,7,,,
14620,control_change,20,0,12,,,,,,,7,98,10,,,
14640,control_change,20,0,12,,,,,,,7,97,10,,,
14660,control_change,40,0,9,,,,,,,7,116,7,,,
14660,control_change,20,0,12,,,,,,,7,96,10,,,
14680,control_change,20,0,9,,,,,,,7,114,7,,,
14685,note_off,125,0,1,,,,,,,,,2,,58,80
14685,note_off,125,0,2,,,,,,,,,1,,64,80
14700,control_change,40,0,12,,,,,,,7,94,10,,,
14700,control_change,20,0,9,,,,,,,7,113,7,,,
14720,control_change,20,0,12,,,,,,,7,93,10,,,
14720,note_on,35,0,2,,,,,,,,,1,,67,80
14720,note_on,35,0,1,,,,,,,,,2,,64,80
14760,control_change,40,0,12,,,,,,,7,91,10,,,
14760,control_change,60,0,9,,,,,,,7,112,7,,,
14780,control_change,20,0,12,,,,,,,7,90,10,,,
14800,control_change,40,0,9,,,,,,,7,110,7,,,
14840,control_change,40,0,9,,,,,,,7,109,7,,,
14845,note_off,125,0,1,,,,,,,,,2,,64,80
14845,note_off,125,0,2,,,,,,,,,1,,67,80
14860,control_change,80,0,12,,,,,,,7,88,10,,,
14880,note_off,40,0,9,,,,,,,,,7,,81,100
14880,note_on,0,0,9,,,,,,,,,7,,79,100
14880,note_on,35,0,1,,,,,,,,,2,,67,80
14880,note_on,35,0,2,,,,,,,,,1,,70,80
14900,control_change,20,0,9,,,,,,,7,107,7,,,
14920,control_change,60,0,12,,,,,,,7,87,10,,,
14940,control_change,40,0,9,,,,,,,7,106,7,,,
14940,control_change,540,0,5,,,,,,,7,111,3,,,
14980,control_change,40,0,5,,,,,,,7,110,3,,,
14980,control_change,40,0,9,,,,,,,7,104,7,,,
15000,control_change,80,0,12,,,,,,,7,85,10,,,
15005,note_off,125,0,2,,,,,,,,,1,,70,80
15005,note_off,125,0,1,,,,,,,,,2,,67,80
15020,control_change,40,0,5,,,,,,,7,107,3,,,
15020,control_change,20,0,12,,,,,,,7,84,10,,,
15040,note_on,35,0,2,,,,,,,,,1,,67,80
15040,note_on,35,0,1,,,,,,,,,2,,64,80
15040,control_change,60,0,9,,,,,,,7,103,7,,,
15040,control_change,20,0,5,,,,,,,7,106,3,,,
15100,control_change,1654,0,4,,,,,,,7,65,12,,,
15120,control_change,80,0,5,,,,,,,7,104,3,,,
15120,control_change,80,0,9,,,,,,,7,101,7,,,
15140,control_change,20,0,9,,,,,,,7,100,7,,,
15140,control_change,120,0,12,,,,,,,7,83,10,,,
15160,control_change,20,0,12,,,,,,,7,81,10,,,
15165,note_off,125,0,2,,,,,,,,,1,,67,80
15165,note_off,125,0,1,,,,,,,,,2,,64,80
15200,control_change,60,0,9,,,,,,,7,99,7,,,
15200,note_on,35,0,2,,,,,,,,,1,,64,80
15200,note_on,35,0,1,,,,,,,,,2,,58,80
15220,control_change,20,0,9,,,,,,,7,97,7,,,
15260,control_change,140,0,5,,,,,,,7,102,3,,,
15293,note_off,133,0,12,,,,,,,,,10,,64,60
15325,note_off,125,0,1,,,,,,,,,2,,58,80
15325,note_off,125,0,2,,,,,,,,,1,,64,80
15340,control_change,120,0,9,,,,,,,7,96,7,,,
15351,note_off,1905,0,3,,,,,,,,,0,,60,80
15360,note_off,20,0,9,,,,,,,,,7,,79,100
15360,note_off,960,0,7,,,,,,,,,4,,36,105
15360,note_on,0,0,7,,,,,,,,,4,,38,105
15360,note_on,0,0,9,,,,,,,,,7,,77,99
15360,note_off,100,0,5,,,,,,,,,3,,36,83
15360,note_off,260,0,4,,,,,,,,,12,,72,76
15360,note_on,0,0,5,,,,,,,,,3,,38,83
15362,note_on,11,0,3,,,,,,,,,0,,57,68
15368,note_on,8,0,4,,,,,,,,,12,,74,90
15376,note_on,83,0,12,,,,,,,,,10,,62,52
15380,control_change,55,0,1,,,,,,,7,58,2,,,
15400,control_change,40,0,9,,,,,,,7,94,7,,,
15420,control_change,44,0,12,,,,,,,7,80,10,,,
15460,control_change,60,0,9,,,,,,,7,93,7,,,
15460,control_change,40,0,12,,,,,,,7,78,10,,,
15520,control_change,60,0,12,,,,,,,7,77,10,,,
15520,note_on,140,0,1,,,,,,,,,2,,57,80
15520,note_on,195,0,2,,,,,,,,,1,,62,80
15540,control_change,80,0,9,,,,,,,7,91,7,,,
15540,control_change,20,0,1,,,,,,,7,57,2,,,
15540,control_change,180,0,5,,,,,,,7,100,3,,,
15560,control_change,40,0,12,,,,,,,7,75,10,,,
15620,control_change,80,0,9,,,,,,,7,90,7,,,
15640,control_change,100,0,5,,,,,,,7,99,3,,,
15640,control_change,80,0,12,,,,,,,7,74,10,,,
15645,note_off,125,0,2,,,,,,,,,1,,62,80
15645,note_off,105,0,1,,,,,,,,,2,,57,80
15680,note_on,35,0,2,,,,,,,,,1,,65,80
15680,note_on,35,0,1,,,,,,,,,2,,62,80
15740,control_change,100,0,12,,,,,,,7,72,10,,,
15740,control_change,120,0,9,,,,,,,7,88,7,,,
15805,note_off,125,0,2,,,,,,,,,1,,65,80
15805,note_off,125,0,1,,,,,,,,,2,,62,80
15820,control_change,80,0,9,,,,,,,7,87,7,,,
15840,note_on,35,0,1,,,,,,,,,2,,65,80
15840,control_change,100,0,12,,,,,,,7,71,10,,,
15840,note_on,35,0,2,,,,,,,,,1,,69,80
15860,control_change,40,0,9,,,,,,,7,86,7,,,
15860,control_change,20,0,12,,,,,,,7,70,10,,,
15940,control_change,80,0,9,,,,,,,7,84,7,,,
15940,control_change,300,0,5,,,,,,,7,96,3,,,
15940,control_change,80,0,12,,,,,,,7,68,10,,,
15960,control_change,20,0,5,,,,,,,7,95,3,,,
15965,note_off,125,0,2,,,,,,,,,1,,69,80
15965,note_off,125,0,1,,,,,,,,,2,,65,80
16000,note_on,35,0,1,,,,,,,,,2,,62,80
16000,note_on,35,0,2,,,,,,,,,1,,65,80
16020,control_change,660,0,7,,,,,,,7,50,4,,,
16020,control_change,60,0,5,,,,,,,7,94,3,,,
16040,control_change,20,0,7,,,,,,,7,51,4,,,
16060,control_change,60,0,1,,,,,,,7,55,2,,,
16060,control_change,120,0,9,,,,,,,7,83,7,,,
16060,control_change,692,0,4,,,,,,,7,63,12,,,
16080,control_change,20,0,4,,,,,,,7,62,12,,,
16100,control_change,20,0,4,,,,,,,7,61,12,,,
16120,control_change,20,0,4,,,,,,,7,59,12,,,
16125,note_off,125,0,2,,,,,,,,,1,,65,80
16125,note_off,65,0,1,,,,,,,,,2,,62,80
16140,control_change,100,0,7,,,,,,,7,53,4,,,
16160,note_on,35,0,2,,,,,,,,,1,,62,80
16160,control_change,100,0,9,,,,,,,7,81,7,,,
16160,note_on,35,0,1,,,,,,,,,2,,57,80
16200,control_change,180,0,5,,,,,,,7,91,3,,,
16200,control_change,40,0,9,,,,,,,7,80,7,,,
16200,control_change,80,0,4,,,,,,,7,58,12,,,
16220,control_change,80,0,7,,,,,,,7,54,4,,,
16240,control_change,40,0,9,,,,,,,7,78,7,,,
16280,control_change,40,0,9,,,,,,,7,77,7,,,
16280,control_change,80,0,4,,,,,,,7,56,12,,,
16285,note_off,125,0,1,,,,,,,,,2,,57,80
16285,note_off,125,0,2,,,,,,,,,1,,62,80
16300,control_change,360,0,12,,,,,,,7,67,10,,,
16320,control_change,40,0,4,,,,,,,7,55,12,,,
16320,note_on,0,0,5,,,,,,,,,3,,38,83
16320,note_off,120,0,5,,,,,,,,,3,,38,83
16320,note_off,100,0,7,,,,,,,,,4,,38,105
16320,note_on,0,0,7,,,,,,,,,4,,38,105
16340,control_change,60,0,9,,,,,,,7,75,7,,,
16340,control_change,20,0,5,,,,,,,7,90,3,,,
16340,control_change,20,0,4,,,,,,,7,53,12,,,
16360,control_change,60,0,12,,,,,,,7,65,10,,,
16380,control_change,40,0,9,,,,,,,7,74,7,,,
16400,control_change,60,0,5,,,,,,,7,88,3,,,
16420,control_change,80,0,4,,,,,,,7,52,12,,,
16420,control_change,60,0,12,,,,,,,7,64,10,,,
16460,control_change,80,0,9,,,,,,,7,73,7,,,
16460,control_change,40,0,4,,,,,,,7,51,12,,,
16480,note_on,195,0,2,,,,,,,,,1,,62,80
16480,control_change,20,0,9,,,,,,,7,71,7,,,
16480,note_on,195,0,1,,,,,,,,,2,,57,80
16540,control_change,120,0,12,,,,,,,7,62,10,,,
16540,control_change,80,0,4,,,,,,,7,49,12,,,
16580,control_change,40,0,4,,,,,,,7,48,12,,,
16600,control_change,120,0,9,,,,,,,7,70,7,,,
16605,note_off,125,0,1,,,,,,,,,2,,57,80
16614,note_off,134,0,2,,,,,,,,,1,,62,80
16620,control_change,40,0,4,,,,,,,7,46,12,,,
16620,control_change,20,0,9,,,,,,,7,68,7,,,
16620,control_change,3340,0,6,,,,,,,7,100,11,,,
16620,control_change,0,0,6,,,,,,,7,98,11,,,
16640,control_change,100,0,12,,,,,,,7,61,10,,,
16640,note_on,26,0,2,,,,,,,,,1,,65,64
16640,control_change,20,0,6,,,,,,,7,97,11,,,
16640,note_on,35,0,1,,,,,,,,,2,,62,64
16660,control_change,0,0,6,,,,,,,7,95,11,,,
16660,control_change,20,0,6,,,,,,,7,94,11,,,
16660,control_change,40,0,4,,,,,,,7,45,12,,,
16660,control_change,260,0,5,,,,,,,7,86,3,,,
16680,control_change,20,0,4,,,,,,,7,43,12,,,
16680,control_change,40,0,12,,,,,,,7,59,10,,,
16680,control_change,20,0,6,,,,,,,7,92,11,,,
16720,control_change,60,0,5,,,,,,,7,84,3,,,
16720,control_change,40,0,12,,,,,,,7,58,10,,,
16740,control_change,120,0,9,,,,,,,7,67,7,,,
16740,control_change,60,0,4,,,,,,,7,42,12,,,
16751,note_off,111,0,2,,,,,,,,,1,,65,64
16760,control_change,20,0,4,,,,,,,7,40,12,,,
16770,note_off,130,0,1,,,,,,,,,2,,62,64
16780,control_change,40,0,9,,,,,,,7,65,7,,,
16800,note_on,30,0,1,,,,,,,,,2,,65,80
16800,control_change,80,0,12,,,,,,,7,57,10,,,
16800,control_change,40,0,4,,,,,,,7,39,12,,,
16800,note_on,49,0,2,,,,,,,,,1,,69,80
16820,control_change,20,0,12,,,,,,,7,55,10,,,
16820,control_change,500,0,7,,,,,,,7,53,4,,,
16880,control_change,60,0,7,,,,,,,7,51,4,,,
16900,control_change,180,0,5,,,,,,,7,83,3,,,
16920,control_change,120,0,4,,,,,,,7,38,12,,,
16925,note_off,125,0,2,,,,,,,,,1,,69,80
16925,note_off,125,0,1,,,,,,,,,2,,65,80
16960,note_on,35,0,2,,,,,,,,,1,,65,80
16960,control_change,40,0,4,,,,,,,7,36,12,,,
16960,note_on,35,0,1,,,,,,,,,2,,62,80
16960,control_change,140,0,12,,,,,,,7,54,10,,,
17000,control_change,40,0,4,,,,,,,7,35,12,,,
17020,control_change,60,0,12,,,,,,,7,52,10,,,
17040,control_change,260,0,9,,,,,,,7,67,7,,,
17060,control_change,160,0,5,,,,,,,7,80,3,,,
17060,control_change,180,0,7,,,,,,,7,50,4,,,
17085,note_off,125,0,1,,,,,,,,,2,,62,80
17085,note_off,125,0,2,,,,,,,,,1,,65,80
17100,control_change,60,0,9,,,,,,,7,68,7,,,
17120,control_change,20,0,9,,,,,,,7,70,7,,,
17120,note_on,35,0,1,,,,,,,,,2,,57,80
17120,note_on,35,0,2,,,,,,,,,1,,62,80
17140,control_change,20,0,9,,,,,,,7,71,7,,,
17180,control_change,40,0,9,,,,,,,7,73,7,,,
17220,control_change,40,0,9,,,,,,,7,74,7,,,
17220,control_change,220,0,4,,,,,,,7,36,12,,,
17227,note_off,207,0,12,,,,,,,,,10,,62,52
17240,control_change,20,0,4,,,,,,,7,38,12,,,
17240,control_change,120,0,1,,,,,,,7,54,2,,,
