tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity,pitch
253040,note_off,,,,,64,0,8,,,,,7,,,65,0,
253056,note_off,,,,,384,0,12,,,,,11,,,47,0,
253056,note_off,,,,,64,0,9,,,,,8,,,61,0,
253072,note_on,,,,,32,0,8,,,,,7,,,66,36,
253072,note_off,,,,,376,0,4,,,,,3,,,59,0,
253072,note_off,,,,,384,0,13,,,,,12,,,35,0,
253072,note_off,,,,,384,0,2,,,,,1,,,74,0,
253072,note_off,,,,,384,0,11,,,,,10,,,59,0,
253072,note_off,,,,,376,0,3,,,,,2,,,71,0,
253080,note_off,,,,,0,0,5,,,,,4,,,66,0,
253080,note_off,,,,,4992,0,5,,,,,4,,,54,0,
253080,note_off,,,,,384,0,1,,,,,0,,,83,0,
253088,note_on,,,,,32,0,9,,,,,8,,,62,32,
253136,note_off,,,,,64,0,8,,,,,7,,,66,0,
253152,note_off,,,,,64,0,9,,,,,8,,,62,0,
253168,note_on,,,,,32,0,8,,,,,7,,,66,32,
253184,note_on,,,,,32,0,9,,,,,8,,,62,30,
253232,note_off,,,,,64,0,8,,,,,7,,,66,0,
253248,note_off,,,,,64,0,9,,,,,8,,,62,0,
253248,note_on,,,,,192,0,12,,,,,11,,,47,20,
253264,note_on,,,,,32,0,8,,,,,7,,,62,36,
253264,note_on,,,,,192,0,13,,,,,12,,,35,40,
253264,note_on,,,,,192,0,11,,,,,10,,,59,20,
253280,note_on,,,,,32,0,9,,,,,8,,,59,29,
253328,note_off,,,,,64,0,8,,,,,7,,,62,0,
253344,note_off,,,,,64,0,9,,,,,8,,,59,0,
253360,note_on,,,,,32,0,8,,,,,7,,,62,31,
253376,note_on,,,,,32,0,9,,,,,8,,,59,30,
253424,note_off,,,,,64,0,8,,,,,7,,,62,0,
253440,note_on,,,,,0,0,12,,,,,11,,,47,20,
253440,note_off,,,,,64,0,9,,,,,8,,,59,0,
253440,note_off,,,,,192,0,12,,,,,11,,,47,0,
253456,note_on,,,,,32,0,8,,,,,7,,,64,35,
253456,note_on,,,,,0,0,11,,,,,10,,,59,20,
253456,note_on,,,,,0,0,13,,,,,12,,,35,40,
253456,note_off,,,,,192,0,13,,,,,12,,,35,0,
253456,note_off,,,,,192,0,11,,,,,10,,,59,0,
253472,note_on,,,,,32,0,9,,,,,8,,,61,31,
253520,note_off,,,,,64,0,8,,,,,7,,,64,0,
253536,note_off,,,,,64,0,9,,,,,8,,,61,0,
253552,note_on,,,,,32,0,8,,,,,7,,,64,32,
253568,note_on,,,,,32,0,9,,,,,8,,,61,32,
253616,note_off,,,,,64,0,8,,,,,7,,,64,0,
253632,note_off,,,,,64,0,9,,,,,8,,,61,0,
253632,note_on,,,,,0,0,12,,,,,11,,,47,20,
253632,note_off,,,,,192,0,12,,,,,11,,,47,0,
253648,note_off,,,,,192,0,11,,,,,10,,,59,0,
253648,note_on,,,,,0,0,11,,,,,10,,,59,20,
253648,note_on,,,,,0,0,13,,,,,12,,,35,32,
253648,note_off,,,,,192,0,13,,,,,12,,,35,0,
253648,note_on,,,,,32,0,8,,,,,7,,,66,36,
253664,note_on,,,,,32,0,9,,,,,8,,,62,33,
253712,note_off,,,,,64,0,8,,,,,7,,,66,0,
253728,note_off,,,,,64,0,9,,,,,8,,,62,0,
253744,note_on,,,,,32,0,8,,,,,7,,,66,34,
253760,note_on,,,,,32,0,9,,,,,8,,,62,34,
253808,note_off,,,,,64,0,8,,,,,7,,,66,0,
253816,control_change,,,,,744,0,3,,,11,96,2,,,,,
253816,control_change,,,,,744,0,4,,,11,96,3,,,,,
253816,control_change,,,,,744,0,2,,,11,96,1,,,,,
253824,control_change,,,,,744,0,5,,,11,96,4,,,,,
253824,note_off,,,,,192,0,12,,,,,11,,,47,0,
253824,note_on,,,,,0,0,12,,,,,11,,,47,20,
253824,note_off,,,,,64,0,9,,,,,8,,,62,0,
253824,control_change,,,,,744,0,1,,,11,96,0,,,,,
253840,note_on,,,,,0,0,11,,,,,10,,,59,20,
253840,note_off,,,,,192,0,13,,,,,12,,,35,0,
253840,note_off,,,,,192,0,11,,,,,10,,,59,0,
253840,note_on,,,,,32,0,8,,,,,7,,,67,37,
253840,note_on,,,,,0,0,13,,,,,12,,,35,40,
253856,note_on,,,,,32,0,9,,,,,8,,,64,35,
253904,note_off,,,,,64,0,8,,,,,7,,,67,0,
253920,note_off,,,,,64,0,9,,,,,8,,,64,0,
253936,note_on,,,,,32,0,8,,,,,7,,,67,32,
253952,note_on,,,,,32,0,9,,,,,8,,,64,32,
254000,note_off,,,,,64,0,8,,,,,7,,,67,0,
254016,note_off,,,,,64,0,9,,,,,8,,,64,0,
254032,note_on,,,,,32,0,8,,,,,7,,,66,35,
254048,note_on,,,,,32,0,9,,,,,8,,,63,35,
254096,note_off,,,,,64,0,8,,,,,7,,,66,0,
254112,note_off,,,,,64,0,9,,,,,8,,,63,0,
254128,note_on,,,,,32,0,8,,,,,7,,,66,32,
254144,note_on,,,,,32,0,9,,,,,8,,,63,32,
254192,note_off,,,,,64,0,8,,,,,7,,,66,0,
254208,note_off,,,,,64,0,9,,,,,8,,,63,0,
254208,note_off,,,,,384,0,12,,,,,11,,,47,0,
254224,note_off,,,,,384,0,11,,,,,10,,,59,0,
254224,note_off,,,,,384,0,13,,,,,12,,,35,0,
254224,note_on,,,,,32,0,8,,,,,7,,,67,35,
254240,note_on,,,,,32,0,9,,,,,8,,,64,34,
254288,note_off,,,,,64,0,8,,,,,7,,,67,0,
254304,note_off,,,,,64,0,9,,,,,8,,,64,0,
254320,note_on,,,,,32,0,8,,,,,7,,,67,32,
254336,note_on,,,,,32,0,9,,,,,8,,,64,32,
254384,note_off,,,,,64,0,8,,,,,7,,,67,0,
254400,note_off,,,,,64,0,9,,,,,8,,,64,0,
254400,note_on,,,,,192,0,12,,,,,11,,,47,20,
254416,note_on,,,,,192,0,11,,,,,10,,,59,20,
254416,note_on,,,,,32,0,8,,,,,7,,,70,35,
254416,note_on,,,,,192,0,13,,,,,12,,,35,41,
254432,note_on,,,,,32,0,9,,,,,8,,,61,32,
254480,note_off,,,,,64,0,8,,,,,7,,,70,0,
254496,note_off,,,,,64,0,9,,,,,8,,,61,0,
254512,note_on,,,,,32,0,8,,,,,7,,,70,30,
254528,note_on,,,,,32,0,9,,,,,8,,,61,30,
254576,note_off,,,,,64,0,8,,,,,7,,,70,0,
254592,note_off,,,,,64,0,9,,,,,8,,,61,0,
254592,note_off,,,,,192,0,12,,,,,11,,,47,0,
254592,note_on,,,,,0,0,12,,,,,11,,,47,20,
254608,note_on,,,,,32,0,8,,,,,7,,,71,34,
254608,note_on,,,,,0,0,11,,,,,10,,,59,20,
254608,note_on,,,,,0,0,13,,,,,12,,,35,40,
254608,note_off,,,,,192,0,13,,,,,12,,,35,0,
254608,note_off,,,,,192,0,11,,,,,10,,,59,0,
254624,note_on,,,,,32,0,9,,,,,8,,,62,31,
254672,note_off,,,,,64,0,8,,,,,7,,,71,0,
254688,note_off,,,,,64,0,9,,,,,8,,,62,0,
254704,note_on,,,,,32,0,8,,,,,7,,,71,32,
254720,note_on,,,,,32,0,9,,,,,8,,,62,33,
254768,note_off,,,,,64,0,8,,,,,7,,,71,0,
254784,note_on,,,,,0,0,12,,,,,11,,,43,20,
254784,note_off,,,,,192,0,12,,,,,11,,,47,0,
254784,note_off,,,,,64,0,9,,,,,8,,,62,0,
254800,note_off,,,,,192,0,11,,,,,10,,,59,0,
254800,note_on,,,,,0,0,11,,,,,10,,,55,20,
254800,note_on,,,,,0,0,13,,,,,12,,,31,46,
254800,note_on,,,,,32,0,8,,,,,7,,,73,36,
254800,note_off,,,,,192,0,13,,,,,12,,,35,0,
254816,note_on,,,,,32,0,9,,,,,8,,,64,34,
254864,note_off,,,,,64,0,8,,,,,7,,,73,0,
254880,note_off,,,,,64,0,9,,,,,8,,,64,0,
254896,note_on,,,,,32,0,8,,,,,7,,,73,32,
254912,note_on,,,,,32,0,9,,,,,8,,,64,36,
254960,note_off,,,,,64,0,8,,,,,7,,,73,0,
254976,note_on,,,,,0,0,12,,,,,11,,,47,20,
254976,note_off,,,,,64,0,9,,,,,8,,,64,0,
254976,note_off,,,,,192,0,12,,,,,11,,,43,0,
254992,note_on,,,,,0,0,13,,,,,12,,,35,40,
254992,note_off,,,,,192,0,13,,,,,12,,,31,0,
254992,note_on,,,,,32,0,8,,,,,7,,,66,33,
254992,note_off,,,,,192,0,11,,,,,10,,,55,0,
254992,note_on,,,,,0,0,11,,,,,10,,,59,20,
255008,note_on,,,,,32,0,9,,,,,8,,,62,32,
255056,note_off,,,,,64,0,8,,,,,7,,,66,0,
255072,note_off,,,,,64,0,9,,,,,8,,,62,0,
255088,note_on,,,,,32,0,8,,,,,7,,,66,29,
255104,note_on,,,,,32,0,9,,,,,8,,,62,29,
255152,note_off,,,,,64,0,8,,,,,7,,,66,0,
255168,note_off,,,,,64,0,9,,,,,8,,,62,0,
255184,note_on,,,,,32,0,8,,,,,7,,,65,33,
255200,note_on,,,,,32,0,9,,,,,8,,,61,31,
255248,note_off,,,,,64,0,8,,,,,7,,,65,0,
255264,note_off,,,,,64,0,9,,,,,8,,,61,0,
255280,note_on,,,,,32,0,8,,,,,7,,,65,29,
255296,note_on,,,,,32,0,9,,,,,8,,,61,29,
255344,note_off,,,,,64,0,8,,,,,7,,,65,0,
255360,note_off,,,,,64,0,9,,,,,8,,,61,0,
255360,note_off,,,,,384,0,12,,,,,11,,,47,0,
255376,note_off,,,,,384,0,13,,,,,12,,,35,0,
255376,note_on,,,,,32,0,8,,,,,7,,,66,33,
255376,note_off,,,,,384,0,11,,,,,10,,,59,0,
255392,note_on,,,,,32,0,9,,,,,8,,,62,33,
255440,note_off,,,,,64,0,8,,,,,7,,,66,0,
255456,note_off,,,,,64,0,9,,,,,8,,,62,0,
255472,note_on,,,,,32,0,8,,,,,7,,,66,31,
255488,note_on,,,,,32,0,9,,,,,8,,,62,31,
255536,note_off,,,,,64,0,8,,,,,7,,,66,0,
255552,note_on,,,,,192,0,12,,,,,11,,,47,20,
255552,note_off,,,,,64,0,9,,,,,8,,,62,0,
255568,note_on,,,,,192,0,11,,,,,10,,,59,20,
255568,note_on,,,,,192,0,13,,,,,12,,,35,40,
255568,note_on,,,,,32,0,8,,,,,7,,,62,34,
255584,note_on,,,,,32,0,9,,,,,8,,,59,30,
255632,note_off,,,,,64,0,8,,,,,7,,,62,0,
255648,note_off,,,,,64,0,9,,,,,8,,,59,0,
255664,note_on,,,,,32,0,8,,,,,7,,,62,31,
255680,note_on,,,,,32,0,9,,,,,8,,,59,31,
255728,note_off,,,,,64,0,8,,,,,7,,,62,0,
255744,note_on,,,,,0,0,12,,,,,11,,,47,20,
255744,note_off,,,,,192,0,12,,,,,11,,,47,0,
255744,note_off,,,,,64,0,9,,,,,8,,,59,0,
255760,note_off,,,,,192,0,13,,,,,12,,,35,0,
255760,note_on,,,,,0,0,11,,,,,10,,,59,20,
255760,note_on,,,,,32,0,8,,,,,7,,,64,36,
255760,note_on,,,,,0,0,13,,,,,12,,,35,40,
255760,note_off,,,,,192,0,11,,,,,10,,,59,0,
255776,note_on,,,,,32,0,9,,,,,8,,,61,32,
255824,note_off,,,,,64,0,8,,,,,7,,,64,0,
255840,note_off,,,,,64,0,9,,,,,8,,,61,0,
255856,note_on,,,,,32,0,8,,,,,7,,,64,33,
255872,note_on,,,,,32,0,9,,,,,8,,,61,33,
255920,note_off,,,,,64,0,8,,,,,7,,,64,0,
255936,note_off,,,,,192,0,12,,,,,11,,,47,0,
255936,note_on,,,,,0,0,12,,,,,11,,,47,20,
255936,note_off,,,,,64,0,9,,,,,8,,,61,0,
255952,note_on,,,,,32,0,8,,,,,7,,,66,39,
255952,note_off,,,,,192,0,13,,,,,12,,,35,0,
255952,note_on,,,,,0,0,13,,,,,12,,,35,40,
255952,note_on,,,,,0,0,11,,,,,10,,,59,20,
255952,note_off,,,,,192,0,11,,,,,10,,,59,0,
255968,note_on,,,,,32,0,9,,,,,8,,,62,34,
256016,note_off,,,,,64,0,8,,,,,7,,,66,0,
256032,note_off,,,,,64,0,9,,,,,8,,,62,0,
256048,note_on,,,,,32,0,8,,,,,7,,,66,35,
256064,note_on,,,,,32,0,9,,,,,8,,,62,35,
256112,note_off,,,,,64,0,8,,,,,7,,,66,0,
256128,note_on,,,,,0,0,12,,,,,11,,,47,20,
256128,note_off,,,,,192,0,12,,,,,11,,,47,0,
256128,note_off,,,,,64,0,9,,,,,8,,,62,0,
256144,note_on,,,,,32,0,8,,,,,7,,,67,37,
256144,note_on,,,,,0,0,11,,,,,10,,,59,20,
256144,note_on,,,,,0,0,13,,,,,12,,,35,40,
256144,note_off,,,,,192,0,13,,,,,12,,,35,0,
256144,note_off,,,,,192,0,11,,,,,10,,,59,0,
256160,note_on,,,,,32,0,9,,,,,8,,,64,34,
256208,note_off,,,,,64,0,8,,,,,7,,,67,0,
256224,note_off,,,,,64,0,9,,,,,8,,,64,0,
256240,note_on,,,,,32,0,8,,,,,7,,,67,32,
256256,note_on,,,,,32,0,9,,,,,8,,,64,32,
256304,note_off,,,,,64,0,8,,,,,7,,,67,0,
256320,note_off,,,,,64,0,9,,,,,8,,,64,0,
256336,note_on,,,,,32,0,8,,,,,7,,,66,36,
256352,note_on,,,,,32,0,9,,,,,8,,,63,34,
256400,note_off,,,,,64,0,8,,,,,7,,,66,0,
256416,note_off,,,,,64,0,9,,,,,8,,,63,0,
256432,note_on,,,,,32,0,8,,,,,7,,,66,31,
256448,note_on,,,,,32,0,9,,,,,8,,,63,31,
256496,note_off,,,,,64,0,8,,,,,7,,,66,0,
256512,note_off,,,,,64,0,9,,,,,8,,,63,0,
256512,note_off,,,,,384,0,12,,,,,11,,,47,0,
256528,note_on,,,,,32,0,8,,,,,7,,,67,35,
256528,note_off,,,,,384,0,13,,,,,12,,,35,0,
256528,note_off,,,,,384,0,11,,,,,10,,,59,0,
256544,note_on,,,,,32,0,9,,,,,8,,,64,35,
256592,note_off,,,,,64,0,8,,,,,7,,,67,0,
256608,note_off,,,,,64,0,9,,,,,8,,,64,0,
256624,note_on,,,,,32,0,8,,,,,7,,,67,33,
256640,note_on,,,,,32,0,9,,,,,8,,,64,33,
256688,note_off,,,,,64,0,8,,,,,7,,,67,0,
256704,note_on,,,,,192,0,12,,,,,11,,,47,20,
256704,note_off,,,,,64,0,9,,,,,8,,,64,0,
256720,note_on,,,,,192,0,13,,,,,12,,,35,40,
256720,note_on,,,,,32,0,8,,,,,7,,,70,36,
256720,note_on,,,,,192,0,11,,,,,10,,,59,20,
256736,note_on,,,,,32,0,9,,,,,8,,,61,33,
256784,note_off,,,,,64,0,8,,,,,7,,,70,0,
256800,note_off,,,,,64,0,9,,,,,8,,,61,0,
256816,note_on,,,,,32,0,8,,,,,7,,,70,31,
256832,note_on,,,,,32,0,9,,,,,8,,,61,31,
256880,note_off,,,,,64,0,8,,,,,7,,,70,0,
256896,note_off,,,,,64,0,9,,,,,8,,,61,0,
256896,note_off,,,,,192,0,12,,,,,11,,,47,0,
256896,note_on,,,,,0,0,12,,,,,11,,,47,20,
256912,note_on,,,,,0,0,11,,,,,10,,,59,20,
256912,note_off,,,,,192,0,11,,,,,10,,,59,0,
256912,note_on,,,,,0,0,13,,,,,12,,,35,40,
256912,note_on,,,,,32,0,8,,,,,7,,,71,36,
256912,note_off,,,,,192,0,13,,,,,12,,,35,0,
256928,note_on,,,,,32,0,9,,,,,8,,,62,30,
256976,note_off,,,,,64,0,8,,,,,7,,,71,0,
256992,note_off,,,,,64,0,9,,,,,8,,,62,0,
257008,note_on,,,,,32,0,8,,,,,7,,,71,31,
257024,note_on,,,,,32,0,9,,,,,8,,,62,31,
257072,note_off,,,,,64,0,8,,,,,7,,,71,0,
257088,note_off,,,,,192,0,12,,,,,11,,,47,0,
257088,note_off,,,,,64,0,9,,,,,8,,,62,0,
257088,note_on,,,,,0,0,12,,,,,11,,,43,20,
257104,note_on,,,,,32,0,8,,,,,7,,,73,38,
257104,note_on,,,,,0,0,11,,,,,10,,,55,20,
257104,note_on,,,,,0,0,13,,,,,12,,,31,41,
257104,note_off,,,,,192,0,13,,,,,12,,,35,0,
257104,note_off,,,,,192,0,11,,,,,10,,,59,0,
257120,note_on,,,,,32,0,9,,,,,8,,,64,33,
257168,note_off,,,,,64,0,8,,,,,7,,,73,0,
257184,note_off,,,,,64,0,9,,,,,8,,,64,0,
257200,note_on,,,,,32,0,8,,,,,7,,,73,35,
257216,note_on,,,,,32,0,9,,,,,8,,,64,35,
257264,note_off,,,,,64,0,8,,,,,7,,,73,0,
257280,note_on,,,,,0,0,12,,,,,11,,,47,20,
257280,note_off,,,,,192,0,12,,,,,11,,,43,0,
257280,note_off,,,,,64,0,9,,,,,8,,,64,0,
257296,note_on,,,,,32,0,8,,,,,7,,,66,34,
257296,note_on,,,,,3480,0,3,,,,,2,,,78,28,
257296,note_off,,,,,192,0,13,,,,,12,,,31,0,
257296,note_on,,,,,0,0,11,,,,,10,,,59,20,
257296,note_on,,,,,3480,0,2,,,,,1,,,78,32,
257296,note_on,,,,,0,0,13,,,,,12,,,35,40,
257296,note_off,,,,,192,0,11,,,,,10,,,55,0,
257312,note_on,,,,,32,0,9,,,,,8,,,62,41,
257360,note_off,,,,,64,0,8,,,,,7,,,66,0,
257376,note_off,,,,,64,0,9,,,,,8,,,62,0,
257392,note_on,,,,,32,0,8,,,,,7,,,66,30,
257408,note_on,,,,,32,0,9,,,,,8,,,62,29,
257456,note_off,,,,,64,0,8,,,,,7,,,66,0,
257472,note_off,,,,,64,0,9,,,,,8,,,62,0,
257488,note_on,,,,,32,0,8,,,,,7,,,65,32,
257504,note_on,,,,,32,0,9,,,,,8,,,61,31,
257552,note_off,,,,,64,0,8,,,,,7,,,65,0,
257568,note_off,,,,,64,0,9,,,,,8,,,61,0,
257584,note_on,,,,,32,0,8,,,,,7,,,65,31,
257600,note_on,,,,,32,0,9,,,,,8,,,61,29,
257648,note_off,,,,,64,0,8,,,,,7,,,65,0,
257664,note_off,,,,,64,0,9,,,,,8,,,61,0,
257664,note_off,,,,,384,0,12,,,,,11,,,47,0,
257680,note_on,,,,,32,0,8,,,,,7,,,66,33,
257680,note_off,,,,,384,0,11,,,,,10,,,59,0,
257680,note_off,,,,,384,0,13,,,,,12,,,35,0,
257696,note_on,,,,,32,0,9,,,,,8,,,62,33,
257744,note_off,,,,,64,0,8,,,,,7,,,66,0,
257760,note_off,,,,,64,0,9,,,,,8,,,62,0,
257776,note_on,,,,,32,0,8,,,,,7,,,66,31,
257792,note_on,,,,,32,0,9,,,,,8,,,62,31,
257840,note_off,,,,,64,0,8,,,,,7,,,66,0,
257856,note_off,,,,,64,0,9,,,,,8,,,62,0,
257856,note_on,,,,,192,0,12,,,,,11,,,47,20,
257872,note_on,,,,,192,0,13,,,,,12,,,35,40,
257872,note_on,,,,,192,0,11,,,,,10,,,59,20,
257872,note_on,,,,,32,0,8,,,,,7,,,62,34,
257888,note_on,,,,,32,0,9,,,,,8,,,59,30,
257936,note_off,,,,,64,0,8,,,,,7,,,62,0,
257952,note_off,,,,,64,0,9,,,,,8,,,59,0,
257968,note_on,,,,,32,0,8,,,,,7,,,62,31,
257984,note_on,,,,,32,0,9,,,,,8,,,59,32,
258032,note_off,,,,,64,0,8,,,,,7,,,62,0,
258048,note_off,,,,,64,0,9,,,,,8,,,59,0,
258048,note_on,,,,,0,0,12,,,,,11,,,47,20,
258048,note_off,,,,,192,0,12,,,,,11,,,47,0,
258064,note_on,,,,,0,0,13,,,,,12,,,35,40,
258064,note_on,,,,,0,0,11,,,,,10,,,59,20,
258064,note_off,,,,,192,0,11,,,,,10,,,59,0,
258064,note_on,,,,,32,0,8,,,,,7,,,64,36,
258064,note_off,,,,,192,0,13,,,,,12,,,35,0,
258080,note_on,,,,,32,0,9,,,,,8,,,61,33,
258128,note_off,,,,,64,0,8,,,,,7,,,64,0,
258144,note_off,,,,,64,0,9,,,,,8,,,61,0,
258160,note_on,,,,,32,0,8,,,,,7,,,64,33,
258176,note_on,,,,,32,0,9,,,,,8,,,61,33,
258224,note_off,,,,,64,0,8,,,,,7,,,64,0,
258240,note_on,,,,,0,0,12,,,,,11,,,47,20,
258240,note_off,,,,,192,0,12,,,,,11,,,47,0,
258240,note_off,,,,,64,0,9,,,,,8,,,61,0,
258256,note_on,,,,,0,0,11,,,,,10,,,59,20,
258256,note_off,,,,,192,0,13,,,,,12,,,35,0,
258256,note_on,,,,,0,0,13,,,,,12,,,35,40,
258256,note_off,,,,,192,0,11,,,,,10,,,59,0,
258256,note_on,,,,,32,0,8,,,,,7,,,66,38,
258272,note_on,,,,,32,0,9,,,,,8,,,62,34,
258320,note_off,,,,,64,0,8,,,,,7,,,66,0,
258336,note_off,,,,,64,0,9,,,,,8,,,62,0,
258352,note_on,,,,,32,0,8,,,,,7,,,66,35,
258368,note_on,,,,,32,0,9,,,,,8,,,62,35,
258416,note_off,,,,,64,0,8,,,,,7,,,66,0,
258432,note_on,,,,,0,0,12,,,,,11,,,47,20,
258432,note_off,,,,,192,0,12,,,,,11,,,47,0,
258432,note_off,,,,,64,0,9,,,,,8,,,62,0,
258448,note_on,,,,,0,0,11,,,,,10,,,59,20,
258448,note_off,,,,,1152,0,3,,,,,2,,,78,0,
258448,note_off,,,,,1152,0,2,,,,,1,,,78,0,
258448,note_on,,,,,0,0,13,,,,,12,,,35,40,
258448,note_off,,,,,192,0,13,,,,,12,,,35,0,
258448,note_on,,,,,32,0,8,,,,,7,,,67,35,
258448,note_off,,,,,192,0,11,,,,,10,,,59,0,
258448,note_on,,,,,0,0,2,,,,,1,,,71,29,
258448,note_on,,,,,0,0,3,,,,,2,,,71,27,
258464,note_on,,,,,32,0,9,,,,,8,,,64,35,
258512,note_off,,,,,64,0,8,,,,,7,,,67,0,
258528,note_off,,,,,64,0,9,,,,,8,,,64,0,
258544,note_on,,,,,32,0,8,,,,,7,,,67,32,
258560,note_on,,,,,32,0,9,,,,,8,,,64,32,
258608,note_off,,,,,64,0,8,,,,,7,,,67,0,
258624,note_off,,,,,64,0,9,,,,,8,,,64,0,
258640,note_on,,,,,32,0,8,,,,,7,,,66,33,
258656,note_on,,,,,32,0,9,,,,,8,,,63,34,
258704,note_off,,,,,64,0,8,,,,,7,,,66,0,
258720,note_off,,,,,64,0,9,,,,,8,,,63,0,
258736,note_on,,,,,32,0,8,,,,,7,,,66,29,
258752,note_on,,,,,32,0,9,,,,,8,,,63,29,
258800,note_off,,,,,64,0,8,,,,,7,,,66,0,
258816,note_off,,,,,64,0,9,,,,,8,,,63,0,
258816,note_off,,,,,384,0,12,,,,,11,,,47,0,
258832,note_off,,,,,384,0,13,,,,,12,,,35,0,
258832,note_off,,,,,384,0,11,,,,,10,,,59,0,
258832,note_on,,,,,32,0,8,,,,,7,,,67,34,
258848,note_on,,,,,32,0,9,,,,,8,,,64,32,
258896,note_off,,,,,64,0,8,,,,,7,,,67,0,
258912,note_off,,,,,64,0,9,,,,,8,,,64,0,
258928,note_on,,,,,32,0,8,,,,,7,,,67,31,
258944,note_on,,,,,32,0,9,,,,,8,,,64,31,
258992,note_off,,,,,64,0,8,,,,,7,,,67,0,
259008,note_off,,,,,64,0,9,,,,,8,,,64,0,
259008,note_on,,,,,192,0,12,,,,,11,,,47,20,
259024,note_on,,,,,0,0,3,,,,,2,,,70,22,
259024,note_on,,,,,192,0,13,,,,,12,,,35,40,
259024,note_off,,,,,576,0,2,,,,,1,,,71,0,
259024,note_on,,,,,192,0,11,,,,,10,,,59,20,
259024,note_on,,,,,32,0,8,,,,,7,,,73,36,
259024,note_off,,,,,576,0,3,,,,,2,,,71,0,
259040,note_on,,,,,16,0,2,,,,,1,,,70,24,
259040,note_on,,,,,32,0,9,,,,,8,,,64,33,
259088,note_off,,,,,64,0,8,,,,,7,,,73,0,
259104,note_off,,,,,64,0,9,,,,,8,,,64,0,
259120,note_on,,,,,32,0,8,,,,,7,,,73,35,
259136,note_on,,,,,32,0,9,,,,,8,,,64,34,
259184,note_off,,,,,64,0,8,,,,,7,,,73,0,
259200,note_on,,,,,0,0,12,,,,,11,,,47,20,
259200,note_off,,,,,192,0,12,,,,,11,,,47,0,
259200,note_off,,,,,64,0,9,,,,,8,,,64,0,
259216,note_off,,,,,192,0,3,,,,,2,,,70,0,
259216,note_on,,,,,0,0,13,,,,,12,,,35,40,
259216,note_on,,,,,176,0,2,,,,,1,,,71,25,
259216,note_on,,,,,0,0,3,,,,,2,,,71,27,
259216,note_off,,,,,192,0,11,,,,,10,,,59,0,
259216,note_off,,,,,192,0,13,,,,,12,,,35,0,
259216,note_on,,,,,0,0,11,,,,,10,,,59,20,
259216,note_on,,,,,32,0,8,,,,,7,,,71,38,
259232,note_on,,,,,32,0,9,,,,,8,,,62,34,
259232,note_off,,,,,16,0,2,,,,,1,,,70,0,
259280,note_off,,,,,64,0,8,,,,,7,,,71,0,
259296,note_off,,,,,64,0,9,,,,,8,,,62,0,
259312,note_on,,,,,32,0,8,,,,,7,,,71,32,
259328,note_on,,,,,32,0,9,,,,,8,,,62,32,
259376,note_off,,,,,64,0,8,,,,,7,,,71,0,
259392,note_off,,,,,64,0,9,,,,,8,,,62,0,
259392,note_on,,,,,0,0,12,,,,,11,,,43,20,
259392,note_off,,,,,192,0,12,,,,,11,,,47,0,
259408,note_off,,,,,192,0,11,,,,,10,,,59,0,
259408,note_on,,,,,0,0,11,,,,,10,,,55,20,
259408,note_on,,,,,0,0,13,,,,,12,,,31,40,
259408,note_off,,,,,192,0,13,,,,,12,,,35,0,
259408,note_off,,,,,176,0,2,,,,,1,,,71,0,
259408,note_on,,,,,32,0,8,,,,,7,,,70,37,
259408,note_on,,,,,0,0,2,,,,,1,,,73,30,
259408,note_on,,,,,0,0,3,,,,,2,,,73,29,
259408,note_off,,,,,192,0,3,,,,,2,,,71,0,
259424,note_on,,,,,32,0,9,,,,,8,,,64,32,
259472,note_off,,,,,64,0,8,,,,,7,,,70,0,
259488,note_off,,,,,64,0,9,,,,,8,,,64,0,
259504,note_on,,,,,32,0,8,,,,,7,,,70,33,
259520,note_on,,,,,32,0,9,,,,,8,,,64,33,
259568,note_off,,,,,64,0,8,,,,,7,,,70,0,
259584,note_off,,,,,64,0,9,,,,,8,,,64,0,
259584,note_off,,,,,176,0,3,,,,,2,,,73,0,
259584,note_off,,,,,192,0,12,,,,,11,,,43,0,
259584,note_on,,,,,0,0,12,,,,,11,,,47,20,
259584,note_off,,,,,176,0,2,,,,,1,,,73,0,
259600,note_on,,,,,0,0,11,,,,,10,,,59,20,
259600,note_on,,,,,0,0,13,,,,,12,,,35,40,
259600,note_on,,,,,16,0,2,,,,,1,,,78,29,
259600,note_off,,,,,192,0,13,,,,,12,,,31,0,
259600,note_on,,,,,16,0,3,,,,,2,,,78,28,
259600,note_on,,,,,32,0,8,,,,,7,,,71,33,
259600,note_off,,,,,192,0,11,,,,,10,,,55,0,
259616,note_on,,,,,32,0,9,,,,,8,,,62,32,
259664,note_off,,,,,64,0,8,,,,,7,,,71,0,
259680,note_off,,,,,64,0,9,,,,,8,,,62,0,
259696,note_on,,,,,32,0,8,,,,,7,,,71,29,
259712,note_on,,,,,32,0,9,,,,,8,,,62,29,
259760,note_off,,,,,64,0,8,,,,,7,,,71,0,
259776,note_off,,,,,64,0,9,,,,,8,,,62,0,
259792,note_on,,,,,32,0,8,,,,,7,,,65,31,
259808,note_on,,,,,32,0,9,,,,,8,,,61,32,
259856,note_off,,,,,64,0,8,,,,,7,,,65,0,
259872,note_off,,,,,64,0,9,,,,,8,,,61,0,
259888,note_on,,,,,32,0,8,,,,,7,,,65,30,
