tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,pitch,note,velocity
26,pitchwheel,5,0,13,,,,,,,,14,,,300,,
27,control_change,5,0,1,,,,,,,,0,7,127,,,
27,control_change,5,0,11,,,,,,,,12,11,114,,,
28,control_change,5,0,6,,,,,,,,5,11,93,,,
28,control_change,5,0,10,,,,,,,,11,7,127,,,
29,control_change,5,0,2,,,,,,,,1,7,127,,,
29,control_change,5,0,5,,,,,,,,4,7,127,,,
30,control_change,5,0,8,,,,,,,,15,10,97,,,
30,control_change,5,0,3,,,,,,,,2,7,127,,,
30,control_change,5,0,9,,,,,,,,10,91,15,,,
30,control_change,5,0,12,,,,,,,,13,11,114,,,
30,control_change,5,0,7,,,,,,,,6,7,127,,,
31,control_change,5,0,4,,,,,,,,3,11,114,,,
31,control_change,5,0,13,,,,,,,,14,10,127,,,
32,control_change,5,0,1,,,,,,,,0,91,30,,,
32,control_change,5,0,11,,,,,,,,12,7,127,,,
33,control_change,5,0,6,,,,,,,,5,7,127,,,
33,control_change,5,0,10,,,,,,,,11,91,10,,,
34,control_change,5,0,5,,,,,,,,4,91,40,,,
34,control_change,5,0,2,,,,,,,,1,91,30,,,
35,control_change,5,0,8,,,,,,,,15,11,127,,,
35,control_change,5,0,9,,,,,,,,10,93,20,,,
35,control_change,5,0,12,,,,,,,,13,7,127,,,
35,control_change,5,0,3,,,,,,,,2,91,30,,,
35,control_change,5,0,7,,,,,,,,6,91,80,,,
36,control_change,5,0,13,,,,,,,,14,11,114,,,
36,control_change,5,0,4,,,,,,,,3,7,127,,,
37,control_change,5,0,1,,,,,,,,0,93,15,,,
37,control_change,5,0,11,,,,,,,,12,91,10,,,
38,control_change,5,0,10,,,,,,,,11,93,20,,,
38,control_change,5,0,6,,,,,,,,5,91,40,,,
39,control_change,5,0,2,,,,,,,,1,93,15,,,
39,control_change,5,0,5,,,,,,,,4,93,20,,,
40,control_change,5,0,12,,,,,,,,13,91,10,,,
40,control_change,5,0,8,,,,,,,,15,7,127,,,
40,control_change,5,0,3,,,,,,,,2,93,15,,,
40,control_change,5,0,7,,,,,,,,6,93,20,,,
41,control_change,5,0,13,,,,,,,,14,7,127,,,
41,control_change,5,0,4,,,,,,,,3,91,25,,,
42,control_change,5,0,11,,,,,,,,12,93,17,,,
43,control_change,5,0,6,,,,,,,,5,93,20,,,
45,control_change,5,0,12,,,,,,,,13,93,15,,,
45,control_change,5,0,8,,,,,,,,15,91,60,,,
46,control_change,5,0,13,,,,,,,,14,91,5,,,
46,control_change,5,0,4,,,,,,,,3,93,15,,,
50,control_change,5,0,8,,,,,,,,15,93,8,,,
51,control_change,5,0,13,,,,,,,,14,93,5,,,
120,set_tempo,120,1,0,,,,,,208333,,,,,,,
240,control_change,205,0,9,,,,,,,,10,11,114,,,
240,note_on,0,0,9,,,,,,,,10,,,,63,85
242,note_on,0,0,1,,,,,,,,0,,,,75,58
242,control_change,205,0,1,,,,,,,,0,11,114,,,
243,control_change,205,0,10,,,,,,,,11,11,114,,,
243,note_on,0,0,10,,,,,,,,11,,,,63,85
244,note_on,0,0,2,,,,,,,,1,,,,75,58
244,control_change,205,0,2,,,,,,,,1,11,114,,,
245,control_change,205,0,3,,,,,,,,2,11,114,,,
245,note_on,0,0,3,,,,,,,,2,,,,63,58
246,program_change,204,0,11,,,,,,,50,12,,,,,
247,note_on,0,0,11,,,,,,,,12,,,,63,83
247,control_change,1,0,11,,,,,,,,12,11,114,,,
250,control_change,205,0,12,,,,,,,,13,11,114,,,
250,note_on,0,0,12,,,,,,,,13,,,,51,82
251,note_on,0,0,4,,,,,,,,3,,,,51,63
251,control_change,205,0,4,,,,,,,,3,11,114,,,
255,control_change,15,0,9,,,,,,,,10,11,112,,,
256,note_on,0,0,13,,,,,,,,14,,,,39,81
256,control_change,205,0,13,,,,,,,,14,11,114,,,
257,control_change,15,0,1,,,,,,,,0,11,112,,,
258,control_change,15,0,10,,,,,,,,11,11,112,,,
259,control_change,15,0,2,,,,,,,,1,11,112,,,
260,control_change,15,0,3,,,,,,,,2,11,112,,,
262,control_change,15,0,11,,,,,,,,12,11,112,,,
265,control_change,15,0,12,,,,,,,,13,11,112,,,
266,control_change,15,0,4,,,,,,,,3,11,112,,,
271,control_change,16,0,9,,,,,,,,10,11,111,,,
271,control_change,15,0,13,,,,,,,,14,11,112,,,
273,control_change,16,0,1,,,,,,,,0,11,111,,,
274,control_change,16,0,10,,,,,,,,11,11,111,,,
275,control_change,16,0,2,,,,,,,,1,11,111,,,
276,control_change,16,0,3,,,,,,,,2,11,111,,,
278,control_change,16,0,11,,,,,,,,12,11,111,,,
281,control_change,16,0,12,,,,,,,,13,11,111,,,
282,control_change,16,0,4,,,,,,,,3,11,111,,,
287,control_change,16,0,9,,,,,,,,10,11,110,,,
287,control_change,16,0,13,,,,,,,,14,11,111,,,
289,control_change,16,0,1,,,,,,,,0,11,110,,,
290,control_change,16,0,10,,,,,,,,11,11,110,,,
291,control_change,16,0,2,,,,,,,,1,11,110,,,
292,control_change,16,0,3,,,,,,,,2,11,110,,,
294,control_change,16,0,11,,,,,,,,12,11,110,,,
297,control_change,16,0,12,,,,,,,,13,11,110,,,
298,control_change,16,0,4,,,,,,,,3,11,110,,,
303,control_change,16,0,13,,,,,,,,14,11,110,,,
303,control_change,16,0,9,,,,,,,,10,11,108,,,
305,control_change,16,0,1,,,,,,,,0,11,108,,,
306,control_change,16,0,10,,,,,,,,11,11,108,,,
307,control_change,16,0,2,,,,,,,,1,11,108,,,
308,control_change,16,0,3,,,,,,,,2,11,108,,,
310,control_change,16,0,11,,,,,,,,12,11,108,,,
313,control_change,16,0,12,,,,,,,,13,11,108,,,
314,control_change,16,0,4,,,,,,,,3,11,108,,,
319,control_change,16,0,9,,,,,,,,10,11,107,,,
319,control_change,16,0,13,,,,,,,,14,11,108,,,
321,control_change,16,0,1,,,,,,,,0,11,107,,,
322,control_change,16,0,10,,,,,,,,11,11,107,,,
323,control_change,16,0,2,,,,,,,,1,11,107,,,
324,control_change,16,0,3,,,,,,,,2,11,107,,,
326,control_change,16,0,11,,,,,,,,12,11,107,,,
329,control_change,16,0,12,,,,,,,,13,11,107,,,
330,control_change,16,0,4,,,,,,,,3,11,107,,,
335,control_change,16,0,9,,,,,,,,10,11,106,,,
335,control_change,16,0,13,,,,,,,,14,11,107,,,
337,control_change,16,0,1,,,,,,,,0,11,106,,,
338,control_change,16,0,10,,,,,,,,11,11,106,,,
339,control_change,16,0,2,,,,,,,,1,11,106,,,
340,control_change,16,0,3,,,,,,,,2,11,106,,,
342,control_change,16,0,11,,,,,,,,12,11,106,,,
345,control_change,16,0,12,,,,,,,,13,11,106,,,
346,control_change,16,0,4,,,,,,,,3,11,106,,,
351,control_change,16,0,13,,,,,,,,14,11,106,,,
351,control_change,16,0,9,,,,,,,,10,11,104,,,
353,control_change,16,0,1,,,,,,,,0,11,104,,,
354,control_change,16,0,10,,,,,,,,11,11,104,,,
355,control_change,16,0,2,,,,,,,,1,11,104,,,
356,control_change,16,0,3,,,,,,,,2,11,104,,,
358,control_change,16,0,11,,,,,,,,12,11,104,,,
360,marker,0,1,0,,,,,,,,,,,,,
360,note_on,9,0,9,,,,,,,,10,,,,63,0
360,note_on,0,0,9,,,,,,,,10,,,,62,125
360,set_tempo,240,1,0,,,,,,229885,,,,,,,
361,control_change,16,0,12,,,,,,,,13,11,104,,,
362,note_on,9,0,1,,,,,,,,0,,,,75,0
362,control_change,16,0,4,,,,,,,,3,11,104,,,
362,note_on,0,0,1,,,,,,,,0,,,,74,86
363,note_on,9,0,10,,,,,,,,11,,,,63,0
363,note_on,0,0,10,,,,,,,,11,,,,62,125
364,note_on,0,0,2,,,,,,,,1,,,,74,86
364,note_on,9,0,2,,,,,,,,1,,,,75,0
365,note_on,9,0,3,,,,,,,,2,,,,63,0
365,note_on,0,0,3,,,,,,,,2,,,,62,86
367,note_on,9,0,11,,,,,,,,12,,,,63,0
367,note_on,0,0,11,,,,,,,,12,,,,62,123
367,control_change,7,0,9,,,,,,,,10,11,102,,,
367,control_change,16,0,13,,,,,,,,14,11,104,,,
369,control_change,7,0,1,,,,,,,,0,11,102,,,
370,control_change,7,0,10,,,,,,,,11,11,102,,,
370,note_on,0,0,12,,,,,,,,13,,,,50,122
370,note_on,9,0,12,,,,,,,,13,,,,51,0
371,note_on,0,0,4,,,,,,,,3,,,,50,93
371,control_change,7,0,2,,,,,,,,1,11,102,,,
371,note_on,9,0,4,,,,,,,,3,,,,51,0
372,control_change,7,0,3,,,,,,,,2,11,102,,,
374,control_change,7,0,11,,,,,,,,12,11,102,,,
376,note_on,9,0,13,,,,,,,,14,,,,39,0
376,note_on,0,0,13,,,,,,,,14,,,,38,121
377,control_change,7,0,12,,,,,,,,13,11,102,,,
378,control_change,7,0,4,,,,,,,,3,11,102,,,
383,control_change,7,0,13,,,,,,,,14,11,102,,,
383,control_change,16,0,9,,,,,,,,10,11,102,,,
385,control_change,16,0,1,,,,,,,,0,11,102,,,
386,control_change,16,0,10,,,,,,,,11,11,102,,,
387,control_change,16,0,2,,,,,,,,1,11,102,,,
388,control_change,16,0,3,,,,,,,,2,11,102,,,
390,control_change,16,0,11,,,,,,,,12,11,102,,,
393,control_change,16,0,12,,,,,,,,13,11,102,,,
394,control_change,16,0,4,,,,,,,,3,11,102,,,
399,control_change,16,0,9,,,,,,,,10,11,100,,,
399,control_change,16,0,13,,,,,,,,14,11,102,,,
401,control_change,16,0,1,,,,,,,,0,11,100,,,
402,control_change,16,0,10,,,,,,,,11,11,100,,,
403,control_change,16,0,2,,,,,,,,1,11,100,,,
404,control_change,16,0,3,,,,,,,,2,11,100,,,
406,control_change,16,0,11,,,,,,,,12,11,100,,,
409,control_change,16,0,12,,,,,,,,13,11,100,,,
410,control_change,16,0,4,,,,,,,,3,11,100,,,
415,control_change,16,0,9,,,,,,,,10,11,98,,,
415,control_change,16,0,13,,,,,,,,14,11,100,,,
417,control_change,16,0,1,,,,,,,,0,11,98,,,
418,control_change,16,0,10,,,,,,,,11,11,98,,,
419,control_change,16,0,2,,,,,,,,1,11,98,,,
420,control_change,16,0,3,,,,,,,,2,11,98,,,
422,control_change,16,0,11,,,,,,,,12,11,98,,,
425,control_change,16,0,12,,,,,,,,13,11,98,,,
426,control_change,16,0,4,,,,,,,,3,11,98,,,
431,control_change,16,0,13,,,,,,,,14,11,98,,,
431,control_change,16,0,9,,,,,,,,10,11,97,,,
433,control_change,16,0,1,,,,,,,,0,11,97,,,
434,control_change,16,0,10,,,,,,,,11,11,97,,,
435,control_change,16,0,2,,,,,,,,1,11,97,,,
436,control_change,16,0,3,,,,,,,,2,11,97,,,
438,control_change,16,0,11,,,,,,,,12,11,97,,,
441,control_change,16,0,12,,,,,,,,13,11,97,,,
442,control_change,16,0,4,,,,,,,,3,11,97,,,
445,note_on,14,0,9,,,,,,,,10,,,,62,0
447,control_change,16,0,13,,,,,,,,14,11,97,,,
447,note_on,14,0,1,,,,,,,,0,,,,74,0
447,control_change,2,0,9,,,,,,,,10,11,96,,,
448,note_on,14,0,10,,,,,,,,11,,,,62,0
449,note_on,14,0,2,,,,,,,,1,,,,74,0
449,control_change,2,0,1,,,,,,,,0,11,96,,,
450,note_on,14,0,3,,,,,,,,2,,,,62,0
450,control_change,2,0,10,,,,,,,,11,11,96,,,
451,control_change,2,0,2,,,,,,,,1,11,96,,,
452,control_change,2,0,3,,,,,,,,2,11,96,,,
452,note_on,14,0,11,,,,,,,,12,,,,62,0
454,control_change,2,0,11,,,,,,,,12,11,96,,,
455,note_on,14,0,12,,,,,,,,13,,,,50,0
456,note_on,14,0,4,,,,,,,,3,,,,50,0
457,control_change,2,0,12,,,,,,,,13,11,96,,,
458,control_change,2,0,4,,,,,,,,3,11,96,,,
461,note_on,14,0,13,,,,,,,,14,,,,38,0
463,control_change,2,0,13,,,,,,,,14,11,96,,,
463,control_change,16,0,9,,,,,,,,10,11,94,,,
465,control_change,16,0,1,,,,,,,,0,11,94,,,
466,control_change,16,0,10,,,,,,,,11,11,94,,,
467,control_change,16,0,2,,,,,,,,1,11,94,,,
468,control_change,16,0,3,,,,,,,,2,11,94,,,
470,control_change,16,0,11,,,,,,,,12,11,94,,,
473,control_change,16,0,12,,,,,,,,13,11,94,,,
474,control_change,16,0,4,,,,,,,,3,11,94,,,
479,control_change,16,0,9,,,,,,,,10,11,93,,,
479,control_change,16,0,13,,,,,,,,14,11,94,,,
480,set_tempo,120,1,0,,,,,,205479,,,,,,,
480,note_on,1,0,9,,,,,,,,10,,,,63,100
481,control_change,16,0,1,,,,,,,,0,11,93,,,
482,control_change,16,0,10,,,,,,,,11,11,93,,,
482,note_on,1,0,1,,,,,,,,0,,,,75,69
483,note_on,1,0,10,,,,,,,,11,,,,63,100
483,control_change,16,0,2,,,,,,,,1,11,93,,,
484,note_on,1,0,2,,,,,,,,1,,,,75,69
484,control_change,16,0,3,,,,,,,,2,11,93,,,
485,note_on,1,0,3,,,,,,,,2,,,,63,69
486,control_change,16,0,11,,,,,,,,12,11,93,,,
487,note_on,1,0,11,,,,,,,,12,,,,63,98
489,control_change,16,0,12,,,,,,,,13,11,93,,,
490,note_on,1,0,12,,,,,,,,13,,,,51,97
490,control_change,16,0,4,,,,,,,,3,11,93,,,
491,note_on,1,0,4,,,,,,,,3,,,,51,75
495,control_change,16,0,13,,,,,,,,14,11,93,,,
496,note_on,1,0,13,,,,,,,,14,,,,39,96
540,note_on,60,0,9,,,,,,,,10,,,,63,0
542,note_on,60,0,1,,,,,,,,0,,,,75,0
543,note_on,60,0,10,,,,,,,,11,,,,63,0
544,note_on,60,0,2,,,,,,,,1,,,,75,0
545,note_on,60,0,3,,,,,,,,2,,,,63,0
547,note_on,60,0,11,,,,,,,,12,,,,63,0
550,note_on,60,0,12,,,,,,,,13,,,,51,0
551,note_on,60,0,4,,,,,,,,3,,,,51,0
556,note_on,60,0,13,,,,,,,,14,,,,39,0
600,note_on,60,0,9,,,,,,,,10,,,,61,100
600,set_tempo,120,1,0,,,,,,218181,,,,,,,
602,note_on,60,0,1,,,,,,,,0,,,,73,69
603,note_on,60,0,10,,,,,,,,11,,,,61,100
604,note_on,60,0,2,,,,,,,,1,,,,73,69
605,note_on,60,0,3,,,,,,,,2,,,,61,69
607,note_on,60,0,11,,,,,,,,12,,,,61,98
610,note_on,60,0,12,,,,,,,,13,,,,49,97
611,note_on,60,0,4,,,,,,,,3,,,,49,75
616,note_on,60,0,13,,,,,,,,14,,,,37,96
660,note_on,60,0,9,,,,,,,,10,,,,61,0
662,note_on,60,0,1,,,,,,,,0,,,,73,0
663,note_on,60,0,10,,,,,,,,11,,,,61,0
664,note_on,60,0,2,,,,,,,,1,,,,73,0
665,note_on,60,0,3,,,,,,,,2,,,,61,0
667,note_on,60,0,11,,,,,,,,12,,,,61,0
670,note_on,60,0,12,,,,,,,,13,,,,49,0
671,note_on,60,0,4,,,,,,,,3,,,,49,0
676,note_on,60,0,13,,,,,,,,14,,,,37,0
720,control_change,60,0,9,,,,,,,,10,11,114,,,
720,note_on,0,0,9,,,,,,,,10,,,,59,125
720,set_tempo,120,1,0,,,,,,229885,,,,,,,
722,note_on,0,0,1,,,,,,,,0,,,,71,86
722,control_change,60,0,1,,,,,,,,0,11,114,,,
723,note_on,0,0,10,,,,,,,,11,,,,59,125
723,control_change,60,0,10,,,,,,,,11,11,114,,,
724,control_change,60,0,2,,,,,,,,1,11,114,,,
724,note_on,0,0,2,,,,,,,,1,,,,71,86
725,control_change,60,0,3,,,,,,,,2,11,114,,,
725,note_on,0,0,3,,,,,,,,2,,,,59,86
727,control_change,60,0,11,,,,,,,,12,11,114,,,
727,note_on,0,0,11,,,,,,,,12,,,,59,123
730,note_on,0,0,12,,,,,,,,13,,,,47,122
730,control_change,60,0,12,,,,,,,,13,11,114,,,
731,control_change,60,0,4,,,,,,,,3,11,114,,,
731,note_on,0,0,4,,,,,,,,3,,,,47,93
735,control_change,15,0,9,,,,,,,,10,11,111,,,
736,control_change,60,0,13,,,,,,,,14,11,114,,,
736,note_on,0,0,13,,,,,,,,14,,,,35,121
737,control_change,15,0,1,,,,,,,,0,11,111,,,
738,control_change,15,0,10,,,,,,,,11,11,111,,,
739,control_change,15,0,2,,,,,,,,1,11,111,,,
740,control_change,15,0,3,,,,,,,,2,11,111,,,
742,control_change,15,0,11,,,,,,,,12,11,111,,,
745,control_change,15,0,12,,,,,,,,13,11,111,,,
746,control_change,15,0,4,,,,,,,,3,11,111,,,
751,control_change,16,0,9,,,,,,,,10,11,108,,,
751,control_change,15,0,13,,,,,,,,14,11,111,,,
753,control_change,16,0,1,,,,,,,,0,11,108,,,
754,control_change,16,0,10,,,,,,,,11,11,108,,,
755,control_change,16,0,2,,,,,,,,1,11,108,,,
756,control_change,16,0,3,,,,,,,,2,11,108,,,
758,control_change,16,0,11,,,,,,,,12,11,108,,,
761,control_change,16,0,12,,,,,,,,13,11,108,,,
762,control_change,16,0,4,,,,,,,,3,11,108,,,
767,control_change,16,0,13,,,,,,,,14,11,108,,,
767,control_change,16,0,9,,,,,,,,10,11,106,,,
769,control_change,16,0,1,,,,,,,,0,11,106,,,
770,control_change,16,0,10,,,,,,,,11,11,106,,,
771,control_change,16,0,2,,,,,,,,1,11,106,,,
772,control_change,16,0,3,,,,,,,,2,11,106,,,
774,control_change,16,0,11,,,,,,,,12,11,106,,,
777,control_change,16,0,12,,,,,,,,13,11,106,,,
778,control_change,16,0,4,,,,,,,,3,11,106,,,
783,control_change,16,0,13,,,,,,,,14,11,106,,,
783,control_change,16,0,9,,,,,,,,10,11,102,,,
785,control_change,16,0,1,,,,,,,,0,11,102,,,
786,control_change,16,0,10,,,,,,,,11,11,102,,,
787,control_change,16,0,2,,,,,,,,1,11,102,,,
788,control_change,16,0,3,,,,,,,,2,11,102,,,
790,control_change,16,0,11,,,,,,,,12,11,102,,,
793,control_change,16,0,12,,,,,,,,13,11,102,,,
794,control_change,16,0,4,,,,,,,,3,11,102,,,
799,control_change,16,0,9,,,,,,,,10,11,100,,,
799,control_change,16,0,13,,,,,,,,14,11,102,,,
801,control_change,16,0,1,,,,,,,,0,11,100,,,
802,control_change,16,0,10,,,,,,,,11,11,100,,,
803,control_change,16,0,2,,,,,,,,1,11,100,,,
804,control_change,16,0,3,,,,,,,,2,11,100,,,
806,control_change,16,0,11,,,,,,,,12,11,100,,,
809,control_change,16,0,12,,,,,,,,13,11,100,,,
810,control_change,16,0,4,,,,,,,,3,11,100,,,
815,control_change,16,0,9,,,,,,,,10,11,97,,,
815,control_change,16,0,13,,,,,,,,14,11,100,,,
817,control_change,16,0,1,,,,,,,,0,11,97,,,
818,control_change,16,0,10,,,,,,,,11,11,97,,,
819,control_change,16,0,2,,,,,,,,1,11,97,,,
820,control_change,16,0,3,,,,,,,,2,11,97,,,
822,control_change,16,0,11,,,,,,,,12,11,97,,,
825,control_change,16,0,12,,,,,,,,13,11,97,,,
826,control_change,16,0,4,,,,,,,,3,11,97,,,
831,control_change,16,0,13,,,,,,,,14,11,97,,,
831,control_change,16,0,9,,,,,,,,10,11,94,,,
833,control_change,16,0,1,,,,,,,,0,11,94,,,
834,control_change,16,0,10,,,,,,,,11,11,94,,,
835,control_change,16,0,2,,,,,,,,1,11,94,,,
836,control_change,16,0,3,,,,,,,,2,11,94,,,
838,control_change,16,0,11,,,,,,,,12,11,94,,,
840,set_tempo,120,1,0,,,,,,205479,,,,,,,
840,note_on,9,0,9,,,,,,,,10,,,,59,0
840,note_on,0,0,9,,,,,,,,10,,,,60,100
841,control_change,16,0,12,,,,,,,,13,11,94,,,
842,control_change,16,0,4,,,,,,,,3,11,94,,,
842,note_on,9,0,1,,,,,,,,0,,,,71,0
842,note_on,0,0,1,,,,,,,,0,,,,72,69
843,note_on,0,0,10,,,,,,,,11,,,,60,100
843,note_on,9,0,10,,,,,,,,11,,,,59,0
844,note_on,0,0,2,,,,,,,,1,,,,72,69
844,note_on,9,0,2,,,,,,,,1,,,,71,0
845,note_on,9,0,3,,,,,,,,2,,,,59,0
845,note_on,0,0,3,,,,,,,,2,,,,60,69
847,control_change,16,0,13,,,,,,,,14,11,94,,,
847,note_on,9,0,11,,,,,,,,12,,,,59,0
847,note_on,0,0,11,,,,,,,,12,,,,60,98
850,note_on,9,0,12,,,,,,,,13,,,,47,0
850,note_on,0,0,12,,,,,,,,13,,,,48,97
851,note_on,9,0,4,,,,,,,,3,,,,47,0
851,note_on,0,0,4,,,,,,,,3,,,,48,75
856,note_on,0,0,13,,,,,,,,14,,,,36,96
856,note_on,9,0,13,,,,,,,,14,,,,35,0
925,note_on,85,0,9,,,,,,,,10,,,,60,0
927,note_on,85,0,1,,,,,,,,0,,,,72,0
