tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,pitch,note,velocity
12,pitchwheel,5,0,2,,,,,,,,1,,,0,,
12,pitchwheel,5,0,9,,,,,,,,12,,,300,,
12,program_change,5,0,4,,,,,,,70,3,,,,,
14,pitchwheel,5,0,3,,,,,,,,2,,,0,,
14,program_change,5,0,11,,,,,,,48,14,,,,,
15,pitchwheel,5,0,6,,,,,,,,5,,,-100,,
15,control_change,5,0,7,,,,,,,,10,10,18,,,
15,pitchwheel,5,0,10,,,,,,,,13,,,-300,,
15,control_change,5,0,1,,,,,,,,0,10,52,,,
16,control_change,5,0,5,,,,,,,,4,10,24,,,
16,control_change,5,0,8,,,,,,,,11,10,90,,,
17,control_change,5,0,9,,,,,,,,12,10,40,,,
17,control_change,5,0,2,,,,,,,,1,10,72,,,
17,pitchwheel,5,0,4,,,,,,,,3,,,0,,
19,pitchwheel,5,0,11,,,,,,,,14,,,300,,
19,control_change,5,0,3,,,,,,,,2,10,65,,,
20,control_change,5,0,6,,,,,,,,5,10,28,,,
20,control_change,5,0,7,,,,,,,,10,11,51,,,
20,control_change,5,0,10,,,,,,,,13,10,100,,,
20,control_change,5,0,1,,,,,,,,0,11,51,,,
21,control_change,5,0,5,,,,,,,,4,11,51,,,
21,control_change,5,0,8,,,,,,,,11,11,51,,,
22,control_change,5,0,9,,,,,,,,12,11,51,,,
22,control_change,5,0,2,,,,,,,,1,11,51,,,
22,control_change,5,0,4,,,,,,,,3,10,80,,,
24,control_change,5,0,11,,,,,,,,14,10,127,,,
24,control_change,5,0,3,,,,,,,,2,11,51,,,
25,control_change,5,0,7,,,,,,,,10,7,127,,,
25,control_change,5,0,6,,,,,,,,5,11,51,,,
25,control_change,5,0,10,,,,,,,,13,11,51,,,
25,control_change,5,0,1,,,,,,,,0,7,127,,,
26,control_change,5,0,5,,,,,,,,4,7,127,,,
26,control_change,5,0,8,,,,,,,,11,7,127,,,
27,control_change,5,0,9,,,,,,,,12,7,127,,,
27,control_change,5,0,4,,,,,,,,3,11,51,,,
27,control_change,5,0,2,,,,,,,,1,7,127,,,
29,control_change,5,0,3,,,,,,,,2,7,127,,,
29,control_change,5,0,11,,,,,,,,14,11,51,,,
30,control_change,5,0,1,,,,,,,,0,91,30,,,
30,control_change,5,0,6,,,,,,,,5,7,127,,,
30,control_change,5,0,7,,,,,,,,10,91,15,,,
30,control_change,5,0,10,,,,,,,,13,7,127,,,
31,control_change,5,0,8,,,,,,,,11,91,10,,,
31,control_change,5,0,5,,,,,,,,4,91,40,,,
32,control_change,5,0,9,,,,,,,,12,91,10,,,
32,control_change,5,0,4,,,,,,,,3,7,127,,,
32,control_change,5,0,2,,,,,,,,1,91,30,,,
34,control_change,5,0,11,,,,,,,,14,7,127,,,
34,control_change,5,0,3,,,,,,,,2,91,30,,,
35,control_change,5,0,7,,,,,,,,10,93,20,,,
35,control_change,5,0,6,,,,,,,,5,91,40,,,
35,control_change,5,0,10,,,,,,,,13,91,8,,,
35,control_change,5,0,1,,,,,,,,0,93,15,,,
36,control_change,5,0,5,,,,,,,,4,93,20,,,
36,control_change,5,0,8,,,,,,,,11,93,20,,,
37,control_change,5,0,2,,,,,,,,1,93,15,,,
37,control_change,5,0,4,,,,,,,,3,91,25,,,
37,control_change,5,0,9,,,,,,,,12,93,11,,,
39,control_change,5,0,11,,,,,,,,14,91,6,,,
39,control_change,5,0,3,,,,,,,,2,93,15,,,
40,control_change,5,0,6,,,,,,,,5,93,20,,,
40,control_change,5,0,10,,,,,,,,13,93,5,,,
42,control_change,5,0,4,,,,,,,,3,93,15,,,
44,control_change,5,0,11,,,,,,,,14,93,2,,,
240,marker,0,1,0,,,,,,,,,,,,,
240,program_change,204,0,8,,,,,,,50,11,,,,,
240,set_tempo,240,1,0,,,,,,1000000,,,,,,,
240,note_on,0,0,7,,,,,,,,10,,,,68,73
240,control_change,205,0,7,,,,,,,,10,11,35,,,
241,note_on,0,0,8,,,,,,,,11,,,,60,85
241,control_change,1,0,8,,,,,,,,11,11,35,,,
252,control_change,12,0,7,,,,,,,,10,11,42,,,
253,control_change,12,0,8,,,,,,,,11,11,42,,,
264,control_change,12,0,7,,,,,,,,10,11,46,,,
265,control_change,12,0,8,,,,,,,,11,11,46,,,
270,control_change,6,0,7,,,,,,,,10,11,49,,,
271,control_change,6,0,8,,,,,,,,11,11,49,,,
282,control_change,12,0,7,,,,,,,,10,11,53,,,
283,control_change,12,0,8,,,,,,,,11,11,53,,,
294,control_change,12,0,7,,,,,,,,10,11,59,,,
295,control_change,12,0,8,,,,,,,,11,11,59,,,
306,control_change,12,0,7,,,,,,,,10,11,63,,,
307,control_change,12,0,8,,,,,,,,11,11,63,,,
318,control_change,12,0,7,,,,,,,,10,11,66,,,
319,control_change,12,0,8,,,,,,,,11,11,66,,,
330,control_change,12,0,7,,,,,,,,10,11,69,,,
331,control_change,12,0,8,,,,,,,,11,11,69,,,
352,note_on,22,0,7,,,,,,,,10,,,,68,0
353,note_on,22,0,8,,,,,,,,11,,,,60,0
360,note_on,8,0,7,,,,,,,,10,,,,68,85
360,set_tempo,120,1,0,,,,,,937500,,,,,,,
361,note_on,8,0,8,,,,,,,,11,,,,60,97
362,control_change,325,0,9,,,,,,,,12,11,44,,,
362,note_on,0,0,9,,,,,,,,12,,,,63,71
365,control_change,325,0,10,,,,,,,,13,11,44,,,
365,note_on,0,0,10,,,,,,,,13,,,,44,70
369,control_change,325,0,11,,,,,,,,14,11,44,,,
369,control_change,7,0,9,,,,,,,,12,11,48,,,
369,note_on,0,0,11,,,,,,,,14,,,,32,69
372,control_change,7,0,10,,,,,,,,13,11,48,,,
376,control_change,7,0,11,,,,,,,,14,11,48,,,
380,control_change,11,0,9,,,,,,,,12,11,52,,,
383,control_change,11,0,10,,,,,,,,13,11,52,,,
387,control_change,11,0,11,,,,,,,,14,11,52,,,
388,control_change,8,0,9,,,,,,,,12,11,55,,,
391,control_change,8,0,10,,,,,,,,13,11,55,,,
395,control_change,7,0,9,,,,,,,,12,11,59,,,
395,control_change,8,0,11,,,,,,,,14,11,55,,,
398,control_change,7,0,10,,,,,,,,13,11,59,,,
402,control_change,7,0,11,,,,,,,,14,11,59,,,
407,control_change,12,0,9,,,,,,,,12,11,63,,,
410,control_change,12,0,10,,,,,,,,13,11,63,,,
414,control_change,12,0,11,,,,,,,,14,11,63,,,
414,control_change,7,0,9,,,,,,,,12,11,66,,,
417,control_change,7,0,10,,,,,,,,13,11,66,,,
421,control_change,7,0,11,,,,,,,,14,11,66,,,
422,control_change,8,0,9,,,,,,,,12,11,69,,,
425,control_change,8,0,10,,,,,,,,13,11,69,,,
429,control_change,8,0,11,,,,,,,,14,11,69,,,
450,note_on,90,0,7,,,,,,,,10,,,,70,76
451,note_on,90,0,8,,,,,,,,11,,,,61,87
455,note_on,5,0,7,,,,,,,,10,,,,68,0
456,note_on,5,0,8,,,,,,,,11,,,,60,0
472,note_on,17,0,7,,,,,,,,10,,,,70,0
473,note_on,17,0,8,,,,,,,,11,,,,61,0
479,note_on,57,0,9,,,,,,,,12,,,,63,0
480,control_change,8,0,7,,,,,,,,10,11,53,,,
480,set_tempo,120,1,0,,,,,,1000000,,,,,,,
480,note_on,0,0,7,,,,,,,,10,,,,68,85
481,note_on,8,0,8,,,,,,,,11,,,,63,97
481,control_change,0,0,8,,,,,,,,11,11,53,,,
482,note_on,57,0,10,,,,,,,,13,,,,44,0
482,note_on,3,0,9,,,,,,,,12,,,,63,71
485,note_on,3,0,10,,,,,,,,13,,,,51,70
486,note_on,57,0,11,,,,,,,,14,,,,32,0
489,note_on,3,0,11,,,,,,,,14,,,,39,69
490,control_change,10,0,7,,,,,,,,10,11,57,,,
491,control_change,10,0,8,,,,,,,,11,11,57,,,
508,control_change,18,0,7,,,,,,,,10,11,61,,,
509,control_change,18,0,8,,,,,,,,11,11,61,,,
521,control_change,13,0,7,,,,,,,,10,11,64,,,
522,control_change,13,0,8,,,,,,,,11,11,64,,,
532,control_change,11,0,7,,,,,,,,10,11,67,,,
533,control_change,11,0,8,,,,,,,,11,11,67,,,
600,note_on,68,0,7,,,,,,,,10,,,,68,0
600,note_on,0,0,7,,,,,,,,10,,,,67,73
600,set_tempo,120,1,0,,,,,,937500,,,,,,,
601,note_on,68,0,8,,,,,,,,11,,,,63,0
602,note_on,120,0,9,,,,,,,,12,,,,63,0
605,note_on,120,0,10,,,,,,,,13,,,,51,0
609,note_on,120,0,11,,,,,,,,14,,,,39,0
657,note_on,57,0,7,,,,,,,,10,,,,67,0
660,note_on,3,0,7,,,,,,,,10,,,,63,73
712,note_on,52,0,7,,,,,,,,10,,,,63,0
720,set_tempo,120,1,0,,,,,,1000000,,,,,,,
720,note_on,0,0,7,,,,,,,,10,,,,72,81
720,control_change,8,0,7,,,,,,,,10,11,53,,,
721,control_change,120,0,8,,,,,,,,11,11,53,,,
721,note_on,0,0,8,,,,,,,,11,,,,68,93
722,note_on,0,0,9,,,,,,,,12,,,,63,77
722,control_change,120,0,9,,,,,,,,12,11,53,,,
725,control_change,0,0,10,,,,,,,,13,11,53,,,
725,note_on,120,0,10,,,,,,,,13,,,,56,76
728,control_change,8,0,7,,,,,,,,10,11,57,,,
729,note_on,120,0,11,,,,,,,,14,,,,44,75
729,control_change,8,0,8,,,,,,,,11,11,57,,,
729,control_change,0,0,11,,,,,,,,14,11,53,,,
730,control_change,8,0,9,,,,,,,,12,11,57,,,
733,control_change,8,0,10,,,,,,,,13,11,57,,,
737,control_change,8,0,11,,,,,,,,14,11,57,,,
741,control_change,13,0,7,,,,,,,,10,11,61,,,
742,control_change,13,0,8,,,,,,,,11,11,61,,,
743,control_change,13,0,9,,,,,,,,12,11,61,,,
746,control_change,13,0,10,,,,,,,,13,11,61,,,
749,control_change,8,0,7,,,,,,,,10,11,64,,,
750,control_change,13,0,11,,,,,,,,14,11,61,,,
750,control_change,8,0,8,,,,,,,,11,11,64,,,
751,control_change,8,0,9,,,,,,,,12,11,64,,,
754,control_change,8,0,10,,,,,,,,13,11,64,,,
757,control_change,8,0,7,,,,,,,,10,11,67,,,
758,control_change,8,0,11,,,,,,,,14,11,64,,,
758,control_change,8,0,8,,,,,,,,11,11,67,,,
759,control_change,8,0,9,,,,,,,,12,11,67,,,
762,control_change,8,0,10,,,,,,,,13,11,67,,,
766,control_change,8,0,11,,,,,,,,14,11,67,,,
832,note_on,75,0,7,,,,,,,,10,,,,72,0
833,note_on,75,0,8,,,,,,,,11,,,,68,0
834,note_on,75,0,9,,,,,,,,12,,,,63,0
837,note_on,75,0,10,,,,,,,,13,,,,56,0
840,set_tempo,120,1,0,,,,,,937500,,,,,,,
840,note_on,0,0,7,,,,,,,,10,,,,72,90
840,control_change,8,0,7,,,,,,,,10,11,61,,,
841,note_on,8,0,8,,,,,,,,11,,,,68,104
841,control_change,0,0,8,,,,,,,,11,11,61,,,
841,note_on,75,0,11,,,,,,,,14,,,,44,0
842,control_change,8,0,9,,,,,,,,12,11,61,,,
842,note_on,0,0,9,,,,,,,,12,,,,65,77
845,note_on,8,0,10,,,,,,,,13,,,,53,76
845,control_change,0,0,10,,,,,,,,13,11,61,,,
849,control_change,0,0,11,,,,,,,,14,11,61,,,
849,note_on,8,0,11,,,,,,,,14,,,,41,75
868,control_change,28,0,7,,,,,,,,10,11,64,,,
869,control_change,28,0,8,,,,,,,,11,11,64,,,
870,control_change,28,0,9,,,,,,,,12,11,64,,,
873,control_change,28,0,10,,,,,,,,13,11,64,,,
877,control_change,28,0,11,,,,,,,,14,11,64,,,
885,control_change,17,0,7,,,,,,,,10,11,66,,,
886,control_change,17,0,8,,,,,,,,11,11,66,,,
887,control_change,17,0,9,,,,,,,,12,11,66,,,
890,control_change,17,0,10,,,,,,,,13,11,66,,,
894,control_change,17,0,11,,,,,,,,14,11,66,,,
915,control_change,30,0,7,,,,,,,,10,11,69,,,
916,control_change,30,0,8,,,,,,,,11,11,69,,,
917,control_change,30,0,9,,,,,,,,12,11,69,,,
920,control_change,30,0,10,,,,,,,,13,11,69,,,
924,control_change,30,0,11,,,,,,,,14,11,69,,,
930,note_on,15,0,7,,,,,,,,10,,,,72,0
930,note_on,0,0,7,,,,,,,,10,,,,73,81
931,note_on,0,0,8,,,,,,,,11,,,,70,93
931,note_on,15,0,8,,,,,,,,11,,,,68,0
935,note_on,0,0,10,,,,,,,,13,,,,49,67
935,note_on,15,0,10,,,,,,,,13,,,,53,0
939,note_on,0,0,11,,,,,,,,14,,,,37,66
939,note_on,15,0,11,,,,,,,,14,,,,41,0
957,note_on,27,0,7,,,,,,,,10,,,,73,0
958,note_on,27,0,8,,,,,,,,11,,,,70,0
959,note_on,42,0,9,,,,,,,,12,,,,65,0
960,set_tempo,120,1,0,,,,,,1000000,,,,,,,
960,control_change,3,0,7,,,,,,,,10,11,61,,,
960,note_on,0,0,7,,,,,,,,10,,,,72,85
961,note_on,3,0,8,,,,,,,,11,,,,68,97
961,control_change,0,0,8,,,,,,,,11,11,61,,,
962,note_on,3,0,9,,,,,,,,12,,,,63,83
962,note_on,27,0,10,,,,,,,,13,,,,49,0
962,control_change,0,0,9,,,,,,,,12,11,61,,,
965,note_on,0,0,10,,,,,,,,13,,,,51,82
965,control_change,3,0,10,,,,,,,,13,11,61,,,
966,note_on,27,0,11,,,,,,,,14,,,,37,0
969,control_change,3,0,11,,,,,,,,14,11,61,,,
969,note_on,0,0,11,,,,,,,,14,,,,39,81
972,control_change,12,0,7,,,,,,,,10,11,64,,,
973,control_change,12,0,8,,,,,,,,11,11,64,,,
974,control_change,12,0,9,,,,,,,,12,11,64,,,
977,control_change,12,0,10,,,,,,,,13,11,64,,,
981,control_change,12,0,11,,,,,,,,14,11,64,,,
985,control_change,13,0,7,,,,,,,,10,11,67,,,
986,control_change,13,0,8,,,,,,,,11,11,67,,,
987,control_change,13,0,9,,,,,,,,12,11,67,,,
990,control_change,13,0,10,,,,,,,,13,11,67,,,
994,control_change,13,0,11,,,,,,,,14,11,67,,,
1080,note_on,0,0,7,,,,,,,,10,,,,70,85
1080,set_tempo,120,1,0,,,,,,937500,,,,,,,
1080,note_on,95,0,7,,,,,,,,10,,,,72,0
1081,note_on,95,0,8,,,,,,,,11,,,,68,0
1081,note_on,0,0,8,,,,,,,,11,,,,67,97
1145,note_on,155,0,10,,,,,,,,13,,,,51,0
1145,note_on,0,0,10,,,,,,,,13,,,,49,82
1149,note_on,155,0,11,,,,,,,,14,,,,39,0
1149,note_on,0,0,11,,,,,,,,14,,,,37,81
1192,note_on,112,0,7,,,,,,,,10,,,,70,0
1193,note_on,112,0,8,,,,,,,,11,,,,67,0
1194,note_on,207,0,9,,,,,,,,12,,,,63,0
1197,note_on,52,0,10,,,,,,,,13,,,,49,0
1200,note_on,8,0,7,,,,,,,,10,,,,75,107
1200,control_change,0,0,7,,,,,,,,10,11,61,,,
1200,set_tempo,120,1,0,,,,,,1000000,,,,,,,
1201,note_on,52,0,11,,,,,,,,14,,,,37,0
1201,control_change,8,0,8,,,,,,,,11,11,61,,,
1201,note_on,0,0,8,,,,,,,,11,,,,68,107
1202,control_change,8,0,9,,,,,,,,12,11,61,,,
1202,note_on,0,0,9,,,,,,,,12,,,,63,105
1205,control_change,0,0,10,,,,,,,,13,11,61,,,
1205,note_on,8,0,10,,,,,,,,13,,,,48,104
1209,note_on,8,0,11,,,,,,,,14,,,,36,103
1209,control_change,0,0,11,,,,,,,,14,11,61,,,
1219,control_change,19,0,7,,,,,,,,10,11,64,,,
1220,control_change,19,0,8,,,,,,,,11,11,64,,,
1221,control_change,19,0,9,,,,,,,,12,11,64,,,
1224,control_change,19,0,10,,,,,,,,13,11,64,,,
1228,control_change,19,0,11,,,,,,,,14,11,64,,,
1239,control_change,20,0,7,,,,,,,,10,11,67,,,
1240,control_change,20,0,8,,,,,,,,11,11,67,,,
1241,control_change,20,0,9,,,,,,,,12,11,67,,,
1244,control_change,20,0,10,,,,,,,,13,11,67,,,
1248,control_change,20,0,11,,,,,,,,14,11,67,,,
1317,note_on,78,0,7,,,,,,,,10,,,,75,0
1318,note_on,78,0,8,,,,,,,,11,,,,68,0
1319,note_on,78,0,9,,,,,,,,12,,,,63,0
1320,set_tempo,120,1,0,,,,,,937500,,,,,,,
1320,control_change,0,0,7,,,,,,,,10,11,61,,,
1320,note_on,3,0,7,,,,,,,,10,,,,75,107
1321,control_change,3,0,8,,,,,,,,11,11,61,,,
1321,note_on,0,0,8,,,,,,,,11,,,,68,107
1322,note_on,78,0,10,,,,,,,,13,,,,48,0
1322,note_on,0,0,9,,,,,,,,12,,,,63,105
1322,control_change,3,0,9,,,,,,,,12,11,61,,,
1325,note_on,0,0,10,,,,,,,,13,,,,47,104
1325,control_change,3,0,10,,,,,,,,13,11,61,,,
1326,note_on,78,0,11,,,,,,,,14,,,,36,0
1329,control_change,3,0,11,,,,,,,,14,11,61,,,
1329,note_on,0,0,11,,,,,,,,14,,,,35,103
1331,control_change,11,0,7,,,,,,,,10,11,64,,,
1332,control_change,11,0,8,,,,,,,,11,11,64,,,
1333,control_change,11,0,9,,,,,,,,12,11,64,,,
1336,control_change,11,0,10,,,,,,,,13,11,64,,,
1340,control_change,11,0,11,,,,,,,,14,11,64,,,
1342,control_change,11,0,7,,,,,,,,10,11,67,,,
1343,control_change,11,0,8,,,,,,,,11,11,67,,,
1344,control_change,11,0,9,,,,,,,,12,11,67,,,
1347,control_change,11,0,10,,,,,,,,13,11,67,,,
1351,control_change,11,0,11,,,,,,,,14,11,67,,,
1410,note_on,68,0,7,,,,,,,,10,,,,75,0
1410,note_on,0,0,7,,,,,,,,10,,,,77,100
1432,note_on,22,0,7,,,,,,,,10,,,,77,0
1433,note_on,90,0,8,,,,,,,,11,,,,68,0
1434,note_on,90,0,9,,,,,,,,12,,,,63,0
1437,note_on,90,0,10,,,,,,,,13,,,,47,0
1440,note_on,0,0,7,,,,,,,,10,,,,75,102
1440,set_tempo,120,1,0,,,,,,1000000,,,,,,,
1440,control_change,8,0,7,,,,,,,,10,11,61,,,
1441,control_change,8,0,8,,,,,,,,11,11,61,,,
1441,note_on,0,0,8,,,,,,,,11,,,,68,97
1441,note_on,90,0,11,,,,,,,,14,,,,35,0
1442,note_on,8,0,9,,,,,,,,12,,,,65,83
1445,note_on,8,0,10,,,,,,,,13,,,,46,82
1449,note_on,8,0,11,,,,,,,,14,,,,34,81
1456,control_change,16,0,7,,,,,,,,10,11,64,,,
1457,control_change,16,0,8,,,,,,,,11,11,64,,,
1472,control_change,16,0,7,,,,,,,,10,11,67,,,
1473,control_change,16,0,8,,,,,,,,11,11,67,,,
1500,note_on,28,0,7,,,,,,,,10,,,,75,0
1500,note_on,0,0,7,,,,,,,,10,,,,74,93
1560,note_on,0,0,7,,,,,,,,10,,,,72,85
1560,note_on,60,0,7,,,,,,,,10,,,,74,0
1560,set_tempo,120,1,0,,,,,,937500,,,,,,,
1561,note_on,0,0,8,,,,,,,,11,,,,67,89
1561,note_on,88,0,8,,,,,,,,11,,,,68,0
1562,note_on,0,0,9,,,,,,,,12,,,,63,76
1562,note_on,120,0,9,,,,,,,,12,,,,65,0
1617,note_on,172,0,10,,,,,,,,13,,,,46,0
1620,note_on,0,0,7,,,,,,,,10,,,,70,77
1620,note_on,60,0,7,,,,,,,,10,,,,72,0
1621,note_on,0,0,8,,,,,,,,11,,,,65,85
1621,note_on,60,0,8,,,,,,,,11,,,,67,0
1621,note_on,172,0,11,,,,,,,,14,,,,34,0
1622,note_on,60,0,9,,,,,,,,12,,,,63,0
1622,note_on,0,0,9,,,,,,,,12,,,,62,71
1625,note_on,8,0,10,,,,,,,,13,,,,46,70
1629,note_on,8,0,11,,,,,,,,14,,,,34,69
1672,note_on,52,0,7,,,,,,,,10,,,,70,0
1673,note_on,52,0,8,,,,,,,,11,,,,65,0
1674,note_on,52,0,9,,,,,,,,12,,,,62,0
1677,note_on,52,0,10,,,,,,,,13,,,,46,0
1680,control_change,0,0,7,,,,,,,,10,11,61,,,
1680,set_tempo,120,1,0,,,,,,1025641,,,,,,,
1680,note_on,8,0,7,,,,,,,,10,,,,68,78
1681,control_change,8,0,8,,,,,,,,11,11,61,,,
1681,note_on,52,0,11,,,,,,,,14,,,,34,0
1681,note_on,0,0,8,,,,,,,,11,,,,63,90
1682,note_on,0,0,9,,,,,,,,12,,,,60,76
1682,control_change,8,0,9,,,,,,,,12,11,61,,,
1685,note_on,8,0,10,,,,,,,,13,,,,48,75
1685,control_change,0,0,10,,,,,,,,13,11,61,,,
1689,control_change,0,0,11,,,,,,,,14,11,61,,,
1689,note_on,8,0,11,,,,,,,,14,,,,36,74
1701,control_change,21,0,7,,,,,,,,10,11,64,,,
1702,control_change,21,0,8,,,,,,,,11,11,64,,,
1703,control_change,21,0,9,,,,,,,,12,11,64,,,
1706,control_change,21,0,10,,,,,,,,13,11,64,,,
1710,control_change,21,0,11,,,,,,,,14,11,64,,,
1725,control_change,24,0,7,,,,,,,,10,11,67,,,
1726,control_change,24,0,8,,,,,,,,11,11,67,,,
1727,control_change,24,0,9,,,,,,,,12,11,67,,,
1730,control_change,24,0,10,,,,,,,,13,11,67,,,
1734,control_change,24,0,11,,,,,,,,14,11,67,,,
1792,note_on,67,0,7,,,,,,,,10,,,,68,0
1793,note_on,67,0,8,,,,,,,,11,,,,63,0
1794,note_on,67,0,9,,,,,,,,12,,,,60,0
1797,note_on,67,0,10,,,,,,,,13,,,,48,0
1800,note_on,0,0,7,,,,,,,,10,,,,72,78
1800,control_change,8,0,7,,,,,,,,10,11,61,,,
1800,set_tempo,120,1,0,,,,,,937500,,,,,,,
1801,control_change,8,0,8,,,,,,,,11,11,61,,,
1801,note_on,0,0,8,,,,,,,,11,,,,65,104
1801,note_on,67,0,11,,,,,,,,14,,,,36,0
1802,control_change,8,0,9,,,,,,,,12,11,61,,,
1802,note_on,0,0,9,,,,,,,,12,,,,53,76
1805,control_change,0,0,10,,,,,,,,13,11,61,,,
1805,note_on,8,0,10,,,,,,,,13,,,,50,87
1809,note_on,8,0,11,,,,,,,,14,,,,38,86
1809,control_change,0,0,11,,,,,,,,14,11,61,,,
1828,control_change,28,0,7,,,,,,,,10,11,64,,,
1829,control_change,28,0,8,,,,,,,,11,11,64,,,
1830,control_change,28,0,9,,,,,,,,12,11,64,,,
1833,control_change,28,0,10,,,,,,,,13,11,64,,,
1837,control_change,28,0,11,,,,,,,,14,11,64,,,
1843,control_change,15,0,7,,,,,,,,10,11,66,,,
1844,control_change,15,0,8,,,,,,,,11,11,66,,,
1845,control_change,15,0,9,,,,,,,,12,11,66,,,
1848,control_change,15,0,10,,,,,,,,13,11,66,,,
1852,control_change,15,0,11,,,,,,,,14,11,66,,,
1872,control_change,29,0,7,,,,,,,,10,11,69,,,
1873,control_change,29,0,8,,,,,,,,11,11,69,,,
1874,control_change,29,0,9,,,,,,,,12,11,69,,,
1877,control_change,29,0,10,,,,,,,,13,11,69,,,
1881,control_change,29,0,11,,,,,,,,14,11,69,,,
