tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,control,value,channel,program,data,note,velocity,pitch
24832,control_change,,1,0,8,,,,,,,11,66,7,,,,,
24832,note_on,,4,0,5,,,,,,,,,4,,,59,0,
24832,control_change,,4,0,4,,,,,,,11,88,3,,,,,
24832,note_on,,0,0,5,,,,,,,,,4,,,68,44,
24832,note_on,,0,0,5,,,,,,,,,4,,,66,0,
24832,note_on,,0,0,5,,,,,,,,,4,,,59,34,
24832,control_change,,1,0,9,,,,,,,11,49,8,,,,,
24833,control_change,,1,0,9,,,,,,,11,50,8,,,,,
24834,note_on,,96,0,11,,,,,,,,,10,,,56,24,
24834,control_change,,2,0,8,,,,,,,11,67,7,,,,,
24834,control_change,,1,0,9,,,,,,,11,51,8,,,,,
24834,note_on,,3,0,1,,,,,,,,,0,,,78,0,
24834,note_on,,21,0,12,,,,,,,,,11,,,64,26,
24835,control_change,,1,0,8,,,,,,,11,68,7,,,,,
24835,control_change,,1,0,9,,,,,,,11,52,8,,,,,
24836,note_on,,4,0,4,,,,,,,,,3,,,57,0,
24836,note_on,,0,0,4,,,,,,,,,3,,,63,0,
24836,control_change,,4,0,5,,,,,,,11,86,4,,,,,
24836,control_change,,1,0,9,,,,,,,11,53,8,,,,,
24836,note_on,,0,0,4,,,,,,,,,3,,,56,9,
24836,note_on,,0,0,4,,,,,,,,,3,,,64,19,
24836,control_change,,0,0,4,,,,,,,11,87,3,,,,,
24837,note_on,,3,0,12,,,,,,,,,11,,,66,0,
24837,control_change,,1,0,9,,,,,,,11,54,8,,,,,
24837,control_change,,2,0,8,,,,,,,11,69,7,,,,,
24838,control_change,,1,0,9,,,,,,,11,55,8,,,,,
24838,control_change,,1,0,8,,,,,,,11,70,7,,,,,
24839,control_change,,1,0,9,,,,,,,11,56,8,,,,,
24840,control_change,,1,0,9,,,,,,,11,57,8,,,,,
24840,control_change,,4,0,5,,,,,,,11,85,4,,,,,
24840,control_change,,2,0,8,,,,,,,11,71,7,,,,,
24840,control_change,,4,0,4,,,,,,,11,86,3,,,,,
24841,control_change,,1,0,8,,,,,,,11,72,7,,,,,
24841,control_change,,1,0,9,,,,,,,11,58,8,,,,,
24842,control_change,,1,0,9,,,,,,,11,59,8,,,,,
24843,control_change,,2,0,8,,,,,,,11,73,7,,,,,
24843,control_change,,1,0,9,,,,,,,11,60,8,,,,,
24844,control_change,,4,0,4,,,,,,,11,85,3,,,,,
24844,control_change,,1,0,8,,,,,,,11,74,7,,,,,
24844,control_change,,1,0,9,,,,,,,11,61,8,,,,,
24844,control_change,,4,0,5,,,,,,,11,84,4,,,,,
24845,control_change,,1,0,9,,,,,,,11,62,8,,,,,
24846,control_change,,2,0,8,,,,,,,11,75,7,,,,,
24846,control_change,,1,0,9,,,,,,,11,63,8,,,,,
24847,control_change,,1,0,8,,,,,,,11,76,7,,,,,
24847,control_change,,1,0,9,,,,,,,11,64,8,,,,,
24848,control_change,,1,0,9,,,,,,,11,65,8,,,,,
24848,control_change,,4,0,4,,,,,,,11,84,3,,,,,
24848,control_change,,4,0,5,,,,,,,11,83,4,,,,,
24849,control_change,,1,0,9,,,,,,,11,66,8,,,,,
24849,control_change,,2,0,8,,,,,,,11,77,7,,,,,
24850,control_change,,1,0,9,,,,,,,11,67,8,,,,,
24850,control_change,,1,0,8,,,,,,,11,78,7,,,,,
24851,control_change,,1,0,9,,,,,,,11,68,8,,,,,
24852,control_change,,4,0,4,,,,,,,11,83,3,,,,,
24852,control_change,,4,0,5,,,,,,,11,82,4,,,,,
24852,control_change,,2,0,8,,,,,,,11,79,7,,,,,
24852,control_change,,1,0,9,,,,,,,11,69,8,,,,,
24853,control_change,,1,0,9,,,,,,,11,70,8,,,,,
24853,control_change,,1,0,8,,,,,,,11,80,7,,,,,
24854,control_change,,1,0,9,,,,,,,11,71,8,,,,,
24854,control_change,,1,0,8,,,,,,,11,81,7,,,,,
24855,control_change,,1,0,9,,,,,,,11,72,8,,,,,
24856,control_change,,2,0,8,,,,,,,11,82,7,,,,,
24856,control_change,,0,0,5,,,,,,,11,81,4,,,,,
24856,note_on,,0,0,5,,,,,,,,,4,,,68,0,
24856,note_on,,4,0,5,,,,,,,,,4,,,59,0,
24856,control_change,,1,0,9,,,,,,,11,73,8,,,,,
24856,control_change,,4,0,4,,,,,,,11,82,3,,,,,
24857,control_change,,1,0,8,,,,,,,11,83,7,,,,,
24857,control_change,,1,0,9,,,,,,,11,74,8,,,,,
24858,control_change,,1,0,9,,,,,,,11,75,8,,,,,
24859,control_change,,2,0,8,,,,,,,11,84,7,,,,,
24859,control_change,,1,0,9,,,,,,,11,76,8,,,,,
24860,control_change,,1,0,9,,,,,,,11,77,8,,,,,
24860,control_change,,0,0,4,,,,,,,11,81,3,,,,,
24860,control_change,,4,0,5,,,,,,,11,80,4,,,,,
24860,note_on,,0,0,4,,,,,,,,,3,,,64,0,
24860,note_on,,4,0,4,,,,,,,,,3,,,56,0,
24860,control_change,,1,0,8,,,,,,,11,85,7,,,,,
24861,control_change,,1,0,9,,,,,,,11,78,8,,,,,
24862,control_change,,2,0,8,,,,,,,11,86,7,,,,,
24862,control_change,,1,0,9,,,,,,,11,79,8,,,,,
24863,control_change,,1,0,8,,,,,,,11,87,7,,,,,
24863,control_change,,1,0,9,,,,,,,11,80,8,,,,,
24864,control_change,,4,0,4,,,,,,,11,80,3,,,,,
24864,control_change,,4,0,5,,,,,,,11,79,4,,,,,
24864,control_change,,1,0,9,,,,,,,11,81,8,,,,,
24865,control_change,,2,0,8,,,,,,,11,88,7,,,,,
24865,control_change,,1,0,9,,,,,,,11,82,8,,,,,
24866,control_change,,1,0,9,,,,,,,11,83,8,,,,,
24866,control_change,,1,0,8,,,,,,,11,89,7,,,,,
24867,control_change,,1,0,9,,,,,,,11,84,8,,,,,
24868,control_change,,4,0,4,,,,,,,11,79,3,,,,,
24868,control_change,,4,0,5,,,,,,,11,78,4,,,,,
24868,control_change,,2,0,8,,,,,,,11,90,7,,,,,
24868,control_change,,1,0,9,,,,,,,11,85,8,,,,,
24869,control_change,,1,0,8,,,,,,,11,91,7,,,,,
24869,control_change,,1,0,9,,,,,,,11,86,8,,,,,
24870,control_change,,1,0,9,,,,,,,11,87,8,,,,,
24871,control_change,,2,0,8,,,,,,,11,92,7,,,,,
24871,control_change,,1,0,9,,,,,,,11,88,8,,,,,
24872,control_change,,4,0,4,,,,,,,11,78,3,,,,,
24872,control_change,,4,0,5,,,,,,,11,77,4,,,,,
24872,control_change,,1,0,8,,,,,,,11,93,7,,,,,
24872,control_change,,1,0,9,,,,,,,11,89,8,,,,,
24873,control_change,,1,0,9,,,,,,,11,90,8,,,,,
24874,control_change,,2,0,8,,,,,,,11,94,7,,,,,
24874,control_change,,1,0,9,,,,,,,11,91,8,,,,,
24875,control_change,,1,0,8,,,,,,,11,95,7,,,,,
24875,control_change,,1,0,9,,,,,,,11,92,8,,,,,
24876,control_change,,1,0,9,,,,,,,11,93,8,,,,,
24876,control_change,,1,0,8,,,,,,,11,96,7,,,,,
24876,control_change,,4,0,4,,,,,,,11,77,3,,,,,
24876,control_change,,4,0,5,,,,,,,11,76,4,,,,,
24877,control_change,,1,0,9,,,,,,,11,94,8,,,,,
24877,note_on,,1,0,8,,,,,,,,,7,,,85,62,
24877,note_on,,48,0,13,,,,,,,,,12,,,32,0,
24877,note_on,,0,0,13,,,,,,,,,12,,,28,31,
24878,control_change,,1,0,9,,,,,,,11,96,8,,,,,
24879,control_change,,3,0,5,,,,,,,11,75,4,,,,,
24879,note_on,,45,0,1,,,,,,,,,0,,,76,0,
24879,note_on,,1,0,9,,,,,,,,,8,,,73,67,
24880,control_change,,4,0,4,,,,,,,11,76,3,,,,,
24881,note_on,,4,0,8,,,,,,,,,7,,,83,0,
24882,note_on,,45,0,12,,,,,,,,,11,,,64,0,
24882,note_on,,48,0,11,,,,,,,,,10,,,52,24,
24883,control_change,,3,0,4,,,,,,,11,75,3,,,,,
24883,note_on,,4,0,9,,,,,,,,,8,,,71,0,
24885,note_on,,3,0,11,,,,,,,,,10,,,56,0,
24901,note_on,,20,0,8,,,,,,,,,7,,,83,60,
24903,note_on,,20,0,9,,,,,,,,,8,,,71,64,
24904,note_on,,3,0,8,,,,,,,,,7,,,85,0,
24906,note_on,,3,0,9,,,,,,,,,8,,,73,0,
24925,note_on,,0,0,13,,,,,,,,,12,,,37,30,
24925,note_on,,48,0,13,,,,,,,,,12,,,28,0,
24925,note_on,,21,0,8,,,,,,,,,7,,,80,52,
24927,note_on,,21,0,9,,,,,,,,,8,,,68,60,
24928,note_on,,3,0,8,,,,,,,,,7,,,83,0,
24930,note_on,,45,0,11,,,,,,,,,10,,,61,24,
24930,note_on,,3,0,9,,,,,,,,,8,,,71,0,
24933,note_on,,3,0,11,,,,,,,,,10,,,52,0,
24949,note_on,,21,0,8,,,,,,,,,7,,,76,43,
24951,note_on,,21,0,9,,,,,,,,,8,,,64,53,
24952,note_on,,3,0,8,,,,,,,,,7,,,80,0,
24954,note_on,,3,0,9,,,,,,,,,8,,,68,0,
24973,note_on,,21,0,8,,,,,,,,,7,,,71,38,
24973,note_on,,0,0,13,,,,,,,,,12,,,35,30,
24973,note_on,,48,0,13,,,,,,,,,12,,,37,0,
24974,note_on,,2208,0,3,,,,,,,,,2,,,71,45,
24974,set_tempo,779220,146,1,0,,,,,,,,,,,,,,
24975,note_on,,21,0,9,,,,,,,,,8,,,59,48,
24975,control_change,,96,0,1,,,,,,,11,96,0,,,,,
24975,note_on,,0,0,1,,,,,,,,,0,,,71,45,
24976,control_change,,97,0,5,,,,,,,11,123,4,,,,,
24976,note_on,,0,0,5,,,,,,,,,4,,,59,34,
24976,note_on,,3,0,8,,,,,,,,,7,,,76,0,
24976,note_on,,0,0,5,,,,,,,,,4,,,66,44,
24978,note_on,,3,0,9,,,,,,,,,8,,,64,0,
24978,note_on,,96,0,12,,,,,,,,,11,,,59,45,
24978,note_on,,0,0,11,,,,,,,,,10,,,59,14,
24978,note_on,,45,0,11,,,,,,,,,10,,,61,0,
24980,control_change,,4,0,5,,,,,,,11,122,4,,,,,
24980,note_on,,0,0,4,,,,,,,,,3,,,57,14,
24980,note_on,,0,0,4,,,,,,,,,3,,,63,24,
24980,control_change,,97,0,4,,,,,,,11,123,3,,,,,
24984,control_change,,4,0,4,,,,,,,11,122,3,,,,,
24984,control_change,,4,0,5,,,,,,,11,121,4,,,,,
24988,control_change,,4,0,4,,,,,,,11,121,3,,,,,
24988,control_change,,4,0,5,,,,,,,11,120,4,,,,,
24992,control_change,,4,0,4,,,,,,,11,120,3,,,,,
24992,control_change,,4,0,5,,,,,,,11,119,4,,,,,
24996,control_change,,4,0,4,,,,,,,11,119,3,,,,,
24996,control_change,,4,0,5,,,,,,,11,118,4,,,,,
24998,note_on,,24,0,3,,,,,,,,,2,,,75,53,
24999,note_on,,24,0,1,,,,,,,,,0,,,75,52,
25000,control_change,,4,0,4,,,,,,,11,118,3,,,,,
25000,control_change,,4,0,5,,,,,,,11,117,4,,,,,
25001,note_on,,3,0,3,,,,,,,,,2,,,71,0,
25002,note_on,,3,0,1,,,,,,,,,0,,,71,0,
25002,note_on,,24,0,12,,,,,,,,,11,,,63,42,
25004,control_change,,4,0,5,,,,,,,11,116,4,,,,,
25004,control_change,,4,0,4,,,,,,,11,117,3,,,,,
25005,note_on,,3,0,12,,,,,,,,,11,,,59,0,
25008,control_change,,4,0,4,,,,,,,11,116,3,,,,,
25008,control_change,,4,0,5,,,,,,,11,115,4,,,,,
25012,control_change,,4,0,4,,,,,,,11,115,3,,,,,
25012,control_change,,4,0,5,,,,,,,11,114,4,,,,,
25016,control_change,,4,0,5,,,,,,,11,113,4,,,,,
25016,control_change,,4,0,4,,,,,,,11,114,3,,,,,
25020,control_change,,4,0,4,,,,,,,11,113,3,,,,,
25020,control_change,,4,0,5,,,,,,,11,112,4,,,,,
25021,note_on,,45,0,8,,,,,,,,,7,,,71,0,
25021,note_on,,48,0,13,,,,,,,,,12,,,35,0,
25022,note_on,,21,0,3,,,,,,,,,2,,,78,60,
25022,set_tempo,759493,48,1,0,,,,,,,,,,,,,,
25023,note_on,,21,0,1,,,,,,,,,0,,,78,59,
25023,note_on,,45,0,9,,,,,,,,,8,,,59,0,
25024,control_change,,4,0,5,,,,,,,11,111,4,,,,,
25024,control_change,,4,0,4,,,,,,,11,112,3,,,,,
25025,note_on,,3,0,3,,,,,,,,,2,,,75,0,
25026,note_on,,3,0,1,,,,,,,,,0,,,75,0,
25026,note_on,,48,0,11,,,,,,,,,10,,,59,0,
25026,note_on,,21,0,12,,,,,,,,,11,,,66,39,
25028,control_change,,4,0,4,,,,,,,11,111,3,,,,,
25028,control_change,,4,0,5,,,,,,,11,110,4,,,,,
25029,note_on,,3,0,12,,,,,,,,,11,,,63,0,
25032,control_change,,4,0,5,,,,,,,11,109,4,,,,,
25032,control_change,,4,0,4,,,,,,,11,110,3,,,,,
25036,control_change,,4,0,5,,,,,,,11,108,4,,,,,
25036,control_change,,4,0,4,,,,,,,11,109,3,,,,,
25040,control_change,,4,0,5,,,,,,,11,107,4,,,,,
25040,control_change,,4,0,4,,,,,,,11,108,3,,,,,
25044,control_change,,4,0,4,,,,,,,11,107,3,,,,,
25044,control_change,,4,0,5,,,,,,,11,106,4,,,,,
25046,note_on,,21,0,3,,,,,,,,,2,,,81,53,
25047,note_on,,21,0,1,,,,,,,,,0,,,81,66,
25048,control_change,,4,0,5,,,,,,,11,105,4,,,,,
25048,control_change,,4,0,4,,,,,,,11,106,3,,,,,
25049,note_on,,3,0,3,,,,,,,,,2,,,78,0,
25050,note_on,,3,0,1,,,,,,,,,0,,,78,0,
25050,note_on,,21,0,12,,,,,,,,,11,,,69,36,
25052,control_change,,4,0,4,,,,,,,11,105,3,,,,,
25052,control_change,,4,0,5,,,,,,,11,104,4,,,,,
25053,note_on,,3,0,12,,,,,,,,,11,,,66,0,
25056,control_change,,4,0,5,,,,,,,11,103,4,,,,,
25056,control_change,,4,0,4,,,,,,,11,104,3,,,,,
25060,control_change,,4,0,4,,,,,,,11,103,3,,,,,
25060,set_tempo,909090,38,1,0,,,,,,,,,,,,,,
25060,control_change,,4,0,5,,,,,,,11,102,4,,,,,
25064,control_change,,4,0,5,,,,,,,11,101,4,,,,,
25064,control_change,,4,0,4,,,,,,,11,102,3,,,,,
25068,control_change,,4,0,4,,,,,,,11,101,3,,,,,
25068,control_change,,4,0,5,,,,,,,11,100,4,,,,,
25070,note_on,,21,0,3,,,,,,,,,2,,,80,45,
25071,note_on,,21,0,1,,,,,,,,,0,,,80,59,
25072,control_change,,4,0,4,,,,,,,11,100,3,,,,,
25072,control_change,,4,0,5,,,,,,,11,99,4,,,,,
25073,note_on,,3,0,3,,,,,,,,,2,,,81,0,
25074,note_on,,21,0,12,,,,,,,,,11,,,68,34,
25074,note_on,,3,0,1,,,,,,,,,0,,,81,0,
25076,control_change,,4,0,5,,,,,,,11,98,4,,,,,
25076,control_change,,4,0,4,,,,,,,11,99,3,,,,,
25077,note_on,,3,0,12,,,,,,,,,11,,,69,0,
25080,control_change,,4,0,4,,,,,,,11,98,3,,,,,
25080,control_change,,4,0,5,,,,,,,11,97,4,,,,,
25084,control_change,,4,0,4,,,,,,,11,97,3,,,,,
25084,control_change,,4,0,5,,,,,,,11,96,4,,,,,
25088,control_change,,4,0,4,,,,,,,11,96,3,,,,,
25088,control_change,,4,0,5,,,,,,,11,95,4,,,,,
25092,control_change,,4,0,4,,,,,,,11,95,3,,,,,
25092,control_change,,4,0,5,,,,,,,11,94,4,,,,,
25094,note_on,,21,0,3,,,,,,,,,2,,,78,42,
25095,note_on,,21,0,1,,,,,,,,,0,,,78,52,
25096,control_change,,4,0,5,,,,,,,11,93,4,,,,,
25096,control_change,,4,0,4,,,,,,,11,94,3,,,,,
25097,note_on,,3,0,3,,,,,,,,,2,,,80,0,
25098,note_on,,21,0,12,,,,,,,,,11,,,66,32,
25098,note_on,,3,0,1,,,,,,,,,0,,,80,0,
25100,control_change,,4,0,5,,,,,,,11,92,4,,,,,
25100,control_change,,4,0,4,,,,,,,11,93,3,,,,,
25101,note_on,,3,0,12,,,,,,,,,11,,,68,0,
25104,control_change,,4,0,4,,,,,,,11,92,3,,,,,
25104,control_change,,4,0,5,,,,,,,11,91,4,,,,,
25108,control_change,,4,0,4,,,,,,,11,91,3,,,,,
25108,control_change,,4,0,5,,,,,,,11,90,4,,,,,
25112,control_change,,4,0,4,,,,,,,11,90,3,,,,,
25112,control_change,,4,0,5,,,,,,,11,89,4,,,,,
25116,control_change,,4,0,5,,,,,,,11,88,4,,,,,
25116,set_tempo,789473,56,1,0,,,,,,,,,,,,,,
25116,control_change,,4,0,4,,,,,,,11,89,3,,,,,
25117,program_change,,0,0,13,,,,,,,,,12,48,,,,
25117,note_on,,96,0,13,,,,,,,,,12,,,40,34,
25117,note_on,,96,0,8,,,,,,,,,7,,,64,44,
25117,program_change,,0,0,8,,,,,,,,,7,48,,,,
25118,sysex,,10086,0,10,,,,,,,,,,,"(65, 16, 66, 18, 64, 1, 16, 0, 2, 2, 2, 2, 4, 2, 2, 2, 0, 1, 2, 1, 1, 1, 0, 23)",,,
25118,note_on,,21,0,3,,,,,,,,,2,,,76,36,
25119,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 50, 84, 30)",,,
25119,text,,2,1,13,,,,,,,,,,,,,,
25119,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 52, 63, 53)",,,
25119,note_on,,21,0,1,,,,,,,,,0,,,76,44,
25119,text,,2,1,8,,,,,,,,,,,,,,
25120,control_change,,4,0,4,,,,,,,11,88,3,,,,,
25120,control_change,,0,0,5,,,,,,,11,87,4,,,,,
25120,note_on,,4,0,5,,,,,,,,,4,,,59,0,
25120,note_on,,0,0,5,,,,,,,,,4,,,66,0,
25120,note_on,,0,0,5,,,,,,,,,4,,,68,44,
25120,note_on,,0,0,5,,,,,,,,,4,,,59,34,
25121,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 51, 78, 35)",,,
25121,text,,2,1,13,,,,,,,,,,,,,,
25121,text,,2,1,8,,,,,,,,,,,,,,
25121,note_on,,3,0,3,,,,,,,,,2,,,78,0,
25121,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 53, 100, 15)",,,
25122,note_on,,96,0,11,,,,,,,,,10,,,64,34,
25122,note_on,,21,0,12,,,,,,,,,11,,,64,34,
25122,program_change,,0,0,12,,,,,,,,,11,48,,,,
25122,program_change,,0,0,11,,,,,,,,,10,48,,,,
25122,note_on,,3,0,1,,,,,,,,,0,,,78,0,
25123,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 52, 63, 49)",,,
25123,text,,2,1,13,,,,,,,,,,,,,,
25123,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 54, 68, 46)",,,
25123,text,,0,1,8,,,,,,,,,,,,,,
25123,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 50, 60, 58)",,,
25123,text,,2,1,8,,,,,,,,,,,,,,
25124,text,,2,1,11,,,,,,,,,,,,,,
25124,note_on,,0,0,4,,,,,,,,,3,,,64,19,
25124,note_on,,0,0,4,,,,,,,,,3,,,56,9,
25124,control_change,,0,0,4,,,,,,,11,87,3,,,,,
25124,note_on,,0,0,4,,,,,,,,,3,,,63,0,
25124,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 52, 63, 50)",,,
25124,text,,2,1,12,,,,,,,,,,,,,,
25124,note_on,,4,0,4,,,,,,,,,3,,,57,0,
25124,control_change,,4,0,5,,,,,,,11,86,4,,,,,
25124,sysex,,0,0,11,,,,,,,,,,,"(65, 16, 66, 18, 64, 26, 52, 65, 49)",,,
25125,text,,2,1,8,,,,,,,,,,,,,,
25125,note_on,,1,0,12,,,,,,,,,11,,,66,0,
25125,sysex,,0,0,8,,,,,,,,,,,"(65, 16, 66, 18, 64, 24, 51, 44, 73)",,,
25125,text,,2,1,13,,,,,,,,,,,,,,
25125,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 53, 30, 81)",,,
25126,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 53, 12, 100)",,,
25126,text,,1,1,12,,,,,,,,,,,,,,
25126,text,,2,1,11,,,,,,,,,,,,,,
25126,sysex,,0,0,11,,,,,,,,,,,"(65, 16, 66, 18, 64, 26, 53, 12, 101)",,,
25127,text,,2,1,13,,,,,,,,,,,,,,
25127,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 54, 64, 46)",,,
25128,sysex,,0,0,11,,,,,,,,,,,"(65, 16, 66, 18, 64, 26, 50, 50, 66)",,,
25128,control_change,,4,0,5,,,,,,,11,85,4,,,,,
25128,text,,2,1,12,,,,,,,,,,,,,,
25128,control_change,,4,0,4,,,,,,,11,86,3,,,,,
25128,text,,2,1,11,,,,,,,,,,,,,,
25128,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 50, 66, 49)",,,
25130,text,,2,1,11,,,,,,,,,,,,,,
25130,sysex,,0,0,11,,,,,,,,,,,"(65, 16, 66, 18, 64, 26, 51, 52, 63)",,,
25130,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 51, 64, 50)",,,
25130,text,,2,1,12,,,,,,,,,,,,,,
25132,control_change,,4,0,4,,,,,,,11,85,3,,,,,
25132,control_change,,4,0,5,,,,,,,11,84,4,,,,,
25136,control_change,,4,0,5,,,,,,,11,83,4,,,,,
25136,control_change,,4,0,4,,,,,,,11,84,3,,,,,
25140,control_change,,4,0,5,,,,,,,11,82,4,,,,,
25140,control_change,,4,0,4,,,,,,,11,83,3,,,,,
25141,note_on,,14,0,13,,,,,,,,,12,,,40,0,
25141,note_on,,16,0,8,,,,,,,,,7,,,64,0,
25144,note_on,,4,0,5,,,,,,,,,4,,,59,0,
25144,control_change,,0,0,5,,,,,,,11,81,4,,,,,
25144,control_change,,4,0,4,,,,,,,11,82,3,,,,,
25144,note_on,,0,0,5,,,,,,,,,4,,,68,0,
25146,note_on,,16,0,12,,,,,,,,,11,,,64,0,
25146,note_on,,16,0,11,,,,,,,,,10,,,64,0,
25148,control_change,,4,0,5,,,,,,,11,80,4,,,,,
25148,control_change,,0,0,4,,,,,,,11,81,3,,,,,
25148,note_on,,0,0,4,,,,,,,,,3,,,64,0,
25148,note_on,,4,0,4,,,,,,,,,3,,,56,0,
25152,control_change,,4,0,5,,,,,,,11,79,4,,,,,
25152,control_change,,4,0,4,,,,,,,11,80,3,,,,,
25156,control_change,,4,0,5,,,,,,,11,78,4,,,,,
25156,control_change,,4,0,4,,,,,,,11,79,3,,,,,
25160,control_change,,4,0,5,,,,,,,11,77,4,,,,,
25160,control_change,,4,0,4,,,,,,,11,78,3,,,,,
25164,control_change,,4,0,4,,,,,,,11,77,3,,,,,
25164,control_change,,4,0,5,,,,,,,11,76,4,,,,,
25165,note_on,,24,0,13,,,,,,,,,12,,,44,84,
25165,text,,24,1,8,,,,,,,,,,,,,,
25165,control_change,,0,0,8,,,,,,,11,120,7,,,,,
25166,note_on,,45,0,3,,,,,,,,,2,,,76,0,
25167,note_on,,2,0,8,,,,,,,,,7,,,68,82,
25167,note_on,,45,0,1,,,,,,,,,0,,,76,0,
25167,control_change,,3,0,5,,,,,,,11,75,4,,,,,
25168,control_change,,4,0,4,,,,,,,11,76,3,,,,,
25170,note_on,,24,0,11,,,,,,,,,10,,,68,84,
25170,note_on,,24,0,12,,,,,,,,,11,,,56,84,
25171,control_change,,3,0,4,,,,,,,11,75,3,,,,,
25183,note_on,,16,0,8,,,,,,,,,7,,,68,0,
25183,note_on,,18,0,13,,,,,,,,,12,,,44,0,
25186,set_tempo,909090,70,1,0,,,,,,,,,,,,,,
25188,note_on,,18,0,12,,,,,,,,,11,,,56,0,
25188,note_on,,18,0,11,,,,,,,,,10,,,68,0,
25213,note_on,,30,0,13,,,,,,,,,12,,,45,102,
25215,note_on,,32,0,8,,,,,,,,,7,,,69,102,
25218,note_on,,30,0,12,,,,,,,,,11,,,57,102,
25218,note_on,,30,0,11,,,,,,,,,10,,,69,102,
25231,note_on,,16,0,8,,,,,,,,,7,,,69,0,
25231,note_on,,18,0,13,,,,,,,,,12,,,45,0,
25236,note_on,,18,0,12,,,,,,,,,11,,,57,0,
25236,note_on,,18,0,11,,,,,,,,,10,,,69,0,
25250,set_tempo,789473,64,1,0,,,,,,,,,,,,,,
25257,text,,26,1,13,,,,,,,,,,,,,,
25257,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 50, 56, 58)",,,
25259,sysex,,0,0,13,,,,,,,,,,,"(65, 16, 66, 18, 64, 28, 51, 54, 59)",,,
25259,text,,2,1,13,,,,,,,,,,,,,,
25261,note_on,,2,0,13,,,,,,,,,12,,,47,104,
25262,note_on,,0,0,3,,,,,,,,,2,,,66,84,
25262,note_on,,96,0,3,,,,,,,,,2,,,75,84,
25262,note_on,,0,0,6,,,,,,,,,5,,,59,94,
25262,set_tempo,882352,12,1,0,,,,,,,,,,,,,,
25262,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 50, 58, 57)",,,
25262,text,,26,1,12,,,,,,,,,,,,,,
25262,note_on,,0,0,2,,,,,,,,,1,,,75,84,
25262,note_on,,9078,0,14,,,,,,,,,13,,,47,114,
25262,note_on,,9078,0,6,,,,,,,,,5,,,71,84,
25262,note_on,,1249,0,2,,,,,,,,,1,,,78,84,
25263,note_on,,96,0,1,,,,,,,,,0,,,78,74,
25263,note_on,,0,0,1,,,,,,,,,0,,,75,74,
25263,note_on,,32,0,8,,,,,,,,,7,,,71,114,
25264,note_on,,97,0,5,,,,,,,,,4,,,71,84,
25264,sysex,,0,0,12,,,,,,,,,,,"(65, 16, 66, 18, 64, 27, 51, 44, 70)",,,
25264,text,,2,1,12,,,,,,,,,,,,,,
25264,note_on,,6390,0,7,,,,,,,,,6,,,54,84,
25264,note_on,,0,0,5,,,,,,,,,4,,,59,94,
25264,note_on,,0,0,7,,,,,,,,,6,,,63,84,
25264,note_on,,18618,0,15,,,,,,,,,14,,,59,104,
25266,note_on,,2,0,12,,,,,,,,,11,,,59,104,
25266,note_on,,30,0,11,,,,,,,,,10,,,71,114,
25268,note_on,,97,0,4,,,,,,,,,3,,,54,84,
25268,note_on,,0,0,4,,,,,,,,,3,,,63,84,
25281,note_on,,18,0,8,,,,,,,,,7,,,71,0,
25283,note_on,,22,0,13,,,,,,,,,12,,,47,0,
25286,note_on,,22,0,15,,,,,,,,,14,,,59,0,
25288,note_on,,22,0,12,,,,,,,,,11,,,59,0,
25288,note_on,,22,0,11,,,,,,,,,10,,,71,0,
25309,note_on,,26,0,13,,,,,,,,,12,,,49,104,
25311,note_on,,30,0,8,,,,,,,,,7,,,73,114,
25312,note_on,,26,0,15,,,,,,,,,14,,,61,104,
25314,note_on,,26,0,11,,,,,,,,,10,,,73,114,
25314,note_on,,26,0,12,,,,,,,,,11,,,61,104,
25329,note_on,,18,0,8,,,,,,,,,7,,,73,0,
25331,note_on,,22,0,13,,,,,,,,,12,,,49,0,
25334,note_on,,22,0,15,,,,,,,,,14,,,61,0,
25336,note_on,,22,0,12,,,,,,,,,11,,,61,0,
25336,note_on,,22,0,11,,,,,,,,,10,,,73,0,
25357,note_on,,26,0,13,,,,,,,,,12,,,45,104,
25358,note_on,,96,0,14,,,,,,,,,13,,,47,0,
