tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
1560,note_on,0,0,9,,,,,,,,,10,,,,79,112
1560,note_on,30,0,9,,,,,,,,,10,,,,78,0
1561,note_on,30,0,10,,,,,,,,,11,,,,62,97
1564,note_on,30,0,11,,,,,,,,,12,,,,59,97
1568,note_on,120,0,12,,,,,,,,,13,,,,55,0
1570,note_on,120,0,13,,,,,,,,,14,,,,43,0
1591,note_on,30,0,10,,,,,,,,,11,,,,62,0
1594,note_on,30,0,11,,,,,,,,,12,,,,59,0
1620,note_on,0,0,9,,,,,,,,,10,,,,77,112
1620,note_on,60,0,9,,,,,,,,,10,,,,79,0
1621,note_on,30,0,10,,,,,,,,,11,,,,55,97
1624,note_on,30,0,11,,,,,,,,,12,,,,55,97
1650,note_on,30,0,9,,,,,,,,,10,,,,77,0
1651,note_on,30,0,10,,,,,,,,,11,,,,55,0
1654,note_on,30,0,11,,,,,,,,,12,,,,55,0
1680,note_on,30,0,9,,,,,,,,,10,,,,76,112
1680,set_tempo,120,1,0,,,,,,510638,,,,,,,,
1681,note_on,30,0,10,,,,,,,,,11,,,,64,97
1684,note_on,30,0,11,,,,,,,,,12,,,,60,97
1688,note_on,120,0,12,,,,,,,,,13,,,,60,97
1690,note_on,120,0,13,,,,,,,,,14,,,,48,97
1710,note_on,30,0,9,,,,,,,,,10,,,,76,0
1711,note_on,30,0,10,,,,,,,,,11,,,,64,0
1714,note_on,30,0,11,,,,,,,,,12,,,,60,0
1740,note_on,30,0,9,,,,,,,,,10,,,,76,112
1741,note_on,30,0,10,,,,,,,,,11,,,,67,97
1744,note_on,30,0,11,,,,,,,,,12,,,,55,97
1748,note_on,60,0,12,,,,,,,,,13,,,,60,0
1750,note_on,60,0,13,,,,,,,,,14,,,,48,0
1770,note_on,30,0,9,,,,,,,,,10,,,,76,0
1771,note_on,30,0,10,,,,,,,,,11,,,,67,0
1774,note_on,30,0,11,,,,,,,,,12,,,,55,0
1800,note_on,30,0,9,,,,,,,,,10,,,,79,112
1800,set_tempo,120,1,0,,,,,,470588,,,,,,,,
1801,note_on,30,0,10,,,,,,,,,11,,,,62,97
1804,note_on,30,0,11,,,,,,,,,12,,,,59,97
1808,note_on,60,0,12,,,,,,,,,13,,,,55,97
1810,note_on,60,0,13,,,,,,,,,14,,,,43,97
1830,note_on,30,0,9,,,,,,,,,10,,,,79,0
1831,note_on,30,0,10,,,,,,,,,11,,,,62,0
1834,note_on,30,0,11,,,,,,,,,12,,,,59,0
1860,note_on,30,0,9,,,,,,,,,10,,,,79,112
1861,note_on,30,0,10,,,,,,,,,11,,,,67,97
1864,note_on,30,0,11,,,,,,,,,12,,,,55,97
1868,note_on,60,0,12,,,,,,,,,13,,,,55,0
1870,note_on,60,0,13,,,,,,,,,14,,,,43,0
1890,note_on,30,0,9,,,,,,,,,10,,,,79,0
1891,note_on,30,0,10,,,,,,,,,11,,,,67,0
1894,note_on,30,0,11,,,,,,,,,12,,,,55,0
1920,note_on,30,0,9,,,,,,,,,10,,,,72,112
1920,set_tempo,120,1,0,,,,,,510638,,,,,,,,
1921,note_on,30,0,10,,,,,,,,,11,,,,60,97
1924,note_on,30,0,11,,,,,,,,,12,,,,57,97
1928,note_on,60,0,12,,,,,,,,,13,,,,57,97
1930,note_on,60,0,13,,,,,,,,,14,,,,45,97
1950,note_on,30,0,9,,,,,,,,,10,,,,72,0
1951,note_on,30,0,10,,,,,,,,,11,,,,60,0
1954,note_on,30,0,11,,,,,,,,,12,,,,57,0
1980,note_on,30,0,9,,,,,,,,,10,,,,72,112
1981,note_on,30,0,10,,,,,,,,,11,,,,64,97
1984,note_on,30,0,11,,,,,,,,,12,,,,52,97
1988,note_on,60,0,12,,,,,,,,,13,,,,57,0
1990,note_on,60,0,13,,,,,,,,,14,,,,45,0
2010,note_on,30,0,9,,,,,,,,,10,,,,72,0
2011,note_on,30,0,10,,,,,,,,,11,,,,64,0
2014,note_on,30,0,11,,,,,,,,,12,,,,52,0
2040,set_tempo,120,1,0,,,,,,470588,,,,,,,,
2040,note_on,30,0,9,,,,,,,,,10,,,,76,112
2041,note_on,30,0,10,,,,,,,,,11,,,,59,97
2044,note_on,30,0,11,,,,,,,,,12,,,,56,97
2048,note_on,60,0,12,,,,,,,,,13,,,,52,97
2050,note_on,60,0,13,,,,,,,,,14,,,,40,97
2070,note_on,30,0,9,,,,,,,,,10,,,,76,0
2071,note_on,30,0,10,,,,,,,,,11,,,,59,0
2074,note_on,30,0,11,,,,,,,,,12,,,,56,0
2100,note_on,30,0,9,,,,,,,,,10,,,,76,112
2101,note_on,30,0,10,,,,,,,,,11,,,,64,97
2104,note_on,30,0,11,,,,,,,,,12,,,,52,97
2108,note_on,60,0,12,,,,,,,,,13,,,,52,0
2110,note_on,60,0,13,,,,,,,,,14,,,,40,0
2130,note_on,30,0,9,,,,,,,,,10,,,,76,0
2131,note_on,30,0,10,,,,,,,,,11,,,,64,0
2134,note_on,30,0,11,,,,,,,,,12,,,,52,0
2160,set_tempo,120,1,0,,,,,,510638,,,,,,,,
2160,note_on,30,0,9,,,,,,,,,10,,,,69,112
2161,note_on,30,0,10,,,,,,,,,11,,,,60,97
